Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Mark Wilson,DAL,M,12,7,581,1,1,7,2,0/0,14.3,28.6
Kyle Veris,LA,D,10,8,732,0,0,7,1,0/0,0.0,14.3
Marcelo Saragosa,DAL,M,17,13,1111,0,0,7,2,0/0,0.0,28.6
Jimmy Conrad,KC,D,15,14,1252,2,0,7,5,0/0,28.6,71.4
Dan Gargan,COL,D,22,15,1480,0,1,7,3,0/0,0.0,42.9
Gonzalo Segares,CHI,D,25,22,1983,1,1,7,2,0/0,14.3,28.6
Shavar Thomas,KC,D,26,24,2147,1,1,7,3,0/0,14.3,42.9
Mike Petke,COL,D,26,26,2256,0,0,7,1,0/0,0.0,14.3
Danny O'Rourke,NY,D,28,27,2400,0,2,7,1,0/0,0.0,14.3
C.J. Brown,CHI,D,28,28,2429,1,2,7,3,0/0,14.3,42.9
Markus Schopp,NY,D-M,5,1,198,0,0,6,3,0/0,0.0,50.0
Matt Taylor,CHV,F,15,2,318,0,1,6,2,0/0,0.0,33.3
Leonard Bisaku,CLB,M,7,4,336,1,0,6,3,0/0,16.7,50.0
Stuart Holden,HOU,M,13,3,341,1,0,6,3,0/0,16.7,50.0
David Wagenfuhr,DAL,D,13,5,491,1,0,6,2,0/0,16.7,33.3
Adrian Serioux,HOU,D,20,15,1411,1,0,6,3,0/0,16.7,50.0
Ritchie Kotschau,CLB,D,26,23,2109,1,2,6,1,0/0,16.7,16.7
Jeff Parke,NY,D,31,31,2771,0,0,6,2,0/0,0.0,33.3
Willie Sims,NE,F,9,2,218,0,0,5,1,0/0,0.0,20.0
Frankie Hejduk,CLB,D,4,4,360,0,0,5,1,0/0,0.0,20.0
Matias Donnet,DC,M,8,7,520,1,0,5,3,0/0,20.0,60.0
Tyson Wahl,KC,D,10,6,606,0,0,5,2,0/0,0.0,40.0
Kevin Goldthwaite,HOU,D,20,8,819,0,1,5,3,0/0,0.0,60.0
Kenny Cutler,RSL,M,15,11,918,0,0,5,1,0/0,0.0,20.0
Jack Stewart,CHI,D,17,13,1126,0,0,5,1,0/0,0.0,20.0
Eddie Pope,RSL,D,22,22,1926,0,0,5,1,0/0,0.0,20.0
Bryan Namoff,DC,D,26,25,2241,0,1,5,2,0/0,0.0,40.0
Bobby Boswell,DC,D,30,30,2700,1,1,5,4,0/0,20.0,80.0
Jamie Watson,RSL,M,10,0,104,0,0,4,1,0/0,0.0,25.0
Jose Manuel Abundis,NE,F,2,2,140,1,0,4,2,0/0,25.0,50.0
Floyd Franks,CHI,M,9,0,150,0,0,4,2,0/0,0.0,50.0
Chris Wondolowski,SJ,F,6,4,198,1,0,4,2,0/0,25.0,50.0
Ryan Johnson,CHI,F,10,1,198,0,0,4,3,0/0,0.0,75.0
Danny Szetela,CLB,M,4,3,237,0,1,4,3,0/0,0.0,75.0
Joe Vide,NY,M,7,2,278,0,0,4,0,0/0,0.0,0.0
Colin Clark,COL,M,7,3,297,0,0,4,1,0/0,0.0,25.0
Brent Whitfield,CHV,M,11,3,362,1,1,4,3,0/0,25.0,75.0
Lance Watson,KC,D,11,4,448,0,0,4,2,0/0,0.0,50.0
Kelly Gray,HOU,D-M,18,8,868,0,0,4,0,0/0,0.0,0.0
Nelson Akwari,RSL,D,18,14,1308,0,0,4,1,0/0,0.0,25.0
Chris Leitch,CLB,D,24,18,1662,0,1,4,2,0/0,0.0,50.0
Logan Pause,CHI,M,25,19,1782,0,1,4,1,0/0,0.0,25.0
Nick Garcia,KC,D,29,29,2519,1,0,4,3,0/0,25.0,75.0
Melvin Tarley,COL,F,3,0,34,0,0,3,3,0/0,0.0,100.0
Jordan Cila,NY,F-M,4,0,78,1,0,3,3,0/0,33.3,100.0
Stephen deRoux,DC,M-D,4,2,228,0,0,3,0,0/0,0.0,0.0
Kyle Brown,NE,F,12,2,288,0,1,3,1,0/0,0.0,33.3
Knox Cameron,CLB,F,10,3,354,0,0,3,1,0/0,0.0,33.3
Mark Lisi,NY,M,9,7,506,0,4,3,2,0/0,0.0,66.7
Troy Roberts,LA,D,14,10,890,0,1,3,1,0/0,0.0,33.3
Ante Jazic,LA,D,11,11,990,0,0,3,0,0/0,0.0,0.0
Orlando Perez,CHV,D,23,11,1169,0,0,3,3,0/0,0.0,100.0
James Riley,NE,D,20,20,1706,0,0,3,2,0/0,0.0,66.7
Kevin Novak,RSL,D,26,25,2028,0,0,3,1,0/0,0.0,33.3
Ryan Cochrane,HOU,D,27,24,2172,1,0,3,2,0/0,33.3,66.7
Jason Hernandez,CHV,D,29,24,2242,0,0,3,2,0/0,0.0,66.7
Matt Nickell,DC,F,3,0,14,0,0,2,1,0/0,0.0,50.0
Blake Camp,NY,M,3,0,36,0,0,2,1,0/0,0.0,50.0
Anderson de Souza,LA,F,3,0,45,0,0,2,1,0/0,0.0,50.0
Jerrod Laventure,NY,F,5,0,68,1,1,2,1,0/0,50.0,50.0
Johnny Garcia,CHV,D,2,1,84,0,0,2,0,0/0,0.0,0.0
Aaron Pitchkolan,DAL,D,10,0,92,1,0,2,1,0/0,50.0,50.0
Julian Nash,HOU,F,6,0,94,0,0,2,0,0/0,0.0,0.0
Drew Helm,CHV,F,8,1,122,0,0,2,1,0/0,0.0,50.0
Michael Enfield,LA,M-F,5,1,124,0,0,2,0,0/0,0.0,0.0
Jafet Soto,RSL,M,8,1,192,1,0,2,2,0/0,50.0,100.0
Alain Nkong,COL,M,5,2,199,0,0,2,0,0/0,0.0,0.0
Peter Canero,NY,M,9,2,276,0,0,2,1,0/0,0.0,50.0
Marc Burch,MIN,D,10,5,505,0,1,2,0,0/0,0.0,0.0
Taylor Graham,NY,D,10,6,568,0,0,2,0,0/0,0.0,0.0
Tim Ward,CLB,D,11,6,603,0,0,2,1,0/0,0.0,50.0
Alex Yi,DAL,D,11,6,665,0,0,2,1,0/0,0.0,50.0
Steve Jolley,NY,D,16,10,851,0,1,2,1,0/0,0.0,50.0
Carlos Llamosa,CHV,D,13,11,920,0,1,2,0,0/0,0.0,0.0
Pablo Mastroeni,COL,M,20,20,1779,0,0,2,0,0/0,0.0,0.0
Brian Roberts,KC,D,1,0,17,0,0,1,0,0/0,0.0,0.0
Ednaldo da Conceicao,LA,F,1,0,19,0,0,1,0,0/0,0.0,0.0
Rodrigo López,CHV,M,2,0,20,0,0,1,1,0/0,0.0,100.0
Robert Ssejjemba,DC,F,1,0,25,0,0,1,1,0/0,0.0,100.0
Gavin Glinton,LA,F,1,0,25,0,0,1,1,0/0,0.0,100.0
Joey Worthen,RSL,F-M,3,0,28,0,0,1,0,0/0,0.0,0.0
Esteban Arias,CHV,D,4,0,39,0,0,1,0,0/0,0.0,0.0
Jermaine Hue,KC,M,2,1,51,0,0,1,1,0/0,0.0,100.0
Domenic Mediate,DC,M,8,2,243,0,0,1,1,0/0,0.0,100.0
Devon McTavish,DC,D,5,3,265,0,0,1,1,0/0,0.0,100.0
Chris Brown,RSL,M-F,9,3,296,1,0,1,1,0/0,100.0,100.0
John Wilson,DC,D,11,2,404,0,0,1,1,0/0,0.0,100.0
Daniel Hernandez,NE,M,7,5,429,0,0,1,0,0/0,0.0,0.0
Ryan Raybould,KC,D-M,8,6,583,0,1,1,0,0/0,0.0,0.0
Jim Curtin,CHI,D,11,7,660,1,0,1,1,0/0,100.0,100.0
Matt Groenwald,KC,M,19,16,1221,0,2,1,1,0/0,0.0,100.0
Nathan Sturgis,LA,M,15,15,1247,0,0,1,0,0/0,0.0,0.0
Tony Sanneh,CHI,D,19,15,1295,0,1,1,0,0/0,0.0,0.0
Daniel Torres,RSL,D,16,16,1363,0,0,1,0,0/0,0.0,0.0
Francisco Gomez,CHV,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brian Dunseth,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Craig Capano,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Seth Trembly,RSL,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Paul Broome,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jordan Russolillo,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeff Curtin,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ramon Ramirez,CHV,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Gustavo Cabrera,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jesus Ochoa,CHV,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Duke Hashimoto,CLB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Mike Munoz,CHV,M,0,0,0,0,0,0,0,0/0,0.0,0.0
David Arvizu,NY,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Dello-Russo,DAL,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Blake Wagner,DAL,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Mike Randolph,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mike Chabala,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mpho Moloi,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Daniel Paladini,LA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Eder Robles,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Carlos Borja,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ivan Becerra,CLB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Marcos Charras,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Adam Acosta,RSL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Aloisi,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Leandro de Oliveira,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan McMahen,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Miguel Gonzalez,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Arsene Oka,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jed Zayner,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jordan Harvey,LAFC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Stephen Keel,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Adam Ruud,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Estuardo Sanchez,CHV,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Stephen Shirley,KC,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Alex Smith,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Marcus Storey,HOU,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Mario Torres,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Idris Ughiovhe,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Adam Williamson,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Aaron King,COL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Cameron Knowles,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Shawn Kuykendall,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Aaron Lanes,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan Latham,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Andy Metcalf,DC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Dayton O'Brien,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brian Gil,RSL,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Guillermo Gonzalez,LA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Sasha Gotsmanov,COL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Miguel Guante,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Pat Haggerty,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Josh Hansen,LA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Justin Moose,DC,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Patrick Ianni,HOU,D-M,2,0,2,0,0,0,0,0/0,0.0,0.0
Will John,KC,M-F,1,0,3,0,0,0,0,0/0,0.0,0.0
John O'Brien,CHV,M,1,0,5,0,0,0,0,0/0,0.0,0.0
Christian Jimenez,RSL,M,1,0,6,0,0,0,0,0/0,0.0,0.0
Luchi Gonzalez,COL,F,2,0,7,0,0,0,0,0/0,0.0,0.0
John Thorrington,CHI,M,2,0,11,0,0,0,0,0/0,0.0,0.0
Dax McCarty,CHI,M,2,0,11,0,0,0,0,0/0,0.0,0.0
Rene Corona,CHV,M,1,0,13,0,0,0,0,0/0,0.0,0.0
Jared Montz,CHI,D,1,0,13,0,1,0,0,0/0,0.0,0.0
Joel Kitamirike,CLB,D,1,0,19,0,0,0,0,0/0,0.0,0.0
Elie Ikangu,NY,M,2,0,22,0,0,0,0,0/0,0.0,0.0
Sergei Raad,KC,M,1,0,22,0,0,0,0,0/0,0.0,0.0
Stefani Miglioranzi,LA,M,3,0,25,0,0,0,0,0/0,0.0,0.0
Pascal Bedrossian,CHI,F,1,0,28,0,0,0,0,0/0,0.0,0.0
Jani Galik,NE,M,2,1,46,0,0,0,0,0/0,0.0,0.0
David Stokes,DC,D,3,1,52,0,0,0,0,0/0,0.0,0.0
Danny Wynn,NE,M-D,2,0,61,0,0,0,0,0/0,0.0,0.0
Marshall Leonard,NE,M,1,0,76,0,0,0,0,0/0,0.0,0.0
Benjamin Benditson,LA,D,1,1,85,0,0,0,0,0/0,0.0,0.0
Jeff Carroll,DC,M-D,2,1,100,0,0,0,0,0/0,0.0,0.0
Matt Crawford,COL,M,2,2,138,0,0,0,0,0/0,0.0,0.0
Justin Moore,DAL,M,2,1,159,0,0,0,0,0/0,0.0,0.0
Nikolas Besagno,RSL,M,4,2,282,0,0,0,0,0/0,0.0,0.0
Leonard Griffin,CHI,D,6,4,343,0,0,0,0,0/0,0.0,0.0
Chris Wingert,COL,D,10,4,445,0,0,0,0,0/0,0.0,0.0
Brandon Prideaux,DC,D,9,9,784,0,0,0,0,0/0,0.0,0.0
Tony Lochhead,NE,D,16,9,797,0,2,0,0,0/0,0.0,0.0
Avery John,NE,D,10,10,893,0,0,0,0,0/0,0.0,0.0
Lawson Vaughn,CHV,D,17,11,1045,0,1,0,0,0/0,0.0,0.0
Willis Forko,RSL,D,26,26,2254,0,1,0,0,0/0,0.0,0.0
Ugo Ihemelu,LA,D,29,29,2610,0,0,0,0,0/0,0.0,0.0
Michael Parkhurst,ATL,D,30,30,2700,0,0,0,0,0/0,0.0,0.0
Carlos Mendes,NY,D,31,31,2751,0,1,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
