Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Kenny Cooper,DAL,F,31,29,2453,11,4,65,30,39,59,23,3,0
Brian Ching,HOU,F,21,20,1822,11,2,64,30,38,50,23,1,0
Ante Razov,CHV,F,28,28,2485,14,8,98,40,38,41,43,6,0
Francisco Mendoza,CHV,M,31,31,2652,3,6,40,22,38,48,7,6,0
Brandon Moss,CLB,D,20,17,1610,0,0,8,2,37,18,0,5,1
Mike Petke,COL,D,26,26,2256,0,0,7,1,37,13,0,10,2
Jaime Moreno,DC,F,32,31,2699,11,10,51,31,37,62,22,3,0
Davy Arnaud,KC,M,32,30,2784,4,4,57,24,37,76,10,6,0
Chad Marshall,SEA,D,26,25,2255,1,1,11,3,36,17,0,1,0
Juan Pablo Garcia,CHV,M,29,29,2438,8,6,51,29,36,41,7,5,0
Gonzalo Segares,CHI,D,25,22,1983,1,1,7,2,35,22,0,8,0
Christian Gomez,DC,M,30,28,2366,14,11,63,35,35,39,6,7,0
Chris Armas,CHI,M,27,27,2366,1,5,20,6,35,29,0,5,0
Freddy Adu,DC,F,32,29,2521,2,8,55,25,35,52,26,0,0
Carlos Mendes,NY,D,31,31,2751,0,1,0,0,35,21,0,6,0
Ben Olsen,DC,M,20,18,1534,2,3,21,10,34,55,3,7,0
James Riley,NE,D,20,20,1706,0,0,3,2,34,14,1,5,0
Landon Donovan,LA,M-F,24,24,2147,12,8,44,28,34,44,8,3,0
Chris Henderson,NY,M,32,29,2186,3,1,30,14,34,23,25,0,0
C.J. Brown,CHI,D,28,28,2429,1,2,7,3,34,21,0,3,0
Alan Gordon,LA,F,17,11,1019,4,2,38,20,33,16,18,1,0
Peter Vagenas,LA,M,25,24,2046,2,5,15,5,33,31,1,3,0
Ritchie Kotschau,CLB,D,26,23,2109,1,2,6,1,33,11,1,4,0
Jay Heaps,NE,D,31,31,2790,0,4,11,2,33,34,1,7,0
Jack Jewsbury,KC,M,28,19,1814,1,3,28,12,32,25,0,4,0
Youri Djorkaeff,NY,F-M,21,21,1824,2,4,59,20,32,57,13,2,0
Craig Waibel,HOU,D,28,28,2401,5,1,12,7,32,16,1,3,0
Bobby Boswell,DC,D,30,30,2700,1,1,5,4,32,15,0,8,0
Dan Gargan,COL,D,22,15,1480,0,1,7,3,31,12,0,6,0
Andy Williams,RSL,M,29,21,1941,2,6,37,14,31,52,8,5,0
Brad Davis,HOU,M,28,24,2035,1,11,42,19,31,53,6,4,0
Shavar Thomas,KC,D,26,24,2147,1,1,7,3,31,12,0,5,0
Jason Garey,CLB,F,25,18,1712,5,2,31,17,30,21,15,2,0
Thiago,CHI,M,27,25,2229,3,2,39,19,30,42,3,0,0
Douglas Sequeira,RSL,M,18,13,1246,1,0,16,4,29,14,3,3,1
Hunter Freeman,COL,D,27,24,2130,0,1,8,2,29,29,0,7,1
Jason Kreis,RSL,M,30,27,2434,8,5,56,22,29,28,21,3,1
Nick Garcia,KC,D,29,29,2519,1,0,4,3,29,31,0,6,1
Jose Burciaga Jr.,KC,D,30,29,2589,8,8,50,22,29,38,2,3,1
Mike Magee,NY,M,17,9,938,3,1,23,12,28,16,4,4,1
Peguero Jean Philippe,COL,F,14,14,1248,6,3,27,12,28,38,21,2,0
Alex Zotinca,KC,D,24,15,1301,1,1,23,7,28,20,1,3,0
Alecko Eskandarian,DC,F,22,16,1474,7,2,57,30,28,45,16,6,1
Joe Franchino,NE,M,21,19,1520,0,1,18,3,28,26,5,9,0
Kerry Zavagnin,KC,M,25,23,2068,0,1,8,2,28,22,0,4,0
Ryan Cochrane,HOU,D,27,24,2172,1,0,3,2,28,9,1,4,0
Tim Regan,CHV,D,30,30,2618,0,0,10,2,28,15,0,5,1
Jonathan Bornstein,CHV,D,32,32,2878,6,4,38,21,28,37,11,2,0
Dema Kovalenko,NY,M,12,12,1080,0,1,19,9,27,26,0,4,0
John Wolyniec,CLB,F,22,17,1429,4,2,38,17,27,16,14,2,0
Joseph Ngwenya,CLB,F,22,18,1520,5,2,29,13,27,32,29,5,2
Josh Wolff,KC,F,19,18,1587,5,2,41,19,27,31,13,1,0
Jeff Parke,NY,D,31,31,2771,0,0,6,2,27,33,0,5,0
Adrian Serioux,HOU,D,20,15,1411,1,0,6,3,26,38,1,4,0
Ezra Hendrickson,CHV,D,24,20,1867,1,2,15,5,25,12,2,1,0
Kevin Novak,RSL,D,26,25,2028,0,0,3,1,25,16,1,3,0
Drew Moor,TOR,D,27,26,2280,1,1,12,5,25,20,2,6,0
Chris Gbandi,DAL,D,28,27,2393,0,2,14,7,25,28,4,3,1
Jeff Cunningham,RSL,F,31,26,2404,16,11,83,45,25,49,35,6,0
Aitor Karanka,COL,D,27,27,2414,0,1,11,4,25,25,0,3,0
Wade Barrett,HOU,D,31,31,2756,0,3,14,5,25,19,6,1,1
Roberto Mina,DAL,F,16,9,881,3,1,26,14,24,21,3,2,0
Andy Herron,CHI,F,20,18,1449,9,1,37,25,24,24,35,3,0
Eddie Johnson,KC,F,19,18,1480,2,1,47,21,24,38,22,2,0
Lawson Vaughn,CHV,D,17,11,1045,0,1,0,0,23,8,0,3,0
Chris Rolfe,CHI,F,21,21,1636,7,1,39,19,23,26,4,1,0
Logan Pause,CHI,M,25,19,1782,0,1,4,1,23,16,0,5,1
Greg Vanney,DAL,D,28,28,2510,1,2,9,3,23,9,0,3,0
Eddie Gaven,CLB,M,30,30,2560,4,4,57,27,23,62,17,3,0
Bobby Rhine,DAL,M,30,30,2593,2,2,13,5,23,26,0,7,1
Carlos Llamosa,CHV,D,13,11,920,0,1,2,0,22,14,0,6,0
Josh Gardner,LA,M,18,12,1055,1,3,13,5,22,17,4,3,0
Eric Denton,COL,D,22,22,1890,0,2,10,1,22,13,3,2,1
Steve Ralston,NE,M,30,30,2683,6,5,23,14,22,28,6,0,0
Scott Sealy,KC,F,29,20,1760,10,1,41,23,21,40,24,3,0
Todd Dunivant,LA,D,22,21,1858,2,2,14,9,21,13,4,3,0
Jovan Kirovski,COL,M-F,26,22,1864,5,2,40,16,21,23,20,3,0
Richard Mulrooney,DAL,M,25,23,2075,1,9,12,5,21,29,4,1,0
Eddie Pope,RSL,D,22,22,1926,0,0,5,1,20,15,1,4,0
Jason Hernandez,CHV,D,29,24,2242,0,0,3,2,20,10,0,4,0
Duncan Oughton,CLB,D,9,9,776,0,2,8,3,19,20,4,1,0
Jack Stewart,CHI,D,17,13,1126,0,0,5,1,19,3,0,2,1
Clint Mathis,COL,M,25,16,1342,2,1,31,9,19,14,1,3,1
Chris Leitch,CLB,D,24,18,1662,0,1,4,2,19,10,3,2,0
Marvell Wynne,NY,D,28,23,2169,0,3,10,5,19,18,0,4,1
Willis Forko,RSL,D,26,26,2254,0,1,0,0,19,30,1,2,0
Calen Carr,CHI,F,22,3,494,1,1,12,8,18,16,4,3,1
Kei Kamara,VAN,F,19,9,928,3,0,26,9,18,14,12,1,0
Jimmy Conrad,KC,D,15,14,1252,2,0,7,5,18,15,0,3,1
Ivan Guerrero,CHI,M,29,29,2526,0,9,20,12,18,35,6,2,0
Chris Klein,RSL,M,32,32,2842,7,8,70,27,18,25,17,0,0
Sebastian Rozental,CLB,F,20,15,1229,3,1,29,12,17,24,3,1,0
Nelson Akwari,RSL,D,18,14,1308,0,0,4,1,17,7,0,2,0
Ned Grabavoy,CLB,M,17,5,736,1,1,14,5,16,11,2,1,0
Chad Barrett,CHI,F,16,9,778,5,1,26,14,16,8,12,2,0
Kevin Goldthwaite,HOU,D,20,8,819,0,1,5,3,16,9,0,2,0
Jose Cancela,NE,M,21,15,1385,0,5,28,15,16,67,3,0,0
Justin Mapp,CHI,M,26,22,1865,2,8,36,10,16,53,3,0,0
Ricardo Virtuoso,CLB,F,10,7,571,1,0,15,8,15,18,2,1,0
Brandon Prideaux,DC,D,9,9,784,0,0,0,0,15,7,0,3,0
Orlando Perez,CHV,D,23,11,1169,0,0,3,3,15,5,1,2,0
Nathan Sturgis,LA,M,15,15,1247,0,0,1,0,15,21,0,0,0
Tony Sanneh,CHI,D,19,15,1295,0,1,1,0,15,9,0,0,0
Ramon Nunez,DAL,M,25,20,1660,6,4,51,15,15,35,5,4,0
Arturo Alvarez,HOU,M,19,6,578,3,1,17,11,14,6,2,2,0
Alex Yi,DAL,D,11,6,665,0,0,2,1,14,3,0,2,0
Quavas Kirk,LA,F,22,10,990,0,2,10,2,14,20,2,0,0
Jacob Thomas,CLB,F,19,13,1070,1,2,21,9,14,33,15,1,0
Daniel Torres,RSL,D,16,16,1363,0,0,1,0,14,11,0,1,0
Claudio Suarez,CHV,D,20,20,1778,6,1,10,6,14,6,1,1,0
Rod Dyachenko,DC,M,9,4,298,0,0,7,2,13,5,3,2,0
David Wagenfuhr,DAL,D,13,5,491,1,0,6,2,13,7,0,0,0
Kyle Veris,LA,D,10,8,732,0,0,7,1,13,5,1,1,0
Jacob Peterson,COL,F,28,17,1547,4,3,16,8,13,12,8,1,0
Marc Burch,MIN,D,10,5,505,0,1,2,0,12,8,1,0,0
Taylor Graham,NY,D,10,6,568,0,0,2,0,12,2,1,1,0
Abe Thompson,DAL,F,14,7,671,2,6,10,5,12,6,17,2,0
Troy Roberts,LA,D,14,10,890,0,1,3,1,12,6,0,2,0
Avery John,NE,D,10,10,893,0,0,0,0,12,14,0,3,1
Kyle Martino,CLB,M,15,10,955,1,1,17,8,12,32,3,2,0
Michael Parkhurst,ATL,D,30,30,2700,0,0,0,0,12,23,0,1,0
Paul Dalglish,HOU,F,6,3,313,2,1,13,7,11,1,6,3,0
Jozy Altidore,TOR,F,7,3,329,3,0,7,5,11,13,1,1,0
Leonard Bisaku,CLB,M,7,4,336,1,0,6,3,11,7,0,2,0
Jesus Morales,CHV,F,7,3,355,0,1,11,4,11,6,11,3,1
Lucio Filomeno,DC,F,11,5,436,1,1,11,5,11,10,3,2,0
Ryan Pore,KC,M,19,4,560,2,0,14,7,11,10,4,0,0
Jim Curtin,CHI,D,11,7,660,1,0,1,1,11,3,1,1,0
Tony Lochhead,NE,D,16,9,797,0,2,0,0,11,6,0,1,0
Pat Noonan,NE,F,14,12,850,1,3,16,5,11,25,9,1,0
Steve Jolley,NY,D,16,10,851,0,1,2,1,11,4,1,1,0
Clarence Goodson,DAL,D,13,9,864,0,0,8,3,11,8,1,3,0
Kelly Gray,HOU,D-M,18,8,868,0,0,4,0,11,2,1,2,0
Kenny Cutler,RSL,M,15,11,918,0,0,5,1,11,3,0,2,0
Dedi Ben Dayan,COL,M-D,16,12,927,4,2,26,11,11,11,7,1,0
Clyde Simms,DC,M,24,14,1350,1,1,8,5,11,7,1,0,0
Dominic Oduro,MTL,M,16,3,410,1,0,9,3,10,6,5,0,0
Chris Wingert,COL,D,10,4,445,0,0,0,0,10,5,0,1,0
Mark Lisi,NY,M,9,7,506,0,4,3,2,10,4,0,2,0
Brian Plotkin,CHI,M,14,4,526,1,1,14,4,10,7,1,2,0
Matt Taylor,CHV,F,15,2,318,0,1,6,2,9,5,3,0,0
Khano Smith,NE,M,10,2,340,1,0,10,4,9,7,0,4,0
Daniel Hernandez,NE,M,7,5,429,0,0,1,0,9,7,0,3,0
Lance Watson,KC,D,11,4,448,0,0,4,2,9,7,3,2,0
Matt Groenwald,KC,M,19,16,1221,0,2,1,1,9,16,1,0,0
Cobi Jones,LA,M,27,18,1704,4,4,14,6,9,32,6,0,0
Markus Schopp,NY,D-M,5,1,198,0,0,6,3,8,4,0,3,0
Cornell Glen,COL,F,5,3,248,2,0,7,5,8,6,3,2,0
Stuart Holden,HOU,M,13,3,341,1,0,6,3,8,3,1,0,0
Knox Cameron,CLB,F,10,3,354,0,0,3,1,8,3,4,0,0
Eric Vasquez,CLB,M,12,4,501,1,0,9,2,8,8,1,0,0
Tim Ward,CLB,D,11,6,603,0,0,2,1,8,13,0,1,0
Daniel Wasson,COL,D,17,7,712,1,0,12,6,8,6,1,1,0
Dave van den Bergh,KC,M,13,13,991,3,2,22,12,8,7,1,0,0
Nikolas Besagno,RSL,M,4,2,282,0,0,0,0,7,5,0,1,0
Brent Whitfield,CHV,M,11,3,362,1,1,4,3,7,3,0,0,0
Mark Wilson,DAL,M,12,7,581,1,1,7,2,7,9,0,0,0
Ryan Raybould,KC,D-M,8,6,583,0,1,1,0,7,11,0,2,1
Santino Quaranta,DC,M-F,16,10,835,3,0,15,5,7,13,3,2,0
Alain Nkong,COL,M,5,2,199,0,0,2,0,6,1,0,0,0
Joe Vide,NY,M,7,2,278,0,0,4,0,6,6,0,2,0
Leonard Griffin,CHI,D,6,4,343,0,0,0,0,6,2,0,2,0
Fabrice Noel,COL,F,9,3,369,1,0,11,7,6,19,3,0,0
John Wilson,DC,D,11,2,404,0,0,1,1,6,6,0,1,0
Ante Jazic,LA,D,11,11,990,0,0,3,0,6,14,2,1,0
Floyd Franks,CHI,M,9,0,150,0,0,4,2,5,3,0,0,0
Yura Movsisyan,RSL,F,10,1,219,0,0,15,5,5,3,0,1,0
Danny Szetela,CLB,M,4,3,237,0,1,4,3,5,5,0,0,0
Frankie Hejduk,CLB,D,4,4,360,0,0,5,1,5,4,1,2,0
Matias Donnet,DC,M,8,7,520,1,0,5,3,5,3,0,1,0
Tyson Wahl,KC,D,10,6,606,0,0,5,2,5,4,0,0,0
Johnny Garcia,CHV,D,2,1,84,0,0,2,0,4,4,0,0,0
Chris Wondolowski,SJ,F,6,4,198,1,0,4,2,4,2,1,0,0
Ryan Johnson,CHI,F,10,1,198,0,0,4,3,4,5,0,0,0
Stephen deRoux,DC,M-D,4,2,228,0,0,3,0,4,3,1,1,0
Domenic Mediate,DC,M,8,2,243,0,0,1,1,4,3,1,0,0
Peter Canero,NY,M,9,2,276,0,0,2,1,4,4,1,1,0
Kyle Brown,NE,F,12,2,288,0,1,3,1,4,4,2,0,0
Chris Brown,RSL,M-F,9,3,296,1,0,1,1,4,1,0,0,0
Ronald Cerritos,HOU,F,15,7,654,0,1,10,3,4,8,7,0,0
Aaron Pitchkolan,DAL,D,10,0,92,1,0,2,1,3,0,0,1,0
Julian Nash,HOU,F,6,0,94,0,0,2,0,3,1,3,0,0
Jeff Carroll,DC,M-D,2,1,100,0,0,0,0,3,0,0,0,0
Jose Manuel Abundis,NE,F,2,2,140,1,0,4,2,3,2,2,0,0
Willie Sims,NE,F,9,2,218,0,0,5,1,3,6,4,0,0
Devon McTavish,DC,D,5,3,265,0,0,1,1,3,2,0,0,0
Ryan Coiner,CLB,F,6,4,281,0,1,8,4,3,7,3,0,0
Colin Clark,COL,M,7,3,297,0,0,4,1,3,4,0,2,0
Jamil Walker,DC,M-F,19,3,406,1,1,7,5,3,4,3,0,0
Terry Cooke,COL,M,23,22,1997,0,12,31,13,3,18,1,0,0
Dax McCarty,CHI,M,2,0,11,0,0,0,0,2,0,0,0,0
Matt Nickell,DC,F,3,0,14,0,0,2,1,2,0,1,1,0
Esteban Arias,CHV,D,4,0,39,0,0,1,0,2,1,0,1,0
Anderson de Souza,LA,F,3,0,45,0,0,2,1,2,3,0,0,0
Jerrod Laventure,NY,F,5,0,68,1,1,2,1,2,3,0,0,0
Jamie Watson,RSL,M,10,0,104,0,0,4,1,2,6,3,1,0
Matt Crawford,COL,M,2,2,138,0,0,0,0,2,3,0,0,0
Patrick Ianni,HOU,D-M,2,0,2,0,0,0,0,1,0,0,0,0
Luchi Gonzalez,COL,F,2,0,7,0,0,0,0,1,0,0,0,0
Jared Montz,CHI,D,1,0,13,0,1,0,0,1,0,0,0,0
Joel Kitamirike,CLB,D,1,0,19,0,0,0,0,1,0,0,1,0
Elie Ikangu,NY,M,2,0,22,0,0,0,0,1,0,0,0,0
Gavin Glinton,LA,F,1,0,25,0,0,1,1,1,1,0,0,0
Robert Ssejjemba,DC,F,1,0,25,0,0,1,1,1,0,1,0,0
Pascal Bedrossian,CHI,F,1,0,28,0,0,0,0,1,1,0,0,0
Melvin Tarley,COL,F,3,0,34,0,0,3,3,1,1,2,0,0
Jani Galik,NE,M,2,1,46,0,0,0,0,1,0,0,0,0
Jermaine Hue,KC,M,2,1,51,0,0,1,1,1,2,0,0,0
Danny Wynn,NE,M-D,2,0,61,0,0,0,0,1,2,0,0,0
Jordan Cila,NY,F-M,4,0,78,1,0,3,3,1,1,0,0,0
Drew Helm,CHV,F,8,1,122,0,0,2,1,1,1,2,0,0
Justin Moore,DAL,M,2,1,159,0,0,0,0,1,1,0,0,0
Jafet Soto,RSL,M,8,1,192,1,0,2,2,1,3,2,0,0
Craig Capano,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Brian Dunseth,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Gomez,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
Gustavo Cabrera,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Curtin,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Ramirez,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
Seth Trembly,RSL,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Paul Broome,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Ochoa,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Becerra,CLB,F,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Charras,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Adam Acosta,RSL,F,0,0,0,0,0,0,0,0,0,0,0,0
Chris Aloisi,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Mike Munoz,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
David Arvizu,NY,F,0,0,0,0,0,0,0,0,0,0,0,0
Eder Robles,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Borja,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Paladini,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Dello-Russo,DAL,D-M,0,0,0,0,0,0,0,0,0,0,0,0
Blake Wagner,DAL,D-M,0,0,0,0,0,0,0,0,0,0,0,0
Duke Hashimoto,CLB,F,0,0,0,0,0,0,0,0,0,0,0,0
Mike Randolph,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Mike Chabala,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Mpho Moloi,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Harvey,LAFC,D,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Keel,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Gonzalez,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Arsene Oka,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Ryan McMahen,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Jed Zayner,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Russolillo,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Aaron King,COL,F,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Knowles,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Kuykendall,NY,M,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Lanes,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Latham,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Andy Metcalf,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Brian Gil,RSL,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Guillermo Gonzalez,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Sasha Gotsmanov,COL,F,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Guante,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Pat Haggerty,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Josh Hansen,LA,F,0,0,0,0,0,0,0,0,0,0,0,0
Leandro de Oliveira,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Mario Torres,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Idris Ughiovhe,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Adam Williamson,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Storey,HOU,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Dayton O'Brien,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Adam Ruud,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Estuardo Sanchez,CHV,F,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Shirley,KC,D-M,0,0,0,0,0,0,0,0,0,0,0,0
Alex Smith,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Justin Moose,DC,M,1,0,1,0,0,0,0,0,0,0,0,0
Will John,KC,M-F,1,0,3,0,0,0,0,0,0,0,0,0
John O'Brien,CHV,M,1,0,5,0,0,0,0,0,0,0,0,0
Christian Jimenez,RSL,M,1,0,6,0,0,0,0,0,0,0,0,0
John Thorrington,CHI,M,2,0,11,0,0,0,0,0,0,0,0,0
Rene Corona,CHV,M,1,0,13,0,0,0,0,0,0,0,0,0
Brian Roberts,KC,D,1,0,17,0,0,1,0,0,0,0,0,0
Ednaldo da Conceicao,LA,F,1,0,19,0,0,1,0,0,0,0,0,0
Rodrigo López,CHV,M,2,0,20,0,0,1,1,0,0,1,0,0
Sergei Raad,KC,M,1,0,22,0,0,0,0,0,0,0,0,0
Stefani Miglioranzi,LA,M,3,0,25,0,0,0,0,0,0,0,0,0
Joey Worthen,RSL,F-M,3,0,28,0,0,1,0,0,3,0,0,0
Blake Camp,NY,M,3,0,36,0,0,2,1,0,1,0,0,0
David Stokes,DC,D,3,1,52,0,0,0,0,0,0,0,0,0
Marshall Leonard,NE,M,1,0,76,0,0,0,0,0,0,0,0,0
Benjamin Benditson,LA,D,1,1,85,0,0,0,0,0,1,0,0,0
Michael Enfield,LA,M-F,5,1,124,0,0,2,0,0,0,2,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
