Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Diego Gutierrez,CHI,D,25,21,3,0,3,0,0.14
Eddie Robinson,HOU,D,25,24,3,1,3,0,0.13
Edson Buddle,NY,F,28,24,3,1,0,3,0.13
Marvell Wynne,NY,D,28,23,3,2,3,0,0.12
Jesse Marsch,CHV,M,30,30,3,0,0,3,0.1
Ricardo Clark,CLB,M,31,31,3,0,2,1,0.1
Wade Barrett,HOU,D,31,31,3,0,1,2,0.1
Brian Carroll,DC,M,31,31,3,1,0,3,0.1
Duncan Oughton,CLB,D,9,9,2,1,2,0,0.23
Tony Lochhead,NE,D,16,9,2,0,0,2,0.23
Dedi Ben Dayan,COL,M-D,16,12,2,0,1,1,0.19
Quavas Kirk,LA,F,22,10,2,0,1,1,0.18
Dave van den Bergh,KC,M,13,13,2,0,2,0,0.18
Alan Gordon,LA,F,17,11,2,1,2,0,0.18
Jacob Thomas,CLB,F,19,13,2,0,2,0,0.17
Matt Groenwald,KC,M,19,16,2,1,1,1,0.15
John Wolyniec,CLB,F,22,17,2,1,2,0,0.13
Alecko Eskandarian,DC,F,22,16,2,0,1,1,0.12
Joseph Ngwenya,CLB,F,22,18,2,1,0,2,0.12
Josh Wolff,KC,F,19,18,2,0,2,0,0.11
Jason Garey,CLB,F,25,18,2,0,1,1,0.11
Brian Ching,HOU,F,21,20,2,1,2,0,0.1
Todd Dunivant,LA,D,22,21,2,1,1,1,0.1
Jovan Kirovski,COL,M-F,26,22,2,0,1,1,0.1
Ezra Hendrickson,CHV,D,24,20,2,1,1,1,0.1
Eric Denton,COL,D,22,22,2,1,1,1,0.1
Nate Jaqua,CHI,F,28,22,2,1,1,1,0.09
Ritchie Kotschau,CLB,D,26,23,2,0,2,0,0.09
Mehdi Ballouchy,RSL,M,32,26,2,0,1,1,0.08
Thiago,CHI,M,27,25,2,0,0,2,0.08
Chris Gbandi,DAL,D,28,27,2,2,1,1,0.08
Danny O'Rourke,NY,D,28,27,2,1,1,1,0.08
C.J. Brown,CHI,D,28,28,2,0,2,0,0.07
Greg Vanney,DAL,D,28,28,2,0,2,0,0.07
Bobby Rhine,DAL,M,30,30,2,2,2,0,0.07
Facundo Erpen,DC,D,30,30,2,0,1,1,0.07
Kyle Beckerman,RSL,M,31,31,2,1,2,0,0.06
Jared Montz,CHI,D,1,0,1,0,1,0,6.92
Jerrod Laventure,NY,F,5,0,1,0,0,1,1.32
Danny Szetela,CLB,M,4,3,1,0,0,1,0.38
Ryan Coiner,CLB,F,6,4,1,0,1,0,0.32
Kyle Brown,NE,F,12,2,1,0,0,1,0.31
Paul Dalglish,HOU,F,6,3,1,1,1,0,0.29
Matt Taylor,CHV,F,15,2,1,0,0,1,0.28
Jesus Morales,CHV,F,7,3,1,0,1,0,0.25
Brent Whitfield,CHV,M,11,3,1,1,1,0,0.25
Jamil Walker,DC,M-F,19,3,1,0,1,0,0.22
Lucio Filomeno,DC,F,11,5,1,0,0,1,0.21
Calen Carr,CHI,F,22,3,1,0,1,0,0.18
Marc Burch,MIN,D,10,5,1,0,0,1,0.18
Brian Plotkin,CHI,M,14,4,1,1,1,0,0.17
Arturo Alvarez,HOU,M,19,6,1,1,0,1,0.16
Mark Wilson,DAL,M,12,7,1,0,0,1,0.15
Ryan Raybould,KC,D-M,8,6,1,0,0,1,0.15
Ronald Cerritos,HOU,F,15,7,1,0,0,1,0.14
Ned Grabavoy,CLB,M,17,5,1,1,0,1,0.12
Chad Barrett,CHI,F,16,9,1,0,0,1,0.12
Kevin Goldthwaite,HOU,D,20,8,1,0,1,0,0.11
Steve Jolley,NY,D,16,10,1,0,0,1,0.11
Roberto Mina,DAL,F,16,9,1,0,0,1,0.1
Troy Roberts,LA,D,14,10,1,1,1,0,0.1
Carlos Llamosa,CHV,D,13,11,1,0,0,1,0.1
Mike Magee,NY,M,17,9,1,0,1,0,0.1
Kyle Martino,CLB,M,15,10,1,0,0,1,0.09
Lawson Vaughn,CHV,D,17,11,1,0,0,1,0.09
Dema Kovalenko,NY,M,12,12,1,0,0,1,0.08
Atiba Harris,RSL,D,22,12,1,1,1,0,0.08
Sebastian Rozental,CLB,F,20,15,1,0,0,1,0.07
Tony Sanneh,CHI,D,19,15,1,0,1,0,0.07
Alex Zotinca,KC,D,24,15,1,0,1,0,0.07
Clint Mathis,COL,M,25,16,1,0,0,1,0.07
Clyde Simms,DC,M,24,14,1,1,1,0,0.07
Andy Herron,CHI,F,20,18,1,0,1,0,0.06
Eddie Johnson,KC,F,19,18,1,0,1,0,0.06
Dan Gargan,COL,D,22,15,1,1,0,1,0.06
Joe Franchino,NE,M,21,19,1,0,1,0,0.06
Chris Rolfe,CHI,F,21,21,1,0,0,1,0.06
Chris Leitch,CLB,D,24,18,1,1,1,0,0.05
Jose Retiz,CLB,M,22,21,1,0,0,1,0.05
Scott Sealy,KC,F,29,20,1,0,1,0,0.05
Claudio Suarez,CHV,D,20,20,1,1,1,0,0.05
Logan Pause,CHI,M,25,19,1,0,0,1,0.05
Jeff Larentowicz,ATL,M,26,19,1,0,0,1,0.05
Gonzalo Segares,CHI,D,25,22,1,0,0,1,0.05
Kerry Zavagnin,KC,M,25,23,1,0,1,0,0.04
Hunter Freeman,COL,D,27,24,1,0,1,0,0.04
Shavar Thomas,KC,D,26,24,1,0,1,0,0.04
Chris Henderson,NY,M,32,29,1,0,1,0,0.04
Bryan Namoff,DC,D,26,25,1,0,1,0,0.04
Willis Forko,RSL,D,26,26,1,0,0,1,0.04
Chad Marshall,SEA,D,26,25,1,1,0,1,0.04
Drew Moor,TOR,D,27,26,1,0,1,0,0.04
Shalrie Joseph,NE,M,26,26,1,0,1,0,0.04
Craig Waibel,HOU,D,28,28,1,0,0,1,0.04
Aitor Karanka,COL,D,27,27,1,0,1,0,0.04
Simo Valakari,DAL,M,31,30,1,0,1,0,0.03
Bobby Boswell,DC,D,30,30,1,0,1,0,0.03
Carlos Mendes,NY,D,31,31,1,0,1,0,0.03
Arsene Oka,NE,M,0,0,0,0,0,0,0.0
Jordan Harvey,LAFC,D,0,0,0,0,0,0,0.0
Stephen Keel,COL,D,0,0,0,0,0,0,0.0
Ryan McMahen,KC,M,0,0,0,0,0,0,0.0
Miguel Gonzalez,NE,M,0,0,0,0,0,0,0.0
Jed Zayner,CLB,D,0,0,0,0,0,0,0.0
Mike Chabala,HOU,D,0,0,0,0,0,0,0.0
Mpho Moloi,HOU,M,0,0,0,0,0,0,0.0
Mike Randolph,LA,D,0,0,0,0,0,0,0.0
Michael Dello-Russo,DAL,D-M,0,0,0,0,0,0,0.0
Blake Wagner,DAL,D-M,0,0,0,0,0,0,0.0
Mike Munoz,CHV,M,0,0,0,0,0,0,0.0
David Arvizu,NY,F,0,0,0,0,0,0,0.0
Duke Hashimoto,CLB,F,0,0,0,0,0,0,0.0
Marcos Charras,DAL,D,0,0,0,0,0,0,0.0
Adam Acosta,RSL,F,0,0,0,0,0,0,0.0
Chris Aloisi,HOU,D,0,0,0,0,0,0,0.0
Ivan Becerra,CLB,F,0,0,0,0,0,0,0.0
Eder Robles,CHV,D,0,0,0,0,0,0,0.0
Carlos Borja,CHV,D,0,0,0,0,0,0,0.0
Daniel Paladini,LA,M,0,0,0,0,0,0,0.0
Brian Dunseth,LA,D,0,0,0,0,0,0,0.0
Craig Capano,CHI,M,0,0,0,0,0,0,0.0
Francisco Gomez,CHV,M,0,0,0,0,0,0,0.0
Jesus Ochoa,CHV,M,0,0,0,0,0,0,0.0
Seth Trembly,RSL,M-D,0,0,0,0,0,0,0.0
Paul Broome,RSL,M,0,0,0,0,0,0,0.0
Gustavo Cabrera,RSL,D,0,0,0,0,0,0,0.0
Ramon Ramirez,CHV,M,0,0,0,0,0,0,0.0
Jordan Russolillo,CHI,D,0,0,0,0,0,0,0.0
Jeff Curtin,CHI,D,0,0,0,0,0,0,0.0
Dayton O'Brien,CLB,M,0,0,0,0,0,0,0.0
Adam Ruud,CHI,M,0,0,0,0,0,0,0.0
Estuardo Sanchez,CHV,F,0,0,0,0,0,0,0.0
Stephen Shirley,KC,D-M,0,0,0,0,0,0,0.0
Alex Smith,DAL,F,0,0,0,0,0,0,0.0
Adam Williamson,NE,M,0,0,0,0,0,0,0.0
Marcus Storey,HOU,M-F,0,0,0,0,0,0,0.0
Mario Torres,DAL,M,0,0,0,0,0,0,0.0
Idris Ughiovhe,CHI,D,0,0,0,0,0,0,0.0
Aaron King,COL,F,0,0,0,0,0,0,0.0
Cameron Knowles,RSL,D,0,0,0,0,0,0,0.0
Shawn Kuykendall,NY,M,0,0,0,0,0,0,0.0
Aaron Lanes,HOU,M,0,0,0,0,0,0,0.0
Ryan Latham,NE,F,0,0,0,0,0,0,0.0
Andy Metcalf,DC,M,0,0,0,0,0,0,0.0
Brian Gil,RSL,M-F,0,0,0,0,0,0,0.0
Guillermo Gonzalez,LA,M,0,0,0,0,0,0,0.0
Sasha Gotsmanov,COL,F,0,0,0,0,0,0,0.0
Miguel Guante,DAL,M,0,0,0,0,0,0,0.0
Pat Haggerty,NE,D,0,0,0,0,0,0,0.0
Josh Hansen,LA,F,0,0,0,0,0,0,0.0
Leandro de Oliveira,NE,M,0,0,0,0,0,0,0.0
Justin Moose,DC,M,1,0,0,0,0,0,0.0
Patrick Ianni,HOU,D-M,2,0,0,0,0,0,0.0
Will John,KC,M-F,1,0,0,0,0,0,0.0
John O'Brien,CHV,M,1,0,0,0,0,0,0.0
Christian Jimenez,RSL,M,1,0,0,0,0,0,0.0
Luchi Gonzalez,COL,F,2,0,0,0,0,0,0.0
John Thorrington,CHI,M,2,0,0,0,0,0,0.0
Dax McCarty,CHI,M,2,0,0,0,0,0,0.0
Rene Corona,CHV,M,1,0,0,0,0,0,0.0
Matt Nickell,DC,F,3,0,0,0,0,0,0.0
Brian Roberts,KC,D,1,0,0,0,0,0,0.0
Ednaldo da Conceicao,LA,F,1,0,0,0,0,0,0.0
Joel Kitamirike,CLB,D,1,0,0,0,0,0,0.0
Rodrigo López,CHV,M,2,0,0,0,0,0,0.0
Elie Ikangu,NY,M,2,0,0,0,0,0,0.0
Sergei Raad,KC,M,1,0,0,0,0,0,0.0
Stefani Miglioranzi,LA,M,3,0,0,0,0,0,0.0
Robert Ssejjemba,DC,F,1,0,0,0,0,0,0.0
Gavin Glinton,LA,F,1,0,0,0,0,0,0.0
Pascal Bedrossian,CHI,F,1,0,0,0,0,0,0.0
Joey Worthen,RSL,F-M,3,0,0,0,0,0,0.0
Melvin Tarley,COL,F,3,0,0,0,0,0,0.0
Blake Camp,NY,M,3,0,0,0,0,0,0.0
Esteban Arias,CHV,D,4,0,0,0,0,0,0.0
Anderson de Souza,LA,F,3,0,0,0,0,0,0.0
Jani Galik,NE,M,2,1,0,0,0,0,0.0
Jermaine Hue,KC,M,2,1,0,0,0,0,0.0
David Stokes,DC,D,3,1,0,0,0,0,0.0
Danny Wynn,NE,M-D,2,0,0,0,0,0,0.0
Marshall Leonard,NE,M,1,0,0,0,0,0,0.0
Jordan Cila,NY,F-M,4,0,0,0,0,0,0.0
Johnny Garcia,CHV,D,2,1,0,0,0,0,0.0
Benjamin Benditson,LA,D,1,1,0,0,0,0,0.0
Aaron Pitchkolan,DAL,D,10,0,0,0,0,0,0.0
Julian Nash,HOU,F,6,0,0,0,0,0,0.0
Jeff Carroll,DC,M-D,2,1,0,0,0,0,0.0
Jamie Watson,RSL,M,10,0,0,0,0,0,0.0
Drew Helm,CHV,F,8,1,0,0,0,0,0.0
Michael Enfield,LA,M-F,5,1,0,0,0,0,0.0
Matt Crawford,COL,M,2,2,0,0,0,0,0.0
Jose Manuel Abundis,NE,F,2,2,0,0,0,0,0.0
Floyd Franks,CHI,M,9,0,0,0,0,0,0.0
Justin Moore,DAL,M,2,1,0,0,0,0,0.0
Jafet Soto,RSL,M,8,1,0,0,0,0,0.0
Markus Schopp,NY,D-M,5,1,0,0,0,0,0.0
Ryan Johnson,CHI,F,10,1,0,0,0,0,0.0
Chris Wondolowski,SJ,F,6,4,0,0,0,0,0.0
Alain Nkong,COL,M,5,2,0,0,0,0,0.0
Willie Sims,NE,F,9,2,0,0,0,0,0.0
Yura Movsisyan,RSL,F,10,1,0,0,0,0,0.0
Stephen deRoux,DC,M-D,4,2,0,0,0,0,0.0
Domenic Mediate,DC,M,8,2,0,0,0,0,0.0
Cornell Glen,COL,F,5,3,0,0,0,0,0.0
Devon McTavish,DC,D,5,3,0,0,0,0,0.0
Peter Canero,NY,M,9,2,0,0,0,0,0.0
Joe Vide,NY,M,7,2,0,0,0,0,0.0
Nikolas Besagno,RSL,M,4,2,0,0,0,0,0.0
Chris Brown,RSL,M-F,9,3,0,0,0,0,0.0
Colin Clark,COL,M,7,3,0,0,0,0,0.0
Rod Dyachenko,DC,M,9,4,0,0,0,0,0.0
Jozy Altidore,TOR,F,7,3,0,0,0,0,0.0
Leonard Bisaku,CLB,M,7,4,0,0,0,0,0.0
Khano Smith,NE,M,10,2,0,0,0,0,0.0
Stuart Holden,HOU,M,13,3,0,0,0,0,0.0
Leonard Griffin,CHI,D,6,4,0,0,0,0,0.0
Knox Cameron,CLB,F,10,3,0,0,0,0,0.0
Frankie Hejduk,CLB,D,4,4,0,0,0,0,0.0
Fabrice Noel,COL,F,9,3,0,0,0,0,0.0
John Wilson,DC,D,11,2,0,0,0,0,0.0
Dominic Oduro,MTL,M,16,3,0,0,0,0,0.0
Daniel Hernandez,NE,M,7,5,0,0,0,0,0.0
Chris Wingert,COL,D,10,4,0,0,0,0,0.0
Lance Watson,KC,D,11,4,0,0,0,0,0.0
David Wagenfuhr,DAL,D,13,5,0,0,0,0,0.0
Eric Vasquez,CLB,M,12,4,0,0,0,0,0.0
Matias Donnet,DC,M,8,7,0,0,0,0,0.0
Ryan Pore,KC,M,19,4,0,0,0,0,0.0
Taylor Graham,NY,D,10,6,0,0,0,0,0.0
Ricardo Virtuoso,CLB,F,10,7,0,0,0,0,0.0
Tim Ward,CLB,D,11,6,0,0,0,0,0.0
Tyson Wahl,KC,D,10,6,0,0,0,0,0.0
Jim Curtin,CHI,D,11,7,0,0,0,0,0.0
Alex Yi,DAL,D,11,6,0,0,0,0,0.0
Daniel Wasson,COL,D,17,7,0,0,0,0,0.0
Kyle Veris,LA,D,10,8,0,0,0,0,0.0
Brandon Prideaux,DC,D,9,9,0,0,0,0,0.0
Santino Quaranta,DC,M-F,16,10,0,0,0,0,0.0
Clarence Goodson,DAL,D,13,9,0,0,0,0,0.0
Kelly Gray,HOU,D-M,18,8,0,0,0,0,0.0
Avery John,NE,D,10,10,0,0,0,0,0.0
Kenny Cutler,RSL,M,15,11,0,0,0,0,0.0
Kei Kamara,VAN,F,19,9,0,0,0,0,0.0
Ante Jazic,LA,D,11,11,0,0,0,0,0.0
Marcelo Saragosa,DAL,M,17,13,0,0,0,0,0.0
Jack Stewart,CHI,D,17,13,0,0,0,0,0.0
Orlando Perez,CHV,D,23,11,0,0,0,0,0.0
Douglas Sequeira,RSL,M,18,13,0,0,0,0,0.0
Nathan Sturgis,LA,M,15,15,0,0,0,0,0.0
Jimmy Conrad,KC,D,15,14,0,0,0,0,0.0
Nelson Akwari,RSL,D,18,14,0,0,0,0,0.0
Daniel Torres,RSL,D,16,16,0,0,0,0,0.0
Adrian Serioux,HOU,D,20,15,0,0,0,0,0.0
Rusty Pierce,CLB,D,18,18,0,0,0,0,0.0
Brandon Moss,CLB,D,20,17,0,0,0,0,0.0
Marcos Gonzalez,CLB,D,21,20,0,0,0,0,0.0
James Riley,NE,D,20,20,0,0,0,0,0.0
Pablo Mastroeni,COL,M,20,20,0,0,0,0,0.0
Eddie Pope,RSL,D,22,22,0,0,0,0,0.0
Kevin Novak,RSL,D,26,25,0,0,0,0,0.0
Dasan Robinson,CHI,D,23,23,0,0,0,0,0.0
Tyrone Marshall,LA,D,25,25,0,0,0,0,0.0
Ryan Cochrane,HOU,D,27,24,0,0,0,0,0.0
Jason Hernandez,CHV,D,29,24,0,0,0,0,0.0
Mike Petke,COL,D,26,26,0,0,0,0,0.0
Nick Garcia,KC,D,29,29,0,0,0,0,0.0
Ugo Ihemelu,LA,D,29,29,0,0,0,0,0.0
Tim Regan,CHV,D,30,30,0,0,0,0,0.0
Michael Parkhurst,ATL,D,30,30,0,0,0,0,0.0
Jeff Parke,NY,D,31,31,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
