Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Ricardo Clark,CLB,M,32,29,4,1,3,1,0.14
Justin Morrow,TOR,D,31,31,4,0,1,3,0.14
Osvaldo Alonso,SEA,M,32,32,4,0,3,1,0.13
Jordan Morris,SEA,F,34,32,4,2,2,2,0.13
David Villa,NYC,F,33,32,4,0,4,0,0.13
Mauro Rosales,DAL,M,23,4,3,0,1,2,0.5
Julio Baptista,ORL,F,23,5,3,1,1,2,0.37
Alvaro Saborio,DC,F,19,8,3,0,3,0,0.3
Darren Mattocks,DC,F,19,12,3,1,3,0,0.29
Rafael Ramos,CHI,D,12,12,3,1,1,2,0.27
Sean Davis,RBNY,M,21,11,3,1,2,1,0.24
Roland Alberg,PHI,M,28,13,3,1,2,1,0.23
Waylon Francis,SEA,D,19,13,3,0,3,0,0.22
Patrick Mullins,DC,F,21,14,3,0,2,1,0.21
Frank Lampard,NYC,M,19,15,3,1,3,0,0.21
Michael de Leeuw,CHI,F,18,17,3,0,1,2,0.18
Rodrigo Ramos,CHI,D,21,16,3,0,1,2,0.18
Ike Opara,SKC,D,25,16,3,2,2,1,0.18
Will Bruin,SEA,F,31,18,3,0,3,0,0.17
Harry Shipp,SEA,M,27,20,3,0,2,1,0.17
Federico Higuain,CLB,M,20,18,3,2,2,1,0.17
Luke Boden,ORL,D,20,19,3,0,2,1,0.17
Matías Pérez García,ORL,F,27,19,3,2,1,2,0.17
Quincy Amarikwa,SJ,F,23,22,3,1,1,2,0.16
Tony Tchani,CHI,M,21,20,3,0,1,2,0.15
Giles Barnes,HOU,M,24,21,3,0,2,1,0.15
Jermaine Taylor,POR,D,23,21,3,1,1,2,0.15
Andrew Wenger,HOU,F,32,24,3,1,3,0,0.13
Yura Movsisyan,RSL,F,29,25,3,0,2,1,0.12
Brandon Vincent,CHI,D,26,24,3,1,3,0,0.12
Chris Tierney,NE,D-M,28,27,3,1,1,2,0.12
Marc Burch,MIN,D,28,27,3,2,2,1,0.11
Cyle Larin,ORL,F,32,29,3,0,2,1,0.11
Tony Beltran,RSL,D,29,27,3,1,2,1,0.11
Juan Manuel Martínez,RSL,M-F,32,29,3,2,2,1,0.11
Joevin Jones,SEA,D,33,29,3,0,0,3,0.11
Harrison Afful,CLB,D,30,30,3,0,2,1,0.11
Scott Caldwell,NE,M,32,31,3,2,3,0,0.1
Cristian Roldan,SEA,M,33,28,3,2,1,2,0.1
Chris Wondolowski,SJ,F,30,30,3,0,3,0,0.1
Dom Dwyer,ORL,F,33,31,3,2,2,1,0.1
Sam Cronin,MIN,M,33,33,3,1,2,1,0.09
Mark Bloom,TOR,D,7,5,2,1,2,0,0.53
Armando Cooper,TOR,M,6,4,2,1,2,0,0.46
Gilberto,CHI,F,9,8,2,1,2,0,0.28
Jermaine Jones,COL,M,9,8,2,1,1,1,0.25
Jay Chapman,TOR,M,18,9,2,0,1,1,0.23
Benoit Cheyrou,TOR,M,14,9,2,1,1,1,0.23
Mix Diskerud,NYC,M,12,9,2,0,1,1,0.22
Michael Stephens,CHI,M,17,11,2,0,0,2,0.19
Adrian Winter,ORL,M-F,13,12,2,0,2,0,0.18
Lucas Ontivero,MTL,M,21,12,2,1,1,1,0.18
Jordan Allen,RSL,M-F,23,11,2,1,1,1,0.16
Kekuta Manneh,VAN,M-F,17,13,2,2,1,1,0.16
Nicolai Naess,CLB,D,13,13,2,1,1,1,0.16
Erik Hurtado,VAN,F-M,24,12,2,1,1,1,0.15
Ilsinho,PHI,M,25,14,2,1,1,1,0.14
Donny Toia,ORL,D,17,15,2,0,1,1,0.13
Cordell Cato,SJ,F,21,15,2,1,1,1,0.13
Robbie Keane,LA,F,17,16,2,0,1,1,0.13
Clint Dempsey,SEA,F,17,17,2,1,2,0,0.13
Jack Jewsbury,POR,M,23,17,2,0,2,0,0.12
Baggio Husidic,LA,M,29,16,2,0,1,1,0.12
Erik Friberg,SEA,M,25,18,2,2,2,0,0.11
Cristian Techera,VAN,M,29,19,2,0,2,0,0.11
Robbie Rogers,LA,D,21,19,2,1,1,1,0.11
Teal Bunbury,NE,F,27,19,2,1,1,1,0.11
Ola Kamara,LA,F,25,20,2,0,0,2,0.1
Chris Duvall,MTL,D,25,20,2,1,2,0,0.1
Razvan Cocis,CHI,M,30,19,2,1,2,0,0.09
Sal Zizzo,ATL,D,28,20,2,1,1,1,0.09
Jimmy Medranda,SKC,D-M,28,22,2,1,2,0,0.09
Anibal Godoy,SJ,M,23,23,2,0,1,1,0.09
Atiba Harris,DAL,D,28,22,2,0,2,0,0.09
Marky Delgado,TOR,M,28,23,2,1,0,2,0.09
Servando Carrasco,LA,M,31,21,2,0,2,0,0.09
Brek Shea,VAN,M-F,27,22,2,1,2,0,0.09
Luke Mulholland,RSL,M,33,23,2,0,0,2,0.09
Aurélien Collin,RBNY,D,25,22,2,2,1,1,0.09
Matt Polster,CHI,M,27,24,2,0,1,1,0.09
Darwin Ceren,HOU,M,28,23,2,0,1,1,0.09
Luis Solignac,CHI,F,31,24,2,2,2,0,0.08
Kevin Doyle,COL,F,26,24,2,1,1,1,0.08
Carlos Gruezo,DAL,M,27,26,2,1,2,0,0.08
Marcelo Sarvas,DC,M,28,26,2,1,2,0,0.08
Hassoun Camara,MTL,D,27,26,2,0,2,0,0.08
Steve Birnbaum,DC,D,26,26,2,0,2,0,0.08
Simon Dawkins,SJ,M,29,28,2,0,1,1,0.07
Michael Barrios,DAL,M,32,30,2,2,2,0,0.07
Alex,HOU,M,30,29,2,0,1,1,0.07
Sean Franklin,VAN,D,29,29,2,0,1,1,0.07
CJ Sapong,PHI,F,31,29,2,0,1,1,0.07
Fanendo Adi,POR,F,33,30,2,0,0,2,0.07
Kei Kamara,VAN,F,30,30,2,1,1,1,0.07
Tyrone Mears,MIN,D,32,32,2,0,1,1,0.06
Michael Parkhurst,ATL,D,34,34,2,0,1,1,0.06
Keegan Rosenberry,PHI,D,34,34,2,0,1,1,0.06
Walter Restrepo,PHI,M,4,0,1,0,0,1,1.11
Dennis Castillo,COL,D,4,1,1,0,1,0,0.73
Oniel Fisher,DC,D,6,2,1,0,1,0,0.39
Leo Fernandes,PHI,M,12,2,1,0,1,0,0.35
Diego Martinez,NYC,D,4,2,1,0,1,0,0.34
Femi Hollinger-Janzen,NE,F,19,1,1,0,0,1,0.33
Daniel Royer,RBNY,M,6,3,1,0,1,0,0.33
Hadji Barry,ORL,F,8,4,1,0,1,0,0.31
Kip Colvey,COL,D,4,3,1,0,1,0,0.29
Joey Calistri,CHI,M,14,2,1,0,0,1,0.26
Charlie Davies,NE,F,17,3,1,0,0,1,0.24
Erick Torres,HOU,F,11,4,1,1,1,0,0.22
Jordi Quintilla,SKC,M,6,6,1,1,0,1,0.22
Henok Goitom,SJ,F,8,3,1,0,1,0,0.22
Leonel Miranda,HOU,M,12,3,1,0,1,0,0.19
Nick LaBrocca,CHI,M,12,5,1,0,0,1,0.18
Raymon Gaddis,PHI,D,7,5,1,0,0,1,0.18
Paulo Nagamura,SKC,M,9,6,1,0,0,1,0.17
Álvaro Fernández,SEA,M,10,8,1,0,0,1,0.17
Chad Barrett,SJ,F,20,3,1,0,0,1,0.17
Chance Myers,SKC,D,11,6,1,1,1,0,0.16
Dilly Duka,CLB,M,15,5,1,0,1,0,0.15
Tony Taylor,NYC,F-M,14,7,1,0,0,1,0.15
Chris Rolfe,DC,F,9,9,1,0,0,1,0.14
Molham Babouli,TOR,F,16,6,1,0,1,0,0.14
Mikey Lopez,NYC,M,15,6,1,0,0,1,0.13
Johan Venegas,MIN,M,20,7,1,1,1,0,0.13
Alan Gordon,LA,F,22,7,1,0,0,1,0.13
Dave Romney,LA,D,10,8,1,1,0,1,0.12
Blas Pérez,VAN,F,22,5,1,0,1,0,0.12
John Stertzer,RSL,M,18,9,1,0,1,0,0.12
Masato Kudo,VAN,F,17,12,1,1,1,0,0.1
Nelson Valdez,SEA,F,24,8,1,0,1,0,0.1
Jordan Hamilton,TOR,F,14,11,1,0,0,1,0.1
Josh Williams,CLB,D,15,11,1,0,1,0,0.1
Fabian Espindola,DC,F,15,10,1,0,0,1,0.1
Kevin Ellis,SKC,D,14,10,1,0,0,1,0.09
Olmes Garcia,RSL,F,24,9,1,1,0,1,0.09
Damien Perquis,TOR,D,12,11,1,0,1,0,0.09
Hernan Bernardello,MTL,M,12,11,1,0,0,1,0.09
Ben Zemanski,POR,M,16,11,1,0,1,0,0.09
Mauro Manotas,HOU,F,22,10,1,0,1,0,0.09
Connor Hallisey,SKC,F,17,12,1,0,1,0,0.08
Federico Bravo,NYC,M,21,11,1,0,0,1,0.08
Sunday Stephen,RSL,M,15,15,1,0,0,1,0.08
Steven Mendoza,NYC,F,24,10,1,0,0,1,0.08
Patrice Bernier,MTL,M,20,13,1,0,1,0,0.08
Jordan Stewart,SJ,D-M,15,14,1,0,1,0,0.07
Hector Jimenez,CLB,M,25,14,1,1,0,1,0.07
Eriq Zavaleta,TOR,D,15,14,1,1,1,0,0.07
Michael Harrington,CHI,D,19,16,1,1,1,0,0.07
Brad Davis,SKC,M,24,14,1,0,0,1,0.07
Eric Alexander,HOU,M,22,15,1,0,1,0,0.07
Connor Lade,RBNY,D,18,15,1,0,0,1,0.07
Nicolas Mezquida,VAN,M,28,17,1,0,0,1,0.06
Lawrence Olum,POR,M-D,19,17,1,0,0,1,0.06
Jacob Peterson,SKC,F,21,18,1,0,1,0,0.06
Jeff Larentowicz,ATL,M,23,17,1,0,0,1,0.06
Cristian Higuita,ORL,M,21,16,1,0,1,0,0.06
Matt Besler,SKC,D,18,17,1,0,1,0,0.06
Zarek Valentin,POR,D,20,18,1,0,0,1,0.06
Nuno Andre Coelho,SKC,D,22,20,1,1,1,0,0.06
Je-Vaughn Watson,NE,D,23,19,1,0,1,0,0.05
Ken Tribbett,PHI,D,22,19,1,0,0,1,0.05
Kennedy Igboananike,CHI,F,25,20,1,0,1,0,0.05
Sheanon Williams,HOU,D,22,20,1,0,1,0,0.05
Warren Creavalle,PHI,M,27,21,1,0,1,0,0.05
Nat Borchers,POR,D,21,21,1,0,0,1,0.05
Brad Evans,SKC,D-M,23,21,1,0,1,0,0.05
Collen Warner,MIN,M,24,24,1,0,0,1,0.05
Alvas Powell,POR,D,23,23,1,0,0,1,0.04
Eric Miller,COL,D,26,23,1,0,1,0,0.04
Andoni Iraola,NYC,D,29,25,1,0,0,1,0.04
Kendall Waston,VAN,D,26,26,1,0,1,0,0.04
Joao Meira,CHI,D-M,28,26,1,0,1,0,0.04
Fatai Alashe,SJ,M,28,27,1,0,1,0,0.04
Kyle Beckerman,RSL,M,27,27,1,0,0,1,0.04
Justen Glad,RSL,D,28,27,1,0,1,0,0.04
Maynor Figueroa,DAL,D,28,28,1,1,0,1,0.04
Micheal Azira,COL,M,31,28,1,1,0,1,0.04
Wil Trapp,CLB,M,30,29,1,0,1,0,0.04
Steven Beitashour,LAFC,D,29,29,1,0,0,1,0.04
Diego Chara,POR,M,30,30,1,1,1,0,0.03
Jalil Anibaba,NE,D,30,28,1,0,1,0,0.03
Bobby Boswell,DC,D,30,29,1,1,1,0,0.03
Daniel Steres,LA,D,31,29,1,0,1,0,0.03
Marvell Wynne,SJ,D,32,31,1,0,0,1,0.03
Axel Sjöberg,COL,D,31,31,1,0,0,1,0.03
Jonathan Campbell,CHI,D,33,30,1,1,1,0,0.03
Víctor Bernárdez,SJ,D,33,33,1,0,1,0,0.03
Andrew Farrell,NE,D,33,32,1,1,1,0,0.03
Emery Welshman,RSL,F,0,0,0,0,0,0,0.0
Michael Seaton,POR,F,0,0,0,0,0,0,0.0
Andy Craven,SEA,F,0,0,0,0,0,0,0.0
Oscar Sorto,LA,D,0,0,0,0,0,0,0.0
Benji Joya,SKC,M,0,0,0,0,0,0,0.0
Zach Carroll,RBNY,D,0,0,0,0,0,0,0.0
Christian Dean,CHI,D,0,0,0,0,0,0,0.0
Michael Gamble,NE,F,0,0,0,0,0,0,0.0
Sebastien Ibeagha,NYC,D,0,0,0,0,0,0,0.0
Ricardo Velazco,RSL,F,0,0,0,0,0,0,0.0
Aaron Long,RBNY,D,0,0,0,0,0,0,0.0
Connor Brandt,NYC,M-D,0,0,0,0,0,0,0.0
Jeremy Gagnon-Lapare,MTL,M,0,0,0,0,0,0,0.0
Emilio Orozco,RSL,D,0,0,0,0,0,0,0.0
Alex Zendejas,DAL,M,0,0,0,0,0,0,0.0
Andy Thoma,POR,D,0,0,0,0,0,0,0.0
Devron Garcia,ORL,M-D,0,0,0,0,0,0,0.0
Tyler Turner,ORL,D,0,0,0,0,0,0,0.0
Mark Sherrod,SJ,F,0,0,0,0,0,0,0.0
Ben McKendry,VAN,M,0,0,0,0,0,0,0.0
Clément Simonin,TOR,D,0,0,0,0,0,0,0.0
Chris Durkin,DC,D-M,0,0,0,0,0,0,0.0
Daniel Salloi,SKC,F,0,0,0,0,0,0,0.0
Christian Lucatero,HOU,M,0,0,0,0,0,0,0.0
Bradley Bourgeois,HOU,D,0,0,0,0,0,0,0.0
Drew Conner,CHI,M,0,0,0,0,0,0,0.0
Danilo Acosta,RSL,D,0,0,0,0,0,0,0.0
Jordan McCrary,SEA,D,0,0,0,0,0,0,0.0
Ben Polk,POR,F,0,0,0,0,0,0,0.0
Andrew Brody,RSL,F,0,0,0,0,0,0,0.0
Romario Williams,ATL,F,0,0,0,0,0,0,0.0
Chris Mannella,TOR,M,0,0,0,0,0,0,0.0
Zach Steinberger,HOU,M,0,0,0,0,0,0,0.0
Anthony Manning,POR,D,0,0,0,0,0,0,0.0
Nick Besler,RSL,M,0,0,0,0,0,0,0.0
Bryan Róchez,ORL,F,0,0,0,0,0,0,0.0
Victor Mansaray,SEA,F,0,0,0,0,0,0,0.0
Auston Trusty,PHI,D,0,0,0,0,0,0,0.0
Fito Ovalle,RSL,M,0,0,0,0,0,0,0.0
Patrick Doody,CHI,D,0,0,0,0,0,0,0.0
Conor Donovan,ORL,D,0,0,0,0,0,0,0.0
Paxton Pomykal,DAL,M,0,0,0,0,0,0,0.0
Cole Missimo,PHI,M,0,0,0,0,0,0,0.0
Shannon Gomez,NYC,D,0,0,0,0,0,0,0.0
Marshall Hollingsworth,CLB,M,0,0,0,0,0,0,0.0
Richmond Laryea,ORL,M,0,0,0,0,0,0,0.0
Taylor Washington,PHI,D,0,0,0,0,0,0,0.0
Derrick Jones,PHI,M,0,0,0,0,0,0,0.0
Sean St. Ledger,COL,D,0,0,0,0,0,0,0.0
Maurice Edu,PHI,M,0,0,0,0,0,0,0.0
Nathan Sturgis,SEA,M,0,0,0,0,0,0,0.0
Steven Lenhart,SJ,F,0,0,0,0,0,0,0.0
Markus Halsti,DC,M-D,0,0,0,0,0,0,0.0
Kevin Garcia,HOU,D,0,0,0,0,0,0,0.0
Marc Pelosi,SJ,M,0,0,0,0,0,0,0.0
Andrea Mancini,DC,F,0,0,0,0,0,0,0.0
Xavier Kouassi,NE,M,0,0,0,0,0,0,0.0
Paul Clowes,DC,M,0,0,0,0,0,0,0.0
Chris Korb,DC,D,0,0,0,0,0,0,0.0
Zach Pfeffer,COL,M,0,0,0,0,0,0,0.0
Juan Ramirez,COL,M,0,0,0,0,0,0,0.0
Moises Hernandez,DAL,D,0,0,0,0,0,0,0.0
Andres Romero,MTL,M,0,0,0,0,0,0,0.0
Norberto Paparatto,DAL,D,0,0,0,0,0,0,0.0
Kevin Kratz,ATL,M,0,0,0,0,0,0,0.0
Neco Brett,POR,M,1,0,0,0,0,0,0.0
Joseph Greenspan,COL,D,1,0,0,0,0,0,0.0
Amro Tarek,CLB,D,1,0,0,0,0,0,0.0
Raheem Edwards,MTL,M,1,0,0,0,0,0,0.0
Derrick Etienne Jr.,RBNY,F-M,1,0,0,0,0,0,0.0
Pedro Baez,RSL,F,1,0,0,0,0,0,0.0
Brett Levis,VAN,D-M,1,0,0,0,0,0,0.0
Brandon Allen,NY,F,1,0,0,0,0,0,0.0
Collin Fernandez,CHI,M,2,0,0,0,0,0,0.0
Timo Pitter,DAL,M-F,1,0,0,0,0,0,0.0
Agustin Jara,DAL,D,3,0,0,0,0,0,0.0
Carlos Ruiz,DAL,F,1,0,0,0,0,0,0.0
Rob Lovejoy,HOU,F,2,0,0,0,0,0,0.0
Ben Swanson,CLB,M,1,0,0,0,0,0,0.0
Coy Craft,DAL,F-M,2,0,0,0,0,0,0.0
Jose Villarreal,ORL,M,3,0,0,0,0,0,0.0
Darwin Jones,SEA,F,2,0,0,0,0,0,0.0
Gbenga Arokoyo,POR,D,1,0,0,0,0,0,0.0
Conor Doyle,COL,F,3,0,0,0,0,0,0.0
Michael Farfan,SEA,M,1,0,0,0,0,0,0.0
Colin Bonner,DAL,F,1,1,0,0,0,0,0.0
Ever Alvarado,HON,D,1,0,0,0,0,0,0.0
Emil Larsen,CLB,M,3,0,0,0,0,0,0.0
Cameron Porter,MTL,F,2,0,0,0,0,0,0.0
Conor Casey,CLB,F,4,0,0,0,0,0,0.0
Zachary Herivaux,NE,M,5,0,0,0,0,0,0.0
Bradford Jamieson IV,LA,F,3,0,0,0,0,0,0.0
Justin Mapp,SKC,M,6,0,0,0,0,0,0.0
Deybi Flores,VAN,M,1,1,0,0,0,0,0.0
Tyler Adams,RBNY,M,1,1,0,0,0,0,0.0
Alex Morrell,CHI,F,4,0,0,0,0,0,0.0
David Rocha,HOU,M,4,0,0,0,0,0,0.0
Yair Arboleda,HOU,M,1,1,0,0,0,0,0.0
Steve Neumann,NE,M-F,4,1,0,0,0,0,0.0
Marco Bustos,VAN,M,3,1,0,0,0,0,0.0
David Choiniere,MTL,M,1,1,0,0,0,0,0.0
Omer Damari,NY,F,4,0,0,0,0,0,0.0
Eric Ayuk,PHI,M,1,1,0,0,0,0,0.0
Emmanuel Appiah,COL,M,1,1,0,0,0,0,0.0
Miguel Aguilar,DC,M,6,0,0,0,0,0,0.0
Anderson Conceicao,PHI,D,1,1,0,0,0,0,0.0
Phanuel Kavita,RSL,D,1,1,0,0,0,0,0.0
Collin Martin,MIN,M,2,1,0,0,0,0,0.0
Samba,NE,D,2,1,0,0,0,0,0.0
Boyd Okwuonu,RSL,D,2,1,0,0,0,0,0.0
Jack McBean,COL,F,2,1,0,0,0,0,0.0
Aaron Guillen,DAL,D,2,1,0,0,0,0,0.0
Jose Escalante,HOU,M,3,1,0,0,0,0,0.0
Taylor Peay,RSL,D,2,1,0,0,0,0,0.0
Sam Adekugbe,VAN,D,2,1,0,0,0,0,0.0
Innocent Emeghara,SJ,F,6,1,0,0,0,0,0.0
Justin Bilyeu,NY,D,3,1,0,0,0,0,0.0
Shaun Wright-Phillips,NY,M,7,1,0,0,0,0,0.0
Ariel Lassiter,LA,F,3,2,0,0,0,0,0.0
Matheus Silva,SJ,D,4,2,0,0,0,0,0.0
Mehdi Ballouchy,NYC,M,4,1,0,0,0,0,0.0
Kianz Froese,CAN,M,5,1,0,0,0,0,0.0
Pedro Ribeiro,ORL,M-F,3,1,0,0,0,0,0.0
Getterson,DAL,F,4,2,0,0,0,0,0.0
Ashtone Morgan,TOR,D,7,0,0,0,0,0,0.0
Carlos Lizarazo,DAL,M-F,8,2,0,0,0,0,0.0
Caleb Calvert,COL,F,8,1,0,0,0,0,0.0
Juan Esteban Ortiz,DAL,M,5,2,0,0,0,0,0.0
Anthony Jackson-Hamel,MTL,F,7,1,0,0,0,0,0.0
Alhaji Kamara,DC,F,8,2,0,0,0,0,0.0
Kyle Fisher,MTL,D,2,2,0,0,0,0,0.0
Cole Seiler,VAN,D,2,2,0,0,0,0,0.0
Clarence Goodson,SJ,D,2,2,0,0,0,0,0.0
Cristian Martinez,CLB,M,5,2,0,0,0,0,0.0
Rodrigo Saravia,CLB,M,10,1,0,0,0,0,0.0
Donnie Smith,NE,M,3,2,0,0,0,0,0.0
Anatole Abang,RBNY,F,8,2,0,0,0,0,0.0
Harrison Heath,MIN,M,3,3,0,0,0,0,0.0
Amobi Okugo,POR,D-M,4,2,0,0,0,0,0.0
Devon Sandoval,RSL,F,12,2,0,0,0,0,0.0
Landon Donovan,LA,M-F,6,2,0,0,0,0,0.0
Eric Gehrig,CHI,D,5,3,0,0,0,0,0.0
Kwadwo Poku,NYC,M,7,3,0,0,0,0,0.0
Rafael Garcia,LA,D,6,2,0,0,0,0,0.0
Chris Schuler,ORL,D,4,3,0,0,0,0,0.0
Jalen Robinson,DC,D,4,3,0,0,0,0,0.0
Omar Holness,RSL,M,9,3,0,0,0,0,0.0
Dillon Serna,COL,M,9,3,0,0,0,0,0.0
Keyner Brown,HOU,D,4,3,0,0,0,0,0.0
Tony Alfaro,SEA,D,6,1,0,0,0,0,0.0
Tony Rocha,ORL,M,8,2,0,0,0,0,0.0
Alphonso Davies,VAN,M,8,2,0,0,0,0,0.0
David Arshakyan,CHI,F,9,3,0,0,0,0,0.0
Chad Barson,CLB,D,7,3,0,0,0,0,0.0
Diego Rubio,SKC,F,15,3,0,0,0,0,0.0
Oalex Anderson,SEA,F,15,2,0,0,0,0,0.0
Darrius Barnes,NE,D,4,4,0,0,0,0,0.0
Leonardo,HOU,D,4,4,0,0,0,0,0.0
Aubrey David,DAL,D,5,4,0,0,0,0,0.0
Raul Mendiola,LA,M,6,5,0,0,0,0,0.0
Jack Barmby,POR,M-D,19,2,0,0,0,0,0.0
Pa-Modou Kah,VAN,D,5,4,0,0,0,0,0.0
Tosaint Ricketts,TOR,F,11,4,0,0,0,0,0.0
Mikey Ambrose,ATL,D,5,4,0,0,0,0,0.0
Daniel Lovitz,MTL,D,12,5,0,0,0,0,0.0
Luke Mishu,DC,D,7,5,0,0,0,0,0.0
Gideon Baah,NY,D,9,6,0,0,0,0,0.0
Marcel de Jong,VAN,D-M,7,5,0,0,0,0,0.0
Dairon Asprilla,POR,M-F,9,6,0,0,0,0,0.0
Maxime Chanot,NYC,D,6,5,0,0,0,0,0.0
Maxim Tissot,MTL,D,7,5,0,0,0,0,0.0
Seth Sinovic,SKC,D,9,6,0,0,0,0,0.0
Dylan Remick,HOU,D,11,6,0,0,0,0,0.0
Adam Jahn,CLB,F,22,4,0,0,0,0,0.0
Abdoulie Mansally,HOU,D,9,5,0,0,0,0,0.0
Karl Ouimette,NY,D,7,6,0,0,0,0,0.0
Cedrick Mabwati,CLB,M,17,6,0,0,0,0,0.0
Gonzalo Verón,NY,M-F,23,6,0,0,0,0,0.0
Ned Grabavoy,POR,M,22,5,0,0,0,0,0.0
Agus,HOU,D,8,8,0,0,0,0,0.0
