Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Alex,HOU,M,30,29,2476,5,2,42,11,0/0,11.9,26.2
Mauro Manotas,HOU,F,22,10,1054,6,1,41,18,1/1,14.6,43.9
Jimmy Medranda,SKC,D-M,28,22,1939,1,2,41,8,0/0,2.4,19.5
Robbie Keane,LA,F,17,16,1426,10,2,40,21,3/4,25.0,52.5
Thomas McNamara,NYC,M,30,28,2229,5,9,40,18,0/0,12.5,45.0
Mike Grella,CLB,M,32,28,2410,7,6,40,21,0/0,17.5,52.5
Harrison Afful,CLB,D,30,30,2567,3,3,40,13,0/0,7.5,32.5
Sacha Kljestan,ORL,M,32,30,2623,6,20,40,19,1/2,15.0,47.5
Arturo Alvarez,HOU,M,30,24,1923,5,9,39,9,0/0,12.8,23.1
Darlington Nagbe,ATL,M,27,27,2416,1,5,39,8,0/0,2.6,20.5
Fabian Espindola,DC,F,15,10,926,4,1,38,15,0/1,10.5,39.5
Javier Morales,RSL,M,29,23,2182,4,4,38,13,2/3,10.5,34.2
Alvaro Saborio,DC,F,19,8,890,6,3,37,12,0/0,16.2,32.4
Jack McInerney,POR,F,24,8,904,5,0,37,18,0/0,13.5,48.6
Jacob Peterson,SKC,F,21,18,1500,6,1,37,13,0/0,16.2,35.1
Kekuta Manneh,VAN,M-F,17,13,1139,5,2,36,20,0/0,13.9,55.6
Andreas Ivanschitz,SEA,M,28,25,1910,3,8,36,13,0/0,8.3,36.1
Tesho Akindele,DAL,F,31,15,1514,6,4,35,17,2/2,17.1,48.6
Kellyn Acosta,DAL,M,32,24,2328,2,5,35,9,0/0,5.7,25.7
Carlos Rivas,RBNY,F,21,8,799,3,4,34,7,0/0,8.8,20.6
Erik Hurtado,VAN,F-M,24,12,1230,2,2,34,8,0/0,5.9,23.5
Brad Davis,SKC,M,24,14,1300,2,1,34,11,0/0,5.9,32.4
Dominic Oduro,MTL,M,31,22,2028,6,6,34,17,0/0,17.6,50.0
Christian Bolaños,VAN,M,27,23,2116,5,8,34,13,0/1,14.7,38.2
Dillon Powers,ORL,M,29,24,2122,1,4,34,6,0/0,2.9,17.6
Nick DeLeon,DC,M,32,27,2509,1,0,34,10,0/0,2.9,29.4
Matteo Mancosu,MTL,F,15,7,772,3,4,33,11,0/0,9.1,33.3
Nicolás Lodeiro,SEA,M,13,13,1170,4,8,33,11,0/0,12.1,33.3
Frank Lampard,NYC,M,19,15,1280,12,3,33,21,1/1,36.4,63.6
Mike Magee,LA,M,30,16,1467,6,4,33,18,0/0,18.2,54.5
Steve Birnbaum,DC,D,26,26,2340,3,2,33,12,0/0,9.1,36.4
John Goossens,CHI,M,24,15,1288,3,4,32,11,0/0,9.4,34.4
Fabian Herbers,PHI,M,32,13,1290,3,7,32,14,0/0,9.4,43.8
Steven Gerrard,LA,M,21,18,1491,3,11,32,11,0/1,9.4,34.4
Will Johnson,ORL,M,23,19,1660,2,5,32,10,0/1,6.3,31.3
Lloyd Sam,DC,M-F,29,26,2025,4,10,32,6,0/0,12.5,18.8
Nelson Valdez,SEA,F,24,8,900,0,1,30,11,0/0,0.0,36.7
Ilsinho,PHI,M,25,14,1286,2,2,30,7,1/2,6.7,23.3
Alex Muyl,RBNY,M,27,18,1599,2,6,30,12,0/0,6.7,40.0
Darwin Ceren,HOU,M,28,23,2113,0,2,30,3,0/0,0.0,10.0
Cristian Roldan,SEA,M,33,28,2632,4,3,30,11,0/0,13.3,36.7
Marco Pappa,COL,M,20,10,895,2,4,29,13,0/0,6.9,44.8
Lucas Ontivero,MTL,M,21,12,980,2,2,29,9,0/0,6.9,31.0
Graham Zusi,SKC,D-M,21,18,1651,2,4,29,10,0/0,6.9,34.5
Sebastian Lletget,LA,M,31,23,2057,1,8,29,8,0/0,3.4,27.6
Razvan Cocis,CHI,M,30,19,1901,5,2,28,10,0/0,17.9,35.7
Anibal Godoy,SJ,M,23,23,1941,1,2,28,9,0/0,3.6,32.1
Alberto Quintero,SJ,M,30,29,2230,3,4,28,9,0/0,10.7,32.1
Walker Zimmerman,LAFC,D,30,30,2700,4,0,28,11,0/0,14.3,39.3
Julio Baptista,ORL,F,23,5,729,6,3,27,9,0/1,22.2,33.3
Tony Tchani,CHI,M,21,20,1791,1,3,27,8,0/0,3.7,29.6
Brek Shea,VAN,M-F,27,22,2003,3,2,27,9,0/0,11.1,33.3
Sebastian Hines,ORL,D,26,23,2105,3,0,27,9,0/0,11.1,33.3
Sam Cronin,MIN,M,33,33,2924,1,3,27,8,0/0,3.7,29.6
Andrea Pirlo,NYC,M,32,32,2770,1,11,26,6,0/0,3.8,23.1
Masato Kudo,VAN,F,17,12,894,2,1,25,14,0/0,8.0,56.0
Michael de Leeuw,CHI,F,18,17,1465,7,3,25,12,0/0,28.0,48.0
Harry Shipp,SEA,M,27,20,1596,2,3,25,6,0/0,8.0,24.0
Ronald Matarrita,NYC,D,25,23,1988,1,5,25,9,0/0,4.0,36.0
Boniek Garcia,HOU,M,31,24,2249,0,9,25,4,0/0,0.0,16.0
Jared Jeffrey,DC,M,21,14,1314,2,0,24,5,0/0,8.3,20.8
Tsubasa Endoh,TOR,F,21,15,1387,2,0,24,9,0/0,8.3,37.5
Gyasi Zardes,CLB,F,19,17,1604,6,5,24,15,0/0,25.0,62.5
Matías Pérez García,ORL,F,27,19,1635,0,3,24,6,0/0,0.0,25.0
Carlos Gruezo,DAL,M,27,26,2240,0,2,24,3,0/0,0.0,12.5
Dax McCarty,CHI,M,27,26,2268,3,5,24,8,0/0,12.5,33.3
Jelle Van Damme,LA,D,28,28,2436,0,4,24,2,0/0,0.0,8.3
Jonathan Osorio,TOR,M,30,26,2440,2,5,24,7,0/0,8.3,29.2
Adam Jahn,CLB,F,22,4,554,6,0,23,8,0/0,26.1,34.8
Gilberto,CHI,F,9,8,641,0,2,23,4,0/0,0.0,17.4
Octavio Rivero,VAN,F,12,9,757,2,0,23,15,0/0,8.7,65.2
Patrick Nyarko,DC,F-M,26,23,1828,4,8,23,7,0/0,17.4,30.4
Taylor Kemp,DC,D,31,30,2745,1,6,23,3,0/0,4.3,13.0
Jack Harrison,NYC,F,21,17,1574,4,7,22,8,0/0,18.2,36.4
Cristian Maidana,HOU,M,30,21,1695,3,4,22,6,0/0,13.6,27.3
Ryan Hollingshead,DAL,M,29,22,2024,2,0,22,8,0/0,9.1,36.4
Marcelo Sarvas,DC,M,28,26,2247,1,2,22,6,1/1,4.5,27.3
Jermaine Jones,COL,M,9,8,725,3,2,21,9,0/0,14.3,42.9
Aaron Kovar,LAFC,M,16,10,811,1,0,21,5,0/0,4.8,23.8
Khaly Thiam,CHI,M,20,15,1285,1,0,21,3,0/0,4.8,14.3
David Horst,RSL,D,26,24,2211,3,0,21,11,0/0,14.3,52.4
Kendall Waston,VAN,D,26,26,2266,3,1,21,10,0/0,14.3,47.6
Maynor Figueroa,DAL,D,28,28,2434,0,1,21,4,0/0,0.0,19.0
Chad Marshall,SEA,D,30,30,2634,4,0,21,9,0/0,19.0,42.9
Drew Moor,TOR,D,32,32,2880,3,0,21,6,0/0,14.3,28.6
Keegan Rosenberry,PHI,D,34,34,3060,2,2,21,7,0/0,9.5,33.3
Tosaint Ricketts,TOR,F,11,4,399,3,0,20,9,0/0,15.0,45.0
Mix Diskerud,NYC,M,12,9,812,1,2,20,7,0/0,5.0,35.0
Jordan Hamilton,TOR,F,14,11,911,3,1,20,12,0/0,15.0,60.0
Darren Mattocks,DC,F,19,12,940,1,3,20,10,0/0,5.0,50.0
Emmanuel Boateng,LA,M,26,17,1547,2,5,20,9,0/0,10.0,45.0
Sébastien Le Toux,COL,F,32,21,1861,3,7,20,8,0/1,15.0,40.0
Mohammed Saeid,CLB,M,25,24,2016,0,5,20,3,0/0,0.0,15.0
Matt Polster,CHI,M,27,24,2107,2,2,20,4,0/0,10.0,20.0
Shea Salinas,SJ,M,33,8,1223,1,5,19,9,0/0,5.3,47.4
Hassoun Camara,MTL,D,27,26,2249,2,2,19,5,0/0,10.5,26.3
Chris Tierney,NE,D-M,28,27,2321,2,3,19,6,0/0,10.5,31.6
Fatai Alashe,SJ,M,28,27,2335,3,1,19,9,0/0,15.8,47.4
Gonzalo Verón,NY,M-F,23,6,631,3,0,18,8,0/0,16.7,44.4
Olmes Garcia,RSL,F,24,9,964,1,1,18,8,0/0,5.6,44.4
Connor Hallisey,SKC,F,17,12,1072,0,1,18,8,0/0,0.0,44.4
Gershon Koffie,NE,M,22,19,1545,0,4,18,5,0/0,0.0,27.8
Nuno Andre Coelho,SKC,D,22,20,1618,1,1,18,3,0/0,5.6,16.7
Sal Zizzo,ATL,D,28,20,1920,0,2,18,5,0/0,0.0,27.8
Laurent Ciman,LAFC,D,28,28,2484,0,0,18,3,0/0,0.0,16.7
Erick Torres,HOU,F,11,4,401,0,1,17,3,0/0,0.0,17.6
Chad Barrett,SJ,F,20,3,531,2,1,17,7,0/0,11.8,41.2
Chris Rolfe,DC,F,9,9,643,0,1,17,3,0/0,0.0,17.6
Adrian Winter,ORL,M-F,13,12,975,3,2,17,7,0/0,17.6,41.2
Rob Vincent,DC,M-F,20,12,1137,2,0,17,8,0/0,11.8,47.1
Khiry Shelton,SKC,F,22,13,1159,4,9,17,6,0/0,23.5,35.3
Atiba Harris,DAL,D,28,22,1970,1,2,17,5,0/0,5.9,29.4
Marky Delgado,TOR,M,28,23,1995,2,2,17,5,0/0,11.8,29.4
Marlon Hairston,COL,M,21,14,1272,3,6,16,9,0/0,18.8,56.3
Nigel de Jong,LA,M,18,18,1561,0,0,16,5,0/0,0.0,31.3
Andrew Jacobson,NYC,M,26,18,1751,2,0,16,7,0/0,12.5,43.8
Ambroise Oyongo,MTL,D,27,26,2316,0,5,16,4,0/0,0.0,25.0
Joevin Jones,SEA,D,33,29,2547,2,3,16,5,0/0,12.5,31.3
Johan Venegas,MIN,M,20,7,683,1,1,15,8,0/0,6.7,53.3
Alan Gordon,LA,F,22,7,710,3,1,15,6,0/0,20.0,40.0
Blas Pérez,VAN,F,22,5,754,2,1,15,5,0/0,13.3,33.3
Jordan Allen,RSL,M-F,23,11,1099,3,2,15,8,0/0,20.0,53.3
Connor Lade,RBNY,D,18,15,1380,1,1,15,4,0/0,6.7,26.7
Ike Opara,SKC,D,25,16,1542,1,3,15,7,0/0,6.7,46.7
Saad Abdul-Salaam,NYC,D,30,26,2377,0,6,15,3,0/0,0.0,20.0
Justin Morrow,TOR,D,31,31,2653,5,4,15,7,0/0,33.3,46.7
Henok Goitom,SJ,F,8,3,416,0,1,14,2,0/0,0.0,14.3
Dairon Asprilla,POR,M-F,9,6,488,1,0,14,3,1/1,7.1,21.4
Dilly Duka,CLB,M,15,5,604,1,1,14,7,0/0,7.1,50.0
Vincent Nogueira,PHI,M,8,8,684,2,0,14,3,0/0,14.3,21.4
Hérculez Gómez,SEA,F,21,9,842,0,0,14,7,0/0,0.0,50.0
Hector Jimenez,CLB,M,25,14,1239,0,1,14,4,0/0,0.0,28.6
Jámison Olave,RSL,D,17,16,1482,2,0,14,7,0/0,14.3,50.0
Brian Carroll,PHI,M,26,23,2094,1,0,14,3,0/0,7.1,21.4
Bobby Boswell,DC,D,30,29,2632,2,1,14,10,0/0,14.3,71.4
Diego Rubio,SKC,F,15,3,330,1,0,13,2,0/0,7.7,15.4
Daigo Kobayashi,NE,M,27,6,701,1,0,13,2,0/0,7.7,15.4
Benoit Cheyrou,TOR,M,14,9,800,0,2,13,2,0/0,0.0,15.4
Raul Rodriguez,HOU,D,25,24,2128,1,0,13,3,0/0,7.7,23.1
Micheal Azira,COL,M,31,28,2503,0,1,13,1,0/0,0.0,7.7
Víctor Bernárdez,SJ,D,33,33,2835,1,1,13,2,0/0,7.7,15.4
Leo Fernandes,PHI,M,12,2,256,0,1,12,3,0/0,0.0,25.0
Charlie Davies,NE,F,17,3,371,1,1,12,9,0/0,8.3,75.0
Cedrick Mabwati,CLB,M,17,6,593,1,0,12,5,0/0,8.3,41.7
Tony Taylor,NYC,F-M,14,7,605,2,1,12,3,0/0,16.7,25.0
Mikey Lopez,NYC,M,15,6,672,0,1,12,4,0/0,0.0,33.3
Jay Chapman,TOR,M,18,9,780,0,2,12,5,0/0,0.0,41.7
Tommy Thompson,SJ,M,17,9,825,0,0,12,5,0/0,0.0,41.7
Ben Zemanski,POR,M,16,11,1010,0,1,12,1,0/0,0.0,8.3
Sean Davis,RBNY,M,21,11,1108,2,3,12,3,0/0,16.7,25.0
Sunday Stephen,RSL,M,15,15,1115,1,1,12,3,0/0,8.3,25.0
Baggio Husidic,LA,M,29,16,1556,2,2,12,4,0/0,16.7,33.3
Erik Friberg,SEA,M,25,18,1582,0,2,12,2,0/0,0.0,16.7
Ken Tribbett,PHI,D,22,19,1727,2,1,12,5,0/0,16.7,41.7
Collen Warner,MIN,M,24,24,1979,0,1,12,0,0/0,0.0,0.0
Liam Ridgewell,POR,D,22,22,1980,1,0,12,4,0/0,8.3,33.3
Servando Carrasco,LA,M,31,21,2001,0,2,12,3,0/0,0.0,25.0
Michael Bradley,TOR,M,24,24,2160,1,5,12,3,0/0,8.3,25.0
Tim Parker,RBNY,D,29,28,2551,0,0,12,3,0/0,0.0,25.0
Jalil Anibaba,NE,D,30,28,2614,0,1,12,4,0/0,0.0,33.3
Jack Barmby,POR,M-D,19,2,381,1,0,11,5,0/0,9.1,45.5
Armando Cooper,TOR,M,6,4,390,0,2,11,3,0/0,0.0,27.3
Jeff Larentowicz,ATL,M,23,17,1501,1,1,11,1,0/0,9.1,9.1
Antonio Nocerino,ORL,M,21,19,1509,0,0,11,2,0/0,0.0,18.2
Cristian Higuita,ORL,M,21,16,1513,1,1,11,1,0/0,9.1,9.1
Ronald Zubar,NY,D,21,19,1593,2,0,11,3,0/0,18.2,27.3
Victor Ulloa,DAL,M,32,18,1639,2,0,11,4,0/0,18.2,36.4
Je-Vaughn Watson,NE,D,23,19,1705,1,1,11,4,0/0,9.1,36.4
Axel Sjöberg,COL,D,31,31,2772,2,1,11,6,0/0,18.2,54.5
Frederic Brillant,DC,D,31,31,2790,1,0,11,4,0/0,9.1,36.4
Richie Marquez,PHI,D,33,33,2970,2,0,11,4,0/0,18.2,36.4
Femi Hollinger-Janzen,NE,F,19,1,273,2,1,10,2,0/0,20.0,20.0
Ned Grabavoy,POR,M,22,5,632,0,0,10,2,0/0,0.0,20.0
Molham Babouli,TOR,F,16,6,647,0,1,10,1,0/0,0.0,10.0
Alejandro Bedoya,PHI,M,10,10,844,1,0,10,4,0/0,10.0,40.0
Kyle Bekker,MTL,M,18,13,1139,1,0,10,4,0/0,10.0,40.0
Bobby Burling,COL,D,16,16,1415,1,0,10,2,0/0,10.0,20.0
Lawrence Olum,POR,M-D,19,17,1469,2,1,10,4,0/0,20.0,40.0
Aurélien Collin,RBNY,D,25,22,2067,0,2,10,3,0/0,0.0,30.0
Matt Hedges,DAL,D,26,26,2334,1,0,10,5,0/0,10.0,50.0
Fabinho,PHI,D,29,29,2517,0,6,10,2,0/0,0.0,20.0
Jordan Harvey,LAFC,D,28,28,2520,2,0,10,2,0/0,20.0,20.0
Wil Trapp,CLB,M,30,29,2543,0,1,10,0,0/0,0.0,0.0
Matias Laba,VAN,M,32,32,2729,0,0,10,4,0/0,0.0,40.0
David Arshakyan,CHI,F,9,3,324,0,0,9,2,0/0,0.0,22.2
Oalex Anderson,SEA,F,15,2,334,0,0,9,4,0/0,0.0,44.4
Michael Salazar,MTL,F,17,8,711,2,0,9,5,0/0,22.2,55.6
Jose Aja,VAN,D,10,9,830,0,0,9,1,0/0,0.0,11.1
Cordell Cato,SJ,F,21,15,1391,0,2,9,3,0/0,0.0,33.3
Rodrigo Ramos,CHI,D,21,16,1484,0,3,9,1,0/0,0.0,11.1
Marco Donadel,MTL,M,21,18,1515,0,4,9,1,0/0,0.0,11.1
David Mateos,ORL,D,21,20,1759,0,0,9,2,0/0,0.0,22.2
Jermaine Taylor,POR,D,23,21,1841,0,3,9,2,0/0,0.0,22.2
Brad Evans,SKC,D-M,23,21,1866,1,1,9,1,1/1,11.1,11.1
Chris Duvall,MTL,D,25,20,1889,0,2,9,1,0/0,0.0,11.1
Demar Phillips,RSL,D,29,23,2177,0,5,9,3,0/0,0.0,33.3
Diego Chara,POR,M,30,30,2600,0,1,9,2,0/0,0.0,22.2
Scott Caldwell,NE,M,32,31,2622,0,3,9,1,0/0,0.0,11.1
Daniel Steres,LA,D,31,29,2656,1,1,9,2,0/0,11.1,22.2
Jonathan Campbell,CHI,D,33,30,2823,1,1,9,2,0/0,11.1,22.2
Anthony Jackson-Hamel,MTL,F,7,1,171,1,0,8,3,0/0,12.5,37.5
Daniel Royer,RBNY,M,6,3,275,1,1,8,2,0/0,12.5,25.0
Gideon Baah,NY,D,9,6,467,2,0,8,3,0/0,25.0,37.5
Leonel Miranda,HOU,M,12,3,484,1,1,8,2,0/0,12.5,25.0
Nick LaBrocca,CHI,M,12,5,514,0,1,8,3,0/0,0.0,37.5
Julian Buescher,DC,M,20,3,584,1,4,8,4,0/0,12.5,50.0
Agus,HOU,D,8,8,672,0,0,8,3,0/0,0.0,37.5
Jordan Stewart,SJ,D-M,15,14,1221,0,1,8,2,0/0,0.0,25.0
Jack Jewsbury,POR,M,23,17,1503,1,2,8,2,0/0,12.5,25.0
Jared Watts,COL,D-M,21,18,1647,0,0,8,1,0/0,0.0,12.5
Soni Mustivar,SKC,M,25,24,2095,0,0,8,0,0/0,0.0,0.0
Brandon Vincent,CHI,D,26,24,2191,0,3,8,1,0/0,0.0,12.5
Ashley Cole,LA,D,26,25,2227,1,0,8,2,0/0,12.5,25.0
Alhaji Kamara,DC,F,8,2,173,1,0,7,2,0/0,14.3,28.6
Alphonso Davies,VAN,M,8,2,299,0,0,7,2,0/0,0.0,28.6
Kevin Ellis,SKC,D,14,10,953,1,1,7,3,0/0,14.3,42.9
Federico Bravo,NYC,M,21,11,1096,0,1,7,0,0/0,0.0,0.0
Eric Miller,COL,D,26,23,2118,0,1,7,2,0/0,0.0,28.6
Tony Beltran,RSL,D,29,27,2468,0,3,7,2,0/0,0.0,28.6
Daniel Lovitz,MTL,D,12,5,406,0,0,6,0,0/0,0.0,0.0
Mauro Rosales,DAL,M,23,4,544,2,3,6,3,0/0,33.3,50.0
Román Torres,SEA,D,9,8,765,0,0,6,1,0/0,0.0,16.7
Calum Mallace,LAFC,M,18,10,862,0,0,6,0,0/0,0.0,0.0
Kofi Opare,DC,D,10,10,874,0,0,6,2,0/0,0.0,33.3
Nicolai Naess,CLB,D,13,13,1156,0,2,6,3,0/0,0.0,50.0
Jefferson Mena,NYC,D,16,16,1306,1,0,6,2,0/0,16.7,33.3
Shaun Francis,SJ,D,18,17,1524,0,0,6,2,0/0,0.0,33.3
Robbie Rogers,LA,D,21,19,1655,1,2,6,4,0/0,16.7,66.7
Kemar Lawrence,RBNY,D,21,21,1801,0,0,6,1,0/0,0.0,16.7
Alvas Powell,POR,D,23,23,2015,0,1,6,1,0/0,0.0,16.7
London Woodberry,NE,D,25,23,2068,1,0,6,3,0/0,16.7,50.0
Joao Meira,CHI,D-M,28,26,2284,0,1,6,2,0/0,0.0,33.3
Innocent Emeghara,SJ,F,6,1,115,0,0,5,1,0/0,0.0,20.0
Carlos Lizarazo,DAL,M-F,8,2,161,0,0,5,1,0/0,0.0,20.0
Caleb Calvert,COL,F,8,1,165,0,0,5,4,0/0,0.0,80.0
Omar Holness,RSL,M,9,3,277,0,0,5,0,0/0,0.0,0.0
Dillon Serna,COL,M,9,3,280,1,0,5,3,0/0,20.0,60.0
Joey Calistri,CHI,M,14,2,348,1,1,5,4,0/0,20.0,80.0
Paulo Nagamura,SKC,M,9,6,526,0,1,5,2,0/0,0.0,40.0
Álvaro Fernández,SEA,M,10,8,530,1,1,5,2,0/0,20.0,40.0
Seth Sinovic,SKC,D,9,6,532,0,0,5,1,0/0,0.0,20.0
Abdoulie Mansally,HOU,D,9,5,565,0,0,5,1,0/0,0.0,20.0
John Stertzer,RSL,M,18,9,777,0,1,5,3,0/0,0.0,60.0
Vytas,POR,D,11,10,916,1,0,5,1,0/0,20.0,20.0
Wandrille Lefevre,MTL,D,13,12,1114,0,0,5,2,0/0,0.0,40.0
Patrice Bernier,MTL,M,20,13,1185,0,1,5,0,0/0,0.0,0.0
Waylon Francis,SEA,D,19,13,1233,0,3,5,1,0/0,0.0,20.0
Jordan Smith,VAN,D,17,15,1267,0,0,5,0,0/0,0.0,0.0
Donny Toia,ORL,D,17,15,1365,0,2,5,1,0/0,0.0,20.0
Fraser Aird,CAN,D-M,18,16,1455,0,0,5,1,0/0,0.0,20.0
Chris Wingert,RSL,D,20,18,1514,0,0,5,0,0/0,0.0,0.0
Luke Boden,ORL,D,20,19,1613,0,3,5,0,0/0,0.0,0.0
Aaron Maund,VAN,D,20,20,1746,0,0,5,1,0/0,0.0,20.0
Sheanon Williams,HOU,D,22,20,1807,0,1,5,1,0/0,0.0,20.0
Nat Borchers,POR,D,21,21,1812,1,1,5,1,0/0,20.0,20.0
DaMarcus Beasley,HOU,D,24,24,1979,1,0,5,4,0/0,20.0,80.0
Sean Franklin,VAN,D,29,29,2494,1,2,5,1,0/0,20.0,20.0
Pedro Ribeiro,ORL,M-F,3,1,152,0,0,4,2,0/0,0.0,50.0
Getterson,DAL,F,4,2,152,0,0,4,2,0/0,0.0,50.0
Cristian Martinez,CLB,M,5,2,197,1,0,4,2,0/0,25.0,50.0
Landon Donovan,LA,M-F,6,2,233,1,0,4,1,0/0,25.0,25.0
Tony Rocha,ORL,M,8,2,298,0,0,4,0,0/0,0.0,0.0
Jordi Quintilla,SKC,M,6,6,410,0,1,4,1,0/0,0.0,25.0
Karl Ouimette,NY,D,7,6,582,0,0,4,0,0/0,0.0,0.0
David Edgar,VAN,D,8,8,720,0,0,4,1,0/0,0.0,25.0
Steven Taylor,POR,D,9,9,810,1,0,4,2,0/0,25.0,50.0
Andres Imperiale,SJ,D,11,10,869,0,0,4,1,0/0,0.0,25.0
Zach Scott,SEA,D,14,9,886,0,0,4,1,0/0,0.0,25.0
Damien Perquis,TOR,D,12,11,986,1,1,4,1,0/0,25.0,25.0
Rafael Ramos,CHI,D,12,12,1015,0,3,4,1,0/0,0.0,25.0
Corey Ashe,CLB,M,18,14,1214,0,4,4,0,0/0,0.0,0.0
Eriq Zavaleta,TOR,D,15,14,1277,0,1,4,1,0/0,0.0,25.0
