round,home_team,home_score,away_score,away_team,notes
4,Frankfurt,1,1,K'lautern,(Tobolik 76 - T.Allofs 86)
4,Düsseldorf,4,1,B'schweig,"(Edvaldsson 27, Weikl 55, Thiele 58, Zewe 90 -Worm 38)"
4,Mannheim,0,0,Bielefeld,
4,Stuttgart,1,3,Werder,"(Claesen 5 p - Sidka 35 p, Meier 72, Kutzop 90)"
4,1. FC Köln,1,5,Uerdingen,"(Engels 34 - Hartmann 12 o, Herget 27, 86, Funkel 73,Raschid 74)"
4,Bayern,1,0,Dortmund,(Matthäus 61)
4,M'gladbach,4,3,Bochum,"(Rahn 2, 51, H-G.Bruns 43 p, Mill 54 - Fischer60, 71, Knäbel 90)"
4,Hamburger,1,1,Leverkusen,(Wuttke 90 - Röber 2)
5,B'schweig,5,0,Frankfurt,"(Bruns 11, Gorski 27, Tripbacher 53, 81, Worm 61)"
5,K'lautern,2,2,Schalke,"(T.Allofs 56, 58 - Täuber 61, Memering 84)"
5,Dortmund,3,0,Bochum,"(Wegmann 79, 90, Raducanu 85 p)[Sep 22]"
5,Bayern,2,0,1. FC Köln,"(Rummenigge 75, Wohlfahrt 90)"
5,Uerdingen,3,2,Stuttgart,"(Klinger 15, Schäfer 71, Brinkmann 82 - Kempe 34,Allgöwer 64)"
5,Werder,1,1,Mannheim,(Ordenewitz 83 - Schlindwein 3)
5,Bielefeld,1,1,Düsseldorf,(Reich 22 - Holmquist 52)
5,Karlsruher,1,1,Hamburger,(Keim 12 - McGhee 79)
5,Leverkusen,3,2,M'gladbach,"(Röber 3, Waas 63, Cha 70 - Hochstätter 11,Criens 83)"
6,Schalke,3,2,B'schweig,"(Dietz 39, Täuber 60, Schatzschneider 76 -Ellmerich 31, Worm 41)"
6,Frankfurt,3,0,Bielefeld,"(Kroth 18, Sievers 65, Krämer 90)[Sep 29]"
6,Düsseldorf,3,2,Werder,"(Thiele 28, 68, Fach 40 - Edvaldsson 48 o,Möhlmann 77) [52 Zewe (Düsseldorf) m/pen]"
6,Mannheim,2,1,Uerdingen,"(Schön 60, Bührer 78 - Gudmundsson 5)"
6,1. FC Köln,6,1,Dortmund,"(Littbarski 10, K.Allofs 20, 51 p, 67, 76, Engels55 p - Raducanu 14 p)"
6,Bochum,0,0,Leverkusen,
6,M'gladbach,3,3,Karlsruher,"(H-G.Bruns 55, Rahn 58, Criens 66 - Becker 39,Günther 49, Löw 64) [67 Mill (M'gladbach) m/pen]"
6,Hamburger,3,2,K'lautern,"(Schröder 12, McGhee 22, Milewski 68 - T.Allofs 59,Wolf 86)"
7,Uerdingen,5,2,Düsseldorf,"(Funkel 16, 33, 62, Feilzer 39, 82 - Weikl 14,Holmquist 26)"
7,Karlsruher,1,1,Bochum,(Künast 56 - Fischer 20)
7,Dortmund,2,1,Leverkusen,"(Simmes 63, Hörster 64, Klotz 69)[Oct 6]"
7,1. FC Köln,1,1,Stuttgart,(K.Allofs 55 - Allgöwer 60)
7,Bayern,1,2,Mannheim,"(Dürnberger 62 - Schlindwein 67, Heck 75)"
7,Werder,3,3,Frankfurt,"(Pezzey 24, 90, Möhlmann 43 - Trieb 45, Berthold 59,Krämer 77)"
7,Bielefeld,2,1,Schalke,"(Rautiainen 75, 87 - Jakobs 11)(sent off: Ozaki (Bielefeld, 71))"
7,B'schweig,3,1,Hamburger,"(Worm 26, Pahl 71, Gorski 77 - von Heesen 15)"
7,K'lautern,2,0,M'gladbach,"(T.Allofs 42, 72)"
8,Schalke,2,2,Werder,"(Thon 35, Täuber 56 p - Neubarth 44, Völler 57)"
8,Frankfurt,3,2,Uerdingen,"(Berthold 26, 37, Schäfer 48 - Mohr 43, Funkel 53)"
8,Düsseldorf,0,2,Bayern,"(Zewe 68 o, Wohlfahrt 77)"
8,Stuttgart,2,0,Dortmund,"(Schäfer 15, Kempe 61)"
8,Leverkusen,4,1,Karlsruher,"(Röber 16, 67, Winklhofer 64, Schreier 84 p -Becker 28)"
8,Hamburger,4,0,Bielefeld,"(McGhee 10, Wehmeyer 26, von Heesen 28, 66)"
8,M'gladbach,10,0,B'schweig,"(Rahn 4, 67, 77, Dreßen 8, Criens 18, 55, 68,Borowka 21, Krauss 25, Hannes 90)"
9,Uerdingen,1,1,Schalke,(Gudmundsson 30 - Dierßen 75)
9,B'schweig,1,3,Bochum,"(Geiger 27 - Fischer 36, Kuntz 48, Tenhagen 81)"
9,K'lautern,3,3,Leverkusen,"(Bold 3, Geye 63, Dusek 73 - Röber 18, 62, Waas 22)[Oct 20]"
9,Stuttgart,3,0,Mannheim,"(Klinsmann 25, 57, Reichert 88)"
9,1. FC Köln,4,2,Düsseldorf,"(K.Allofs 38, 71, Bein 51, Littbarski 56 - Holmquist28, Hartwig 80 o)"
9,Bayern,4,2,Frankfurt,"(Wohlfahrt 9, 43, Rummenigge 39, Matthäus 82 -Berthold 48, Kroth 86)"
9,Werder,5,2,Hamburger,"(Reinders 44, Völler 54, 81, Neubarth 64, Meier 65 -von Heesen 42, Kaltz 87)"
9,Bielefeld,3,3,M'gladbach,"(Borchers 30, Reich 55, 84 - H-G.Bruns 32, Krauss 47,Lienen 70)"
9,Dortmund,0,2,Karlsruher,"(Günther 47, Löw 67)[Oct 23]"
9,Bochum,3,0,K'lautern,"(Kuntz 22, Fischer 76, 85)"
10,Karlsruher,0,0,K'lautern,
10,Bochum,1,1,Bielefeld,(Kuntz 56 p - Reich 54)[Oct 27]
10,Schalke,1,1,Bayern,(Dietz 79 - Augenthaler 31)
10,Frankfurt,1,4,1. FC Köln,"(Svensson 88 - Bein 14, 60, Lehnhoff 33, Engels 80)"
10,Düsseldorf,2,2,Stuttgart,"(Fleer 16, Dusend 28 - Claesen 35 p, 37)"
10,Mannheim,1,2,Dortmund,"(Walter 90 - Anderbrügge 28, Dreßel 89)"
10,Leverkusen,0,3,B'schweig,"(Tripbacher 53, Pahl 84, Plagge 88)"
10,M'gladbach,1,1,Werder,(Mill 47 - Hannes 67 o)
10,Hamburger,1,1,Uerdingen,(Rolff 76 - Klinger 90)
11,Stuttgart,4,2,Frankfurt,"(Klinsmann 20, 56, Claesen 28, Reichert 85 - Krämer41, Mohr 60) [90 Claesen (Stuttgart) m/pen]"
11,Uerdingen,3,2,M'gladbach,"(Funkel 7, Raschid 72, Wöhrlin 78 - Mill 38,Hannes 88)"
11,Werder,2,2,Bochum,"(Völler 28, Schaaf 65 - Knüwe 52, Schreier 80)[Nov 3]"
11,Mannheim,2,1,Düsseldorf,"(Sebert 36 p, Heck 62 - Kaiser 28)"
11,1. FC Köln,4,1,Schalke,"(K.Allofs 38, 80, Littbarski 50, Bein 54 -Schatzschneider 48)"
11,Bayern,1,1,Hamburger,(Wohlfahrt 36 - von Heesen 87)
11,Bielefeld,1,1,Leverkusen,(Röber 54 - Westerwinter 39)
11,B'schweig,3,1,Karlsruher,"(Lux 42, 44 p, Worm 55 - Günther 48)(sent off: Boysen (Karlsruher, 90))"
11,Dortmund,0,3,K'lautern,"(Egli 16 o, Brehme 85, T.Allofs 88)"
12,Düsseldorf,0,0,Dortmund,
12,K'lautern,1,0,B'schweig,(T.Allofs 71)
12,Bochum,1,0,Uerdingen,(Schulz 64)[Nov 10]
12,Schalke,4,3,Stuttgart,"(Täuber 4, 8, Niedermayer 17 o, Kleppinger 32 -Allgöwer 75, A.Müller 80, Claesen 87)"
12,Frankfurt,7,2,Mannheim,"(Krämer 7, 76, 84, Kroth 9, 40, U.Müller 13, 89 -Heck 44, Dickgießer 58)"
12,Karlsruher,4,0,Bielefeld,"(Theiß 13, Günther 41, Nadu 59, Wohlers 62 o)"
12,Leverkusen,0,0,Werder,
12,Hamburger,3,1,1. FC Köln,"(Wehmeyer 32, Wuttke 47, 66 - Hartwig 30)"
13,Stuttgart,1,1,Hamburger,(Klinsmann 6 - Rolff 57)
13,Uerdingen,2,1,Leverkusen,"(Feilzer 28, 30 - Waas 52)"
13,Dortmund,3,1,B'schweig,"(Zorc 6 p, Schüler 31, Egli 78 - Lux 24 p)[Nov 14]"
13,Düsseldorf,3,1,Frankfurt,"(Holmquist 2, Thiele 68, Fleer 71 p - Krämer 20)"
13,1. FC Köln,1,5,M'gladbach,"(K.Allofs 58 - Dreßen 4, Rahn 19, Mill 20, Rahn 32,H-G.Bruns 63) [13 Engels (Köln) m/pen]"
13,Bayern,2,2,Bochum,"(Grobe 15, Mathy 18 - Oswald 6, Kuntz 24 p)"
13,Werder,7,1,Karlsruher,"(Neubarth 28, 40, 51, Völler 36, 48, Reinders45, 88 p - Künast 12)"
13,Bielefeld,1,1,K'lautern,(Rautiainen 35 - Trunk 77)
14,Schalke,1,0,Düsseldorf,(Schatzschneider 36)
14,Frankfurt,2,1,Dortmund,"(Storck 5, Svensson 20 - Storck 72 o) [70 Trieb(Frankfurt) m/pen]"
14,B'schweig,0,0,Bielefeld,"[70 Lux (B'schweig) m/pen](sent off: Westerwinter (Bielefeld, 61), Kneib(Bielefeld, 77))"
14,K'lautern,2,2,Werder,"(T.Allofs 80, Bold 84 - Reinders 33, Hermann 65)"
14,Karlsruher,0,4,Uerdingen,"(Schäfer 30, Klinger 49, Gudmundsson 54, 59)"
14,Leverkusen,3,0,Bayern,"(Giske 8, Röber 64, Waas 76)"
14,Bochum,1,3,1. FC Köln,"(Kree 74 - Littbarski 3, 88, Engels 75)"
14,M'gladbach,2,1,Stuttgart,"(Criens 55, B.Förster 62 o - Sigurvinsson 8)(sent off: Claesen (Stuttgart, 53))"
14,Hamburger,5,2,Mannheim,"(von 3, Heesen McGhee 5, Schröder 10, Sebert 22 o,Rolff 65 - Walter 69, Makan 84)"
15,Schalke,1,3,Frankfurt,"(Schatzschneider 33 - Kroth 56, Tobolik 72 p,Svensson 88)(sent off: Fruck (Frankfurt, 77))"
15,Düsseldorf,4,2,Hamburger,"(Dusend 48, 73, Thiele 60, 67 - Wuttke 24,von Heesen 32) [90 Kaltz (Hamburger) m/pen]"
15,Mannheim,1,3,M'gladbach,"(Sebert 67 - Hannes 18, 26, Rahn 28) [40 Sebert(Mannheim) m/pen]"
15,Stuttgart,1,2,Bochum,"(Reichert 18, F.Schulz 24, 44)"
15,Bayern,6,2,Karlsruher,"(Mathy 10, 30, Matthäus 33, Lerby 47 p, 70,Augenthaler 85 - Becker 19, 68)"
15,Werder,4,1,B'schweig,"(Neubarth 21, 27, Völler 29, 63 - Kindermann 39)[Nov 27]"
15,Uerdingen,3,0,K'lautern,"(Funkel 15, 68, van de Loo 24)"
16,Leverkusen,0,2,Stuttgart,"(Allgöwer 9, Sigurvinsson 51 p)"
16,Bochum,0,1,Mannheim,(Bührer 56)
16,M'gladbach,0,2,Düsseldorf,"(Holmquist 10, Zewe 63) [72 Zewe (Düsseldorf) m/pen][Oct 1]"
16,Bielefeld,3,4,Werder,"(Reich 6, 28 p, 73 - Möhlmann 1, 90, Neubarth 14,Reinders 81)"
16,B'schweig,0,0,Uerdingen,
16,K'lautern,0,1,Bayern,(Matthäus 42) [29 Lerby (Bayern) m/pen]
16,Karlsruher,1,4,1. FC Köln,"(Theiß 59 - Littbarski 4, 58, 72, Bein 90)"
16,Hamburger,2,0,Frankfurt,"(Milewski 69, von Heesen 81)"
16,Dortmund,4,1,Schalke,"(Wegmann 9, Schüler 22, 84, Zorc 78 - Thon 90)[Dec 4]"
16,1. FC Köln,3,1,Leverkusen,"(Engels 12, Hartwig 50, K.Allofs 80 p - Waas 75 p)"
17,Werder,6,0,Dortmund,"(Neubarth 27, Reinders 35, Völler 40, 50, 64, 67)[Dec 8]"
17,Schalke,3,0,Hamburger,"(Schatzschneider 17, 83, Täuber 37 p)"
17,Frankfurt,1,1,M'gladbach,(Tobolik 62 - H-G.Bruns 32)
17,Düsseldorf,0,2,Bochum,"(Kuntz 16, F.Schulz 18)"
17,Mannheim,2,1,Leverkusen,"(Walter 25, 63 - Götz 50)"
17,Stuttgart,5,0,Karlsruher,"(Allgöwer 26, Buchwald 30, 39, Klinsmann 59,K-H.Förster 86) [55 Bühler (Karlsruher) m/pen]"
17,1. FC Köln,2,0,K'lautern,"(Bein 17, Littbarski 50)"
17,Bayern,3,0,B'schweig,"(D.Hoeneß 7, Matthäus 45 p, 66)"
17,Uerdingen,1,0,Bielefeld,(Funkel 66)[Dec 12]
17,M'gladbach,3,2,Bayern,"(Mill 21, Borowka 27, Frontzeck 33 - Mathy 24,D.Hoeneß 87)[Dec 22]"
17,Mannheim,1,2,1. FC Köln,"(Heck 67 - K.Allofs 21, Littbarski 36)[Jan 26]"
17,Mannheim,5,2,Schalke,"(Bührer 5, Schlindwein 55, Klotz 59, Kohler 67,Gaudino 82 - Thon 18, Dietz 89)"
18,1. FC Köln,1,0,B'schweig,(Littbarski 20)[Feb 2]
18,Schalke,4,1,M'gladbach,"(Hartmann 40, 81, Eilenfeldt 54, Kleppinger 88 -Rahn 90)"
18,Frankfurt,1,1,Bochum,(Sievers 38 - Fischer 33)
18,Düsseldorf,3,2,Leverkusen,"(Thiele 70, 75, Edvaldsson 83 - Waas 63, Götz 85)"
18,Mannheim,3,0,Karlsruher,"(Walter 18, Klotz 41, 85)"
18,Stuttgart,5,0,K'lautern,"(Wolf 15 o, Allgöwer 19, Ohlicher 31, 41, Claesen 85)"
18,Bayern,3,3,Bielefeld,"(Augenthaler 25, Lerby 44, D,Hoeneß 73 - Dronia 31,Borchers 60, Rautiainen 68)"
18,Uerdingen,3,1,Werder,"(Schäfer 13, 67, 76 - Pezzey 70)"
18,Hamburger,4,2,Dortmund,"(von Heesen 20, 23, 49, Milewski 63 - Wegmann 34,Raducanu 76)"
19,Werder,4,2,Bayern,"(Völler 8, 71, Reinders 12 p, Hermann 48 -Nachtweih 44, Wohlfahrt 61)"
19,B'schweig,3,1,Stuttgart,"(Worm 42, 62, Plagge 75 - Ohlicher 77)"
19,Karlsruher,2,2,Düsseldorf,"(Keim 37, Bühler 61 - Thiele 47, 83)"
20,Frankfurt,4,2,Karlsruher,"(Tobolik 24, Kroth 39, Svensson 59, Krämer 80 -Theiß 19 p, Künast 40) [25 Tobolik (B'schweig)m/pen]"
20,Bielefeld,3,0,Dortmund,"(Reich 6, Hupe 37, Foda 90) [54 Reich (Arminia)m/pen]"
20,Bochum,0,1,Schalke,(Täuber 26)[Feb 26]
20,Bayern,2,1,Uerdingen,"(Willmer 34, D.Hoeneß 72 - Schäfer 9)[Feb 27]"
20,Stuttgart,2,0,Bielefeld,"(Klinsmann 20, Allgöwer 66)"
21,Uerdingen,2,1,1. FC Köln,"(Schäfer 32, 57 - Engels 39)(sent off: Littbarski (Köln, 65))"
21,Werder,3,1,Stuttgart,"(Reinders 13, Sidka 26, Völler 40 = Kempe 88)"
21,Bielefeld,0,1,Mannheim,(Hupe 24 o)
21,B'schweig,1,0,Düsseldorf,(Worm 82)
21,K'lautern,2,1,Frankfurt,"(Hübner 9, T.Allofs 40 - Krämer 52) [73 T.Allofs(K'lautern, 73))"
21,Leverkusen,2,0,Hamburger,"(Cha 33, 50)"
21,Dortmund,1,1,Bayern,(Anderbrügge 7 - Matthäus 15 p)[Mar 5]
21,Leverkusen,3,1,Frankfurt,"(Winklhofer 39, Cha 49, Schreier 68 - Svensson 76)"
21,Bochum,0,2,M'gladbach,"(Hochstätter 74, Dreßen 89)"
22,Schalke,1,1,K'lautern,(Täuber 34 p - T.Allofs 24)
22,Stuttgart,5,2,Uerdingen,"(Klinsmann 46, Reichert 48, Wöhrlin 62 o, Allgöwer76, K-H.Förster 79 - van de Loo 27, Funkel 90 p)[Mar 9]"
22,Frankfurt,2,0,B'schweig,"(Berthold 44, Krämer 60)"
22,Düsseldorf,1,1,Bielefeld,(Fach 68 - Borchers 24 p)
22,Mannheim,1,1,Werder,(Schön 71 - Völler 70)
22,1. FC Köln,0,2,Bayern,"(D.Hoeneß 28, Matthäus 89)"
22,Bochum,4,1,Dortmund,"(Fischer 63, Kuntz 77, 90, F.Schulz 82 - Zorc 85 p)"
22,M'gladbach,1,1,Leverkusen,(Herlovsen 83 - Götz 88)
22,Hamburger,0,0,Karlsruher [39 Kaltz,"(Hamburger) m/pen](sent off: Jakobs (Karlsruher, 39))[Mar 12]"
22,Schalke,4,2,Leverkusen,"(Täuber 40, 85, Schatzschneider 43, 60 - Bast 86,Götz 90)"
22,K'lautern,1,1,Mannheim,(Hübner 16 - Heck 90)[Mar 13]
22,Bielefeld,1,0,1. FC Köln,(Rautiainen 52)
23,Bayern,3,2,Stuttgart,"(Lerby 53, Mathy 73, Matthäus 74 p - Ohlicher 41,Allgöwer 47)(sent off: Ohlicher (Stuttgart, ?))"
23,Uerdingen,2,2,Mannheim,"(Schäfer 3, Herget 66 - Sebert 61, Bührer 71)"
23,Werder,2,1,Düsseldorf,"(Okudera 3, Pezzey 33 - Thiele 61)"
23,Bielefeld,2,2,Frankfurt,"(Kühlhorn 22, Kneib 89 p - Sievers 52, U.Müller 79)"
23,B'schweig,4,2,Schalke,"(Worm 51, Hintermaier 58, Lux 87, 90 - Thon 82,Täuber 88 p)"
23,Karlsruher,0,1,M'gladbach,(Borowka 72)
23,Leverkusen,1,1,Bochum,(Cha 32 - Fischer 4)
23,Dortmund,2,0,1. FC Köln,"(Zorc 60 p, Raducanu 78)[Mar 19]"
23,M'gladbach,0,1,Hamburger,(Milewski 69)
24,Bochum,5,2,Karlsruher,"(Kree 12, Fischer 53, Knüwe 55, Kuntz 57,Benatelli 59 - Groß 26, Keim 31)[Mar 23]"
24,Schalke,3,0,Bielefeld,"(Stichler 23, Thon 56, Schatzschneider 76)"
24,Frankfurt,1,3,Werder,"(U.Müller 14 - Meier 44, Okudera 47, Völler 84) [77Sidka (Werder) m/pen]"
24,Düsseldorf,2,2,Uerdingen,"(Holmquist 52, Bommer 72 p - Edvaldsson 43 o,Funkel 55 p)"
24,Mannheim,0,0,Bayern,
24,Stuttgart,3,1,1. FC Köln,"(Allgöwer 32, Reichert 42, Klinsmann 90 - Hartwig 8)"
24,Leverkusen,0,1,Dortmund,(Rüssmann 82)
24,M'gladbach,7,0,K'lautern,"(Frontzeck 5, 80, Criens 19, Rahn 57, 64, 69,Herlovsen 64, Mill 76 p)"
24,Hamburger,5,0,B'schweig,"(McGhee 3, Magath 14, Wehmeyer 16, Milewski 45, 75)[75 Lux (B'schweig) m/pen]"
25,1. FC Köln,0,0,Mannheim,
25,Bayern,6,0,Düsseldorf,"(Lerby 20, 83, Augenthaler 50, 73, Mathy 22, Matthäus 69)"
25,Uerdingen,1,1,Frankfurt,(Funkel 55 - U.Müller 65)
25,Werder,2,1,Schalke,"(Möhlmann 30, Sidka 46 - Hartmann 83)"
25,Bielefeld,4,1,Hamburger,"(Reich 13, Reich 75, 82, Hupe 89 - Kaltz 76 p)"
25,B'schweig,0,4,M'gladbach,"(Gorski 31 o, Mill 52, 82, Bruns 84)"
25,Karlsruher,0,0,Leverkusen,
25,Dortmund,4,1,Stuttgart,"(Loose 23, Simmes 45, 80, Raducanu 46 - Allgöwer 25)"
26,Schalke,2,0,Uerdingen,"(Thon 65, 90)"
26,Frankfurt,2,2,Bayern,"(Berthold 49, Tobolik 69 - Rummenigge 80, Eder 85)"
26,Düsseldorf,1,2,1. FC Köln,"(Dusend 6 - Bein 13, Allofs 80)"
26,Mannheim,1,1,Stuttgart,(Bührer 85 - Klinsmann 4)
26,Karlsruher,2,4,Dortmund,"(Bühler 8, Künast 42 - Zorc 17 p, Simmes 20,Loose 37, Egli 65) [10 Theiß (Karlsruher) m/pen]"
26,Leverkusen,3,0,K'lautern,"(Bast 24, Cha 39, 72)"
26,Bochum,1,0,B'schweig,(Schulz 88)
26,M'gladbach,2,0,Bielefeld,"(Mill 27, Borowka 85)"
26,Hamburger,2,0,Werder,"(Magath 32, von Heesen 53)[Apr 9]"
26,Dortmund,4,0,Uerdingen,"(Anderbrügge 17, Egli 57, 73, Raducanu 69)"
26,Hamburger,3,1,Bochum,"(Wehmeyer 8, Milewski 43, 83 - F.Schulz 74)"
27,Stuttgart,5,2,Düsseldorf,"(Buchwald 23, 69, B.Förster 56, Reichert 79,Allgöwer 84 - B.Förster 27 o, Bommer 82)"
27,Werder,2,0,M'gladbach,"(Völler 44, Meier 62) [52 Reinders (M'gladbach)m/pen]"
27,K'lautern,3,1,Karlsruher,"(Allofs 11, Brehme 27, Trunk 35 - Günther 62)[Apr 13]"
27,1. FC Köln,2,0,Frankfurt,"(Bein 28, Engels 36)"
27,Bayern,3,0,Schalke,"(Nachtweih 41, Willmer 61, Wohlfahrt 78)"
27,Bielefeld,2,3,Bochum,"(Rautiainen 22, Foda 74 - Woelk 12, Benatelli 43,Fischer 50)"
27,B'schweig,0,2,Leverkusen,"(Schlegel 20, Waas 73)[Apr 15]"
27,Dortmund,0,0,Mannheim,
28,Düsseldorf,1,1,Mannheim,(Bommer 47 p - Tsionanis 55)[Apr 20]
28,Schalke,2,3,1. FC Köln,"(Täuber 14, Hartmann 61 - K.Allofs 30, 87, Littbarski 85)"
28,Frankfurt,2,0,Stuttgart,"(Kraaz 62, Tobolik 75)"
28,K'lautern,5,0,Dortmund,"(Lang 10, Brehme 20, 90, T.Allofs 69, Hoos 88)"
28,Karlsruher,4,1,B'schweig,"(Boysen 31, Günther 34, Zahn 53, Künast 83 -Kindermann 4)(sent off: Lux (B'schweig, 88))"
28,Leverkusen,1,1,Bielefeld,(Rautiainen 31 - Cha 73)
28,Bochum,1,3,Werder,"(Benatelli 3 - Oswald 24 o, Völler 37, Möhlmann 78)"
28,M'gladbach,0,0,Uerdingen,
28,Hamburger,2,1,Bayern,"(Plessers 5, McGhee 21 - Wohlfahrt 50)[Apr 25]"
28,1. FC Köln,3,2,Werder,"(K.Allofs 12, 55, Littbarski 71 - Neubarth 59,Pezzey 86)"
28,Düsseldorf,1,0,K'lautern,(Thiele 17)
28,Karlsruher,2,2,Schalke,"(Künast 61, 78 - Thon 47, Kleppinger 86)(sent off: Groß (Karlsruher, 37))"
28,Mannheim,2,0,B'schweig,"(Tsionanis 25, Klotz 69)(sent off: Tripbacher (B'schweig, 57))"
28,M'gladbach,1,1,Dortmund,(Criens 75 - Zorc 93)
29,Uerdingen,3,1,Bochum,"(Funkel 18 p, 53 p, Raschid 80 - Fischer 41)"
29,B'schweig,2,1,K'lautern,"(Gorski 37, Ellmerich 52 - Majewski 32)[May 4]"
29,Mannheim,3,1,Frankfurt,"(Kohler 27, Tsionanis 38, Schön 58 - Fruck 48 p)[90 Sebert (Mannheim) m/pen]"
29,Stuttgart,1,0,Schalke,(Klinsmann 63)
29,1. FC Köln,2,1,Hamburger,"(K.Allofs 69, Engels 73 - Jakobs 35)"
29,Bayern,4,0,M'gladbach,"(D.Hoeneß 34, Matthäus 48, Wohlfahrt 64, Mathy 78)"
29,Werder,2,2,Leverkusen,"(Okudera 12, Völler 15 - Götz 57, Reinhardt 79)"
29,Bielefeld,4,1,Karlsruher,"(Reich 34 p, 36, 55, 61 p - Bühler 21)"
29,Dortmund,1,2,Düsseldorf,"(Loose 6 - Weikl 15, Thiele 66)[May 7]"
29,K'lautern,1,1,Hamburger,(Brehme 34 - Milewski 50)
30,Schalke,4,0,Mannheim,"(Täuber 20, Thon 34, Hartmann 58, Opitz 89)"
30,Frankfurt,2,2,Düsseldorf,"(Friz 13, 74 - Fach 85, Dusend 90)"
30,K'lautern,1,1,Bielefeld,(Dusek 16 - Hupe 88)[May 11]
30,B'schweig,2,4,Dortmund,"(Posipal 45, Ellmerich 40 p - Egli 24, Loose 31,Simmes 61, Schüler 87)(sent off: Pahl (B'schweig, 57))"
30,Karlsruher,1,1,Werder,(Harforth 88 p - Völler 86)
30,Leverkusen,0,0,Uerdingen,
30,Bochum,1,1,Bayern,(Benatelli 70 - Matthäus 28)
30,M'gladbach,2,3,1. FC Köln,"(Allofs 6, Borowka 37, Rahn 47, Allofs 65, Allofs 89)"
30,Hamburger,3,1,Stuttgart,"(Wuttke 7, Klinsmann 63, von 72, von 80) [82 Wuttke(Hamburger) m/pen](sent off: A.Müller (Stuttgart, 58))[May 14]"
30,Uerdingen,2,1,Hamburger,"(Funkel 41 p, van de Loo 79 - Rolff 32)"
31,Düsseldorf,1,2,Schalke,"(Weikl 49 p - Hartmann 30, 61)"
31,1. FC Köln,2,1,Bochum,"(Lehnhoff 25, Engels 78 - Kuntz 43)"
31,Werder,6,1,K'lautern,"(Neubarth 25, 90, Brehme 33, Völler 50, 63,Reinders 67 - Sidka 83)[May 18]"
31,Mannheim,3,1,Hamburger,"(Schön 22, Sebert 36 p, Gaudino 71 - Wuttke 26)"
31,Stuttgart,2,3,M'gladbach,"(Klinsmann 77, Allgöwer 81 - Dreßen 13, Lienen 23,Criens 73)"
