Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA
N1,16/09/00,PSV Eindhoven,Sparta,2,1,H,2,0,H,1.25,4.5,8.1,1.2,4.7,9,1.25,5,8,1.25,4.5,8.5
N1,17/09/00,AZ Alkmaar,Ajax,3,2,H,2,1,H,3.2,3.3,1.95,3.2,3.1,1.85,3.4,3.3,1.9,3.2,3.35,1.9
N1,17/09/00,Nijmegen,For Sittard,1,1,D,1,0,H,1.66,3.4,4,1.6,3.3,4,1.67,3.5,4.2,1.65,3.5,4.1
N1,17/09/00,Roosendaal,Groningen,0,2,A,0,1,A,2.2,3.15,2.8,2.2,3,2.6,2.3,3.25,2.6,2.4,3.35,2.35
N1,17/09/00,Utrecht,Twente,1,2,A,0,1,A,2.15,3.3,2.7,2.2,3,2.6,2.2,3.4,2.63,2.2,3.25,2.65
N1,17/09/00,Vitesse,Waalwijk,1,0,H,1,0,H,1.47,3.65,5.2,1.35,3.8,6.2,1.5,3.6,5.5,1.45,3.8,5.3
N1,22/09/00,Ajax,Roosendaal,2,0,H,0,0,D,1.13,6.5,11,1.15,5.5,11,,,,1.11,6.5,12
N1,23/09/00,For Sittard,Vitesse,1,4,A,0,4,A,3.25,3.55,1.9,3.4,3.2,1.75,3.25,3.4,1.9,3.15,3.4,1.9
N1,24/09/00,Groningen,Utrecht,1,3,A,1,1,D,2.15,3.3,2.7,2.1,3,2.8,2.1,3.4,2.8,2.4,3.3,2.4
N1,24/09/00,NAC Breda,Willem II,2,0,H,1,0,H,2.3,3.25,2.55,2.35,3,2.35,2.38,3.25,2.5,2.3,3.2,2.55
N1,24/09/00,Waalwijk,Nijmegen,0,0,D,0,0,D,2,3.4,3.1,1.9,3,3.1,2.1,3.3,2.88,1.95,3.4,3
N1,24/09/00,Twente,Graafschap,3,1,H,2,0,H,1.57,3.6,4.6,1.5,3.4,4.7,1.53,3.6,5,1.45,3.75,5.5
N1,01/10/00,Graafschap,Feyenoord,2,3,A,2,1,H,3.8,3.3,1.75,4,3.3,1.6,3.75,3.5,1.75,3.7,3.4,1.75
N1,01/10/00,Groningen,PSV Eindhoven,0,1,A,0,0,D,5,3.8,1.45,5,3.5,1.45,4.5,3.5,1.62,4.5,3.7,1.55
N1,01/10/00,Waalwijk,Twente,1,1,D,0,1,A,2.25,3.2,2.6,2.3,3.1,2.3,2.4,3.3,2.4,2.4,3.3,2.4
N1,01/10/00,Roda JC,AZ Alkmaar,4,2,H,1,0,H,1.7,3.4,4,1.7,3.2,3.6,1.8,3.4,3.6,1.8,3.4,3.45
N1,01/10/00,Sparta,Willem II,1,2,A,0,0,D,2.3,3.2,2.55,2.35,3,2.35,2.38,3.25,2.5,2.35,3.3,2.45
N1,01/10/00,Vitesse,Utrecht,2,1,H,0,1,A,1.3,4.8,6,1.3,4,7,1.4,3.75,7,1.45,3.8,5.4
N1,02/10/00,Heerenveen,Ajax,2,2,D,1,0,H,2.6,3.2,2.3,2.3,3.1,2.3,2.63,3.25,2.3,2.62,3.25,2.3
N1,13/10/00,AZ Alkmaar,NAC Breda,3,1,H,2,0,H,1.85,3.4,3.3,1.7,3.2,3.6,1.8,3.5,3.5,1.75,3.45,3.6
N1,14/10/00,Heerenveen,Waalwijk,1,1,D,1,0,H,1.6,3.55,4.6,1.45,3.5,5,1.5,3.6,5.5,1.45,3.9,5.2
N1,14/10/00,PSV Eindhoven,Nijmegen,0,0,D,0,0,D,1.25,5.3,7.6,1.25,4.3,8,1.25,4.75,8.5,1.3,4.2,7.5
N1,14/10/00,Roda JC,Groningen,2,0,H,1,0,H,1.55,3.6,4.9,1.45,3.5,5,1.5,3.6,5,1.35,4.1,6.5
N1,14/10/00,Twente,For Sittard,1,1,D,1,0,H,1.35,4.1,6.2,1.3,4,7,1.36,4,7,1.35,4.2,6.3
N1,14/10/00,Willem II,Utrecht,6,2,H,2,0,H,1.75,3.3,4,1.55,3.3,4.5,1.73,3.4,4,1.75,3.4,3.65
N1,15/10/00,Roosendaal,Graafschap,2,4,A,2,3,A,2.3,3.35,2.6,2.3,3,2.4,2.4,3.2,2.5,2.45,3.25,2.35
N1,15/10/00,Sparta,Feyenoord,1,4,A,1,1,D,5.5,3.4,1.55,4.5,3.3,1.55,5,3.5,1.57,4.5,3.5,1.61
N1,15/10/00,Vitesse,Ajax,3,2,H,1,1,D,2.2,3.25,2.7,2,3,2.9,2.3,3.2,2.63,2.2,3.25,2.65
N1,20/10/00,Ajax,Roda JC,4,2,H,2,0,H,1.4,3.9,6.1,1.55,3.3,4.5,1.5,3.7,5.25,1.45,3.75,5.5
N1,21/10/00,Graafschap,Willem II,1,1,D,0,0,D,2.4,3.1,2.6,2.7,3.1,2.1,2.4,3.4,2.4,2.4,3.3,2.4
N1,21/10/00,Feyenoord,Heerenveen,2,0,H,1,0,H,1.45,3.65,5.3,1.45,3.5,5,1.4,3.8,6.75,1.5,3.6,5.5
N1,21/10/00,Twente,Sparta,3,1,H,1,1,D,1.4,4.1,6.3,1.35,3.8,6.2,1.44,3.75,6,1.4,3.6,6.5
N1,22/10/00,AZ Alkmaar,Vitesse,0,2,A,0,1,A,2.75,3.15,2.2,2.7,3.1,2.1,2.6,3.25,2.3,2.45,3.3,2.35
N1,22/10/00,Groningen,For Sittard,4,0,H,1,0,H,1.85,3.25,3.6,1.8,3,3.5,1.75,3.4,3.8,1.75,3.4,3.65
N1,22/10/00,Utrecht,Roosendaal,5,3,H,3,2,H,1.6,3.6,4.5,1.4,3.6,5.5,1.53,3.6,5,1.35,4,6.7
N1,27/10/00,AZ Alkmaar,Twente,5,0,H,2,0,H,2.3,3.15,2.6,2.35,3,2.35,2.3,3.2,2.63,2.25,3.25,2.6
N1,27/10/00,For Sittard,NAC Breda,1,2,A,0,2,A,2.75,3,2.3,2.35,3,2.35,2.4,3.25,2.4,2.35,3.25,2.45
N1,28/10/00,Heerenveen,Graafschap,1,0,H,0,0,D,1.65,3.2,4.65,1.4,3.6,5.5,1.5,3.6,5.25,1.45,3.7,5.5
N1,29/10/00,Nijmegen,Willem II,3,0,H,1,0,H,2.3,3.3,2.55,2.4,2.9,2.4,2.25,3.3,2.6,2.3,3.25,2.55
N1,29/10/00,PSV Eindhoven,Ajax,1,1,D,0,1,A,1.9,3.3,3.2,1.8,3,3.5,1.8,3.3,3.75,1.8,3.25,3.75
N1,29/10/00,Roda JC,Waalwijk,0,1,A,0,1,A,1.65,3.3,4.5,1.5,3.4,4.7,1.62,3.4,4.5,1.6,3.45,4.5
N1,29/10/00,Sparta,Groningen,2,0,H,1,0,H,2.2,2.8,3.2,2.1,3,2.8,2,3.3,3.2,1.85,3.3,3.4
N1,29/10/00,Utrecht,Feyenoord,1,1,D,0,1,A,4.8,3.2,1.65,3.6,3.2,1.7,4.5,3.4,1.62,4.2,3.4,1.65
N1,01/11/00,Heerenveen,Sparta,1,1,D,1,0,H,1.45,3.6,6,1.35,3.8,6.2,1.4,3.75,6.5,1.45,4,5
N1,01/11/00,Nijmegen,Graafschap,2,1,H,0,0,D,1.8,3.2,3.8,1.85,3,3.3,1.67,3.4,4.2,1.65,3.4,4.2
N1,01/11/00,PSV Eindhoven,Vitesse,2,0,H,1,0,H,1.8,3.2,4,1.7,3.2,3.6,1.7,3.4,4,1.7,3.35,4
N1,01/11/00,Waalwijk,Utrecht,4,1,H,2,0,H,2,2.8,3.6,2,3,2.9,1.85,3.25,3.5,1.95,3.4,3
N1,01/11/00,Roda JC,For Sittard,1,0,H,1,0,H,1.4,3.8,6.3,1.35,3.8,6.2,1.36,3.75,7.5,1.4,4,5.7
N1,02/11/00,Feyenoord,Roosendaal,5,1,H,2,0,H,1.15,6,10,1.1,7,14,1.13,6,12,1.1,6.5,13
N1,04/11/00,NAC Breda,Nijmegen,2,2,D,2,1,H,1.95,3.2,3.5,1.9,3,3.1,1.85,3.2,3.5,1.95,3.4,3
N1,04/11/00,Twente,PSV Eindhoven,0,2,A,0,1,A,3.1,3.2,2.05,2.9,3,2,3.1,3.1,2.05,3.5,3.2,1.9
N1,05/11/00,Graafschap,Vitesse,1,2,A,0,2,A,3.3,3.1,2.05,3.3,3,1.85,3.4,3.2,1.9,3.4,3.3,1.85
N1,05/11/00,Feyenoord,Roda JC,4,2,H,3,1,H,1.35,4.2,7.3,1.4,3.6,5.5,1.4,3.6,7,1.4,3.75,7
N1,05/11/00,Groningen,AZ Alkmaar,1,2,A,1,1,D,2.15,3.2,2.95,2.3,3,2.4,2.1,3.2,2.88,2.2,3.25,2.65
N1,05/11/00,Roosendaal,For Sittard,3,1,H,2,1,H,2.2,3.1,2.9,2,3,2.9,2.2,3.2,2.7,2.3,3.25,2.5
N1,05/11/00,Utrecht,Sparta,1,1,D,0,0,D,1.66,3.4,4.45,1.6,3.3,4,1.67,3.4,4.2,1.65,3.4,4.2
N1,05/11/00,Willem II,Ajax,0,1,A,0,1,A,2.7,3.25,2.3,2.35,3,2.35,2.63,3.2,2.3,2.62,3.3,2.25
N1,10/11/00,Roosendaal,Willem II,2,1,H,0,0,D,3.1,3.3,2,3.5,3,1.8,3.1,3.3,2,3.15,3.4,1.9
N1,11/11/00,For Sittard,Waalwijk,0,0,D,0,0,D,3.15,3.3,2,2.9,3,2,2.9,3.4,2.05,3,3.3,2
N1,12/11/00,Ajax,Graafschap,4,1,H,1,1,D,1.2,5.2,9.5,1.2,4.7,9,1.2,5,11,1.2,5.2,9
N1,12/11/00,AZ Alkmaar,Utrecht,2,1,H,0,1,A,1.7,3.3,4.2,1.6,3.3,4,1.67,3.6,4,1.6,3.5,4.4
N1,12/11/00,PSV Eindhoven,Feyenoord,1,0,H,0,0,D,2.15,3.2,2.9,2,2.9,3,2,3.2,3.2,1.9,3.25,3.4
N1,12/11/00,Roda JC,Heerenveen,3,1,H,2,0,H,2.05,3.5,2.85,2,2.9,3,2,3.25,3.1,2.05,3.3,2.9
N1,12/11/00,Sparta,Nijmegen,0,2,A,0,1,A,2.65,3,2.4,2.4,2.9,2.4,2.5,3.2,2.4,2.5,3,2.45
N1,12/11/00,Twente,NAC Breda,4,0,H,1,0,H,1.9,3,3.8,1.75,3.1,3.6,1.8,3.4,3.6,1.65,3.55,4
N1,12/11/00,Vitesse,Groningen,2,2,D,0,2,A,1.25,4.8,8.5,1.2,4.7,9,1.22,4.75,10,1.25,4.7,8
N1,17/11/00,Roda JC,Utrecht,2,1,H,0,0,D,1.6,3.5,4.8,1.5,3.4,4.7,1.57,3.5,4.8,1.6,3.4,4.5
N1,18/11/00,For Sittard,AZ Alkmaar,1,1,D,0,1,A,3.05,3.3,2.05,2.9,3,2,3.1,3.2,2,3.05,3.2,2
N1,18/11/00,Heerenveen,PSV Eindhoven,1,4,A,0,3,A,2.95,3.3,2.1,2.8,3,2.1,3,3.2,2.05,3,3.2,2.1
N1,18/11/00,Vitesse,Roosendaal,2,1,H,0,0,D,1.2,5.5,10,1.15,5.5,11,1.25,4.75,8.5,1.3,4.5,6.5
N1,18/11/00,Willem II,Twente,2,2,D,1,1,D,2.1,3.25,3,1.9,3,3.1,2.05,3.4,2.88,2.15,3.2,2.75
N1,19/11/00,NAC Breda,Ajax,0,3,A,0,1,A,3,3.25,2.1,3.3,3,1.85,3.1,3.25,2,3.25,3.3,1.9
N1,19/11/00,Nijmegen,Feyenoord,1,3,A,0,2,A,2.85,3.25,2.15,3,2.9,2,3,3.1,2.1,3.15,3.1,2
N1,19/11/00,Waalwijk,Graafschap,1,0,H,1,0,H,1.5,3.7,5.4,1.6,3.3,4,1.53,3.5,5.25,1.55,3.4,5
N1,25/11/00,AZ Alkmaar,Sparta,1,1,D,0,0,D,1.5,3.6,5.8,1.45,3.5,5,1.5,3.75,5,1.45,4,5
N1,25/11/00,Graafschap,For Sittard,5,1,H,2,0,H,1.7,3.3,4.4,1.7,3.1,3.8,1.73,3.4,3.75,1.75,3.4,3.65
N1,25/11/00,Roosendaal,Roda JC,0,4,A,0,3,A,3.2,3,2.1,3.1,3,1.9,2.7,3.5,2.1,2.6,3.35,2.2
N1,26/11/00,Feyenoord,Willem II,1,0,H,1,0,H,1.25,4.5,8,1.35,3.8,6.2,1.25,4.6,8.5,1.3,4.3,7.3
N1,26/11/00,Nijmegen,Heerenveen,0,0,D,0,0,D,1.9,3.2,3.6,2,2.9,3,1.85,3.4,3.3,1.85,3.35,3.35
N1,26/11/00,PSV Eindhoven,NAC Breda,2,1,H,1,0,H,1.23,5.2,8,1.2,4.7,9,1.22,5,8.5,1.25,4.5,8.5
N1,26/11/00,Twente,Groningen,3,0,H,0,0,D,1.53,3.4,5.2,1.45,3.5,5,1.5,3.75,5,1.55,3.6,4.6
N1,26/11/00,Utrecht,Ajax,2,1,H,1,0,H,3.7,3.2,1.8,3.5,3,1.8,3.75,3.4,1.75,3.85,3.25,1.75
N1,28/11/00,Roda JC,Vitesse,2,3,A,0,1,A,2.2,3.45,2.65,2.2,3,2.6,2.25,3.4,2.6,2.2,3.3,2.65
N1,29/11/00,Feyenoord,Sparta,2,1,H,1,0,H,1.2,5.3,10,1.35,3.8,6.2,1.22,5.5,8,1.25,4.5,8.5
N1,29/11/00,Heerenveen,AZ Alkmaar,1,1,D,1,0,H,1.9,3.3,3.4,1.9,3,3.1,1.85,3.4,3.4,1.85,3.3,3.4
N1,29/11/00,Roosendaal,NAC Breda,0,1,A,0,1,A,2.4,3.3,2.5,2.8,3,2.1,2.4,3.4,2.4,2.4,3.25,2.4
N1,30/11/00,Ajax,Waalwijk,3,0,H,1,0,H,1.33,4.4,7,1.3,4,7,1.33,4,8,1.4,3.7,6.5
N1,01/12/00,Roda JC,PSV Eindhoven,1,2,A,0,0,D,3,3.2,2,2.8,3,2.1,3,3.2,2.05,3.1,3.1,2.05
N1,02/12/00,For Sittard,Utrecht,0,1,A,0,0,D,2.6,3.4,2.3,2.8,3,2.1,2.5,3.2,2.38,2.6,3.3,2.2
N1,02/12/00,Sparta,Graafschap,2,1,H,2,1,H,1.9,3.25,3.5,2,3,2.9,1.85,3.4,3.4,1.85,3.35,3.35
N1,02/12/00,Willem II,AZ Alkmaar,1,1,D,1,0,H,2.05,3.25,3.1,1.9,3,3.1,2.1,3.2,2.9,2.15,3.25,2.75
N1,03/12/00,Ajax,Heerenveen,6,2,H,3,1,H,1.33,3.9,6.8,1.4,3.6,5.5,1.36,4,7,1.3,4.2,8.5
N1,03/12/00,Nijmegen,Twente,1,0,H,0,0,D,2.1,2.8,3.4,2.2,2.9,2.7,2,3.25,3.1,2.05,3.25,2.9
N1,03/12/00,Waalwijk,Groningen,0,0,D,0,0,D,1.5,3.6,5,1.55,3.3,4.5,1.53,3.4,5.25,1.5,3.65,5
N1,09/12/00,AZ Alkmaar,Nijmegen,0,0,D,0,0,D,2,3.15,3.3,2,2.9,3,1.95,3.2,3.2,1.9,3.1,3.5
N1,09/12/00,Graafschap,Groningen,0,4,A,0,0,D,1.95,3.25,3.4,1.8,3,3.5,1.8,3.4,3.5,1.85,3.35,3.35
N1,09/12/00,For Sittard,Sparta,2,1,H,1,1,D,2.5,3.3,2.4,2.35,3,2.35,2.4,3.3,2.4,2.45,3.3,2.35
N1,09/12/00,Roda JC,Willem II,0,1,A,0,0,D,1.6,3.5,4.8,1.7,3.1,3.8,1.62,3.4,4.5,1.6,3.45,4.5
N1,10/12/00,Feyenoord,Ajax,3,1,H,1,0,H,1.9,3.2,3.5,1.9,2.9,3.2,1.85,3.3,3.5,1.9,3.2,3.5
N1,10/12/00,Utrecht,NAC Breda,5,0,H,3,0,H,1.95,3.2,3.35,1.9,3,3.1,1.85,3.25,3.5,1.8,3.35,3.5
N1,10/12/00,Vitesse,Heerenveen,0,0,D,0,0,D,1.4,4.1,6.4,1.35,3.8,6.2,1.4,3.8,6.25,1.4,3.85,6
N1,12/12/00,Waalwijk,PSV Eindhoven,1,1,D,1,1,D,4.6,3.4,1.66,4,3.3,1.6,4.5,3.25,1.67,4,3.6,1.65
N1,12/12/00,Twente,Roda JC,0,2,A,0,1,A,2.05,3.1,3.3,2.1,3,2.8,2,3.1,3.3,1.9,3.3,3.25
N1,13/12/00,For Sittard,Feyenoord,2,4,A,1,3,A,6.3,4,1.4,6.2,3.8,1.35,6.75,3.75,1.4,6,3.55,1.45
N1,13/12/00,Heerenveen,Willem II,0,1,A,0,1,A,1.95,3.2,3.35,1.9,3,3.1,1.95,3.2,3.3,1.85,3.35,3.4
N1,13/12/00,Sparta,NAC Breda,1,2,A,0,0,D,2.2,3.25,2.8,2.1,3,2.8,2.1,3.25,2.88,2.1,3.25,2.85
N1,13/12/00,Vitesse,AZ Alkmaar,3,2,H,1,0,H,1.47,3.7,5.7,1.4,3.6,5.5,1.44,3.75,6,1.5,3.5,5.5
N1,16/12/00,NAC Breda,Vitesse,1,1,D,0,0,D,3,3.5,2,3.1,3,1.9,3,3.3,2,3.25,3.3,1.9
N1,16/12/00,Willem II,For Sittard,3,1,H,1,0,H,1.4,4,6.5,1.35,3.8,6.2,1.4,4,6,1.35,4.2,6.2
N1,17/12/00,Ajax,Twente,5,1,H,4,0,H,1.4,3.7,7.3,1.4,3.6,5.5,1.36,4,6.75,1.3,4.5,7.5
N1,17/12/00,AZ Alkmaar,PSV Eindhoven,0,5,A,0,3,A,4.5,3.4,1.65,3.6,3.2,1.7,4,3.4,1.7,3.7,3.35,1.75
N1,17/12/00,Graafschap,Utrecht,0,3,A,0,2,A,2.45,3,2.65,2.2,3,2.6,2.4,3.2,2.5,2.5,3.2,2.35
N1,17/12/00,Groningen,Feyenoord,1,0,H,0,0,D,4.8,3.8,1.55,4.5,3.3,1.55,5,3.5,1.53,4.8,3.5,1.55
N1,17/12/00,Nijmegen,Roda JC,0,2,A,0,1,A,1.9,3.2,3.6,2.2,2.9,2.7,1.9,3.2,3.4,1.9,3.3,3.2
N1,17/12/00,Roosendaal,Heerenveen,0,3,A,0,1,A,2.7,3.3,2.2,2.8,3,2.1,2.5,3.2,2.38,2.6,3.25,2.25
N1,17/12/00,Waalwijk,Sparta,2,0,H,0,0,D,1.55,3.5,5.2,1.55,3.3,4.5,1.57,3.4,5,1.5,3.6,5
N1,20/12/00,Feyenoord,Vitesse,2,0,H,0,0,D,1.6,3.2,5.5,1.6,3.3,4,1.53,3.4,5.25,1.65,3.35,4.25
N1,20/12/00,Utrecht,Waalwijk,2,1,H,1,0,H,1.85,3.15,3.3,1.85,3,3.3,1.8,3.25,3.75,1.85,3.25,3.45
N1,20/12/00,Willem II,Nijmegen,2,0,H,1,0,H,1.91,3,4,2.1,2.9,2.9,2.1,3.1,3,1.9,3.15,3.4
N1,21/12/00,Groningen,Heerenveen,2,1,H,1,1,D,2.25,3.4,2.6,2.3,2.9,2.5,2.15,3.2,2.8,1.95,3.3,3.1
N1,21/12/00,PSV Eindhoven,For Sittard,1,1,D,1,0,H,1.1,8,15,1.15,5.5,11,1.13,6,12,1.1,6.8,12
N1,21/12/00,Roosendaal,Twente,2,2,D,0,0,D,3.1,3.5,1.9,3.3,3,1.85,3.25,3.1,2,3.1,3.3,1.95
N1,27/01/01,PSV Eindhoven,Roosendaal,6,0,H,3,0,H,1.17,5.5,11,1.15,5.5,11,1.17,5.25,11,1.15,5.5,12
N1,28/01/01,Feyenoord,NAC Breda,2,0,H,0,0,D,1.2,5.2,10,1.25,4.3,8,1.22,5,8.5,1.25,4.5,9
N1,31/01/01,For Sittard,Roda JC,1,0,H,1,0,H,3.4,3.35,1.85,3.2,3.1,1.85,3.6,3.25,1.83,3.3,3.4,1.85
N1,31/01/01,Heerenveen,Feyenoord,1,0,H,0,0,D,3.35,3.4,1.85,3.1,3,1.9,3.75,3.2,1.8,3.3,3.4,1.85
N1,31/01/01,Nijmegen,Roosendaal,2,3,A,0,1,A,1.4,3.8,6.3,1.4,3.6,5.5,1.4,3.6,7,1.4,3.6,7
N1,31/01/01,PSV Eindhoven,Groningen,3,0,H,2,0,H,1.2,5,9.4,1.2,4.7,9,1.2,5,10,1.2,5,9.5
N1,31/01/01,Vitesse,NAC Breda,2,4,A,1,3,A,1.37,3.9,6.75,1.3,4,7,1.36,3.9,7,1.4,3.6,7
N1,31/01/01,Willem II,Sparta,4,1,H,1,1,D,1.4,3.85,6.1,1.4,3.6,5.5,1.44,3.75,5.75,1.5,3.7,5
N1,01/02/01,Graafschap,Ajax,1,3,A,1,2,A,4.1,3.4,1.67,3.8,3.2,1.65,3.8,3.4,1.73,3.7,3.4,1.75
N1,03/02/01,Roosendaal,Waalwijk,0,3,A,0,1,A,2.75,3.1,2.25,2.9,3,2,2.75,3.2,2.2,2.6,3.3,2.25
N1,03/02/01,Twente,Willem II,3,1,H,2,0,H,2.1,3.2,2.9,2.1,3,2.8,2.2,3.25,2.7,2.2,3.4,2.6
N1,04/02/01,AZ Alkmaar,Feyenoord,0,3,A,0,1,A,3.65,3.2,1.8,3.9,3.2,1.65,3.6,3.25,1.83,3.4,3.5,1.8
N1,04/02/01,For Sittard,Graafschap,0,0,D,0,0,D,2.15,3,2.95,2.1,3,2.8,2.2,3.2,2.75,,,
N1,04/02/01,Sparta,PSV Eindhoven,0,1,A,0,1,A,5.7,3.6,1.45,5.5,3.6,1.4,5.5,3.8,1.44,5.5,3.75,1.45
N1,04/02/01,Vitesse,Nijmegen,2,2,D,1,1,D,1.51,3.4,5.4,1.35,3.8,6.2,1.5,3.6,5.25,1.5,3.75,5
N1,09/02/01,Graafschap,Sparta,2,1,H,1,0,H,1.9,3.2,3.4,1.85,3,3.3,1.9,3.4,3.25,1.85,3.5,3.2
