Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
I1,05/11/00,Reggina,Juventus,0,2,A,0,1,A,3.4,2.95,2.05,3.2,2.9,1.9,3.75,3,1.9,3.4,3,1.95,3.4,2.8,2.1
I1,05/11/00,Udinese,Lecce,2,0,H,0,0,D,1.45,3.45,6.9,1.45,3.5,5,1.3,4,9,1.44,3.5,6.75,1.44,3.6,6.5
I1,05/11/00,Verona,Inter,2,2,D,2,1,H,2.85,2.95,2.35,2.4,2.9,2.4,2.8,2.85,2.35,2.9,3,2.1,3.1,2.87,2.2
I1,11/11/00,Atalanta,Brescia,2,0,H,1,0,H,1.7,2.95,5.1,1.5,3.4,4.7,1.6,3.25,5,1.53,3.2,5.5,1.67,2.9,5.5
I1,11/11/00,Juventus,Lazio,1,1,D,1,1,D,2.3,3.05,2.85,2.1,2.8,3,2.25,2.85,3,2.25,2.9,3.1,2.2,2.8,3.2
I1,12/11/00,Bari,Milan,1,3,A,0,0,D,3.05,2.95,2.2,3,2.9,2,3.4,2.85,2.1,3.25,3,2.1,3.1,2.8,2.25
I1,12/11/00,Bologna,Fiorentina,1,1,D,1,0,H,2.1,3,3.25,1.9,2.8,3.3,2,3,3.4,1.95,3,3.25,1.95,3,3.6
I1,12/11/00,Inter,Lecce,0,1,A,0,1,A,1.31,4.1,8.5,1.3,4,7,1.3,4.3,8,1.25,4.33,10,1.25,4.5,10
I1,12/11/00,Parma,Udinese,2,0,H,0,0,D,1.75,3.15,4.3,1.7,3.1,3.8,1.85,3,4,1.8,3.1,4.33,1.8,3.1,4
I1,12/11/00,Perugia,Napoli,1,1,D,0,1,A,1.8,3.1,4.15,1.7,3.1,3.8,1.7,3.2,4.3,1.73,3.2,4.4,1.72,3.1,4.5
I1,12/11/00,Roma,Reggina,2,1,H,1,0,H,1.22,5,10,1.2,4.7,9,1.2,5,11,1.22,5,10,1.2,5,11
I1,12/11/00,Vicenza,Verona,2,2,D,0,0,D,2.1,2.85,3.45,1.9,2.8,3.3,2,3,3.4,2.05,2.9,3.5,2,3,3.4
I1,18/11/00,Inter,Perugia,2,1,H,1,1,D,1.4,3.7,7.25,1.35,3.8,6.2,1.45,3.6,6.5,1.4,3.6,7.5,1.35,3.75,8.5
I1,18/11/00,Lazio,Milan,1,1,D,1,0,H,2,2.9,3.6,1.9,2.7,3.4,1.9,2.85,4,1.91,3,3.75,1.9,3,3.75
I1,19/11/00,Bologna,Parma,2,1,H,0,0,D,2.45,2.95,2.7,2.3,2.7,2.7,2.5,2.85,2.6,2.5,3,2.6,2.62,2.75,2.62
I1,19/11/00,Brescia,Juventus,0,0,D,0,0,D,3.7,3.1,1.9,3.4,2.9,1.85,3.75,3.2,1.85,3.75,3,1.91,3.6,2.87,2
I1,19/11/00,Fiorentina,Vicenza,3,2,H,1,2,A,1.55,3.35,5.7,1.55,3.3,4.5,1.5,3.25,6.5,1.5,3.4,6,1.53,3.25,6
I1,19/11/00,Lecce,Bari,2,0,H,1,0,H,1.95,2.9,3.8,1.9,2.8,3.3,1.9,3,3.75,1.9,3,3.75,2,2.87,3.6
I1,19/11/00,Napoli,Atalanta,0,0,D,0,0,D,2.5,2.9,2.7,2.4,2.8,2.5,2.6,2.85,2.5,2.5,2.9,2.6,2.5,2.9,2.62
I1,19/11/00,Udinese,Reggina,3,0,H,2,0,H,1.4,3.65,7.15,1.35,3.8,6.2,1.35,3.2,8,1.4,3.6,7.5,1.33,3.75,9
I1,19/11/00,Verona,Roma,1,4,A,1,2,A,3.5,2.9,2.05,2.9,2.9,2.1,3.2,3,2.1,3.3,3,2.05,3.4,2.8,2.1
I1,25/11/00,Atalanta,Lecce,1,0,H,1,0,H,1.7,3.1,4.85,1.65,3.1,4,1.61,3.25,5,1.75,3,4.75,1.73,3.1,4.5
I1,25/11/00,Milan,Napoli,1,0,H,1,0,H,1.3,4.3,9,1.25,4.3,8,1.3,4.33,8,1.29,4.5,8,1.33,4,8
I1,26/11/00,Bari,Udinese,2,1,H,0,0,D,2.45,2.85,2.75,2.7,2.7,2.3,2.62,2.87,2.5,2.8,2.9,2.38,2.62,2.87,2.5
I1,26/11/00,Juventus,Verona,2,1,H,1,0,H,1.28,4.2,8.6,1.3,4,7,1.33,3.75,9,1.33,4,8,1.33,4,8
I1,26/11/00,Parma,Lazio,2,0,H,1,0,H,2.45,2.8,2.85,2.3,2.7,2.7,2.4,2.87,2.8,2.5,2.9,2.63,2.5,2.75,2.75
I1,26/11/00,Perugia,Bologna,1,3,A,0,2,A,2.3,2.85,3.05,2.3,2.7,2.7,2.25,2.87,3,2.2,3,3,2.37,2.8,2.87
I1,26/11/00,Reggina,Brescia,0,3,A,0,0,D,2.3,2.8,3,1.8,2.9,3.6,2.1,2.87,3.4,2,2.88,3.6,2.1,2.8,3.4
I1,26/11/00,Roma,Fiorentina,1,0,H,0,0,D,1.5,3.4,6.3,1.55,3.2,4.8,1.5,3.4,6,1.5,3.4,6,1.5,3.25,6.5
I1,26/11/00,Vicenza,Inter,0,0,D,0,0,D,3,2.9,2.25,2.4,2.9,2.4,3,2.87,2.25,3,2.9,2.25,3,2.87,2.25
I1,02/12/00,Lazio,Reggina,2,0,H,1,0,H,1.2,5.5,9.5,1.2,4.7,9,,,,1.2,5,11,1.2,5,11
I1,02/12/00,Parma,Atalanta,2,0,H,1,0,H,1.6,3.4,5,1.6,3.2,4.2,,,,1.62,3.2,5.2,1.66,3.1,5
I1,03/12/00,Bologna,Vicenza,1,1,D,1,1,D,1.45,3.4,6.3,1.5,3.4,4.7,1.5,3.25,6.5,1.53,3.3,6,1.44,3.6,6.5
I1,03/12/00,Inter,Juventus,2,2,D,1,2,A,2.35,2.8,3,2.2,2.8,2.8,2.37,2.8,2.87,2.4,2.88,2.8,2.4,2.8,2.87
I1,03/12/00,Lecce,Fiorentina,1,1,D,1,0,H,2.45,2.9,2.7,2.4,2.7,2.6,2.62,2.87,2.5,2.5,2.9,2.63,2.5,2.75,2.75
I1,03/12/00,Napoli,Bari,1,0,H,1,0,H,1.85,3,3.8,1.9,2.8,3.3,2.1,3.2,3,1.9,3,3.6,1.83,2.87,4.33
I1,03/12/00,Perugia,Roma,0,0,D,0,0,D,4,3.15,1.75,3.5,3,1.8,4.33,3.2,1.73,4,3,1.83,4.5,2.9,1.8
I1,03/12/00,Udinese,Milan,0,1,A,0,0,D,2.4,2.9,2.7,2.4,2.7,2.6,2.37,2.87,2.8,2.4,2.9,2.75,2.62,2.75,2.62
I1,03/12/00,Verona,Brescia,2,1,H,1,0,H,1.75,3,4.2,1.7,3.1,3.8,1.73,3.2,4.33,1.85,3,4,1.9,2.75,4.2
I1,09/12/00,Brescia,Napoli,1,1,D,1,0,H,1.95,3,3.7,1.9,2.8,3.3,1.91,3,3.75,2.05,2.88,3.5,2,2.87,3.6
I1,09/12/00,Reggina,Verona,1,1,D,0,1,A,2.5,2.9,2.65,2.4,2.9,2.4,2.8,2.87,2.37,2.63,2.88,2.5,2.5,2.75,2.75
I1,10/12/00,Atalanta,Perugia,0,0,D,0,0,D,1.6,3.25,5.55,1.6,3.2,4.2,1.57,3.25,5.5,1.57,3.25,5.5,1.57,3.25,5.5
I1,10/12/00,Bari,Bologna,2,0,H,1,0,H,2.4,2.8,2.9,2.4,2.7,2.6,2.5,2.87,2.62,2.4,2.88,2.75,2.37,2.8,2.87
I1,10/12/00,Fiorentina,Inter,2,0,H,0,0,D,2.25,2.85,3.1,2.2,2.7,2.9,2.37,2.8,2.87,2.38,2.8,2.88,2.3,2.8,3
I1,10/12/00,Juventus,Parma,1,0,H,1,0,H,1.85,3,4.1,1.85,2.8,3.6,1.73,3.2,4.33,1.8,3,4.2,1.83,2.87,4.33
I1,10/12/00,Milan,Lecce,4,1,H,3,1,H,1.31,4.2,8.2,1.35,3.8,6.2,1.3,4,9,1.3,4.2,8.5,1.33,4,8
I1,10/12/00,Roma,Udinese,2,1,H,2,1,H,1.45,3.55,6.6,1.5,3.2,5,1.44,3.6,6.5,1.48,3.5,6,1.44,3.5,7
I1,10/12/00,Vicenza,Lazio,1,4,A,0,2,A,3.5,2.9,2.05,3.1,2.8,2,3.4,2.87,2.1,3.6,2.9,2,3.4,2.8,2.1
I1,16/12/00,Napoli,Reggina,6,2,H,3,0,H,1.7,3.1,4.8,1.7,2.9,4,1.91,3,3.75,1.67,3.2,4.8,1.66,3.1,5
I1,16/12/00,Perugia,Bari,4,1,H,1,0,H,1.9,2.8,4.2,1.85,2.8,3.6,1.83,3,4,1.91,2.88,4,2,2.87,3.6
I1,17/12/00,Bologna,Atalanta,0,1,A,0,0,D,1.95,2.8,4,1.9,2.8,3.3,1.83,3,4,1.91,3,3.75,1.83,3,4
I1,17/12/00,Inter,Brescia,0,0,D,0,0,D,1.3,4.2,9,1.35,3.8,6.2,1.3,4,9,1.33,3.75,8.5,1.33,4,8
I1,17/12/00,Lazio,Roma,0,1,A,0,0,D,2.45,2.65,3,2.45,2.8,2.45,2.6,2.8,2.6,2.5,2.9,2.63,2.6,2.8,2.6
I1,17/12/00,Lecce,Juventus,1,4,A,0,2,A,3.8,3,1.9,3.3,2.8,1.9,4,3,1.83,3.75,3,1.91,3.5,2.75,2.1
I1,17/12/00,Parma,Vicenza,0,2,A,0,0,D,1.27,4.5,8,1.35,3.8,6.2,1.3,4,9,1.3,3.8,10,1.25,4.5,10
I1,17/12/00,Udinese,Fiorentina,1,3,A,1,1,D,1.95,2.9,3.8,2,2.7,3.2,2,3,3.4,2,2.88,3.6,2,2.87,3.6
I1,17/12/00,Verona,Milan,1,1,D,1,1,D,3.5,2.8,2.1,3,2.8,2.1,3.4,3,2,3.6,2.9,2,3.6,2.87,2
I1,22/12/00,Bari,Lazio,1,2,A,0,1,A,3.9,3,1.9,3.3,2.8,1.9,3.4,3,2,3.75,3,1.9,4,3,1.83
I1,22/12/00,Roma,Juventus,0,0,D,0,0,D,2.15,2.95,3.1,2,2.7,3.2,2.1,2.8,3.4,2.1,3,3.3,2.1,3,3.2
I1,23/12/00,Atalanta,Inter,0,1,A,0,1,A,2.3,3,2.85,2.3,2.8,2.6,2.2,3,3,2.25,2.9,3,2.37,2.9,2.8
I1,23/12/00,Brescia,Lecce,2,2,D,0,1,A,1.9,3,3.6,1.9,2.8,3.3,1.83,3,4,1.85,3,4,1.9,3,3.75
I1,23/12/00,Fiorentina,Verona,2,0,H,1,0,H,1.47,3.4,6.75,1.45,3.5,5,1.4,3.75,7,1.4,3.5,7.5,1.4,3.6,7.5
I1,23/12/00,Milan,Perugia,1,2,A,1,1,D,1.25,4.5,9.8,1.3,4,7,1.25,4.5,10,1.29,4.33,8.5,1.28,4.5,8
I1,23/12/00,Napoli,Parma,2,2,D,0,1,A,2.65,2.8,2.6,2.45,2.8,2.45,2.62,2.87,2.5,2.63,2.9,2.5,2.5,2.9,2.62
I1,23/12/00,Reggina,Vicenza,1,0,H,0,0,D,2.4,2.85,2.8,2.2,2.9,2.7,2.5,2.87,2.62,2.6,3,2.5,2.55,2.9,2.55
I1,23/12/00,Udinese,Bologna,3,1,H,2,0,H,1.85,3.1,3.85,1.9,2.8,3.3,1.83,3,4,1.85,3,4,1.83,2.87,4.33
I1,06/01/01,Juventus,Fiorentina,3,3,D,1,2,A,1.6,3.2,5,1.65,3.1,4,1.57,3.25,5.5,1.57,3.25,5.5,1.57,3.25,5.5
I1,06/01/01,Vicenza,Bari,1,0,H,1,0,H,1.85,3,3.8,1.7,3,4,1.8,2.87,4.5,1.85,2.88,4.2,1.8,2.9,4.5
I1,07/01/01,Atalanta,Roma,0,2,A,0,2,A,2.85,3,2.25,2.7,2.7,2.3,3.2,2.8,2.2,2.88,3,2.25,3.1,2.75,2.3
I1,07/01/01,Bologna,Brescia,1,0,H,1,0,H,1.5,3.3,6.4,1.5,3.2,5,1.44,3.5,7,1.5,3.3,6.5,1.53,3.25,6
I1,07/01/01,Lazio,Napoli,1,2,A,0,2,A,1.2,4.5,11,1.25,4.3,8,1.3,4,9,1.3,4.2,8.5,1.3,4.33,8
I1,07/01/01,Lecce,Verona,4,2,H,0,1,A,1.95,2.9,3.7,2,2.7,3.2,1.91,2.87,4,1.91,2.88,4,2,2.8,3.75
I1,07/01/01,Milan,Inter,2,2,D,0,1,A,2.1,2.8,3.6,2.3,2.7,2.7,2.37,2.87,2.8,2.3,2.9,2.9,2.35,2.85,2.85
I1,07/01/01,Parma,Reggina,0,2,A,0,1,A,1.2,4.5,11,1.2,4.7,9,1.25,4.5,10,1.25,4.75,9,1.25,4.5,10
I1,07/01/01,Perugia,Udinese,3,1,H,2,1,H,2.25,3,2.85,2.2,2.8,2.8,2.25,2.87,3,2.2,2.88,3.1,2.25,2.8,3.1
I1,13/01/01,Brescia,Perugia,1,0,H,1,0,H,2.25,2.9,2.95,2.2,2.7,2.9,2.37,2.8,2.87,2.38,2.9,2.75,2.2,2.87,3.1
I1,13/01/01,Fiorentina,Milan,4,0,H,1,0,H,2.2,2.9,3.1,2.1,2.7,3.1,2.2,3,3,2.3,2.9,2.9,2.3,2.8,3
I1,14/01/01,Inter,Parma,1,1,D,0,1,A,1.87,3.1,3.5,1.9,2.8,3.3,1.83,3,4,1.83,3,4,1.85,2.87,4.2
I1,14/01/01,Juventus,Bologna,1,0,H,1,0,H,1.35,3.75,8,1.45,3.5,5,1.36,3.75,8,1.35,3.75,8,1.33,3.75,9
I1,14/01/01,Lecce,Vicenza,3,1,H,2,0,H,1.95,3.1,3.5,1.9,2.7,3.4,2,2.87,3.6,2,2.9,3.6,1.9,2.87,4
I1,14/01/01,Reggina,Atalanta,1,0,H,1,0,H,2.65,3,2.45,2.45,2.8,2.45,2.62,2.87,2.5,2.5,2.9,2.6,2.37,2.87,2.8
I1,14/01/01,Roma,Bari,1,1,D,0,0,D,1.2,5,11,1.2,4.7,9,1.17,5,15,1.22,5,9.5,1.18,5.5,10
I1,14/01/01,Udinese,Lazio,3,4,A,0,2,A,2.8,3,2.3,2.8,2.8,2.2,2.8,2.87,2.37,2.8,3,2.3,3,2.87,2.25
I1,14/01/01,Verona,Napoli,2,1,H,0,0,D,2.05,3.05,3.25,2.1,2.8,3,2.2,2.75,3.25,2.2,2.88,3.1,2.2,2.8,3.2
I1,20/01/01,Bologna,Verona,1,0,H,1,0,H,1.6,3.1,5.3,1.6,3,4.5,1.61,3,5.5,1.6,3.2,5.5,1.57,3.25,5.5
I1,20/01/01,Lazio,Inter,2,0,H,1,0,H,1.75,3.1,4.4,1.75,3,3.8,1.8,3.2,4,1.8,3,4.33,1.72,3.1,4.5
I1,21/01/01,Atalanta,Fiorentina,0,0,D,0,0,D,2.42,3,2.7,2.5,2.7,2.5,2.8,2.87,2.37,2.63,2.9,2.5,2.62,2.8,2.6
I1,21/01/01,Bari,Reggina,2,1,H,1,1,D,1.85,3.05,3.9,1.9,2.7,3.4,1.91,3,3.75,1.8,3,4.33,1.8,2.9,4.5
I1,21/01/01,Milan,Roma,3,2,H,3,1,H,2.3,2.9,2.95,2.2,2.7,2.9,2.5,2.87,2.62,2.38,2.88,2.88,2.3,2.8,3
I1,21/01/01,Napoli,Udinese,0,1,A,0,0,D,2,3,3.45,2,2.8,3.1,2,3,3.4,2,3,3.4,2.15,2.7,3.5
I1,21/01/01,Parma,Lecce,1,1,D,0,0,D,1.4,3.6,7,1.4,3.6,5.5,1.44,3.5,7,1.4,3.6,7,1.4,3.6,7.5
I1,21/01/01,Perugia,Juventus,0,1,A,0,0,D,3.7,3.1,1.85,3.3,2.8,1.9,3.75,3,1.91,3.75,3,1.91,4,3.1,1.8
I1,21/01/01,Vicenza,Brescia,1,1,D,0,1,A,1.85,3.1,3.85,1.7,3,4,1.91,3,3.75,1.85,2.88,4.33,1.83,2.87,4.33
I1,27/01/01,Lecce,Bologna,0,0,D,0,0,D,2.05,3,3.35,2.1,2.7,3.1,2,3,3.4,2.1,3,3.2,2.2,2.8,3.2
I1,27/01/01,Reggina,Perugia,0,2,A,0,2,A,,,,2.1,2.7,3.1,2.1,3,3.2,2.2,2.9,3.1,2.2,2.8,3.2
I1,28/01/01,Brescia,Milan,1,1,D,0,1,A,3.45,2.9,2.05,3.2,2.7,2,3.4,3,2,3.4,3,2,3.5,2.75,2.1
I1,28/01/01,Fiorentina,Lazio,1,4,A,0,1,A,2.45,2.9,2.7,2.2,2.7,2.9,2.37,2.87,2.8,2.38,2.9,2.8,2.5,2.9,2.62
I1,28/01/01,Inter,Bari,1,0,H,1,0,H,1.33,4.1,7.8,1.45,3.5,5,1.5,3.25,6.5,1.36,3.75,8,1.3,3.75,12
I1,28/01/01,Juventus,Vicenza,4,0,H,3,0,H,1.25,4.6,10,1.2,4.7,9,1.2,5,11,1.25,4.5,10,1.25,4.33,11
I1,28/01/01,Roma,Napoli,3,0,H,2,0,H,1.27,4.5,9,1.35,3.8,6.2,1.33,4,8,1.29,4.5,8,1.28,4.5,8
I1,28/01/01,Udinese,Atalanta,2,4,A,1,4,A,1.85,3.1,3.8,1.9,2.8,3.3,1.8,2.87,4.5,1.85,3,4,1.83,2.87,4.33
I1,28/01/01,Verona,Parma,0,2,A,0,1,A,2.7,2.9,2.45,2.4,2.7,2.6,2.5,2.87,2.62,2.6,2.88,2.6,2.62,2.75,2.62
I1,03/02/01,Atalanta,Juventus,2,1,H,0,0,D,3.2,2.85,2.17,2.9,2.7,2.2,3.4,3,2,3.2,3,2.1,3.1,2.87,2.2
I1,03/02/01,Perugia,Verona,1,0,H,0,0,D,1.77,3,4.5,1.75,3,3.8,1.73,3.2,4.33,1.7,3.2,4.5,1.72,2.9,5
I1,04/02/01,Bari,Brescia,1,3,A,0,1,A,1.87,3,3.95,1.8,2.8,3.8,1.91,3,3.75,1.8,3,4.2,1.83,2.87,4.33
I1,04/02/01,Bologna,Inter,0,3,A,0,1,A,2.4,2.8,2.9,2.3,2.7,2.7,2.37,2.8,2.87,2.38,2.9,2.75,2.3,2.8,3
I1,04/02/01,Lazio,Lecce,3,2,H,1,0,H,1.25,4.6,10,1.2,4.7,9,1.25,4.5,10,1.25,4.6,9,1.28,4.5,8
I1,04/02/01,Milan,Reggina,1,0,H,0,0,D,1.25,4.7,9.5,1.2,4.7,9,1.2,5,11,1.25,4.5,10,1.28,4.5,8
I1,04/02/01,Napoli,Fiorentina,1,0,H,0,0,D,2.75,2.9,2.45,2.9,2.7,2.2,3.25,2.75,2.2,2.88,2.9,2.3,2.9,3,2.25
I1,04/02/01,Parma,Roma,1,2,A,1,0,H,2.55,2.9,2.6,2.4,2.7,2.6,2.62,2.87,2.5,2.6,2.9,2.5,2.5,2.8,2.7
I1,04/02/01,Vicenza,Udinese,1,2,A,1,1,D,2.3,3,2.85,2.3,2.8,2.6,2.37,2.87,2.8,2.3,2.88,2.9,2.25,2.87,3
I1,10/02/01,Inter,Reggina,1,1,D,0,0,D,,,,1.3,4,7,,,,1.3,4.2,8.5,1.3,4,9.5
I1,10/02/01,Lazio,Atalanta,0,0,D,0,0,D,1.4,3.65,7.6,1.55,3.3,4.5,,,,1.44,3.6,6.5,1.44,3.5,7
I1,11/02/01,Bologna,Roma,1,2,A,0,2,A,3.15,3,2.15,3,2.8,2.1,,,,3.25,3,2.1,3.6,2.87,2
I1,11/02/01,Brescia,Udinese,3,1,H,0,0,D,2.25,2.9,3,2.4,2.6,2.7,,,,2.3,2.9,2.9,2.3,2.8,3
I1,11/02/01,Fiorentina,Parma,0,1,A,0,1,A,1.97,3,3.6,1.9,2.8,3.3,,,,2,3,3.5,2,3,3.4
I1,11/02/01,Juventus,Napoli,3,0,H,1,0,H,1.25,4.65,9.3,1.3,4,7,,,,1.29,4.2,9,1.25,4.5,10
I1,11/02/01,Lecce,Perugia,2,2,D,1,1,D,2,3,3.5,2.1,2.7,3.1,,,,2,3,3.4,2.1,2.87,3.3
I1,11/02/01,Verona,Bari,3,2,H,1,0,H,1.83,3,4.2,1.7,3.1,3.8,,,,1.85,3,4,1.83,3,4
I1,11/02/01,Vicenza,Milan,2,0,H,1,0,H,3.2,3,2.1,3.2,2.7,2,,,,3.3,2.9,2.1,3.2,2.8,2.2
I1,17/02/01,Milan,Bologna,3,3,D,2,0,H,1.43,3.6,7,1.45,3.5,5,,,,1.57,3.4,5.5,1.5,3.4,6
