Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Jaime Moreno,DC,F,31,31,2610,16,11,87,48,42,60,15,2,1
Mike Sorber,MET,M,28,24,2158,0,6,19,10,41,23,4,4,1
Mike Clark,CLB,D,30,30,2571,0,2,9,2,41,34,1,4,1
Henry Gutierrez,MIA,M,26,20,1784,5,3,34,16,40,28,0,7,1
Matt McKeon,KC,D,22,21,1875,0,0,14,8,40,24,0,4,1
Arley Palacios,MET,D,24,23,1986,0,1,10,1,40,15,0,8,1
C.J. Brown,CHI,D,28,28,2470,2,0,4,3,40,29,0,4,1
Roman Kosecki,CHI,F,25,25,1999,9,9,70,35,39,87,12,3,1
Cle Kooiman,MIA,D,14,14,1260,0,0,4,2,38,11,1,8,0
Refik Sabanadzovic,KC,M,21,19,1644,0,2,1,0,38,21,0,6,1
Carey Talley,DC,D,29,19,1756,0,2,15,6,38,16,0,3,0
Ezra Hendrickson,LA,D,27,22,1946,5,8,24,14,38,7,5,4,0
Robin Fraser,LA,D,29,29,2456,0,0,2,1,38,20,0,5,2
Sean Bowers,KC,D,29,29,2565,0,1,22,5,38,22,1,1,1
Matt Kmosko,MIA,D,27,25,2232,0,2,9,5,37,26,8,4,1
Alexi Lalas,MET,D,25,25,2250,2,0,12,5,37,36,2,7,0
Adrian Paz,COL,M,28,28,2313,2,13,50,24,37,82,24,7,0
Danny Pena,LA,D,25,25,2049,0,2,23,8,36,21,0,6,2
Ivan McKinley,NE,D-M,28,28,2282,4,1,34,14,36,14,7,5,2
Ryan Tinsley,KC,D,30,26,2305,2,5,8,3,36,42,0,2,0
Victor Mella,SJ,M,31,25,2350,4,6,44,16,36,63,10,4,0
Vitalis Takawira,KC,F,29,21,1769,7,3,29,18,35,49,32,1,0
Joe-Max Moore,NE,F,21,21,1864,7,15,54,25,35,50,14,3,0
David Vaudreuil,COL,D,27,25,2177,3,4,24,14,35,29,7,6,1
Jim Rooney,MET,M,28,23,2040,8,5,68,28,34,21,4,3,2
Maurice Johnston,KC,M-F,26,23,2080,11,2,60,34,34,23,9,1,2
Jesse Marsch,CHI,M,29,25,2199,2,3,23,10,34,23,3,4,0
Paul Bravo,COL,M,30,30,2579,11,8,90,39,34,40,17,5,0
Mauricio Cienfuegos,LA,M,30,30,2640,13,16,36,25,34,54,9,3,0
Paul Keegan,NE,F,20,7,892,1,4,17,6,33,24,4,1,0
Jeff Baicher,SJ,M,20,15,1099,4,3,20,11,33,36,11,3,0
Frank Klopas,CHI,F,27,17,1497,6,4,28,14,33,31,23,3,0
Tom Soehn,CHI,D,20,17,1543,0,0,2,0,33,12,0,5,0
Richard Farrer,DAL,D,28,24,2119,1,2,11,4,33,13,3,3,0
Ted Eck,DAL,M-F,31,28,2331,2,2,34,10,33,32,1,5,1
Jason Kreis,DAL,M,30,30,2578,9,8,97,39,33,43,11,6,1
Martin Machon,LA,M,31,29,2588,6,14,42,18,33,28,6,1,0
Marco Etcheverry,DC,M,29,29,2590,10,19,72,37,33,67,10,9,0
Roy Lassiter,DC,F,31,29,2691,18,8,101,52,33,42,41,5,0
Carlos Hermosillo,LA,F,18,18,1530,6,12,39,22,32,24,13,0,1
Ted Chronopoulos,NE,D,23,23,1960,2,3,16,8,32,24,2,4,0
Mike Burns,NE,M,23,23,2025,1,8,18,5,32,9,2,3,1
Francis Okaroh,CHI,D,26,26,2294,0,3,0,0,32,18,0,6,0
Peter Vermes,COL,D,31,31,2675,2,5,9,3,32,32,1,3,1
Geoff Aunger,DC,D,22,15,1389,0,2,5,1,31,13,0,6,0
Frankie Hejduk,TB,D,18,18,1618,3,1,34,15,31,49,21,5,0
Wade Barrett,SJ,D,26,22,1921,2,2,12,6,31,20,0,2,1
Scott Vermillion,KC,D,22,22,1955,1,3,10,6,31,18,3,2,0
Todd Yeagley,CLB,M,27,22,1957,2,2,12,5,31,39,0,5,0
Tahj Jakins,COL,D,22,13,1147,0,4,4,2,30,13,0,3,1
Jorge Salcedo,CHI,M,26,21,1909,1,7,18,6,30,27,3,3,0
Paul Wright,KC,F,30,25,2060,6,6,49,28,30,26,12,3,0
Ante Razov,CHI,F,30,24,2091,10,9,88,41,30,26,32,2,0
Mickey Trotman,DAL,F,23,15,1278,5,3,43,17,29,33,18,3,0
Carlos Llamosa,DC,D,18,18,1444,0,0,2,1,29,8,0,3,0
Oscar Pareja,DAL,M,19,17,1486,0,7,18,5,29,44,2,4,0
Steve Jolley,LA,D,28,23,2093,2,2,8,5,29,15,0,4,0
Mike Duhaney,MET,D,30,26,2361,1,3,15,5,29,33,1,5,1
Jorge Rodriguez,DAL,M-D,30,28,2569,4,2,20,9,29,19,0,4,0
Eddie Lewis,SJ,M,32,32,2835,3,4,52,23,29,63,8,3,0
Tony Sanneh,DC,D,17,17,1367,5,6,33,17,28,13,4,2,0
Richard Gough,SJ,D,19,19,1609,2,1,12,8,28,11,0,1,0
Mark Santel,DAL,M,21,20,1634,0,4,12,8,28,15,5,3,0
Chris Henderson,COL,M,28,22,1915,2,9,55,24,28,28,21,3,1
John Harkes,DC,M,29,29,2600,6,6,50,21,28,34,10,3,0
Lubos Kubik,CHI,D,31,31,2790,7,8,67,24,28,36,0,4,0
Marcelo Herrera,MIA,M-F,17,17,1441,5,4,29,14,27,25,8,4,1
Robert Warzycha,CLB,M,25,19,1752,2,10,52,17,27,29,3,4,0
Edwin Gorter,NE,M,28,27,2394,7,7,72,25,27,20,3,5,0
Ross Paule,COL,M,30,29,2503,10,6,46,26,27,34,2,4,0
Evans Wise,NE,M,17,6,764,0,1,17,6,26,31,3,2,0
Shawn Medved,SJ,M,19,12,1059,0,3,7,1,26,13,0,3,0
Carlos Parra,MET,M,18,16,1367,0,2,9,4,26,10,0,3,0
Rob Smith,CLB,M,24,15,1502,3,2,16,8,26,10,3,2,0
Brian McBride,CLB,F,24,24,2117,10,7,80,30,26,68,17,2,0
Frank Yallop,TB,D,32,29,2703,1,1,11,3,26,18,0,3,0
Pablo Mastroeni,MIA,M,23,19,1611,0,4,21,6,25,16,8,2,0
Uche Okafor,KC,D,22,22,1967,0,2,5,1,25,8,0,4,0
Ritchie Kotschau,CHI,D,24,23,1973,4,3,24,7,25,14,7,1,0
Kerry Zavagnin,MET,M,18,7,754,0,2,11,0,24,11,0,2,2
Diego Gutierrez,CHI,D,13,8,812,0,3,8,2,24,13,0,1,1
Manny Motajo,NE,D,15,12,1012,0,2,3,1,24,3,0,4,1
Joey DiGiamarino,COL,M,23,16,1554,3,2,15,5,24,30,1,5,0
Jason Farrell,CLB,F,28,24,2003,5,10,31,12,24,15,3,0,0
Lawrence Lozzano,LA,M,13,7,680,4,1,13,8,23,22,12,1,0
Waldir,COL,F,23,17,1382,6,6,48,23,23,9,22,2,0
Clint Mathis,LA,M,30,15,1550,5,10,50,14,23,19,4,5,1
Eddie Pope,DC,D,20,20,1754,1,0,6,2,23,19,0,4,1
Billy Thompson,CLB,M,29,24,2190,1,8,17,8,23,52,3,2,0
Musa Shannon,TB,M-F,18,8,823,7,2,21,9,22,24,9,3,0
Brian Haynes,DAL,M,31,11,1414,3,1,22,12,22,10,5,0,0
Peter Nowak,CHI,M,24,24,1921,6,12,38,20,22,61,3,0,0
Paul Dougherty,MET,F,29,23,2015,6,12,53,24,22,36,2,1,0
Preki,KC,M,25,24,2164,10,13,86,33,22,38,5,2,0
Steve Ralston,TB,M,30,29,2521,5,8,44,24,22,42,4,1,0
Wellington Sanchez,LA,M,13,9,698,1,4,15,8,21,24,2,5,0
Brian Dunseth,NE,D,18,15,1416,0,0,0,0,21,6,0,3,0
Mike Petke,MET,D,27,25,2234,1,1,17,4,21,27,1,1,0
Vicente Figueroa,SJ,D,20,10,1005,0,0,15,2,20,14,2,4,1
Sean Henderson,COL,M,21,15,1266,0,0,6,2,20,14,0,3,1
David Nakhid,NE,M,18,14,1350,0,0,15,7,20,19,1,2,0
Jerzy Podbrozny,CHI,F,26,25,1979,6,14,47,22,20,26,6,4,0
Thomas Dooley,CLB,D,23,23,2008,1,2,21,9,20,13,0,2,0
Chris Martinez,COL,D,28,28,2358,0,7,5,2,20,13,0,3,0
Josh Keller,CHI,M,15,11,827,0,0,5,2,19,2,1,3,1
Johnny Torres,NE,F,20,16,1179,2,3,22,11,19,17,10,2,0
Dan Stebbins,MIA,F,24,11,1263,6,3,25,13,19,26,15,1,0
Cobi Jones,LA,M,24,24,2136,19,13,63,41,19,51,21,1,0
Mark Chung,KC,M,30,29,2551,2,8,60,23,19,66,6,0,0
Wolde Harris,COL,F,27,10,1133,13,4,42,22,18,16,19,2,0
Paul Caligiuri,LA,D,18,14,1293,1,1,5,1,18,13,0,4,0
Dante Washington,DAL,F,28,21,1852,7,5,51,28,18,27,25,1,0
Brian Kelly,MET,M,29,26,2160,6,3,48,18,18,34,16,2,0
Alan Prampin,TB,F,31,28,2450,7,11,44,24,18,33,41,2,0
Tim Weaver,SJ,D,12,12,1080,0,0,2,2,17,13,1,3,0
Chad Deering,DAL,M,14,13,1114,3,1,16,4,17,11,0,1,1
Eric Wynalda,SJ,F,16,16,1424,6,5,60,31,17,26,18,2,0
Sam George,TB,M,21,20,1591,0,1,4,0,17,15,0,3,0
Brian West,CLB,M-F,13,4,478,1,2,10,4,16,19,5,1,0
Matt Knowles,MET,D,7,7,548,0,0,1,1,16,8,0,2,0
Temoc Suarez,DAL,M,20,10,831,1,4,16,7,16,12,3,1,0
Andy Williams,CLB,M,13,11,976,1,12,30,12,16,42,3,0,0
Diego Sonora,MET,M-D,30,30,2572,3,7,25,8,16,15,6,2,0
Guillermo Jara,LA,M,16,4,571,0,3,12,1,15,3,1,0,0
Joe Franchino,LA,M,16,7,736,0,4,7,4,15,13,0,4,0
Dominic Kinnear,TB,M,24,8,868,3,5,13,6,15,13,1,1,0
Jeff Cunningham,CLB,F,25,8,1076,8,1,47,20,15,19,12,1,0
Paulinho McLaren,MIA,F,16,15,1176,5,6,30,13,15,26,31,1,0
Jeff Agoos,DC,D,21,20,1780,1,4,13,6,15,27,0,1,1
Jason Bent,COL,M,12,9,890,0,0,6,2,14,11,0,0,0
Tab Ramos,MET,M,17,16,1455,1,5,19,8,14,43,3,2,1
Ronald Cerritos,SJ,F,31,30,2702,13,12,87,50,14,38,41,4,0
Tyrone Marshall,COL,D,9,3,349,1,0,13,6,13,7,2,0,0
Marquinho,COL,M,11,5,596,3,3,17,8,13,10,1,1,0
Jorge Flores,DAL,M,14,8,777,1,0,11,4,13,7,0,4,0
Mark Semioli,MET,D,10,10,829,0,0,4,3,13,13,0,4,1
Mario Gori,DC,D,17,9,842,0,0,13,7,13,8,0,2,1
Tim Martin,SJ,D,23,21,1847,0,0,0,0,13,28,0,0,0
Rhett Harty,MET,D,7,6,544,0,1,3,2,12,6,0,0,0
Jason Boyce,COL,F,15,6,597,0,3,12,7,12,21,1,1,0
Nelson Vargas,MIA,M,18,7,719,2,4,14,4,12,15,2,2,0
Oscar Draguicevich,SJ,D,13,7,774,4,1,9,5,12,7,0,5,0
Brian Maisonneuve,CLB,M,13,12,903,3,7,15,7,12,14,1,0,0
Harut Karapetyan,LA,F,20,4,532,4,0,18,10,11,4,6,0,0
Chad McCarty,TB,D,6,6,540,0,0,0,0,11,6,0,1,0
Mike Lapper,CLB,D,7,7,560,1,0,4,1,11,8,0,1,1
Troy Dayak,SJ,D,11,7,607,0,1,2,2,11,4,0,0,0
Marcelo Vega,MET,M,17,13,1055,1,6,39,19,11,29,10,5,1
Kris Kelderman,MIA,M,21,14,1187,0,5,15,2,11,2,1,0,0
Eric Dade,DAL,D,20,15,1393,0,0,1,0,11,7,0,5,0
Leo Cullen,MIA,M,31,30,2680,1,4,6,4,11,11,0,1,0
Joey Martinez,MIA,D,6,6,390,0,0,2,0,10,1,0,1,1
Marcelo Carrera,CLB,F,16,5,595,1,3,17,6,10,8,0,1,0
John Maessner,MIA,M-D,27,15,1575,0,1,18,6,10,23,6,0,0
Marcelo Balboa,COL,D,26,25,2290,5,5,67,21,10,32,1,2,0
Clint Peay,DC,D,6,5,394,0,1,3,1,9,3,0,3,0
Daniel Hernandez,LA,M,17,3,458,0,1,9,5,9,14,0,0,0
Carlos Rocha,NE,F,16,4,537,0,1,11,3,9,11,5,1,0
Francisco Uribe,SJ,F,12,8,734,2,5,20,5,9,12,9,3,0
Damian,DAL,F,15,13,954,4,2,34,21,9,35,5,3,0
Roy Wegerle,DC,F,17,15,1265,3,3,17,7,9,10,16,2,0
Brian Kamler,DC,M,22,20,1743,1,4,23,9,9,22,2,1,0
Mauricio Ramos,TB,M,22,21,1932,9,9,85,29,9,22,1,2,0
Roger Thomas,MIA,M,5,4,310,1,0,9,4,8,6,2,2,0
A.J. Wood,DC,F,19,3,416,3,0,14,6,8,7,5,0,0
Dahir Mohammed,NE,D,7,4,423,0,0,2,1,8,6,0,3,0
Andrew Lewis,CHI,M,13,6,623,0,1,0,0,8,7,0,0,0
Janusz Michallik,NE,M,12,9,759,0,0,4,1,8,11,0,0,0
Goran Hunjak,KC,M,12,2,261,0,2,4,1,7,4,2,0,0
Jose Vasquez,LA,D,8,2,291,1,0,4,3,7,2,2,1,0
Jair,NE,M,11,8,643,3,1,9,4,7,13,2,0,0
Josh Wolff,CHI,F,14,4,651,8,3,23,14,7,9,6,0,0
Adam Frye,TB,D,10,8,710,0,0,3,0,7,10,1,1,0
Chris Klein,KC,M,17,8,782,0,0,15,7,7,5,2,0,0
Gilmar,TB,M-F,12,11,909,3,2,27,10,7,33,16,1,0
Carlos Valderrama,MIA,M,18,18,1542,2,12,16,8,7,31,1,2,1
Andrew Gregor,CLB,M,10,3,357,0,2,7,3,6,9,0,3,0
Miles Joseph,MET,M,15,3,479,3,2,12,6,6,10,4,0,0
Marquis White,COL,F,20,3,492,4,1,13,8,6,11,4,0,0
Jerry Tamashiro,MIA,F,12,5,524,3,0,19,12,6,15,10,2,0
Scott Cannon,CLB,D,15,9,750,0,3,2,0,6,9,1,0,0
Zak Ibsen,CHI,M,27,5,908,0,1,26,10,6,10,5,1,0
Cristian da Silva,MET,D,3,3,177,0,0,3,0,5,0,0,2,0
Brian Bates,CHI,M,6,4,286,0,0,1,0,5,1,0,0,0
Brian Taylor,MIA,M,6,3,288,0,1,0,0,5,5,1,0,0
Dan Calichman,LA,D,8,8,682,0,0,0,0,5,7,0,1,0
Paul Young,TB,F,14,8,768,0,5,30,11,5,19,13,0,0
Jesse Van Saun,NE,F,5,0,117,0,0,0,0,4,3,0,0,0
Tony Kuhn,CHI,F,5,1,137,0,0,1,0,4,0,1,0,0
John DeBrito,KC,D,9,3,267,0,0,0,0,4,1,0,0,0
Ramiro Corrales,MET,M,4,3,301,0,1,2,2,4,0,0,0,0
Jake Dancy,KC,M,2,2,135,0,0,1,0,3,1,0,0,0
Eric Quill,TB,F,4,0,141,0,0,7,3,3,1,0,0,0
Brian Loftin,TB,F,8,2,219,0,1,3,1,3,8,0,0,0
Brian Sebapole,SJ,F,12,0,238,0,3,3,2,3,6,0,0,0
Pete Marino,KC,F,11,1,276,1,0,8,3,3,5,7,0,0
Ubusuku Abukusumo,CLB,D,7,3,309,0,0,0,0,3,2,0,0,0
Gerell Elliott,DAL,F,17,11,1100,3,1,31,19,3,16,3,1,0
Jose Botello,LA,F,2,0,27,0,0,1,0,2,0,0,0,0
Barry Swift,MET,F,2,0,30,0,0,0,0,2,0,0,0,0
Danny Care,DC,D,1,1,45,0,0,0,0,2,0,0,1,0
Esmundo Rodriguez,SJ,M,3,0,52,0,0,1,0,2,0,0,1,0
Alen Kozic,MIA,M,2,1,57,0,0,0,0,2,1,0,0,0
Brian Bliss,KC,D,3,1,106,0,0,1,0,2,0,0,0,0
Jacek Ziober,TB,F,3,3,196,0,0,4,2,2,4,2,1,0
Mike Slivinski,DC,M,16,1,258,0,1,4,0,2,2,0,0,0
Billy Walsh,MET,M,8,3,337,0,2,4,1,2,1,0,0,0
Jeff Zaun,MET,D,4,4,360,0,0,1,0,2,5,0,0,0
David Quesada,LA,F,1,0,9,0,0,1,0,1,0,0,0,0
Manny Lagos,CHI,M,1,0,11,0,0,0,0,1,0,0,0,0
Tom McLaughlin,NE,F,1,0,29,0,0,0,0,1,0,0,0,0
Jamar Beasley,NE,M,3,0,49,0,1,0,0,1,1,3,0,0
Alberto Montoya,SJ,M,1,1,59,0,0,0,0,1,3,0,0,0
Judah Cooks,DC,M,1,1,90,0,0,1,1,1,1,0,0,0
Brian Johnson,KC,M,6,1,140,0,0,3,0,1,1,0,0,0
Alain Sutter,DAL,M,4,4,341,0,2,7,2,1,11,0,1,0
Kevin Coye,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Chuck Codd,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Joe Carver,CHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Eric Chaisongkram,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Steve Bell,TB,F-M,0,0,0,0,0,0,0,0,0,0,0,0
John Jones,TB,M,0,0,0,0,0,0,0,0,0,0,0,0
Rob Jachym,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Hernandez,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Marco Ferruzzi,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Ben Parry,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Zion Renfrum,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Restrepo,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Travis Roy,MET,M,0,0,0,0,0,0,0,0,0,0,0,0
Nick Theslof,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Craig Yacks,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Andre Nunley,COL,D,1,0,1,0,0,0,0,0,0,0,0,0
Darren Sawatzky,DAL,F,1,0,3,0,0,0,0,0,0,0,0,0
Lyle Yorks,DC,M,1,0,4,0,0,0,0,0,0,0,0,0
Michael Richardson,CHI,D,1,0,6,0,0,0,0,0,0,0,0,0
Joe Munoz,MET,F,1,0,12,0,0,1,0,0,0,0,0,0
Chris Brown,DAL,D,1,0,16,0,0,0,0,0,0,0,0,0
Carlos Ledesma,MET,F,1,0,18,0,0,0,0,0,0,0,0,0
Nino Da Silva,KC,F,1,0,32,0,0,1,0,0,3,0,0,0
Juan Sastoque,DAL,F,3,0,49,0,0,0,0,0,0,1,0,0
R.T. Moore,TB,D,2,0,62,0,0,0,0,0,2,0,0,0
Curt Onalfo,DC,D,3,0,72,0,0,0,0,0,1,0,0,0
Jimmy Glenn,CLB,F,5,3,242,0,1,2,2,0,2,2,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
