Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Joe-Max Moore,NE,F,21,21,1864,7,15,54,25,0/0,13.0,46.3
Paul Dougherty,MET,F,29,23,2015,6,12,53,24,0/1,11.3,45.3
Robert Warzycha,CLB,M,25,19,1752,2,10,52,17,0/0,3.8,32.7
Eddie Lewis,SJ,M,32,32,2835,3,4,52,23,0/0,5.8,44.2
Dante Washington,DAL,F,28,21,1852,7,5,51,28,0/0,13.7,54.9
Clint Mathis,LA,M,30,15,1550,5,10,50,14,0/0,10.0,28.0
Adrian Paz,COL,M,28,28,2313,2,13,50,24,0/0,4.0,48.0
John Harkes,DC,M,29,29,2600,6,6,50,21,0/0,12.0,42.0
Paul Wright,KC,F,30,25,2060,6,6,49,28,0/0,12.2,57.1
Waldir,COL,F,23,17,1382,6,6,48,23,0/0,12.5,47.9
Brian Kelly,MET,M,29,26,2160,6,3,48,18,0/0,12.5,37.5
Jeff Cunningham,CLB,F,25,8,1076,8,1,47,20,0/0,17.0,42.6
Jerzy Podbrozny,CHI,F,26,25,1979,6,14,47,22,0/0,12.8,46.8
Ross Paule,COL,M,30,29,2503,10,6,46,26,0/0,21.7,56.5
Braeden Cloutier,SJ,M,30,25,2078,3,5,44,21,0/0,6.8,47.7
Ben Olsen,DC,M,31,24,2107,4,8,44,25,0/0,9.1,56.8
Victor Mella,SJ,M,31,25,2350,4,6,44,16,0/0,9.1,36.4
Alan Prampin,TB,F,31,28,2450,7,11,44,24,0/0,15.9,54.5
Steve Ralston,TB,M,30,29,2521,5,8,44,24,0/0,11.4,54.5
Mickey Trotman,DAL,F,23,15,1278,5,3,43,17,0/0,11.6,39.5
Wolde Harris,COL,F,27,10,1133,13,4,42,22,1/1,31.0,52.4
Martin Machon,LA,M,31,29,2588,6,14,42,18,0/0,14.3,42.9
Marcelo Vega,MET,M,17,13,1055,1,6,39,19,0/0,2.6,48.7
Carlos Hermosillo,LA,F,18,18,1530,6,12,39,22,0/0,15.4,56.4
Peter Nowak,CHI,M,24,24,1921,6,12,38,20,0/0,15.8,52.6
Mauricio Cienfuegos,LA,M,30,30,2640,13,16,36,25,4/5,36.1,69.4
Damian,DAL,F,15,13,954,4,2,34,21,1/1,11.8,61.8
Frankie Hejduk,TB,D,18,18,1618,3,1,34,15,0/0,8.8,44.1
Henry Gutierrez,MIA,M,26,20,1784,5,3,34,16,0/0,14.7,47.1
Ivan McKinley,NE,D-M,28,28,2282,4,1,34,14,0/0,11.8,41.2
Ted Eck,DAL,M-F,31,28,2331,2,2,34,10,0/0,5.9,29.4
Tony Sanneh,DC,D,17,17,1367,5,6,33,17,0/0,15.2,51.5
Gerell Elliott,DAL,F,17,11,1100,3,1,31,19,0/0,9.7,61.3
Jason Farrell,CLB,F,28,24,2003,5,10,31,12,0/0,16.1,38.7
Paul Young,TB,F,14,8,768,0,5,30,11,0/0,0.0,36.7
Andy Williams,CLB,M,13,11,976,1,12,30,12,0/0,3.3,40.0
Paulinho McLaren,MIA,F,16,15,1176,5,6,30,13,1/1,16.7,43.3
Marcelo Herrera,MIA,M-F,17,17,1441,5,4,29,14,2/2,17.2,48.3
Vitalis Takawira,KC,F,29,21,1769,7,3,29,18,0/0,24.1,62.1
Frank Klopas,CHI,F,27,17,1497,6,4,28,14,0/0,21.4,50.0
Greg Vanney,LA,D,31,27,2321,3,3,28,13,0/0,10.7,46.4
Gilmar,TB,M-F,12,11,909,3,2,27,10,1/1,11.1,37.0
Richie Williams,DC,M,31,30,2673,3,4,27,10,0/0,11.1,37.0
Zak Ibsen,CHI,M,27,5,908,0,1,26,10,0/0,0.0,38.5
Dan Stebbins,MIA,F,24,11,1263,6,3,25,13,0/0,24.0,52.0
Diego Sonora,MET,M-D,30,30,2572,3,7,25,8,1/3,12.0,32.0
Steve Trittschuh,COL,D,30,30,2700,1,1,25,9,0/0,4.0,36.0
Chris Armas,CHI,M,31,31,2790,1,10,25,10,0/0,4.0,40.0
Ezra Hendrickson,LA,D,27,22,1946,5,8,24,14,0/0,20.8,58.3
Ritchie Kotschau,CHI,D,24,23,1973,4,3,24,7,0/0,16.7,29.2
David Vaudreuil,COL,D,27,25,2177,3,4,24,14,0/0,12.5,58.3
Josh Wolff,CHI,F,14,4,651,8,3,23,14,0/0,34.8,60.9
Brian Kamler,DC,M,22,20,1743,1,4,23,9,0/0,4.3,39.1
Danny Pena,LA,D,25,25,2049,0,2,23,8,0/0,0.0,34.8
Jesse Marsch,CHI,M,29,25,2199,2,3,23,10,0/0,8.7,43.5
John Doyle,SJ,D,28,27,2431,1,2,23,13,0/0,4.3,56.5
Johnny Torres,NE,F,20,16,1179,2,3,22,11,0/0,9.1,50.0
Brian Haynes,DAL,M,31,11,1414,3,1,22,12,0/0,13.6,54.5
Sean Bowers,KC,D,29,29,2565,0,1,22,5,0/0,0.0,22.7
Musa Shannon,TB,M-F,18,8,823,7,2,21,9,0/0,33.3,42.9
Pablo Mastroeni,MIA,M,23,19,1611,0,4,21,6,0/0,0.0,28.6
Thomas Dooley,CLB,D,23,23,2008,1,2,21,9,0/0,4.8,42.9
Francisco Uribe,SJ,F,12,8,734,2,5,20,5,0/0,10.0,25.0
Jeff Baicher,SJ,M,20,15,1099,4,3,20,11,0/0,20.0,55.0
Jorge Rodriguez,DAL,M-D,30,28,2569,4,2,20,9,0/0,20.0,45.0
Jerry Tamashiro,MIA,F,12,5,524,3,0,19,12,0/0,15.8,63.2
Tab Ramos,MET,M,17,16,1455,1,5,19,8,0/0,5.3,42.1
Mike Sorber,MET,M,28,24,2158,0,6,19,10,0/0,0.0,52.6
Leonel Alvarez,DAL,M,27,27,2338,0,6,19,6,0/1,0.0,31.6
Jan Eriksson,TB,D,29,28,2342,2,1,19,7,0/0,10.5,36.8
Harut Karapetyan,LA,F,20,4,532,4,0,18,10,0/0,22.2,55.6
Oscar Pareja,DAL,M,19,17,1486,0,7,18,5,0/0,0.0,27.8
John Maessner,MIA,M-D,27,15,1575,0,1,18,6,0/0,0.0,33.3
Jorge Salcedo,CHI,M,26,21,1909,1,7,18,6,0/0,5.6,33.3
Mike Burns,NE,M,23,23,2025,1,8,18,5,0/0,5.6,27.8
Marcelo Carrera,CLB,F,16,5,595,1,3,17,6,0/0,5.9,35.3
Marquinho,COL,M,11,5,596,3,3,17,8,0/0,17.6,47.1
Evans Wise,NE,M,17,6,764,0,1,17,6,0/0,0.0,35.3
Paul Keegan,NE,F,20,7,892,1,4,17,6,0/0,5.9,35.3
Roy Wegerle,DC,F,17,15,1265,3,3,17,7,1/1,17.6,41.2
Billy Thompson,CLB,M,29,24,2190,1,8,17,8,0/0,5.9,47.1
Mike Petke,MET,D,27,25,2234,1,1,17,4,0/0,5.9,23.5
Temoc Suarez,DAL,M,20,10,831,1,4,16,7,0/0,6.3,43.8
Chad Deering,DAL,M,14,13,1114,3,1,16,4,0/0,18.8,25.0
Rob Smith,CLB,M,24,15,1502,3,2,16,8,0/0,18.8,50.0
Carlos Valderrama,MIA,M,18,18,1542,2,12,16,8,1/2,12.5,50.0
Ted Chronopoulos,NE,D,23,23,1960,2,3,16,8,0/0,12.5,50.0
Wellington Sanchez,LA,M,13,9,698,1,4,15,8,0/0,6.7,53.3
Chris Klein,KC,M,17,8,782,0,0,15,7,0/0,0.0,46.7
Brian Maisonneuve,CLB,M,13,12,903,3,7,15,7,0/0,20.0,46.7
Vicente Figueroa,SJ,D,20,10,1005,0,0,15,2,0/0,0.0,13.3
Kris Kelderman,MIA,M,21,14,1187,0,5,15,2,0/0,0.0,13.3
David Nakhid,NE,M,18,14,1350,0,0,15,7,0/0,0.0,46.7
Joey DiGiamarino,COL,M,23,16,1554,3,2,15,5,0/0,20.0,33.3
Carey Talley,DC,D,29,19,1756,0,2,15,6,0/0,0.0,40.0
Mike Duhaney,MET,D,30,26,2361,1,3,15,5,0/0,6.7,33.3
A.J. Wood,DC,F,19,3,416,3,0,14,6,0/0,21.4,42.9
Nelson Vargas,MIA,M,18,7,719,2,4,14,4,0/0,14.3,28.6
Matt McKeon,KC,D,22,21,1875,0,0,14,8,0/0,0.0,57.1
Martin Vasquez,SJ,M,28,24,2076,0,7,14,4,0/0,0.0,28.6
Tyrone Marshall,COL,D,9,3,349,1,0,13,6,0/0,7.7,46.2
Marquis White,COL,F,20,3,492,4,1,13,8,0/0,30.8,61.5
Lawrence Lozzano,LA,M,13,7,680,4,1,13,8,0/0,30.8,61.5
Mario Gori,DC,D,17,9,842,0,0,13,7,0/0,0.0,53.8
Dominic Kinnear,TB,M,24,8,868,3,5,13,6,0/0,23.1,46.2
Jeff Agoos,DC,D,21,20,1780,1,4,13,6,0/0,7.7,46.2
Miles Joseph,MET,M,15,3,479,3,2,12,6,0/0,25.0,50.0
Guillermo Jara,LA,M,16,4,571,0,3,12,1,0/0,0.0,8.3
Jason Boyce,COL,F,15,6,597,0,3,12,7,0/0,0.0,58.3
Richard Gough,SJ,D,19,19,1609,2,1,12,8,0/0,16.7,66.7
Mark Santel,DAL,M,21,20,1634,0,4,12,8,0/0,0.0,66.7
Wade Barrett,SJ,D,26,22,1921,2,2,12,6,0/0,16.7,50.0
Todd Yeagley,CLB,M,27,22,1957,2,2,12,5,0/0,16.7,41.7
Alexi Lalas,MET,D,25,25,2250,2,0,12,5,0/0,16.7,41.7
Ansil Elcock,CLB,D,28,27,2409,0,8,12,4,0/0,0.0,33.3
Richard Goulooze,NE,D,29,29,2529,1,2,12,2,0/0,8.3,16.7
Carlos Rocha,NE,F,16,4,537,0,1,11,3,0/0,0.0,27.3
Kerry Zavagnin,MET,M,18,7,754,0,2,11,0,0/0,0.0,0.0
Jorge Flores,DAL,M,14,8,777,1,0,11,4,0/0,9.1,36.4
Richard Farrer,DAL,D,28,24,2119,1,2,11,4,0/0,9.1,36.4
Frank Yallop,TB,D,32,29,2703,1,1,11,3,0/0,9.1,27.3
Brian West,CLB,M-F,13,4,478,1,2,10,4,0/0,10.0,40.0
Scott Vermillion,KC,D,22,22,1955,1,3,10,6,0/1,10.0,60.0
Arley Palacios,MET,D,24,23,1986,0,1,10,1,0/0,0.0,10.0
Roger Thomas,MIA,M,5,4,310,1,0,9,4,0/0,11.1,44.4
Daniel Hernandez,LA,M,17,3,458,0,1,9,5,0/0,0.0,55.6
Jair,NE,M,11,8,643,3,1,9,4,0/0,33.3,44.4
Oscar Draguicevich,SJ,D,13,7,774,4,1,9,5,0/0,44.4,55.6
Carlos Parra,MET,M,18,16,1367,0,2,9,4,0/0,0.0,44.4
Matt Kmosko,MIA,D,27,25,2232,0,2,9,5,0/0,0.0,55.6
Mike Clark,CLB,D,30,30,2571,0,2,9,2,0/0,0.0,22.2
Peter Vermes,COL,D,31,31,2675,2,5,9,3,0/1,22.2,33.3
Pete Marino,KC,F,11,1,276,1,0,8,3,0/0,12.5,37.5
Diego Gutierrez,CHI,D,13,8,812,0,3,8,2,0/0,0.0,25.0
Steve Jolley,LA,D,28,23,2093,2,2,8,5,0/0,25.0,62.5
Ryan Tinsley,KC,D,30,26,2305,2,5,8,3,0/0,25.0,37.5
Eric Quill,TB,F,4,0,141,0,0,7,3,0/0,0.0,42.9
Alain Sutter,DAL,M,4,4,341,0,2,7,2,0/0,0.0,28.6
Andrew Gregor,CLB,M,10,3,357,0,2,7,3,0/0,0.0,42.9
Joe Franchino,LA,M,16,7,736,0,4,7,4,0/0,0.0,57.1
Shawn Medved,SJ,M,19,12,1059,0,3,7,1,0/0,0.0,14.3
Scott Uderitz,KC,D,22,18,1660,0,2,7,3,0/0,0.0,42.9
Jason Bent,COL,M,12,9,890,0,0,6,2,0/0,0.0,33.3
Sean Henderson,COL,M,21,15,1266,0,0,6,2,0/0,0.0,33.3
Eddie Pope,DC,D,20,20,1754,1,0,6,2,0/0,16.7,33.3
Chris Houser,TB,D,24,22,2005,1,5,6,2,0/0,16.7,33.3
Wade Webber,MIA,D,28,28,2488,0,1,6,2,0/0,0.0,33.3
Leo Cullen,MIA,M,31,30,2680,1,4,6,4,0/0,16.7,66.7
Josh Keller,CHI,M,15,11,827,0,0,5,2,0/0,0.0,40.0
Paul Caligiuri,LA,D,18,14,1293,1,1,5,1,0/0,20.0,20.0
Geoff Aunger,DC,D,22,15,1389,0,2,5,1,0/0,0.0,20.0
Uche Okafor,KC,D,22,22,1967,0,2,5,1,0/0,0.0,20.0
Chris Martinez,COL,D,28,28,2358,0,7,5,2,0/0,0.0,40.0
Jacek Ziober,TB,F,3,3,196,0,0,4,2,0/0,0.0,50.0
Mike Slivinski,DC,M,16,1,258,0,1,4,0,0/0,0.0,0.0
Goran Hunjak,KC,M,12,2,261,0,2,4,1,0/0,0.0,25.0
Jose Vasquez,LA,D,8,2,291,1,0,4,3,0/0,25.0,75.0
Billy Walsh,MET,M,8,3,337,0,2,4,1,0/0,0.0,25.0
Mike Lapper,CLB,D,7,7,560,1,0,4,1,0/0,25.0,25.0
Janusz Michallik,NE,M,12,9,759,0,0,4,1,0/0,0.0,25.0
Mark Semioli,MET,D,10,10,829,0,0,4,3,0/0,0.0,75.0
Tahj Jakins,COL,D,22,13,1147,0,4,4,2,0/0,0.0,50.0
Cle Kooiman,MIA,D,14,14,1260,0,0,4,2,0/0,0.0,50.0
Sam George,TB,M,21,20,1591,0,1,4,0,0/0,0.0,0.0
C.J. Brown,CHI,D,28,28,2470,2,0,4,3,0/0,50.0,75.0
Brian Johnson,KC,M,6,1,140,0,0,3,0,0/0,0.0,0.0
Cristian da Silva,MET,D,3,3,177,0,0,3,0,0/0,0.0,0.0
Brian Loftin,TB,F,8,2,219,0,1,3,1,0/0,0.0,33.3
Brian Sebapole,SJ,F,12,0,238,0,3,3,2,0/0,0.0,66.7
Clint Peay,DC,D,6,5,394,0,1,3,1,0/0,0.0,33.3
Rhett Harty,MET,D,7,6,544,0,1,3,2,0/0,0.0,66.7
Adam Frye,TB,D,10,8,710,0,0,3,0,0/0,0.0,0.0
Manny Motajo,NE,D,15,12,1012,0,2,3,1,0/0,0.0,33.3
Brandon Pollard,DAL,D,29,26,2373,0,0,3,2,0/0,0.0,66.7
Jimmy Glenn,CLB,F,5,3,242,0,1,2,2,0/0,0.0,100.0
Ramiro Corrales,MET,M,4,3,301,0,1,2,2,0/0,0.0,100.0
Joey Martinez,MIA,D,6,6,390,0,0,2,0,0/0,0.0,0.0
Dahir Mohammed,NE,D,7,4,423,0,0,2,1,0/0,0.0,50.0
Troy Dayak,SJ,D,11,7,607,0,1,2,2,0/0,0.0,100.0
Scott Cannon,CLB,D,15,9,750,0,3,2,0,0/0,0.0,0.0
Tim Weaver,SJ,D,12,12,1080,0,0,2,2,0/0,0.0,100.0
Carlos Llamosa,DC,D,18,18,1444,0,0,2,1,0/0,0.0,50.0
Tom Soehn,CHI,D,20,17,1543,0,0,2,0,0/0,0.0,0.0
Ricardo Iribarren,CLB,D,24,22,1780,0,2,2,1,0/0,0.0,50.0
Robin Fraser,LA,D,29,29,2456,0,0,2,1,0/0,0.0,50.0
David Quesada,LA,F,1,0,9,0,0,1,0,0/0,0.0,0.0
Joe Munoz,MET,F,1,0,12,0,0,1,0,0/0,0.0,0.0
Jose Botello,LA,F,2,0,27,0,0,1,0,0/0,0.0,0.0
Nino Da Silva,KC,F,1,0,32,0,0,1,0,0/0,0.0,0.0
Esmundo Rodriguez,SJ,M,3,0,52,0,0,1,0,0/0,0.0,0.0
Judah Cooks,DC,M,1,1,90,0,0,1,1,0/0,0.0,100.0
Brian Bliss,KC,D,3,1,106,0,0,1,0,0/0,0.0,0.0
Jake Dancy,KC,M,2,2,135,0,0,1,0,0/0,0.0,0.0
Tony Kuhn,CHI,F,5,1,137,0,0,1,0,0/0,0.0,0.0
Brian Bates,CHI,M,6,4,286,0,0,1,0,0/0,0.0,0.0
Jeff Zaun,MET,D,4,4,360,0,0,1,0,0/0,0.0,0.0
Matt Knowles,MET,D,7,7,548,0,0,1,1,0/0,0.0,100.0
Eric Dade,DAL,D,20,15,1393,0,0,1,0,0/0,0.0,0.0
Refik Sabanadzovic,KC,M,21,19,1644,0,2,1,0,0/0,0.0,0.0
Kevin Coye,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Steve Bell,TB,F-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Chuck Codd,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Joe Carver,CHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Eric Chaisongkram,LA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben Parry,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Marco Ferruzzi,LA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Rob Jachym,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Edgar Hernandez,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
John Jones,TB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Craig Yacks,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Travis Roy,MET,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Zion Renfrum,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Restrepo,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Nick Theslof,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andre Nunley,COL,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Darren Sawatzky,DAL,F,1,0,3,0,0,0,0,0/0,0.0,0.0
Lyle Yorks,DC,M,1,0,4,0,0,0,0,0/0,0.0,0.0
Michael Richardson,CHI,D,1,0,6,0,0,0,0,0/0,0.0,0.0
Manny Lagos,CHI,M,1,0,11,0,0,0,0,0/0,0.0,0.0
Chris Brown,DAL,D,1,0,16,0,0,0,0,0/0,0.0,0.0
Carlos Ledesma,MET,F,1,0,18,0,0,0,0,0/0,0.0,0.0
Tom McLaughlin,NE,F,1,0,29,0,0,0,0,0/0,0.0,0.0
Barry Swift,MET,F,2,0,30,0,0,0,0,0/0,0.0,0.0
Danny Care,DC,D,1,1,45,0,0,0,0,0/0,0.0,0.0
Jamar Beasley,NE,M,3,0,49,0,1,0,0,0/0,0.0,0.0
Juan Sastoque,DAL,F,3,0,49,0,0,0,0,0/0,0.0,0.0
Alen Kozic,MIA,M,2,1,57,0,0,0,0,0/0,0.0,0.0
Alberto Montoya,SJ,M,1,1,59,0,0,0,0,0/0,0.0,0.0
R.T. Moore,TB,D,2,0,62,0,0,0,0,0/0,0.0,0.0
Curt Onalfo,DC,D,3,0,72,0,0,0,0,0/0,0.0,0.0
Jesse Van Saun,NE,F,5,0,117,0,0,0,0,0/0,0.0,0.0
John DeBrito,KC,D,9,3,267,0,0,0,0,0/0,0.0,0.0
Brian Taylor,MIA,M,6,3,288,0,1,0,0,0/0,0.0,0.0
Ubusuku Abukusumo,CLB,D,7,3,309,0,0,0,0,0/0,0.0,0.0
Chad McCarty,TB,D,6,6,540,0,0,0,0,0/0,0.0,0.0
Andrew Lewis,CHI,M,13,6,623,0,1,0,0,0/0,0.0,0.0
Dan Calichman,LA,D,8,8,682,0,0,0,0,0/0,0.0,0.0
Brian Dunseth,NE,D,18,15,1416,0,0,0,0,0/0,0.0,0.0
Tim Martin,SJ,D,23,21,1847,0,0,0,0,0/0,0.0,0.0
Francis Okaroh,CHI,D,26,26,2294,0,3,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
