Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Jason Boyce,COL,F,15,6,3,1,2,1,0.45
Josh Wolff,CHI,F,14,4,3,1,2,1,0.41
Scott Cannon,CLB,D,15,9,3,1,2,1,0.36
Diego Gutierrez,CHI,D,13,8,3,1,2,1,0.33
Shawn Medved,SJ,M,19,12,3,0,1,2,0.25
Jeff Baicher,SJ,M,20,15,3,2,2,1,0.25
Johnny Torres,NE,F,20,16,3,0,1,2,0.23
Dan Stebbins,MIA,F,24,11,3,0,2,1,0.21
Roy Wegerle,DC,F,17,15,3,0,3,0,0.21
Mickey Trotman,DAL,F,23,15,3,1,0,3,0.21
Vitalis Takawira,KC,F,29,21,3,1,2,1,0.15
Henry Gutierrez,MIA,M,26,20,3,1,1,2,0.15
Scott Vermillion,KC,D,22,22,3,1,1,2,0.14
Ted Chronopoulos,NE,D,23,23,3,0,2,1,0.14
Ritchie Kotschau,CHI,D,24,23,3,0,3,0,0.14
Paul Rideout,KC,F,27,23,3,0,3,0,0.13
Brian Kelly,MET,M,29,26,3,0,3,0,0.13
Jesse Marsch,CHI,M,29,25,3,1,1,2,0.12
Francis Okaroh,CHI,D,26,26,3,0,1,2,0.12
Greg Vanney,LA,D,31,27,3,2,2,1,0.12
Mike Duhaney,MET,D,30,26,3,0,1,2,0.11
Goran Hunjak,KC,M,12,2,2,0,1,1,0.69
Billy Walsh,MET,M,8,3,2,0,1,1,0.53
Alain Sutter,DAL,M,4,4,2,0,1,1,0.53
Andrew Gregor,CLB,M,10,3,2,0,2,0,0.5
Brian West,CLB,M-F,13,4,2,1,2,0,0.38
Miles Joseph,MET,M,15,3,2,1,1,1,0.38
Kerry Zavagnin,MET,M,18,7,2,1,1,1,0.24
Musa Shannon,TB,M-F,18,8,2,1,1,1,0.22
Gilmar,TB,M-F,12,11,2,2,1,1,0.2
Damian,DAL,F,15,13,2,1,0,2,0.19
Manny Motajo,NE,D,15,12,2,0,1,1,0.18
Carlos Parra,MET,M,18,16,2,1,2,0,0.13
Geoff Aunger,DC,D,22,15,2,0,0,2,0.13
Rob Smith,CLB,M,24,15,2,1,1,1,0.12
Joey DiGiamarino,COL,M,23,16,2,0,1,1,0.12
Refik Sabanadzovic,KC,M,21,19,2,2,1,1,0.11
Scott Uderitz,KC,D,22,18,2,1,2,0,0.11
Carey Talley,DC,D,29,19,2,0,1,1,0.1
Ricardo Iribarren,CLB,D,24,22,2,0,1,1,0.1
Wade Barrett,SJ,D,26,22,2,0,1,1,0.09
Todd Yeagley,CLB,M,27,22,2,0,1,1,0.09
Uche Okafor,KC,D,22,22,2,0,1,1,0.09
Thomas Dooley,CLB,D,23,23,2,1,2,0,0.09
Danny Pena,LA,D,25,25,2,0,0,2,0.09
Maurice Johnston,KC,M-F,26,23,2,0,1,1,0.09
Steve Jolley,LA,D,28,23,2,1,1,1,0.09
Richard Farrer,DAL,D,28,24,2,1,0,2,0.08
Matt Kmosko,MIA,D,27,25,2,0,1,1,0.08
Ted Eck,DAL,M-F,31,28,2,1,0,2,0.08
John Doyle,SJ,D,28,27,2,1,0,2,0.07
Richard Goulooze,NE,D,29,29,2,0,1,1,0.07
Jorge Rodriguez,DAL,M-D,30,28,2,0,2,0,0.07
Mike Clark,CLB,D,30,30,2,1,2,0,0.07
Jamar Beasley,NE,M,3,0,1,0,1,0,1.84
Brian Loftin,TB,F,8,2,1,0,0,1,0.41
Jimmy Glenn,CLB,F,5,3,1,0,1,0,0.37
Mike Slivinski,DC,M,16,1,1,1,0,1,0.35
Brian Taylor,MIA,M,6,3,1,0,0,1,0.31
Ramiro Corrales,MET,M,4,3,1,0,1,0,0.3
Clint Peay,DC,D,6,5,1,1,1,0,0.23
Daniel Hernandez,LA,M,17,3,1,0,0,1,0.2
Marquis White,COL,F,20,3,1,0,0,1,0.18
Carlos Rocha,NE,F,16,4,1,0,1,0,0.17
Rhett Harty,MET,D,7,6,1,0,0,1,0.17
Troy Dayak,SJ,D,11,7,1,0,0,1,0.15
Andrew Lewis,CHI,M,13,6,1,0,0,1,0.14
Jair,NE,M,11,8,1,0,1,0,0.14
Lawrence Lozzano,LA,M,13,7,1,0,1,0,0.13
Evans Wise,NE,M,17,6,1,0,0,1,0.12
Oscar Draguicevich,SJ,D,13,7,1,1,0,1,0.12
Zak Ibsen,CHI,M,27,5,1,1,1,0,0.1
Jeff Cunningham,CLB,F,25,8,1,1,1,0,0.08
Gerell Elliott,DAL,F,17,11,1,0,1,0,0.08
Chad Deering,DAL,M,14,13,1,0,1,0,0.08
Paul Caligiuri,LA,D,18,14,1,1,0,1,0.07
Brian Haynes,DAL,M,31,11,1,0,0,1,0.06
John Maessner,MIA,M-D,27,15,1,0,1,0,0.06
Sam George,TB,M,21,20,1,0,0,1,0.06
Richard Gough,SJ,D,19,19,1,1,1,0,0.06
Frankie Hejduk,TB,D,18,18,1,0,0,1,0.06
Arley Palacios,MET,D,24,23,1,0,1,0,0.05
Mike Petke,MET,D,27,25,1,0,1,0,0.04
Ivan McKinley,NE,D-M,28,28,1,0,1,0,0.04
Jan Eriksson,TB,D,29,28,1,1,1,0,0.04
Wade Webber,MIA,D,28,28,1,0,1,0,0.04
Sean Bowers,KC,D,29,29,1,0,0,1,0.04
Steve Trittschuh,COL,D,30,30,1,1,0,1,0.03
Frank Yallop,TB,D,32,29,1,0,1,0,0.03
Steve Bell,TB,F-M,0,0,0,0,0,0,0.0
Kevin Coye,NE,D,0,0,0,0,0,0,0.0
Chuck Codd,CHI,D,0,0,0,0,0,0,0.0
Joe Carver,CHI,F,0,0,0,0,0,0,0.0
Eric Chaisongkram,LA,M,0,0,0,0,0,0,0.0
Craig Yacks,CLB,M,0,0,0,0,0,0,0.0
Zion Renfrum,DAL,D,0,0,0,0,0,0,0.0
Andrew Restrepo,DAL,D,0,0,0,0,0,0,0.0
Travis Roy,MET,M,0,0,0,0,0,0,0.0
Nick Theslof,CLB,M,0,0,0,0,0,0,0.0
Marco Ferruzzi,LA,M,0,0,0,0,0,0,0.0
Edgar Hernandez,DAL,F,0,0,0,0,0,0,0.0
John Jones,TB,M,0,0,0,0,0,0,0.0
Rob Jachym,NE,F,0,0,0,0,0,0,0.0
Ben Parry,SJ,D,0,0,0,0,0,0,0.0
Andre Nunley,COL,D,1,0,0,0,0,0,0.0
Darren Sawatzky,DAL,F,1,0,0,0,0,0,0.0
Lyle Yorks,DC,M,1,0,0,0,0,0,0.0
Michael Richardson,CHI,D,1,0,0,0,0,0,0.0
David Quesada,LA,F,1,0,0,0,0,0,0.0
Manny Lagos,CHI,M,1,0,0,0,0,0,0.0
Joe Munoz,MET,F,1,0,0,0,0,0,0.0
Chris Brown,DAL,D,1,0,0,0,0,0,0.0
Carlos Ledesma,MET,F,1,0,0,0,0,0,0.0
Jose Botello,LA,F,2,0,0,0,0,0,0.0
Tom McLaughlin,NE,F,1,0,0,0,0,0,0.0
Barry Swift,MET,F,2,0,0,0,0,0,0.0
Nino Da Silva,KC,F,1,0,0,0,0,0,0.0
Danny Care,DC,D,1,1,0,0,0,0,0.0
Juan Sastoque,DAL,F,3,0,0,0,0,0,0.0
Esmundo Rodriguez,SJ,M,3,0,0,0,0,0,0.0
Alen Kozic,MIA,M,2,1,0,0,0,0,0.0
Alberto Montoya,SJ,M,1,1,0,0,0,0,0.0
R.T. Moore,TB,D,2,0,0,0,0,0,0.0
Curt Onalfo,DC,D,3,0,0,0,0,0,0.0
Judah Cooks,DC,M,1,1,0,0,0,0,0.0
Brian Bliss,KC,D,3,1,0,0,0,0,0.0
Jesse Van Saun,NE,F,5,0,0,0,0,0,0.0
Jake Dancy,KC,M,2,2,0,0,0,0,0.0
Tony Kuhn,CHI,F,5,1,0,0,0,0,0.0
Brian Johnson,KC,M,6,1,0,0,0,0,0.0
Eric Quill,TB,F,4,0,0,0,0,0,0.0
Cristian da Silva,MET,D,3,3,0,0,0,0,0.0
Jacek Ziober,TB,F,3,3,0,0,0,0,0.0
John DeBrito,KC,D,9,3,0,0,0,0,0.0
Pete Marino,KC,F,11,1,0,0,0,0,0.0
Brian Bates,CHI,M,6,4,0,0,0,0,0.0
Jose Vasquez,LA,D,8,2,0,0,0,0,0.0
Ubusuku Abukusumo,CLB,D,7,3,0,0,0,0,0.0
Roger Thomas,MIA,M,5,4,0,0,0,0,0.0
Tyrone Marshall,COL,D,9,3,0,0,0,0,0.0
Jeff Zaun,MET,D,4,4,0,0,0,0,0.0
Joey Martinez,MIA,D,6,6,0,0,0,0,0.0
A.J. Wood,DC,F,19,3,0,0,0,0,0.0
Dahir Mohammed,NE,D,7,4,0,0,0,0,0.0
Jerry Tamashiro,MIA,F,12,5,0,0,0,0,0.0
Harut Karapetyan,LA,F,20,4,0,0,0,0,0.0
Chad McCarty,TB,D,6,6,0,0,0,0,0.0
Matt Knowles,MET,D,7,7,0,0,0,0,0.0
Mike Lapper,CLB,D,7,7,0,0,0,0,0.0
Dan Calichman,LA,D,8,8,0,0,0,0,0.0
Adam Frye,TB,D,10,8,0,0,0,0,0.0
Janusz Michallik,NE,M,12,9,0,0,0,0,0.0
Jorge Flores,DAL,M,14,8,0,0,0,0,0.0
Chris Klein,KC,M,17,8,0,0,0,0,0.0
Josh Keller,CHI,M,15,11,0,0,0,0,0.0
Mark Semioli,MET,D,10,10,0,0,0,0,0.0
Mario Gori,DC,D,17,9,0,0,0,0,0.0
Jason Bent,COL,M,12,9,0,0,0,0,0.0
Vicente Figueroa,SJ,D,20,10,0,0,0,0,0.0
Tim Weaver,SJ,D,12,12,0,0,0,0,0.0
Cle Kooiman,MIA,D,14,14,0,0,0,0,0.0
Sean Henderson,COL,M,21,15,0,0,0,0,0.0
David Nakhid,NE,M,18,14,0,0,0,0,0.0
Eric Dade,DAL,D,20,15,0,0,0,0,0.0
Brian Dunseth,NE,D,18,15,0,0,0,0,0.0
Carlos Llamosa,DC,D,18,18,0,0,0,0,0.0
Tom Soehn,CHI,D,20,17,0,0,0,0,0.0
Eddie Pope,DC,D,20,20,0,0,0,0,0.0
Tim Martin,SJ,D,23,21,0,0,0,0,0.0
Matt McKeon,KC,D,22,21,0,0,0,0,0.0
Alexi Lalas,MET,D,25,25,0,0,0,0,0.0
Brandon Pollard,DAL,D,29,26,0,0,0,0,0.0
Robin Fraser,LA,D,29,29,0,0,0,0,0.0
C.J. Brown,CHI,D,28,28,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
