Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
F1,04/08/01,Guingamp,Bastia,1,0,H,0,0,D,,,,2,2.9,3,1.8,3.25,3.75,1.91,3.2,3.5,1.91,3.1,3.75,1.9,3.2,3.5
F1,04/08/01,Lille,Lorient,3,1,H,0,0,D,,,,1.55,3.3,4.5,1.57,3.25,5.5,1.57,3.4,5.2,1.57,3.4,5.5,1.61,3.5,4.5
F1,04/08/01,Lyon,Sedan,2,0,H,1,0,H,,,,1.55,3.3,4.5,1.5,3.4,6,1.53,3.4,5.5,1.57,3.4,5.5,1.5,3.6,5.5
F1,04/08/01,Metz,Troyes,2,1,H,2,1,H,,,,1.9,2.8,3.3,2,3,3.4,2.1,3.1,3.1,2,3.1,3.4,1.83,3.2,3.75
F1,04/08/01,Monaco,Montpellier,0,0,D,0,0,D,,,,1.5,3.2,5,1.44,3.6,6.5,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.6,6.5
F1,04/08/01,Nantes,Lens,1,2,A,0,1,A,,,,1.7,3.1,3.8,1.57,3.25,5.5,1.57,3.4,5.2,1.62,3.4,5,1.57,3.5,5
F1,04/08/01,Sochaux,Rennes,4,3,H,3,2,H,,,,2,2.9,3,2.25,3.2,2.75,2.1,3.1,3.1,2.1,3.1,3.2,2.2,3.1,2.87
F1,11/08/01,Bordeaux,Lille,0,0,D,0,0,D,,,,1.65,3.1,4,1.67,3.25,4.5,,,,1.67,3.2,5,1.72,3.25,4.2
F1,11/08/01,Lens,Marseille,2,0,H,0,0,D,,,,1.9,2.7,3.4,1.8,3.25,3.75,,,,1.91,3.2,3.6,1.9,3.2,3.5
F1,11/08/01,Montpellier,Metz,3,0,H,1,0,H,,,,2,2.7,3.2,2.2,3,3,,,,2.1,3,3.25,2.1,3.1,3.1
F1,11/08/01,Paris SG,Sochaux,1,0,H,0,0,D,,,,1.45,3.5,5,,,,,,,1.44,3.75,6.5,1.53,3.5,5.5
F1,11/08/01,Rennes,Monaco,3,0,H,2,0,H,,,,2.3,2.8,2.6,2.5,2.87,2.62,,,,2.3,3.1,2.8,2.37,3,2.7
F1,11/08/01,Sedan,Guingamp,1,1,D,1,0,H,,,,1.7,3.1,3.8,1.8,3.2,4,,,,1.8,3.2,4,1.8,3.25,3.8
F1,11/08/01,Troyes,Nantes,0,0,D,0,0,D,,,,2.2,2.8,2.8,2.5,2.87,2.62,,,,2.5,3,2.6,2.4,3.1,2.6
F1,12/08/01,Bastia,Lyon,1,2,A,0,1,A,,,,2.5,2.7,2.5,2.5,3.25,2.4,,,,2.6,3,2.5,2.4,3.1,2.6
F1,12/08/01,Lorient,Auxerre,0,1,A,0,1,A,,,,2.4,2.8,2.5,2.5,3.2,2.5,,,,2.38,3,2.75,2.37,3,2.7
F1,18/08/01,Lille,Montpellier,2,1,H,0,0,D,,,,1.6,3.2,4.2,1.67,3.2,5,,,,1.57,3.5,5,1.57,3.5,5
F1,18/08/01,Lyon,Guingamp,3,0,H,1,0,H,,,,1.45,3.5,5,1.5,3.4,6,,,,1.44,3.6,6.5,1.44,3.6,6.5
F1,18/08/01,Marseille,Troyes,0,1,A,0,0,D,,,,1.7,3.1,3.8,1.8,3.2,4,,,,1.67,3.25,4.5,1.66,3.3,4.5
F1,18/08/01,Metz,Lens,0,1,A,0,1,A,,,,2.5,2.7,2.5,2.5,3.2,2.5,,,,2.25,3,2.88,2.37,3.1,2.62
F1,18/08/01,Monaco,Paris SG,2,2,D,2,1,H,,,,2.3,2.8,2.6,2.37,3.2,2.6,,,,2.2,3,3,2.3,3.1,2.75
F1,18/08/01,Nantes,Bastia,1,2,A,1,2,A,,,,1.6,3.2,4.2,1.5,3.4,6,,,,1.53,3.4,5.5,1.53,3.4,5.5
F1,18/08/01,Rennes,Bordeaux,1,0,H,0,0,D,,,,2.4,2.7,2.6,2.4,3.25,2.5,,,,2.38,3,2.7,2.37,3.1,2.62
F1,18/08/01,Sochaux,Lorient,2,2,D,2,0,H,,,,1.7,3.1,3.8,1.8,3.2,4,,,,1.8,3.25,3.75,1.66,3.3,4.5
F1,19/08/01,Auxerre,Sedan,2,1,H,1,0,H,,,,1.7,3.1,3.8,,,,,,,1.73,3.2,4.33,1.61,3.3,5
F1,25/08/01,Bastia,Marseille,1,0,H,1,0,H,,,,2.1,2.8,3,2.1,3.2,3,,,,2.1,3.1,3.1,2.25,3,2.87
F1,25/08/01,Bordeaux,Auxerre,1,1,D,1,0,H,,,,1.7,3.1,3.8,1.8,3.2,4,,,,1.8,3.25,3.75,1.8,3.1,4
F1,25/08/01,Guingamp,Nantes,1,0,H,1,0,H,,,,2.2,2.9,2.7,2.5,3.2,2.5,,,,2.3,3.1,2.75,2.4,3.1,2.6
F1,25/08/01,Lorient,Monaco,2,0,H,2,0,H,,,,2.4,2.8,2.5,2.5,3.2,2.5,,,,2.4,3,2.7,2.4,3.1,2.6
F1,25/08/01,Montpellier,Sochaux,0,0,D,0,0,D,,,,1.85,2.8,3.5,1.91,3.2,3.5,,,,2.1,3,3.2,2,3.1,3.3
F1,25/08/01,Paris SG,Rennes,3,0,H,0,0,D,,,,1.55,3.3,4.5,1.5,3.4,6,,,,1.62,3.25,5,1.66,3.3,4.5
F1,25/08/01,Sedan,Metz,2,0,H,0,0,D,,,,1.75,3.1,3.6,1.91,3.2,3.5,,,,1.8,3.25,3.75,1.72,3.25,4.2
F1,25/08/01,Troyes,Lyon,0,2,A,0,1,A,,,,2.5,2.7,2.5,2.8,3.2,2.2,,,,2.62,2.88,2.5,2.5,3.1,2.5
F1,26/08/01,Lens,Lille,1,1,D,0,0,D,,,,2,2.7,3.2,1.91,3.2,3.5,,,,2,3.1,3.3,2.1,3,3.2
F1,08/09/01,Auxerre,Montpellier,1,0,H,0,0,D,,,,1.6,3.2,4.2,1.61,3.2,5.5,1.62,3.25,5,1.67,3.25,4.5,1.57,3.3,5.5
F1,08/09/01,Lille,Guingamp,1,0,H,0,0,D,,,,1.6,3.2,4.2,1.61,3.2,5.5,1.67,3.25,4.6,1.67,3.25,4.5,1.57,3.5,5
F1,08/09/01,Marseille,Lyon,0,0,D,0,0,D,,,,2.5,2.7,2.5,2.5,3.25,2.37,2.6,3,2.5,2.5,3.1,2.5,2.62,3.1,2.37
F1,08/09/01,Metz,Bastia,0,1,A,0,1,A,,,,2.1,2.8,3,2.1,3.2,3,2.2,3,3,2.1,3.1,3.1,2.1,3.2,3
F1,08/09/01,Monaco,Troyes,2,0,H,1,0,H,,,,1.55,3.3,4.5,1.73,3.4,4,1.85,3.25,3.6,1.73,3.2,4.33,1.8,3.3,3.75
F1,08/09/01,Nantes,Sedan,1,1,D,0,0,D,,,,1.8,2.9,3.6,1.73,3.2,4.33,1.85,3.25,3.6,1.8,3.25,3.75,1.72,3.25,4.2
F1,08/09/01,Paris SG,Lens,2,2,D,0,1,A,,,,1.8,2.9,3.6,1.8,3.2,4,1.8,3.2,4,1.73,3.2,4.33,1.72,3.2,4.33
F1,08/09/01,Rennes,Lorient,1,1,D,0,0,D,,,,1.7,3.1,3.8,1.73,3.2,4.33,1.8,3.1,4,1.8,3.25,3.75,1.66,3.3,4.5
F1,09/09/01,Sochaux,Bordeaux,2,0,H,1,0,H,,,,2.5,2.7,2.5,2.5,3.2,2.5,2.5,3,2.6,2.5,2.88,2.62,2.5,3.1,2.5
F1,15/09/01,Bastia,Auxerre,0,1,A,0,0,D,,,,2.2,2.8,2.8,2.37,3.25,2.5,2.2,3.1,2.88,2.25,3,2.88,2.2,3.1,2.87
F1,15/09/01,Guingamp,Metz,0,2,A,0,0,D,,,,1.7,3.1,3.8,2,3.2,3.2,1.73,3.25,4.2,1.8,3.25,3.75,1.72,3.2,4.33
F1,15/09/01,Lens,Sochaux,3,0,H,2,0,H,,,,1.6,3,4.5,1.61,3.25,5,1.62,3.4,4.75,1.73,3.2,4.33,1.57,3.5,5
F1,15/09/01,Lorient,Paris SG,1,1,D,0,0,D,,,,2.7,2.7,2.3,2.75,3,2.37,2.7,3.1,2.3,2.6,3.1,2.4,2.62,3.1,2.37
F1,15/09/01,Lyon,Nantes,4,1,H,2,1,H,,,,1.55,3.3,4.5,1.61,3.25,5,1.6,3.4,5,1.57,3.5,5,1.61,3.3,5
F1,15/09/01,Montpellier,Rennes,0,0,D,0,0,D,,,,2.1,2.8,3,2.25,3.2,2.75,2.1,3.1,3.1,2.2,3,3,2.1,3.1,3.1
F1,15/09/01,Troyes,Lille,0,1,A,0,0,D,,,,2.3,2.6,2.8,2.25,3.2,2.75,2.1,3.1,3,2.3,3,2.8,2,3.1,3.3
F1,16/09/01,Bordeaux,Monaco,0,0,D,0,0,D,,,,1.9,2.8,3.3,2,3.2,3.2,1.91,3.2,3.5,1.83,3.2,3.75,1.8,3.1,4
F1,16/09/01,Sedan,Marseille,1,1,D,1,1,D,,,,1.9,3.1,3.75,2.25,3.2,2.75,1.909,3.2,3.5,1.909,3.25,3.4,,,
F1,21/09/01,Paris SG,Montpellier,0,0,D,0,0,D,,,,1.45,3.5,5,1.44,3.4,7.5,1.5,3.4,6,,,,1.44,3.5,7
F1,22/09/01,Auxerre,Guingamp,2,2,D,0,0,D,,,,1.55,3.3,4.5,1.57,3.25,5.5,1.5,3.4,6,,,,1.53,3.4,5.5
F1,22/09/01,Lille,Bastia,2,1,H,0,0,D,,,,1.65,3.1,4,1.73,3.2,4.33,1.73,3.2,4.33,,,,1.66,3.1,5
F1,22/09/01,Marseille,Nantes,2,0,H,0,0,D,,,,2,2.7,3.2,2,3.2,3.2,2.1,3,3.2,,,,2,3,3.4
F1,22/09/01,Metz,Lyon,2,0,H,1,0,H,,,,2.7,2.7,2.3,2.75,3.2,2.25,2.75,3.1,2.3,,,,3.1,2.87,2.2
F1,22/09/01,Monaco,Lens,3,0,H,1,0,H,,,,2.1,2.8,3,2.4,3.25,2.5,2.25,3.1,2.8,,,,2.2,3,3
F1,22/09/01,Rennes,Troyes,0,1,A,0,0,D,,,,1.75,3.1,3.6,1.73,3.2,4.33,1.9,3.1,3.6,,,,1.83,3.2,3.75
F1,23/09/01,Lorient,Bordeaux,0,2,A,0,0,D,,,,2.5,2.7,2.5,2.5,3.2,2.5,2.38,3,2.75,,,,2.37,3,2.7
F1,23/09/01,Sochaux,Sedan,3,0,H,1,0,H,,,,2,2.7,3.2,1.8,3.2,4,1.91,3.1,3.6,,,,1.9,3,3.75
F1,29/09/01,Bastia,Monaco,1,0,H,1,0,H,,,,2.4,2.8,2.5,2.25,3.2,2.75,2.2,3,3,,,,2.37,2.87,2.8
F1,29/09/01,Guingamp,Marseille,1,0,H,1,0,H,,,,2.1,2.7,3.1,2.25,3.2,2.75,2.1,3,3.2,,,,2.25,2.87,3
F1,29/09/01,Lens,Auxerre,1,1,D,1,1,D,,,,2.1,2.7,3.1,2.1,3,3.2,2,3,3.4,,,,1.9,2.87,4
F1,29/09/01,Lyon,Rennes,4,0,H,3,0,H,,,,1.5,3.2,5,1.44,3.6,6.5,1.44,3.6,6.5,,,,1.44,3.5,7
F1,29/09/01,Montpellier,Lorient,1,3,A,0,2,A,,,,1.8,2.8,3.8,2.1,3,3.2,1.91,3.2,3.5,,,,1.9,2.87,4
F1,29/09/01,Nantes,Metz,0,0,D,0,0,D,,,,1.8,2.9,3.6,1.8,3.2,4,1.75,3.2,4.2,,,,1.9,3,3.75
F1,30/09/01,Bordeaux,Paris SG,1,0,H,1,0,H,,,,2,2.7,3.2,2.37,3,2.75,2.25,3,2.9,2.25,3,2.88,2.25,2.8,3.1
F1,30/09/01,Sedan,Lille,1,1,D,1,0,H,,,,2.3,2.7,2.7,2.62,3.2,2.37,2.6,3,2.5,2.5,2.88,2.62,2.62,2.87,2.5
F1,30/09/01,Troyes,Sochaux,2,2,D,0,2,A,,,,1.9,2.8,3.3,2,3.2,3.2,1.91,3.2,3.5,1.83,3.2,3.75,1.9,3,3.75
F1,13/10/01,Auxerre,Troyes,1,3,A,1,1,D,,,,1.65,3.3,4.4,,,,,,,1.67,3.25,4.5,1.72,3.1,4.5
F1,13/10/01,Lille,Nantes,1,0,H,0,0,D,,,,1.7,3.2,4.2,,,,,,,1.67,3.25,4.5,1.57,3.3,5.5
F1,13/10/01,Lorient,Lens,2,3,A,1,3,A,,,,2.5,2.7,2.8,,,,,,,2.5,2.88,2.62,2.5,2.9,2.62
F1,13/10/01,Metz,Marseille,0,2,A,0,1,A,,,,2.1,2.8,3.3,,,,,,,2.1,3,3.2,2,3,3.4
F1,13/10/01,Monaco,Sedan,2,0,H,0,0,D,,,,1.6,3.4,4.6,,,,,,,1.62,3.25,5,1.61,3.3,5
F1,13/10/01,Montpellier,Bordeaux,0,0,D,0,0,D,,,,2.8,2.7,2.5,,,,,,,2.6,3,2.5,2.87,2.8,2.4
F1,13/10/01,Rennes,Guingamp,2,1,H,1,0,H,,,,2,2.9,3.4,,,,,,,2,3,3.4,1.9,3,3.75
F1,13/10/01,Sochaux,Bastia,4,1,H,2,0,H,,,,1.9,2.9,3.8,,,,,,,1.91,3.2,3.5,1.9,3.1,3.6
F1,14/10/01,Paris SG,Lyon,2,2,D,1,2,A,,,,2.1,2.8,3.3,,,,,,,2.25,3,2.88,2.1,2.87,3.3
F1,20/10/01,Bastia,Rennes,1,2,A,0,0,D,1.85,3.1,4,1.85,3.1,3.6,1.8,3.25,3.75,,,,,,,1.8,3.1,4
F1,20/10/01,Guingamp,Monaco,2,1,H,1,0,H,2.3,3,2.9,2.5,2.8,2.7,2.4,3.25,2.5,,,,,,,2.37,2.87,2.8
F1,20/10/01,Lens,Montpellier,2,0,H,1,0,H,1.5,3.45,6.25,1.5,3.5,5.4,1.44,3.4,7,,,,,,,1.5,3.3,6.5
F1,20/10/01,Lyon,Sochaux,1,1,D,0,1,A,1.55,3.45,5.55,1.55,3.4,5,1.57,3.25,5.5,,,,,,,1.57,3.3,5.5
F1,20/10/01,Marseille,Lille,0,0,D,0,0,D,2.45,2.9,2.75,2.3,2.8,2.9,2.5,2.87,2.62,,,,,,,2.3,2.8,3
F1,20/10/01,Nantes,Auxerre,2,2,D,0,0,D,2.4,3,2.75,2.2,2.9,3,2.5,3.2,2.5,,,,,,,2.3,3,2.8
F1,21/10/01,Bordeaux,Metz,1,0,H,0,0,D,1.6,3.3,5.3,1.5,3.5,5.4,1.61,3.25,5,,,,,,,1.57,3.3,5.5
F1,21/10/01,Sedan,Paris SG,1,2,A,0,0,D,2.6,2.8,2.7,2.6,2.8,2.6,3.2,3,2.1,,,,,,,2.62,2.75,2.62
F1,21/10/01,Troyes,Lorient,4,2,H,1,2,A,1.85,3.2,3.8,1.8,3.1,3.8,1.8,3.2,4,,,,,,,1.8,3.1,4
F1,26/10/01,Auxerre,Marseille,2,0,H,2,0,H,1.77,3.15,4.25,1.8,3.1,3.8,1.73,3,4.5,1.8,3.1,4,,,,1.83,3,4
F1,27/10/01,Bordeaux,Sedan,2,1,H,0,1,A,1.55,3.35,5.75,1.5,3.5,5.4,1.44,3.5,7,1.5,3.6,5.5,,,,1.53,3.25,6
F1,27/10/01,Lille,Metz,2,0,H,2,0,H,1.5,3.5,6.1,1.55,3.4,5,1.61,3.25,5,1.53,3.4,5.5,,,,1.5,3.4,6
F1,27/10/01,Lorient,Guingamp,6,2,H,2,1,H,2.05,3,3.4,1.9,3,3.6,2.37,3,2.75,2.1,3,3.2,,,,2.1,2.87,3.3
F1,27/10/01,Monaco,Lyon,2,1,H,0,0,D,2.38,2.95,2.8,2.2,2.8,3.1,2.5,3.2,2.5,2.4,3,2.7,,,,2.5,2.8,2.75
F1,27/10/01,Montpellier,Troyes,2,0,H,1,0,H,2.35,2.9,2.88,2.3,2.8,2.9,2.5,2.87,2.62,2.4,3,2.7,,,,2.5,2.8,2.75
F1,27/10/01,Paris SG,Bastia,1,0,H,1,0,H,1.62,3.3,5.1,1.5,3.5,5.4,1.44,3.6,6.5,1.62,3.3,5,,,,1.57,3.3,5.5
F1,27/10/01,Rennes,Lens,1,2,A,1,2,A,2.47,2.9,2.72,2.5,2.8,2.7,2.5,3.2,2.5,2.4,3.1,2.6,,,,2.37,3,2.7
F1,27/10/01,Sochaux,Nantes,0,1,A,0,0,D,1.85,3.1,3.95,2,2.9,3.4,1.8,3.2,4,1.8,3.25,3.8,,,,1.72,3.25,4.2
F1,03/11/01,Bastia,Lorient,3,1,H,0,1,A,1.85,3.15,3.9,1.8,3.1,3.8,1.83,3.2,3.75,1.9,3.1,3.75,1.91,3,3.75,1.83,3,4
F1,03/11/01,Guingamp,Sochaux,0,0,D,0,0,D,2.1,3,3.25,2,2.9,3.4,2.1,3.2,3,2.05,3,3.4,2.1,3.1,3.1,1.9,3,3.75
F1,03/11/01,Marseille,Rennes,2,1,H,1,0,H,1.87,3.1,3.85,1.85,3,3.8,1.8,3.2,4,1.9,3.1,3.75,1.83,3,4,1.9,2.87,4
F1,03/11/01,Nantes,Monaco,2,1,H,2,0,H,2.05,3.05,3.35,2.2,2.8,3.1,2.25,3.2,2.75,2.1,3.1,3.1,2.1,3,3.2,2,2.87,3.6
F1,03/11/01,Sedan,Montpellier,2,0,H,1,0,H,1.92,3.1,3.7,1.8,3,4,2.1,3,3.2,1.91,3,3.8,1.91,3,3.75,1.8,3.1,4
F1,04/11/01,Lens,Bordeaux,0,0,D,0,0,D,2,3,3.55,2.2,2.8,3.1,2.1,3,3.2,2,3.1,3.4,1.91,3.1,3.6,2,3,3.4
F1,04/11/01,Lyon,Lille,4,2,H,2,2,D,1.86,3.05,3.9,1.9,3,3.6,1.91,3,3.75,1.85,3.1,4,1.83,3,4,1.83,2.87,4.33
F1,04/11/01,Metz,Auxerre,2,0,H,1,0,H,2.65,2.9,2.55,2.6,2.8,2.6,2.6,3.2,2.37,2.62,3,2.5,2.5,2.88,2.62,2.6,2.8,2.6
F1,04/11/01,Troyes,Paris SG,1,0,H,0,0,D,2.5,2.9,2.7,2.5,2.8,2.7,2.75,3,2.37,2.5,3,2.6,2.4,2.88,2.75,2.5,2.9,2.62
F1,16/11/01,Monaco,Marseille,1,1,D,0,0,D,1.82,3.15,4,1.75,3.1,4,,,,1.9,3,3.75,,,,1.8,3,4.2
F1,17/11/01,Auxerre,Lille,2,1,H,1,0,H,2.2,3.1,2.95,2.1,2.8,3.3,2.1,3,3.2,2.2,3,3,2.25,2.88,3,2.1,2.87,3.3
F1,17/11/01,Bordeaux,Troyes,2,3,A,1,1,D,1.7,3.25,4.55,1.7,3.2,4.2,1.61,3.25,5,1.75,3.1,4.33,1.67,3.25,4.5,1.72,3.1,4.5
F1,17/11/01,Lens,Sedan,1,0,H,1,0,H,1.5,3.5,6.1,1.55,3.4,5,1.44,3.6,6.5,1.44,3.6,6.5,1.4,3.6,7.5,1.5,3.3,6.5
F1,17/11/01,Lorient,Lyon,0,3,A,0,3,A,2.8,3,2.35,2.8,2.9,2.3,2.75,3.2,2.25,2.7,3,2.4,2.75,2.88,2.4,2.8,2.87,2.37
F1,17/11/01,Montpellier,Bastia,2,1,H,1,0,H,2.15,3,3.15,2,3,3.3,2.25,3.2,2.75,2.1,3,3.2,2.2,2.88,3.1,2.1,2.87,3.3
F1,17/11/01,Paris SG,Guingamp,1,1,D,0,0,D,1.52,3.4,5.75,1.5,3.5,5.4,1.5,3.25,6.5,1.5,3.4,6,1.5,3.3,6.5,1.53,3.25,6
F1,17/11/01,Rennes,Nantes,2,0,H,0,0,D,2.35,3.1,2.7,2.2,2.9,3,2.4,3.25,2.5,2.38,3.1,2.62,2.3,3.1,2.7,2.3,3.1,2.75
F1,17/11/01,Sochaux,Metz,2,0,H,1,0,H,1.75,3.2,4.3,1.75,3.1,4,1.73,3.4,4,1.67,3.25,4.6,1.73,3.2,4.33,1.66,3.3,4.5
F1,24/11/01,Bastia,Bordeaux,1,2,A,0,1,A,2.42,2.95,2.75,2.4,2.8,2.8,2.5,3.2,2.5,2.4,2.88,2.8,,,,2.37,2.9,2.8
F1,24/11/01,Guingamp,Montpellier,2,2,D,1,1,D,1.8,3.1,4.2,1.8,3,4,1.73,3.2,4.33,1.8,3,4.2,,,,1.8,3,4.2
F1,24/11/01,Marseille,Sochaux,4,2,H,2,1,H,1.96,3,3.65,1.9,2.9,3.8,2.25,2.87,3,1.9,3,3.8,,,,1.9,3,3.75
F1,24/11/01,Metz,Monaco,1,0,H,0,0,D,2.28,2.95,2.95,2.3,2.8,2.9,2.25,3.2,2.75,2.25,3,2.88,,,,2.1,3,3.2
F1,24/11/01,Sedan,Lorient,5,0,H,4,0,H,1.95,3.1,3.55,1.8,3,4,2.1,3,3.2,1.9,3,3.8,,,,1.8,3,4.2
F1,24/11/01,Troyes,Lens,1,1,D,0,1,A,2.35,3,2.8,2.3,2.8,2.9,2.5,3.2,2.5,2.38,3,2.7,,,,2.2,3,3
F1,25/11/01,Lille,Rennes,1,0,H,0,0,D,1.52,3.45,5.9,1.6,3.2,5,1.57,3.25,5.5,1.53,3.3,6,,,,1.57,3.3,5.5
F1,25/11/01,Lyon,Auxerre,3,0,H,2,0,H,1.78,3.1,4.3,1.75,3.2,4,2,3.2,3.2,1.73,3.1,4.5,,,,1.66,3.1,5
F1,25/11/01,Nantes,Paris SG,1,2,A,1,0,H,2.32,2.9,2.95,2.4,2.8,2.8,2.62,2.87,2.5,2.25,3,2.9,,,,2.25,2.8,3.1
F1,28/11/01,Bordeaux,Guingamp,2,0,H,1,0,H,1.58,3.35,5.45,1.6,3.2,5,1.57,3.25,5.5,1.53,3.3,6,1.57,3.25,5.5,1.61,3.3,5
F1,28/11/01,Lens,Bastia,7,0,H,3,0,H,1.5,3.45,6.25,1.5,3.5,5.4,1.5,3.4,6,1.5,3.3,6.5,1.44,3.5,7,1.5,3.3,6.5
F1,28/11/01,Lorient,Nantes,1,2,A,1,0,H,2.4,3,2.75,2.3,2.9,2.8,2.4,3,2.62,2.4,2.88,2.8,2.38,3,2.7,2.5,2.9,2.62
F1,28/11/01,Monaco,Lille,2,2,D,1,1,D,2.25,2.95,3,2.1,2.9,3.2,2.37,2.87,2.8,2.25,2.88,3,2.3,2.88,2.9,2.25,3,2.87
F1,28/11/01,Montpellier,Lyon,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,
F1,28/11/01,Rennes,Metz,0,0,D,0,0,D,1.72,3.15,4.6,1.75,3.2,4,1.8,3.2,4,1.8,3.1,4,1.73,3.1,4.5,1.66,3.1,5
F1,28/11/01,Sochaux,Auxerre,1,2,A,0,1,A,2.2,2.95,3.1,2.2,2.8,3.1,2.25,3,2.87,2.2,3,3,2.2,3,3,2.2,3,3
F1,28/11/01,Troyes,Sedan,1,1,D,1,1,D,1.62,3.3,5.1,1.7,3.2,4.2,1.61,3.25,5,1.57,3.4,5.25,1.62,3.25,5,1.57,3.5,5
F1,29/11/01,Paris SG,Marseille,0,0,D,0,0,D,1.75,3.1,4.5,1.8,3,4,1.61,3.25,5,1.73,3.1,4.5,1.73,3.1,4.5,1.72,3.1,4.5
F1,08/12/01,Auxerre,Monaco,2,0,H,0,0,D,1.72,3.25,4.4,1.75,3.2,4,1.8,3.2,4,1.67,3.3,4.6,1.73,3.2,4.33,1.66,3.1,5
F1,08/12/01,Bastia,Troyes,2,0,H,0,0,D,2.25,3.1,2.85,2.3,2.9,2.8,2.25,3.2,2.75,2.5,3,2.6,2.38,3,2.7,2.25,3,2.87
F1,08/12/01,Guingamp,Lens,1,0,H,0,0,D,2.75,2.9,2.45,2.6,2.8,2.6,2.6,3.2,2.37,2.7,3,2.38,2.8,2.88,2.38,2.7,3,2.37
F1,08/12/01,Marseille,Lorient,3,2,H,1,1,D,1.57,3.45,5.25,1.6,3.2,5,1.57,3.25,5.5,1.5,3.5,6,1.5,3.4,6,1.53,3.25,6
F1,08/12/01,Nantes,Montpellier,1,2,A,0,0,D,1.8,3.15,4.1,1.8,3,4,1.8,3.2,4,1.75,3.1,4.33,1.8,3.1,4,1.66,3.3,4.5
F1,08/12/01,Sedan,Rennes,0,0,D,0,0,D,1.95,3.1,3.55,1.8,3.1,3.8,2.1,3,3.2,1.91,3,3.75,2.1,3,3.2,1.9,3,3.75
F1,09/12/01,Lille,Sochaux,1,2,A,1,1,D,1.6,3.3,5.3,1.65,3.2,4.6,1.57,3.25,5.5,1.57,3.3,5.5,1.62,3.25,5,1.57,3.5,5
F1,09/12/01,Lyon,Bordeaux,1,0,H,0,0,D,1.85,3.1,3.95,1.85,3.1,3.6,1.83,3,4,1.8,3.1,4,1.83,3,4,1.8,3,4.2
F1,09/12/01,Metz,Paris SG,0,2,A,0,0,D,2.6,2.85,2.65,2.5,3,2.5,2.5,3.2,2.5,2.5,3,2.6,2.5,2.88,2.62,2.5,2.9,2.62
F1,18/12/01,Bordeaux,Marseille,0,0,D,0,0,D,1.75,3.2,4.3,1.75,3.1,4.2,1.67,3.25,4.5,1.73,3.1,4.5,1.73,3.1,4.5,1.72,3.1,4.5
F1,18/12/01,Lens,Nantes,3,0,H,0,0,D,1.6,3.4,5.1,1.7,3.2,4.2,1.57,3.25,5.5,1.57,3.4,5.2,1.57,3.4,5,1.57,3.5,5
