Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Tom McManus,COL,F,22,15,1307,5,2,44,22,1/2,11.4,50.0
Robbie Findley,RSL,F,29,15,1493,6,5,44,18,0/0,13.6,40.9
Davy Arnaud,KC,M,24,22,2019,7,3,44,17,0/0,15.9,38.6
Jeff Cunningham,DAL,F,27,18,1698,8,2,43,20,0/0,18.6,46.5
Taylor Twellman,NE,F,16,12,1211,8,2,42,22,0/0,19.0,52.4
Hérculez Gómez,COL,F,25,12,1238,3,3,42,14,0/0,7.1,33.3
Brad Davis,HOU,M,26,20,1800,3,8,42,16,0/0,7.1,38.1
Chris Rolfe,CHI,F,26,23,1960,9,8,42,24,0/0,21.4,57.1
Atiba Harris,CHV,D,28,23,2014,3,5,42,15,0/0,7.1,35.7
Justin Mapp,CHI,M,30,26,2229,2,8,42,21,0/0,4.8,50.0
Kenny Deuchar,RSL,F,29,18,1557,3,2,41,18,0/0,7.3,43.9
Andy Williams,RSL,M,26,16,1602,1,3,41,10,0/0,2.4,24.4
Amado Guevara,TOR,M,21,20,1819,4,4,41,19,0/1,9.8,46.3
Arturo Alvarez,HOU,M,28,21,1795,6,6,40,21,0/0,15.0,52.5
Adam Cristman,NE,F,18,16,1300,6,1,39,24,0/0,15.4,61.5
Brad Evans,SKC,D-M,26,18,1756,5,1,37,13,0/0,13.5,35.1
Christian Gomez,COL,M,20,17,1423,3,6,36,18,2/2,8.3,50.0
Jaime Moreno,DC,F,25,21,1861,10,10,36,19,4/5,27.8,52.8
Sacha Kljestan,ORL,M,22,21,1941,5,7,36,16,0/0,13.9,44.4
Dave van den Bergh,NY,M,26,25,2228,7,5,36,19,0/0,19.4,52.8
Stuart Holden,HOU,M,27,18,1652,3,4,35,15,0/1,8.6,42.9
Mike Magee,NY,M,26,18,1665,5,1,35,19,1/1,14.3,54.3
David Beckham,LA,M,25,25,2248,5,10,35,12,0/0,14.3,34.3
Justin Braun,CHV,F,24,12,1219,4,2,32,18,0/0,12.5,56.3
Marcelo Gallardo,DC,M,15,14,1161,4,3,31,17,0/0,12.9,54.8
Darren Huckerby,SJ,M,14,14,1211,6,4,31,14,0/0,19.4,45.2
Laurent Robert,TOR,M,17,16,1364,1,3,31,14,0/0,3.2,45.2
Brian McBride,CHI,F,11,10,932,5,2,30,12,0/0,16.7,40.0
Eddie Gaven,CLB,M,24,22,1848,3,2,30,12,0/0,10.0,40.0
Kheli Dube,NE,F,21,13,1252,4,4,29,13,0/0,13.8,44.8
Ryan Johnson,SJ,F,28,13,1535,5,1,29,19,0/0,17.2,65.5
Mauricio Castro,NE,M,24,22,1584,0,3,29,20,0/0,0.0,69.0
Fred,DC,M,23,20,1690,2,4,29,12,0/0,6.9,41.4
Ramiro Corrales,SJ,M,22,22,1895,2,2,29,7,0/0,6.9,24.1
Rohan Ricketts,TOR,M,27,26,2139,4,4,29,19,0/1,13.8,65.5
Dominic Oduro,MTL,M,25,9,992,5,2,28,16,0/0,17.9,57.1
Dane Richards,NY,M,23,18,1553,3,6,28,11,0/0,10.7,39.3
Sainey Nyassi,NE,M,25,18,1661,2,1,28,13,0/0,7.1,46.4
Shalrie Joseph,NE,M,27,27,2384,1,1,27,12,0/1,3.7,44.4
Khano Smith,NE,M,23,18,1515,2,3,26,10,0/0,7.7,38.5
Fabian Espindola,RSL,F,12,8,642,5,0,25,17,0/0,20.0,68.0
Dema Kovalenko,RSL,M,22,19,1668,1,2,25,5,1/1,4.0,20.0
Seth Stammler,NY,M-D,26,26,2195,1,4,25,9,0/0,4.0,36.0
Ricardo Clark,CLB,M,25,25,2205,2,1,25,9,0/0,8.0,36.0
Sasha Victorine,CHV,M,21,16,1466,3,1,24,11,0/0,12.5,45.8
John Thorrington,CHI,M,23,21,1881,5,1,24,11,0/0,20.8,45.8
Nick LaBrocca,COL,M,30,28,2396,2,0,24,11,0/0,8.3,45.8
Jeff Larentowicz,ATL,M,28,28,2437,4,2,24,12,0/0,16.7,50.0
Clyde Simms,DC,M,30,30,2697,2,2,24,11,0/0,8.3,45.8
Alecko Eskandarian,CHV,F,11,8,656,5,2,23,15,0/0,21.7,65.2
Chad Marshall,SEA,D,29,29,2485,4,2,23,7,0/0,17.4,30.4
Terry Cooke,COL,M,24,18,1698,1,12,22,8,0/1,4.5,36.4
Frankie Hejduk,CLB,D,24,24,2135,1,4,22,11,0/0,4.5,50.0
Abe Thompson,DAL,F,21,11,972,3,2,21,10,0/0,14.3,47.6
Juan Toja,DAL,M,16,15,1283,2,2,21,13,0/0,9.5,61.9
Steve Ralston,NE,M,21,20,1715,8,7,21,13,1/1,38.1,61.9
Mehdi Ballouchy,COL,M,19,12,1200,1,4,20,5,0/0,5.0,25.0
Danny Dichio,TOR,F,23,17,1445,5,3,20,10,0/0,25.0,50.0
Chris Klein,LA,M,30,30,2685,1,7,19,6,0/0,5.3,31.6
John Wolyniec,NY,F,19,5,726,0,1,18,6,0/0,0.0,33.3
Facundo Erpen,COL,D,23,21,1854,1,1,18,4,0/0,5.6,22.2
Brian Mullan,HOU,D,30,28,2343,3,5,18,8,0/0,16.7,44.4
Drew Moor,TOR,D,27,27,2430,2,1,18,5,0/0,11.1,27.8
Jim Brennan,TOR,D,28,27,2462,1,3,18,7,0/0,5.6,38.9
Will Johnson,ORL,M,9,9,810,2,0,17,10,0/0,11.8,58.8
Josh Wolff,KC,F,12,11,949,3,3,17,6,0/0,17.6,35.3
Maurice Edu,TOR,M,13,12,1104,1,1,17,5,0/0,5.9,29.4
Paulo Nagamura,CHV,M,24,24,2062,2,3,17,7,0/0,11.8,41.2
Kevin Goldthwaite,NY,D,28,28,2438,2,2,17,6,0/0,11.8,35.3
Brian Carroll,CLB,M,30,30,2692,1,2,17,3,0/0,5.9,17.6
Danleigh Borman,NY,D,15,7,721,2,0,16,5,0/0,12.5,31.3
Roger Espinoza,SKC,M,22,12,1169,1,3,16,6,0/0,6.3,37.5
Kurt Morsink,KC,M,21,13,1215,0,3,16,6,0/0,0.0,37.5
Gonzalo Segares,CHI,D,23,23,2013,2,2,16,7,0/0,12.5,43.8
Ivan Guerrero,DC,M,27,26,2163,1,4,16,6,0/0,6.3,37.5
Jimmy Conrad,KC,D,30,30,2700,6,0,16,7,0/0,37.5,43.8
Adam Moffat,CLB,M,7,6,513,2,0,15,4,0/0,13.3,26.7
Andy Herron,CHI,F,17,4,529,0,0,15,5,0/0,0.0,33.3
Jacob Peterson,COL,F,17,10,762,1,0,15,5,0/0,6.7,33.3
Ely Allen,LA,F-M,12,11,848,1,1,15,8,0/0,6.7,53.3
Jesse Marsch,CHV,M,25,24,2138,4,0,15,6,0/0,26.7,40.0
Francisco Mendoza,CHV,M,28,28,2434,0,4,15,4,0/0,0.0,26.7
Bobby Boswell,HOU,D,29,29,2610,1,1,15,3,0/0,6.7,20.0
Jay Heaps,NE,D,30,30,2700,0,1,15,4,0/0,0.0,26.7
Tomasz Frankowski,CHI,F,17,7,628,2,2,14,11,0/0,14.3,78.6
Jarrod Smith,TOR,F,20,6,728,1,0,14,6,0/0,7.1,42.9
Emmanuel Ekpo,CLB,M,17,7,742,2,1,14,7,0/0,14.3,50.0
Carlos Marinelli,KC,M,15,7,778,0,3,14,5,0/0,0.0,35.7
Abdoulie Mansally,NE,D,17,11,979,3,1,14,8,0/0,21.4,57.1
Ned Grabavoy,SJ,M,24,21,1709,0,4,14,2,0/0,0.0,14.3
Marcelo Saragosa,DAL,M,25,23,1809,1,2,14,4,0/0,7.1,28.6
Abdus Ibrahim,DAL,F,12,4,486,2,0,13,6,0/0,15.4,46.2
Franco Caraccio,HOU,F,10,8,602,2,1,13,6,0/0,15.4,46.2
Jozy Altidore,TOR,F,8,7,665,3,1,13,8,0/0,23.1,61.5
Jorge Rojas,NY,M,11,9,825,0,5,13,5,0/0,0.0,38.5
Kelly Gray,COL,D-M,15,8,842,0,0,13,3,0/0,0.0,23.1
Corey Ashe,HOU,M,22,8,847,1,1,13,6,0/0,7.7,46.2
Stephen King,CHI,M,20,8,854,2,1,13,7,0/0,15.4,53.8
Geoff Cameron,HOU,D,23,8,921,1,2,13,5,0/0,7.7,38.5
Mike Randolph,LA,D,20,15,1468,0,3,13,6,0/0,0.0,46.2
Marc Burch,MIN,D,28,21,1817,0,3,13,5,0/0,0.0,38.5
Bryan Namoff,DC,D,27,27,2398,1,0,13,4,0/0,7.7,30.8
Nat Borchers,RSL,D,29,29,2610,0,1,13,1,0/0,0.0,7.7
Shea Salinas,SJ,M,23,2,544,2,0,12,6,1/1,16.7,50.0
Maykel Galindo,CHV,F,10,5,549,1,2,12,6,0/0,8.3,50.0
Clint Mathis,RSL,M,11,6,590,0,0,12,3,0/0,0.0,25.0
Sinisa Ubiparipovic,NY,F-M,16,9,821,1,2,12,7,0/0,8.3,58.3
Brandon McDonald,LA,D,16,10,1036,1,1,12,5,0/0,8.3,41.7
Carey Talley,CHV,D,20,18,1605,2,2,12,6,1/1,16.7,50.0
Jeff Parke,NY,D,24,23,2025,0,0,12,3,0/0,0.0,25.0
Sean Franklin,VAN,D,27,26,2385,0,1,12,2,0/0,0.0,16.7
Jason Garey,CLB,F,10,0,128,3,0,11,7,0/0,27.3,63.6
Eddie Lewis,LA,M,8,8,711,1,2,11,8,0/0,9.1,72.7
Devon McTavish,DC,D,26,25,2223,1,4,11,5,0/0,9.1,45.5
John Cunliffe,SJ,F,12,4,389,2,0,10,3,0/0,20.0,30.0
Thabiso Khumalo,DC,F,7,6,468,1,1,10,2,0/0,10.0,20.0
Oscar Echeverry,NY,F,9,7,581,0,0,10,4,0/0,0.0,40.0
Carlos Ruiz,LA,F,15,6,671,1,0,10,6,0/0,10.0,60.0
Ivan Trujillo,KC,F,17,8,700,1,0,10,7,0/0,10.0,70.0
Jose Burciaga Jr.,COL,D,12,9,818,1,1,10,5,0/0,10.0,50.0
Bruno Guarda,DAL,M,12,9,822,1,1,10,6,0/0,10.0,60.0
Nate Jaqua,HOU,F,14,11,901,4,4,10,6,0/0,40.0,60.0
Jonathan Bornstein,CHV,D,21,19,1679,2,2,10,6,0/0,20.0,60.0
Jámison Olave,RSL,D,23,23,2006,2,0,10,4,0/0,20.0,40.0
Pablo Ricchetti,DAL,D-M,27,25,2252,0,3,10,2,0/0,0.0,20.0
Brandon Prideaux,CHI,D,27,27,2254,0,1,10,1,0/0,0.0,10.0
Chris Albright,NE,D,26,26,2340,0,0,10,2,0/0,0.0,20.0
Chris Wingert,RSL,D,29,29,2589,0,3,10,5,0/0,0.0,50.0
Marco Pappa,CHI,M,6,3,217,0,0,9,4,0/0,0.0,44.4
Calen Carr,CHI,F,9,2,274,2,0,9,4,0/0,22.2,44.4
Francis Doe,DC,F,12,4,435,2,0,9,7,0/0,22.2,77.8
Pat Noonan,CLB,F,11,6,531,1,2,9,4,0/0,11.1,44.4
Wells Thompson,NE,D,19,8,786,0,1,9,1,0/0,0.0,11.1
Andy Iro,CLB,D,18,11,1079,1,0,9,3,0/0,11.1,33.3
Craig Waibel,HOU,D,14,14,1245,0,3,9,3,0/0,0.0,33.3
Alvaro Pires,LA,M,19,16,1253,1,1,9,3,0/0,11.1,33.3
Pablo Mastroeni,COL,M,25,23,2004,0,0,9,1,0/0,0.0,11.1
Gonzalo Martinez,DC,D,26,22,2102,1,2,9,2,0/0,11.1,22.2
Marvell Wynne,TOR,D,24,24,2115,2,2,9,5,0/0,22.2,55.6
Steven Lenhart,CLB,F,10,3,278,4,0,8,5,0/0,50.0,62.5
Luke Sassano,NY,D,18,11,954,0,0,8,1,0/0,0.0,12.5
Francisco Lima,SJ,M,14,13,1183,0,2,8,2,0/0,0.0,25.0
Gino Padula,CLB,D,14,14,1227,0,0,8,1,0/0,0.0,12.5
Eddie Robinson,HOU,D,20,19,1570,0,0,8,4,0/0,0.0,50.0
Adrian Serioux,DAL,D,24,24,1926,0,4,8,0,0/0,0.0,0.0
Carl Robinson,TOR,M,27,27,2426,1,1,8,3,0/0,12.5,37.5
Ryan Cordeiro,DC,M,8,1,207,0,1,7,2,0/0,0.0,28.6
Claudio Reyna,NY,M,6,6,461,0,0,7,1,0/0,0.0,14.3
Bobby Rhine,DAL,M,7,6,472,0,1,7,2,0/0,0.0,28.6
Rod Dyachenko,DC,M,19,5,776,0,3,7,5,0/0,0.0,71.4
Peter Vagenas,LA,M,14,11,933,1,3,7,1,0/0,14.3,14.3
Kevin Harmse,TOR,M,16,13,1077,0,0,7,2,0/0,0.0,28.6
Jim Curtin,CHV,D,18,15,1382,1,0,7,4,0/0,14.3,57.1
Shavar Thomas,CHV,D,19,18,1553,0,0,7,2,0/0,0.0,28.6
Bobby Burling,CHV,D,20,18,1659,0,0,7,1,0/0,0.0,14.3
Wilman Conde,CHI,D,22,19,1750,1,1,7,1,0/0,14.3,14.3
Greg Vanney,LA,D,25,24,2050,0,1,7,3,0/0,0.0,42.9
James Riley,SJ,D,24,23,2055,0,2,7,4,0/0,0.0,57.1
Ricardinho,DAL,F,7,1,137,0,1,6,3,0/0,0.0,50.0
Tino Nunez,RSL,F,9,2,263,1,0,6,3,0/0,16.7,50.0
Gavin Glinton,SJ,F,6,4,287,0,0,6,3,0/0,0.0,50.0
Johann Smith,TOR,M,10,3,371,0,1,6,3,0/0,0.0,50.0
Kevin Souter,KC,M,7,4,417,1,0,6,2,0/0,16.7,33.3
Daniel Paladini,CHV,M,8,5,458,1,0,6,3,0/0,16.7,50.0
Ryan Pore,KC,M,14,5,485,0,1,6,3,0/0,0.0,50.0
Robbie Russell,RSL,D,11,7,683,0,0,6,2,0/0,0.0,33.3
Joe Vide,DC,M,13,9,864,1,0,6,1,0/0,16.7,16.7
Joe Franchino,LA,M,16,10,887,0,0,6,0,0/0,0.0,0.0
Juan Pietravallo,NY,M,13,12,889,0,1,6,2,0/0,0.0,33.3
Julius James,TOR,D,13,10,899,1,0,6,1,0/0,16.7,16.7
Aaron Pitchkolan,DAL,D,21,15,1345,1,0,6,4,0/0,16.7,66.7
Gonzalo Peralta,DC,D,18,17,1514,1,0,6,3,0/0,16.7,50.0
Marco Velez,TOR,D,23,23,1973,2,0,6,4,0/0,33.3,66.7
Blake Wagner,DAL,D-M,24,23,2068,0,0,6,0,0/0,0.0,0.0
Raphael Wicky,CHV,M,5,1,138,0,1,5,2,0/0,0.0,40.0
Roberto Nurse,PAN,F,5,2,241,0,0,5,3,0/0,0.0,60.0
Macoumba Kandji,NY,F,5,2,270,1,2,5,3,0/0,20.0,60.0
Mike Banner,CHI,M,11,2,288,0,0,5,4,0/0,0.0,80.0
Michael Dello-Russo,DAL,D-M,8,1,288,0,0,5,2,0/0,0.0,40.0
Tyler Rosenlund,TOR,M,8,3,347,1,0,5,4,0/0,20.0,80.0
Bryan Jordan,LA,D,8,4,366,1,1,5,4,0/0,20.0,80.0
Chance Myers,KC,D,10,7,681,0,0,5,2,0/0,0.0,40.0
Ezra Hendrickson,CLB,D,13,7,688,0,0,5,3,0/0,0.0,60.0
John DiRaimondo,COL,M,11,8,714,1,0,5,1,0/0,20.0,20.0
Cory Gibbs,COL,D,9,9,810,1,0,5,2,0/0,20.0,40.0
Claudio Suarez,CHV,D,14,13,1080,0,0,5,3,0/0,0.0,60.0
Kerry Zavagnin,KC,M,17,13,1116,0,1,5,1,0/0,0.0,20.0
Andrew Boyens,NY,D,19,16,1506,0,0,5,0,0/0,0.0,0.0
Duilio Davino,DAL,D,23,22,1958,0,1,5,2,0/0,0.0,40.0
Richard Mulrooney,HOU,M,23,22,2025,0,4,5,2,0/0,0.0,40.0
Logan Pause,CHI,M,27,27,2430,0,0,5,1,0/0,0.0,20.0
Jason Hernandez,SJ,D,28,28,2451,0,1,5,1,0/0,0.0,20.0
Bakary Soumare,CHI,D,28,28,2514,0,1,5,3,0/0,0.0,60.0
Michael Harrington,KC,D,30,30,2597,2,2,5,4,0/0,40.0,80.0
Matthew Mbuta,NY,M,2,1,86,1,0,4,2,0/0,25.0,50.0
Dejair,CHV,M,3,1,128,1,1,4,2,0/0,25.0,50.0
Patrick Nyarko,CHI,F-M,9,2,159,1,0,4,3,0/0,25.0,75.0
Victor Sikora,DAL,M,5,4,274,1,0,4,1,0/0,25.0,25.0
Nana Attakora,TOR,D,5,3,318,0,0,4,1,0/0,0.0,25.0
Eric Avila,DAL,M,14,3,508,0,2,4,1,0/0,0.0,25.0
Jorge Villafaña,USA,D-M,11,6,590,3,0,4,3,0/0,75.0,75.0
Mike Petke,COL,D,11,10,831,2,0,4,2,0/0,50.0,50.0
Tony Beltran,RSL,D,15,10,936,0,1,4,0,0/0,0.0,0.0
Jonathan Leathers,KC,D,15,12,1093,0,0,4,1,0/0,0.0,25.0
Michael Parkhurst,ATL,D,28,28,2520,0,1,4,0,0/0,0.0,0.0
Kyle Brown,HOU,F,4,1,123,0,0,3,0,0/0,0.0,0.0
Eloy Colombano,KC,M-F,7,1,131,0,0,3,0,0/0,0.0,0.0
Quavas Kirk,DC,F,10,1,135,1,0,3,1,0/0,33.3,33.3
Matias Cordoba,RSL,M,7,2,173,0,0,3,0,0/0,0.0,0.0
Franco Niell,DC,F,7,3,279,0,1,3,0,0/0,0.0,0.0
Kenny Cutler,RSL,M,11,5,454,0,0,3,1,0/0,0.0,33.3
Matias Mantilla,RSL,D,7,6,554,0,0,3,1,0/0,0.0,33.3
Ante Jazic,LA,D,15,14,1172,0,3,3,2,0/0,0.0,66.7
Troy Roberts,LA,D,17,14,1316,0,0,3,1,0/0,0.0,33.3
Tyson Wahl,KC,D,16,16,1327,0,0,3,2,0/0,0.0,66.7
Ian Joy,RSL,D,19,18,1377,0,0,3,1,0/0,0.0,33.3
Ryan Cochrane,SJ,D,19,17,1535,2,1,3,2,0/0,66.7,66.7
Hunter Freeman,NY,D,21,17,1559,0,1,3,0,0/0,0.0,0.0
Eric Denton,SJ,D,26,26,2209,0,2,3,1,0/0,0.0,33.3
Chris Megaloudis,NY,F,1,0,35,0,0,2,2,0/0,0.0,100.0
Davide Somma,SJ,F,3,0,47,0,0,2,0,0/0,0.0,0.0
Peguero Jean Philippe,SJ,F,3,1,122,0,0,2,0,0/0,0.0,0.0
Chris Wondolowski,SJ,F,8,1,125,0,0,2,0,0/0,0.0,0.0
Duncan Oughton,CLB,D,5,1,174,0,0,2,1,0/0,0.0,50.0
Kraig Chiles,CHV,M,5,2,195,0,1,2,1,0/0,0.0,50.0
Jed Zayner,CLB,D,6,2,200,0,0,2,1,0/0,0.0,50.0
Greg Janicki,DC,D,3,3,216,0,0,2,0,0/0,0.0,0.0
Daniel Woolard,CHI,D,8,2,251,1,0,2,2,0/0,50.0,100.0
Keith Savage,CHV,M,6,3,295,0,1,2,2,0/0,0.0,100.0
Alex Zotinca,CHV,D,4,4,337,0,0,2,2,0/0,0.0,100.0
Todd Dunivant,TOR,D,9,5,412,0,0,2,1,0/0,0.0,50.0
Gabriel Badilla,NE,D,6,5,423,0,0,2,1,0/0,0.0,50.0
Domenic Mediate,DC,M,8,4,437,0,0,2,1,0/0,0.0,50.0
Stefani Miglioranzi,CLB,M,14,7,471,0,1,2,0,0/0,0.0,0.0
Diego Jimenez,NY,D,6,6,520,0,1,2,1,0/0,0.0,50.0
Stephen Keel,COL,D,6,6,540,0,0,2,0,0/0,0.0,0.0
Amaechi Igwe,NE,D,11,6,568,0,0,2,0,0/0,0.0,0.0
Dax McCarty,CHI,M,17,8,821,0,2,2,2,0/0,0.0,100.0
Carlos Mendes,NY,D,17,10,964,0,0,2,1,0/0,0.0,50.0
Jordan Harvey,LAFC,D,15,13,1180,0,1,2,0,0/0,0.0,0.0
Kosuke Kimura,COL,D,18,17,1438,0,0,2,0,0/0,0.0,0.0
Ugo Ihemelu,COL,D,18,16,1493,0,0,2,0,0/0,0.0,0.0
Diego Gutierrez,CHI,D,20,19,1660,0,1,2,1,0/0,0.0,50.0
Tyrone Marshall,TOR,D,24,23,2019,0,0,2,0,0/0,0.0,0.0
Wade Barrett,HOU,D,26,26,2328,0,0,2,1,0/0,0.0,50.0
Danny O'Rourke,CLB,D,28,28,2452,0,4,2,0,0/0,0.0,0.0
Gabe Gala,TOR,M,1,0,12,0,0,1,1,0/0,0.0,100.0
Nelson Pizarro,KC,M,3,0,40,0,0,1,0,0/0,0.0,0.0
Chase Wileman,DAL,M,2,0,47,0,1,1,0,0/0,0.0,0.0
Anthony Hamilton,CHV,F,5,0,47,0,0,1,0,0/0,0.0,0.0
Argenis Fernandez,NE,F,2,0,61,0,0,1,1,0/0,0.0,100.0
Dan Stratford,DC,M,5,1,81,0,0,1,0,0/0,0.0,0.0
Tim Regan,TOR,D,1,1,90,0,0,1,0,0/0,0.0,0.0
Collin Samuel,TOR,F,1,1,90,0,0,1,1,0/1,0.0,100.0
Nicolas Hernandez,CLB,F,5,1,110,0,0,1,0,0/0,0.0,0.0
Jovan Kirovski,COL,M-F,9,1,154,0,0,1,0,0/0,0.0,0.0
Craig Thompson,DC,M,6,2,241,0,0,1,1,0/0,0.0,100.0
Eric Ebert,CHV,D,7,2,256,0,0,1,0,0/0,0.0,0.0
Ryan Junge,CLB,D,5,3,283,0,0,1,0,0/0,0.0,0.0
Josh Tudela,LA,M,6,3,346,0,1,1,0,0/0,0.0,0.0
Lawson Vaughn,CHV,D,7,7,436,0,0,1,0,0/0,0.0,0.0
Pat Phelan,NE,M-D,11,5,467,0,0,1,1,0/0,0.0,100.0
Gabriel Cichero,NY,D,8,8,631,0,0,1,1,0/0,0.0,100.0
Abel Xavier,LA,D,10,9,854,0,1,1,1,0/0,0.0,100.0
Patrick Ianni,HOU,D-M,17,10,1010,0,1,1,0,0/0,0.0,0.0
Aaron Hohlbein,KC,D,14,14,1158,0,1,1,0,0/0,0.0,0.0
Chris Leitch,NY,D,17,14,1259,0,2,1,0,0/0,0.0,0.0
Jeff Curtin,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ibrahim Koroma,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan McMahen,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Guy-Roland Kpene,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Burns,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Tim Ward,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeff Carroll,DC,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Justin Moose,DC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Kraus,KC,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Nico Colaluca,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Dan Gargan,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Daniels,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Alex Yi,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
David Wagenfuhr,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mike Chabala,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
John Michael Hayden,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Erik Ustruck,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Nick Hatzke,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Nikolas Besagno,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Mesa,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
John Gilkerson,NY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Eric Brunner,NY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeff Rowland,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Joey Melo,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bruno Menezes,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Stephen Wondolowski,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Johnny Alcaraz,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Scott Campbell,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brian Grazier,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Leonard Griffin,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan Miller,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
George Josten,CLB,F-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeremy Barlow,DC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Peter Lowry,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kai Kasiguran,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Alex Nimo,RSL,F-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brennan Tennelle,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Reiman,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Guilherme So,CLB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jay Ayres,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Rob Valentino,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Spencer Wadsworth,DAL,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Sam Brill,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Amir Lowery,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Rauwshan McKenzie,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
