Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Eric Denton,SJ,D,26,26,2209,0,2,3,1,23,13,2,5,0
Logan Pause,CHI,M,27,27,2430,0,0,5,1,23,30,0,1,0
Francisco Mendoza,CHV,M,28,28,2434,0,4,15,4,23,44,1,2,1
Chris Wingert,RSL,D,29,29,2589,0,3,10,5,23,14,0,4,1
Jay Heaps,NE,D,30,30,2700,0,1,15,4,23,27,0,5,0
Abdoulie Mansally,NE,D,17,11,979,3,1,14,8,22,26,9,1,0
Maurice Edu,TOR,M,13,12,1104,1,1,17,5,22,21,2,5,0
Tyson Wahl,KC,D,16,16,1327,0,0,3,2,22,6,0,1,0
Jonathan Bornstein,CHV,D,21,19,1679,2,2,10,6,22,15,3,3,0
Adrian Serioux,DAL,D,24,24,1926,0,4,8,0,22,35,0,3,1
Blake Wagner,DAL,D-M,24,23,2068,0,0,6,0,22,29,1,2,0
Sean Franklin,VAN,D,27,26,2385,0,1,12,2,22,15,0,3,0
Carlos Marinelli,KC,M,15,7,778,0,3,14,5,21,7,1,4,0
Joe Vide,DC,M,13,9,864,1,0,6,1,21,7,0,1,0
Juan Pietravallo,NY,M,13,12,889,0,1,6,2,21,12,0,3,1
Ned Grabavoy,SJ,M,24,21,1709,0,4,14,2,21,18,0,2,0
Brad Davis,HOU,M,26,20,1800,3,8,42,16,21,45,4,2,0
Facundo Erpen,COL,D,23,21,1854,1,1,18,4,21,16,0,2,1
Chad Barrett,CHI,F,29,27,2172,9,7,66,32,21,20,23,2,0
Kelly Gray,COL,D-M,15,8,842,0,0,13,3,20,7,0,5,0
Carlos Mendes,NY,D,17,10,964,0,0,2,1,20,5,0,2,0
Bobby Burling,CHV,D,20,18,1659,0,0,7,1,20,12,1,3,0
Luciano Emilio,DC,F,27,25,2141,11,5,76,39,20,38,10,3,0
Brandon McDonald,LA,D,16,10,1036,1,1,12,5,19,11,3,4,0
Mike Randolph,LA,D,20,15,1468,0,3,13,6,19,19,2,2,0
Omar Cummings,COL,F,26,17,1629,6,4,56,27,19,39,12,1,0
Diego Gutierrez,CHI,D,20,19,1660,0,1,2,1,19,25,0,7,0
Santino Quaranta,DC,M-F,27,23,1963,5,4,45,13,19,45,7,7,0
Scott Sealy,KC,F,27,24,2021,5,3,45,23,19,34,35,0,0
Richard Mulrooney,HOU,M,23,22,2025,0,4,5,2,19,19,1,3,0
Jozy Altidore,TOR,F,8,7,665,3,1,13,8,18,15,4,0,0
Joe Franchino,LA,M,16,10,887,0,0,6,0,18,12,1,2,0
Nate Jaqua,HOU,F,14,11,901,4,4,10,6,18,7,3,2,0
Andy Iro,CLB,D,18,11,1079,1,0,9,3,18,8,1,4,0
Claudio Suarez,CHV,D,14,13,1080,0,0,5,3,18,4,0,1,1
Hérculez Gómez,COL,F,25,12,1238,3,3,42,14,18,41,6,1,0
Chris Rolfe,CHI,F,26,23,1960,9,8,42,24,18,21,8,1,0
Landon Donovan,LA,M-F,25,23,2136,20,9,65,40,18,39,15,4,0
Wade Barrett,HOU,D,26,26,2328,0,0,2,1,18,10,0,3,0
Jim Brennan,TOR,D,28,27,2462,1,3,18,7,18,8,5,5,0
Wells Thompson,NE,D,19,8,786,0,1,9,1,17,20,1,3,0
Bruno Guarda,DAL,M,12,9,822,1,1,10,6,17,21,4,2,0
Kerry Zavagnin,KC,M,17,13,1116,0,1,5,1,17,18,0,4,0
Tom McManus,COL,F,22,15,1307,5,2,44,22,17,15,16,2,1
Troy Roberts,LA,D,17,14,1316,0,0,3,1,17,9,0,2,0
Arturo Alvarez,HOU,M,28,21,1795,6,6,40,21,17,24,13,2,0
Jaime Moreno,DC,F,25,21,1861,10,10,36,19,17,46,7,3,1
Marvell Wynne,TOR,D,24,24,2115,2,2,9,5,17,14,3,1,0
Chris Albright,NE,D,26,26,2340,0,0,10,2,17,19,0,3,0
Drew Moor,TOR,D,27,27,2430,2,1,18,5,17,29,0,5,0
Cory Gibbs,COL,D,9,9,810,1,0,5,2,16,8,0,3,0
Jordan Harvey,LAFC,D,15,13,1180,0,1,2,0,16,7,0,2,0
Kosuke Kimura,COL,D,18,17,1438,0,0,2,0,16,7,0,2,0
Sasha Victorine,CHV,M,21,16,1466,3,1,24,11,16,23,2,3,0
Robbie Findley,RSL,F,29,15,1493,6,5,44,18,16,27,13,2,0
Mauricio Castro,NE,M,24,22,1584,0,3,29,20,16,30,5,1,1
Tyrone Marshall,TOR,D,24,23,2019,0,0,2,0,16,15,0,4,0
Dave van den Bergh,NY,M,26,25,2228,7,5,36,19,16,23,1,3,1
Geoff Cameron,HOU,D,23,8,921,1,2,13,5,15,12,5,3,0
Roger Espinoza,SKC,M,22,12,1169,1,3,16,6,15,21,6,3,2
Ante Jazic,LA,D,15,14,1172,0,3,3,2,15,8,2,1,0
Christian Gomez,COL,M,20,17,1423,3,6,36,18,15,30,7,2,0
Ivan Guerrero,DC,M,27,26,2163,1,4,16,6,15,27,5,2,0
Steven Lenhart,CLB,F,10,3,278,4,0,8,5,14,6,3,0,1
Amaechi Igwe,NE,D,11,6,568,0,0,2,0,14,9,0,5,0
Jorge Villafaña,USA,D-M,11,6,590,3,0,4,3,14,11,3,0,0
Gabriel Cichero,NY,D,8,8,631,0,0,1,1,14,8,0,3,1
Eddie Lewis,LA,M,8,8,711,1,2,11,8,14,9,4,2,0
Peter Vagenas,LA,M,14,11,933,1,3,7,1,14,19,0,3,0
Abe Thompson,DAL,F,21,11,972,3,2,21,10,14,6,11,1,0
Patrick Ianni,HOU,D-M,17,10,1010,0,1,1,0,14,9,0,2,0
Darren Huckerby,SJ,M,14,14,1211,6,4,31,14,14,16,22,1,0
Gino Padula,CLB,D,14,14,1227,0,0,8,1,14,9,0,2,0
Craig Waibel,HOU,D,14,14,1245,0,3,9,3,14,4,1,1,0
Duilio Davino,DAL,D,23,22,1958,0,1,5,2,14,6,0,3,0
David Beckham,LA,M,25,25,2248,5,10,35,12,14,37,4,6,0
Oscar Echeverry,NY,F,9,7,581,0,0,10,4,13,13,6,1,0
Ivan Trujillo,KC,F,17,8,700,1,0,10,7,13,9,10,2,0
John DiRaimondo,COL,M,11,8,714,1,0,5,1,13,6,0,2,0
Abel Xavier,LA,D,10,9,854,0,1,1,1,13,3,0,2,1
Josh Wolff,KC,F,12,11,949,3,3,17,6,13,11,15,1,0
Kevin Harmse,TOR,M,16,13,1077,0,0,7,2,13,10,0,4,1
Steve Ralston,NE,M,21,20,1715,8,7,21,13,13,16,2,2,0
Justin Mapp,CHI,M,30,26,2229,2,8,42,21,13,40,7,1,0
Daniel Paladini,CHV,M,8,5,458,1,0,6,3,12,6,1,4,0
John Wolyniec,NY,F,19,5,726,0,1,18,6,12,13,8,1,0
Corey Ashe,HOU,M,22,8,847,1,1,13,6,12,15,6,1,0
Julius James,TOR,D,13,10,899,1,0,6,1,12,5,1,0,0
Marcelo Gallardo,DC,M,15,14,1161,4,3,31,17,12,43,3,3,1
Mehdi Ballouchy,COL,M,19,12,1200,1,4,20,5,12,20,4,1,0
Chris Leitch,NY,D,17,14,1259,0,2,1,0,12,6,0,2,0
Aaron Pitchkolan,DAL,D,21,15,1345,1,0,6,4,12,8,1,3,1
Brad Evans,SKC,D-M,26,18,1756,5,1,37,13,12,13,2,3,1
Bryan Jordan,LA,D,8,4,366,1,1,5,4,11,5,2,1,0
Fabian Espindola,RSL,F,12,8,642,5,0,25,17,11,10,6,1,0
Tony Beltran,RSL,D,15,10,936,0,1,4,0,11,10,0,1,0
Luke Sassano,NY,D,18,11,954,0,0,8,1,11,13,1,2,0
Yura Movsisyan,RSL,F,22,13,1229,7,1,69,33,11,20,13,0,0
Eddie Gaven,CLB,M,24,22,1848,3,2,30,12,11,43,7,2,0
Cuauhtemoc Blanco,CHI,M,27,27,2398,7,11,46,26,11,76,11,6,0
Tino Nunez,RSL,F,9,2,263,1,0,6,3,10,3,2,0,0
Mike Banner,CHI,M,11,2,288,0,0,5,4,10,2,0,0,0
John Cunliffe,SJ,F,12,4,389,2,0,10,3,10,8,2,1,0
Adam Moffat,CLB,M,7,6,513,2,0,15,4,10,1,1,3,0
Maykel Galindo,CHV,F,10,5,549,1,2,12,6,10,10,11,3,0
Franco Caraccio,HOU,F,10,8,602,2,1,13,6,10,6,6,1,0
Ezra Hendrickson,CLB,D,13,7,688,0,0,5,3,10,1,0,3,0
Emmanuel Ekpo,CLB,M,17,7,742,2,1,14,7,10,6,2,1,0
Will Johnson,ORL,M,9,9,810,2,0,17,10,10,13,0,2,0
Brian McBride,CHI,F,11,10,932,5,2,30,12,10,19,6,0,0
Francisco Lima,SJ,M,14,13,1183,0,2,8,2,10,18,0,2,0
Jeff Cunningham,DAL,F,27,18,1698,8,2,43,20,10,21,39,4,0
Claudio Lopez,KC,F,28,25,2265,6,7,67,23,10,14,24,3,0
Dominic Oduro,MTL,M,25,9,992,5,2,28,16,9,18,7,0,0
Michael Parkhurst,ATL,D,28,28,2520,0,1,4,0,9,9,0,0,0
Eric Avila,DAL,M,14,3,508,0,2,4,1,8,10,0,1,0
Shea Salinas,SJ,M,23,2,544,2,0,12,6,8,10,2,1,0
Matias Mantilla,RSL,D,7,6,554,0,0,3,1,8,1,0,0,0
Alecko Eskandarian,CHV,F,11,8,656,5,2,23,15,8,13,7,1,1
Carlos Ruiz,LA,F,15,6,671,1,0,10,6,8,12,11,0,0
Jorge Rojas,NY,M,11,9,825,0,5,13,5,8,12,3,2,0
Jonathan Leathers,KC,D,15,12,1093,0,0,4,1,8,9,0,1,0
Laurent Robert,TOR,M,17,16,1364,1,3,31,14,8,20,1,4,1
Jovan Kirovski,COL,M-F,9,1,154,0,0,1,0,7,0,2,1,0
Josh Tudela,LA,M,6,3,346,0,1,1,0,7,5,0,2,0
Gabriel Badilla,NE,D,6,5,423,0,0,2,1,7,6,0,1,1
Francis Doe,DC,F,12,4,435,2,0,9,7,7,3,14,0,0
Domenic Mediate,DC,M,8,4,437,0,0,2,1,7,2,1,2,0
Bobby Rhine,DAL,M,7,6,472,0,1,7,2,7,10,0,2,1
Abdus Ibrahim,DAL,F,12,4,486,2,0,13,6,7,10,12,3,0
Clint Mathis,RSL,M,11,6,590,0,0,12,3,7,1,0,2,0
Jose Burciaga Jr.,COL,D,12,9,818,1,1,10,5,7,8,0,0,0
Mike Petke,COL,D,11,10,831,2,0,4,2,7,5,0,2,0
Taylor Twellman,NE,F,16,12,1211,8,2,42,22,7,26,6,0,0
Ricardinho,DAL,F,7,1,137,0,1,6,3,6,7,1,0,0
Alex Zotinca,CHV,D,4,4,337,0,0,2,2,6,0,0,0,0
Kevin Souter,KC,M,7,4,417,1,0,6,2,6,3,1,0,0
Ryan Pore,KC,M,14,5,485,0,1,6,3,6,8,3,1,0
Chance Myers,KC,D,10,7,681,0,0,5,2,6,9,0,0,0
Robbie Russell,RSL,D,11,7,683,0,0,6,2,6,3,1,1,0
Jarrod Smith,TOR,F,20,6,728,1,0,14,6,6,4,1,0,0
Nathan Sturgis,RSL,M,3,2,118,0,0,0,0,5,2,0,0,0
Patrick Nyarko,CHI,F-M,9,2,159,1,0,4,3,5,1,1,0,0
Marco Pappa,CHI,M,6,3,217,0,0,9,4,5,1,1,2,0
Victor Sikora,DAL,M,5,4,274,1,0,4,1,5,7,1,1,0
Michael Dello-Russo,DAL,D-M,8,1,288,0,0,5,2,5,2,1,0,0
Johann Smith,TOR,M,10,3,371,0,1,6,3,5,11,1,0,0
Lawson Vaughn,CHV,D,7,7,436,0,0,1,0,5,5,0,1,0
Stefani Miglioranzi,CLB,M,14,7,471,0,1,2,0,5,2,1,1,0
Diego Jimenez,NY,D,6,6,520,0,1,2,1,5,4,1,3,0
Aaron Hohlbein,KC,D,14,14,1158,0,1,1,0,5,7,0,1,0
Terry Cooke,COL,M,24,18,1698,1,12,22,8,5,9,2,2,0
Davide Somma,SJ,F,3,0,47,0,0,2,0,4,1,0,0,0
Adam Smarte,SJ,F,3,1,104,0,0,0,0,4,3,0,1,0
Matias Cordoba,RSL,M,7,2,173,0,0,3,0,4,0,0,0,0
Duncan Oughton,CLB,D,5,1,174,0,0,2,1,4,5,1,1,0
Craig Thompson,DC,M,6,2,241,0,0,1,1,4,3,1,2,0
Roberto Nurse,PAN,F,5,2,241,0,0,5,3,4,4,7,0,0
Eric Ebert,CHV,D,7,2,256,0,0,1,0,4,1,0,1,0
Calen Carr,CHI,F,9,2,274,2,0,9,4,4,2,0,0,0
Franco Niell,DC,F,7,3,279,0,1,3,0,4,5,6,0,0
Gavin Glinton,SJ,F,6,4,287,0,0,6,3,4,3,3,0,0
Keith Savage,CHV,M,6,3,295,0,1,2,2,4,6,1,0,0
Chris Pozniak,CHV,D,4,3,311,0,0,0,0,4,1,0,0,0
Kenny Cutler,RSL,M,11,5,454,0,0,3,1,4,1,0,1,0
Andy Herron,CHI,F,17,4,529,0,0,15,5,4,5,13,0,0
Pat Noonan,CLB,F,11,6,531,1,2,9,4,4,9,2,1,0
Danleigh Borman,NY,D,15,7,721,2,0,16,5,4,4,5,1,0
Lance Watson,KC,D,3,1,59,0,0,0,0,3,2,0,0,0
Michael Zaher,DC,D,3,2,124,0,0,0,0,3,2,0,0,0
Eloy Colombano,KC,M-F,7,1,131,0,0,3,0,3,0,0,0,0
Dasan Robinson,CHI,D,5,1,132,0,0,0,0,3,0,0,0,0
Quavas Kirk,DC,F,10,1,135,1,0,3,1,3,2,3,0,0
Eduardo Dominguez,LA,D,3,2,155,0,0,0,0,3,2,0,0,0
Greg Janicki,DC,D,3,3,216,0,0,2,0,3,2,0,0,0
Nana Attakora,TOR,D,5,3,318,0,0,4,1,3,4,0,0,0
Pat Phelan,NE,M-D,11,5,467,0,0,1,1,3,2,0,0,0
Stephen Keel,COL,D,6,6,540,0,0,2,0,3,2,0,0,0
Tomasz Frankowski,CHI,F,17,7,628,2,2,14,11,3,8,8,0,0
Jacob Peterson,COL,F,17,10,762,1,0,15,5,3,11,0,1,0
Dax McCarty,CHI,M,17,8,821,0,2,2,2,3,7,2,1,0
Stephen King,CHI,M,20,8,854,2,1,13,7,3,8,0,0,0
Andrew Peterson,CLB,D,1,1,69,0,0,0,0,2,2,0,0,0
Dan Stratford,DC,M,5,1,81,0,0,1,0,2,0,0,0,0
Kyle Brown,HOU,F,4,1,123,0,0,3,0,2,2,3,0,0
Chris Wondolowski,SJ,F,8,1,125,0,0,2,0,2,0,2,1,0
Dejair,CHV,M,3,1,128,1,1,4,2,2,3,1,0,0
Jed Zayner,CLB,D,6,2,200,0,0,2,1,2,1,0,0,0
Olivier Tebily,TOR,D,4,3,234,0,0,0,0,2,2,0,0,0
Daniel Woolard,CHI,D,8,2,251,1,0,2,2,2,3,0,0,0
Anthony Wallace,DAL,D,5,4,259,0,0,0,0,2,2,0,0,0
Macoumba Kandji,NY,F,5,2,270,1,2,5,3,2,4,2,1,0
Gary Flood,NE,M,5,2,295,0,0,0,0,2,1,1,0,0
Chris Tierney,NE,D-M,6,4,340,0,1,0,0,2,0,0,1,0
Tyler Rosenlund,TOR,M,8,3,347,1,0,5,4,2,6,0,1,0
Todd Dunivant,TOR,D,9,5,412,0,0,2,1,2,2,1,0,0
Israel Sesay,LA,F,2,0,5,0,0,0,0,1,0,0,0,0
Jamie Watson,DAL,M,1,0,11,0,0,0,0,1,0,0,0,0
Ben Olsen,DC,M,1,0,15,0,0,0,0,1,0,0,0,0
Brek Shea,VAN,M-F,2,0,17,0,0,0,0,1,0,0,1,0
Ciaran O'Brien,COL,M,1,0,19,0,0,0,0,1,1,0,0,1
Matthew Mbuta,NY,M,2,1,86,1,0,4,2,1,1,0,0,0
Cesar Zambrano,COL,M,1,1,90,0,0,0,0,1,1,0,0,0
Collin Samuel,TOR,F,1,1,90,0,0,1,1,1,3,0,0,0
Tyler Hemming,TOR,M,3,1,97,0,0,0,0,1,0,0,0,0
Jason Garey,CLB,F,10,0,128,3,0,11,7,1,1,3,1,0
Raphael Wicky,CHV,M,5,1,138,0,1,5,2,1,2,0,0,0
Pat Carroll,DC,D,4,3,186,0,0,0,0,1,0,0,0,0
Chase Hilgenbrinck,NE,D,4,1,186,0,0,0,0,1,1,0,0,0
C.J. Brown,CHI,D,3,2,194,0,0,0,0,1,2,0,1,1
Ryan Junge,CLB,D,5,3,283,0,0,1,0,1,0,0,0,0
Claudio Reyna,NY,M,6,6,461,0,0,7,1,1,8,0,0,0
Thabiso Khumalo,DC,F,7,6,468,1,1,10,2,1,6,5,0,0
Kilian Elkinson,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Matt Hatzke,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Schramm,NY,F,0,0,0,0,0,0,0,0,0,0,0,0
Adam Sloustcher,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Sainey Touray,NY,F,0,0,0,0,0,0,0,0,0,0,0,0
Yomby William,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Dane Murphy,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Manzonelli,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Palacio,NY,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Gerson Mayen,SLV,M,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Tyler,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Pierre-Louis,CLB,F,0,0,0,0,0,0,0,0,0,0,0,0
Michael Ghebru,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Scott Bolkan,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Vardan Adzemian,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
David Roth,NY,M,0,0,0,0,0,0,0,0,0,0,0,0
Gordon Kljestan,NY,M,0,0,0,0,0,0,0,0,0,0,0,0
Kwame Sarkodie,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Nyazamba,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
James Georgeff,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Mikel Arce,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Britner,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Greg Curry,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Wadsworth,DAL,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Rob Valentino,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Amir Lowery,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Rauwshan McKenzie,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Brennan Tennelle,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Reiman,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Alex Nimo,RSL,F-M,0,0,0,0,0,0,0,0,0,0,0,0
Sam Brill,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Guilherme So,CLB,F,0,0,0,0,0,0,0,0,0,0,0,0
Jay Ayres,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Scott Campbell,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Brian Grazier,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Miller,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
George Josten,CLB,F-M,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Wondolowski,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Alcaraz,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Griffin,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Kai Kasiguran,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Barlow,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Peter Lowry,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Curtin,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Koroma,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Joey Melo,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Rowland,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Menezes,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Mesa,NY,M,0,0,0,0,0,0,0,0,0,0,0,0
John Gilkerson,NY,D,0,0,0,0,0,0,0,0,0,0,0,0
Eric Brunner,NY,D,0,0,0,0,0,0,0,0,0,0,0,0
