Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Sinisa Ubiparipovic,NY,F-M,16,9,2,2,2,0,0.22
Geoff Cameron,HOU,D,23,8,2,2,1,1,0.2
Brian McBride,CHI,F,11,10,2,1,0,2,0.19
Abe Thompson,DAL,F,21,11,2,0,2,0,0.19
Dominic Oduro,MTL,M,25,9,2,0,1,1,0.18
Francisco Lima,SJ,M,14,13,2,2,2,0,0.15
Taylor Twellman,NE,F,16,12,2,1,2,0,0.15
Justin Braun,CHV,F,24,12,2,0,1,1,0.15
Chris Leitch,NY,D,17,14,2,1,1,1,0.14
Juan Toja,DAL,M,16,15,2,0,0,2,0.14
Tom McManus,COL,F,22,15,2,0,2,0,0.14
Conor Casey,COL,F,21,16,2,0,1,1,0.14
Kei Kamara,VAN,F,22,17,2,1,2,0,0.12
Kenny Deuchar,RSL,F,29,18,2,0,1,1,0.12
Carey Talley,CHV,D,20,18,2,1,0,2,0.11
Dema Kovalenko,RSL,M,22,19,2,1,2,0,0.11
Jonathan Bornstein,CHV,D,21,19,2,0,0,2,0.11
Jeff Cunningham,DAL,F,27,18,2,0,0,2,0.11
Marcelo Saragosa,DAL,M,25,23,2,0,2,0,0.1
Eddie Gaven,CLB,M,24,22,2,0,2,0,0.1
Ramiro Corrales,SJ,M,22,22,2,1,2,0,0.09
Dwayne De Rosario,HOU,M,24,22,2,1,1,1,0.09
Gonzalo Segares,CHI,D,23,23,2,0,1,1,0.09
James Riley,SJ,D,24,23,2,1,1,1,0.09
Gonzalo Martinez,DC,D,26,22,2,0,1,1,0.09
Marvell Wynne,TOR,D,24,24,2,1,0,2,0.09
Nick Garcia,SJ,D,24,24,2,0,1,1,0.08
Eric Denton,SJ,D,26,26,2,1,2,0,0.08
Jeff Larentowicz,ATL,M,28,28,2,0,1,1,0.07
Kevin Goldthwaite,NY,D,28,28,2,0,1,1,0.07
Chad Marshall,SEA,D,29,29,2,0,1,1,0.07
Michael Harrington,KC,D,30,30,2,1,1,1,0.07
Kyle Beckerman,RSL,M,30,30,2,1,0,2,0.07
Brian Carroll,CLB,M,30,30,2,1,1,1,0.07
Clyde Simms,DC,M,30,30,2,0,1,1,0.07
Chase Wileman,DAL,M,2,0,1,0,1,0,1.91
Dejair,CHV,M,3,1,1,1,0,1,0.7
Ricardinho,DAL,F,7,1,1,1,0,1,0.66
Raphael Wicky,CHV,M,5,1,1,0,1,0,0.65
Kraig Chiles,CHV,M,5,2,1,0,0,1,0.46
Ryan Cordeiro,DC,M,8,1,1,0,1,0,0.43
Franco Niell,DC,F,7,3,1,0,1,0,0.32
Rafael Gomes,COL,D,7,2,1,1,1,0,0.32
Keith Savage,CHV,M,6,3,1,0,0,1,0.31
Chris Tierney,NE,D-M,6,4,1,0,0,1,0.26
Josh Tudela,LA,M,6,3,1,1,0,1,0.26
Bryan Jordan,LA,D,8,4,1,0,1,0,0.25
Johann Smith,TOR,M,10,3,1,0,0,1,0.24
Matt Marquess,KC,D,5,4,1,0,1,0,0.24
Thabiso Khumalo,DC,F,7,6,1,0,1,0,0.19
Stefani Miglioranzi,CLB,M,14,7,1,1,0,1,0.19
Bobby Rhine,DAL,M,7,6,1,0,1,0,0.19
Ryan Pore,KC,M,14,5,1,0,1,0,0.19
Diego Jimenez,NY,D,6,6,1,0,1,0,0.17
Franco Caraccio,HOU,F,10,8,1,0,0,1,0.15
Jozy Altidore,TOR,F,8,7,1,0,1,0,0.14
John Wolyniec,NY,F,19,5,1,0,1,0,0.12
Emmanuel Ekpo,CLB,M,17,7,1,0,0,1,0.12
Wells Thompson,NE,D,19,8,1,0,1,0,0.11
Jose Burciaga Jr.,COL,D,12,9,1,1,0,1,0.11
Bruno Guarda,DAL,M,12,9,1,0,1,0,0.11
Corey Ashe,HOU,M,22,8,1,0,1,0,0.11
Ely Allen,LA,F-M,12,11,1,0,0,1,0.11
Stephen King,CHI,M,20,8,1,0,1,0,0.11
Abel Xavier,LA,D,10,9,1,0,1,0,0.11
Juan Pietravallo,NY,M,13,12,1,0,1,0,0.1
Tony Beltran,RSL,D,15,10,1,0,0,1,0.1
Abdoulie Mansally,NE,D,17,11,1,1,0,1,0.09
Patrick Ianni,HOU,D-M,17,10,1,1,1,0,0.09
Brandon McDonald,LA,D,16,10,1,0,0,1,0.09
Maurice Edu,TOR,M,13,12,1,0,0,1,0.08
Kerry Zavagnin,KC,M,17,13,1,0,1,0,0.08
Aaron Hohlbein,KC,D,14,14,1,1,1,0,0.08
Jordan Harvey,LAFC,D,15,13,1,0,1,0,0.08
Yura Movsisyan,RSL,F,22,13,1,0,0,1,0.07
Alvaro Pires,LA,M,19,16,1,1,1,0,0.07
Adam Cristman,NE,F,18,16,1,0,1,0,0.07
Sasha Victorine,CHV,M,21,16,1,0,1,0,0.06
Ryan Johnson,SJ,F,28,13,1,1,1,0,0.06
Ryan Cochrane,SJ,D,19,17,1,0,1,0,0.06
Hunter Freeman,NY,D,21,17,1,0,1,0,0.06
Diego Gutierrez,CHI,D,20,19,1,0,1,0,0.05
Sainey Nyassi,NE,M,25,18,1,0,1,0,0.05
Mike Magee,NY,M,26,18,1,1,1,0,0.05
Wilman Conde,CHI,D,22,19,1,0,1,0,0.05
Brad Evans,SKC,D-M,26,18,1,0,0,1,0.05
Facundo Erpen,COL,D,23,21,1,1,1,0,0.05
John Thorrington,CHI,M,23,21,1,1,0,1,0.05
Duilio Davino,DAL,D,23,22,1,0,0,1,0.05
Greg Vanney,LA,D,25,24,1,0,1,0,0.04
Ricardo Clark,CLB,M,25,25,1,0,0,1,0.04
Brandon Prideaux,CHI,D,27,27,1,0,0,1,0.04
Shalrie Joseph,NE,M,27,27,1,1,1,0,0.04
Sean Franklin,VAN,D,27,26,1,0,1,0,0.04
Carl Robinson,TOR,M,27,27,1,1,1,0,0.04
Drew Moor,TOR,D,27,27,1,0,1,0,0.04
Jason Hernandez,SJ,D,28,28,1,0,0,1,0.04
Bakary Soumare,CHI,D,28,28,1,1,0,1,0.04
Michael Parkhurst,ATL,D,28,28,1,0,1,0,0.04
Bobby Boswell,HOU,D,29,29,1,0,1,0,0.03
Nat Borchers,RSL,D,29,29,1,0,1,0,0.03
Jay Heaps,NE,D,30,30,1,0,1,0,0.03
Ibrahim Koroma,DC,D,0,0,0,0,0,0,0.0
Kevin Burns,CLB,M,0,0,0,0,0,0,0.0
Justin Moose,DC,M,0,0,0,0,0,0,0.0
Tim Ward,COL,D,0,0,0,0,0,0,0.0
Jeff Curtin,DC,D,0,0,0,0,0,0,0.0
Joey Melo,TOR,M,0,0,0,0,0,0,0.0
Bruno Menezes,CHI,M,0,0,0,0,0,0,0.0
Jeremy Barlow,DC,M,0,0,0,0,0,0,0.0
Kevin Mesa,NY,M,0,0,0,0,0,0,0.0
John Gilkerson,NY,D,0,0,0,0,0,0,0.0
Eric Brunner,NY,D,0,0,0,0,0,0,0.0
Jeff Rowland,DAL,F,0,0,0,0,0,0,0.0
Nikolas Besagno,RSL,M,0,0,0,0,0,0,0.0
Erik Ustruck,HOU,F,0,0,0,0,0,0,0.0
Nick Hatzke,HOU,M,0,0,0,0,0,0,0.0
Mike Chabala,HOU,D,0,0,0,0,0,0,0.0
John Michael Hayden,HOU,M,0,0,0,0,0,0,0.0
Ryan McMahen,KC,M,0,0,0,0,0,0,0.0
Jeff Carroll,DC,M-D,0,0,0,0,0,0,0.0
Guy-Roland Kpene,HOU,F,0,0,0,0,0,0,0.0
Michael Kraus,KC,M-F,0,0,0,0,0,0,0.0
David Wagenfuhr,DAL,D,0,0,0,0,0,0,0.0
Alex Yi,DAL,D,0,0,0,0,0,0,0.0
Andrew Daniels,DAL,D,0,0,0,0,0,0,0.0
Dan Gargan,CHV,D,0,0,0,0,0,0,0.0
Nico Colaluca,COL,M,0,0,0,0,0,0,0.0
Rob Valentino,NE,D,0,0,0,0,0,0,0.0
Sam Brill,NE,D,0,0,0,0,0,0,0.0
Spencer Wadsworth,DAL,M-F,0,0,0,0,0,0,0.0
Brandon Tyler,NE,M,0,0,0,0,0,0,0.0
Michael Palacio,NY,M-F,0,0,0,0,0,0,0.0
Alex Nimo,RSL,F-M,0,0,0,0,0,0,0.0
Brennan Tennelle,RSL,M,0,0,0,0,0,0,0.0
Kevin Reiman,RSL,M,0,0,0,0,0,0,0.0
Guilherme So,CLB,F,0,0,0,0,0,0,0.0
Jay Ayres,SJ,D,0,0,0,0,0,0,0.0
Peter Lowry,CHI,M,0,0,0,0,0,0,0.0
Ryan Miller,CLB,D,0,0,0,0,0,0,0.0
George Josten,CLB,F-M,0,0,0,0,0,0,0.0
Leonard Griffin,CLB,D,0,0,0,0,0,0,0.0
Amir Lowery,KC,M,0,0,0,0,0,0,0.0
Rauwshan McKenzie,KC,D,0,0,0,0,0,0,0.0
Stephen Wondolowski,HOU,D,0,0,0,0,0,0,0.0
Johnny Alcaraz,HOU,M,0,0,0,0,0,0,0.0
Scott Campbell,COL,M,0,0,0,0,0,0,0.0
Brian Grazier,COL,M,0,0,0,0,0,0,0.0
Kai Kasiguran,CHI,M,0,0,0,0,0,0,0.0
Gerson Mayen,SLV,M,0,0,0,0,0,0,0.0
Dane Murphy,DC,M,0,0,0,0,0,0,0.0
Brandon Manzonelli,NE,M,0,0,0,0,0,0,0.0
Ricardo Pierre-Louis,CLB,F,0,0,0,0,0,0,0.0
Michael Ghebru,SJ,F,0,0,0,0,0,0,0.0
Scott Bolkan,LA,D,0,0,0,0,0,0,0.0
Vardan Adzemian,LA,D,0,0,0,0,0,0,0.0
David Roth,NY,M,0,0,0,0,0,0,0.0
Gordon Kljestan,NY,M,0,0,0,0,0,0,0.0
Kwame Sarkodie,COL,M,0,0,0,0,0,0,0.0
Stanley Nyazamba,CLB,M,0,0,0,0,0,0,0.0
James Georgeff,HOU,F,0,0,0,0,0,0,0.0
Mikel Arce,SJ,F,0,0,0,0,0,0,0.0
Matthew Britner,NE,D,0,0,0,0,0,0,0.0
Greg Curry,SJ,D,0,0,0,0,0,0,0.0
Kilian Elkinson,TOR,M,0,0,0,0,0,0,0.0
Matt Hatzke,SJ,M,0,0,0,0,0,0,0.0
Ricky Schramm,NY,F,0,0,0,0,0,0,0.0
Adam Sloustcher,SJ,D,0,0,0,0,0,0,0.0
Sainey Touray,NY,F,0,0,0,0,0,0,0.0
Yomby William,KC,D,0,0,0,0,0,0,0.0
Dustin Kirby,RSL,D,1,0,0,0,0,0,0.0
Israel Sesay,LA,F,2,0,0,0,0,0,0.0
Mike Munoz,LA,M,1,0,0,0,0,0,0.0
Cory Elenio,CLB,M,1,0,0,0,0,0,0.0
Jamie Watson,DAL,M,1,0,0,0,0,0,0.0
Gabe Gala,TOR,M,1,0,0,0,0,0,0.0
Ben Olsen,DC,M,1,0,0,0,0,0,0.0
Jamil Roberts,SJ,D,1,0,0,0,0,0,0.0
Brek Shea,VAN,M-F,2,0,0,0,0,0,0.0
Ciaran O'Brien,COL,M,1,0,0,0,0,0,0.0
Joe Germanese,NE,M,1,0,0,0,0,0,0.0
Andrea Lombardo,TOR,F,1,0,0,0,0,0,0.0
Derek Gaudet,TOR,F,1,0,0,0,0,0,0.0
Greg Dalby,COL,M,3,0,0,0,0,0,0.0
Chris Megaloudis,NY,F,1,0,0,0,0,0,0.0
Nelson Pizarro,KC,M,3,0,0,0,0,0,0.0
Davide Somma,SJ,F,3,0,0,0,0,0,0.0
Anthony Hamilton,CHV,F,5,0,0,0,0,0,0.0
Julian Valentin,LA,D,1,1,0,0,0,0,0.0
Lance Watson,KC,D,3,1,0,0,0,0,0.0
Austin Washington,CHI,D,1,1,0,0,0,0,0.0
Argenis Fernandez,NE,F,2,0,0,0,0,0,0.0
Michael Gavin,LA,D,2,1,0,0,0,0,0.0
Andrew Peterson,CLB,D,1,1,0,0,0,0,0.0
Dan Stratford,DC,M,5,1,0,0,0,0,0.0
Matthew Mbuta,NY,M,2,1,0,0,0,0,0.0
Rick Titus,TOR,D,1,1,0,0,0,0,0.0
Diaz Kambere,TOR,D,1,1,0,0,0,0,0.0
David Horst,RSL,D,1,1,0,0,0,0,0.0
Cesar Zambrano,COL,M,1,1,0,0,0,0,0.0
Tim Regan,TOR,D,1,1,0,0,0,0,0.0
Collin Samuel,TOR,F,1,1,0,0,0,0,0.0
Brian Plotkin,CHI,M,1,1,0,0,0,0,0.0
Lider Marmol,CHI,D,2,1,0,0,0,0,0.0
Tyler Hemming,TOR,M,3,1,0,0,0,0,0.0
Adam Smarte,SJ,F,3,1,0,0,0,0,0.0
Nicolas Hernandez,CLB,F,5,1,0,0,0,0,0.0
Nathan Sturgis,RSL,M,3,2,0,0,0,0,0.0
Peguero Jean Philippe,SJ,F,3,1,0,0,0,0,0.0
Kyle Brown,HOU,F,4,1,0,0,0,0,0.0
Michael Zaher,DC,D,3,2,0,0,0,0,0.0
Chris Wondolowski,SJ,F,8,1,0,0,0,0,0.0
Jason Garey,CLB,F,10,0,0,0,0,0,0.0
Eloy Colombano,KC,M-F,7,1,0,0,0,0,0.0
Dasan Robinson,CHI,D,5,1,0,0,0,0,0.0
Quavas Kirk,DC,F,10,1,0,0,0,0,0.0
Jovan Kirovski,COL,M-F,9,1,0,0,0,0,0.0
Eduardo Dominguez,LA,D,3,2,0,0,0,0,0.0
Patrick Nyarko,CHI,F-M,9,2,0,0,0,0,0.0
Matias Cordoba,RSL,M,7,2,0,0,0,0,0.0
Duncan Oughton,CLB,D,5,1,0,0,0,0,0.0
Pat Carroll,DC,D,4,3,0,0,0,0,0.0
Chase Hilgenbrinck,NE,D,4,1,0,0,0,0,0.0
C.J. Brown,CHI,D,3,2,0,0,0,0,0.0
Jed Zayner,CLB,D,6,2,0,0,0,0,0.0
Greg Janicki,DC,D,3,3,0,0,0,0,0.0
Marco Pappa,CHI,M,6,3,0,0,0,0,0.0
Olivier Tebily,TOR,D,4,3,0,0,0,0,0.0
Craig Thompson,DC,M,6,2,0,0,0,0,0.0
Roberto Nurse,PAN,F,5,2,0,0,0,0,0.0
Daniel Woolard,CHI,D,8,2,0,0,0,0,0.0
Eric Ebert,CHV,D,7,2,0,0,0,0,0.0
Anthony Wallace,DAL,D,5,4,0,0,0,0,0.0
Tino Nunez,RSL,F,9,2,0,0,0,0,0.0
Calen Carr,CHI,F,9,2,0,0,0,0,0.0
Victor Sikora,DAL,M,5,4,0,0,0,0,0.0
Steven Lenhart,CLB,F,10,3,0,0,0,0,0.0
Ryan Junge,CLB,D,5,3,0,0,0,0,0.0
Gavin Glinton,SJ,F,6,4,0,0,0,0,0.0
Mike Banner,CHI,M,11,2,0,0,0,0,0.0
Michael Dello-Russo,DAL,D-M,8,1,0,0,0,0,0.0
Gary Flood,NE,M,5,2,0,0,0,0,0.0
Chris Pozniak,CHV,D,4,3,0,0,0,0,0.0
Nana Attakora,TOR,D,5,3,0,0,0,0,0.0
Alex Zotinca,CHV,D,4,4,0,0,0,0,0.0
Tyler Rosenlund,TOR,M,8,3,0,0,0,0,0.0
John Cunliffe,SJ,F,12,4,0,0,0,0,0.0
Todd Dunivant,TOR,D,9,5,0,0,0,0,0.0
Kevin Souter,KC,M,7,4,0,0,0,0,0.0
Gabriel Badilla,NE,D,6,5,0,0,0,0,0.0
Francis Doe,DC,F,12,4,0,0,0,0,0.0
Lawson Vaughn,CHV,D,7,7,0,0,0,0,0.0
Domenic Mediate,DC,M,8,4,0,0,0,0,0.0
Kenny Cutler,RSL,M,11,5,0,0,0,0,0.0
Daniel Paladini,CHV,M,8,5,0,0,0,0,0.0
Claudio Reyna,NY,M,6,6,0,0,0,0,0.0
Pat Phelan,NE,M-D,11,5,0,0,0,0,0.0
Abdus Ibrahim,DAL,F,12,4,0,0,0,0,0.0
Adam Moffat,CLB,M,7,6,0,0,0,0,0.0
Andy Herron,CHI,F,17,4,0,0,0,0,0.0
Stephen Keel,COL,D,6,6,0,0,0,0,0.0
Shea Salinas,SJ,M,23,2,0,0,0,0,0.0
Matias Mantilla,RSL,D,7,6,0,0,0,0,0.0
Amaechi Igwe,NE,D,11,6,0,0,0,0,0.0
Oscar Echeverry,NY,F,9,7,0,0,0,0,0.0
Jorge Villafaña,USA,D-M,11,6,0,0,0,0,0.0
Clint Mathis,RSL,M,11,6,0,0,0,0,0.0
Gabriel Cichero,NY,D,8,8,0,0,0,0,0.0
Fabian Espindola,RSL,F,12,8,0,0,0,0,0.0
Carlos Ruiz,LA,F,15,6,0,0,0,0,0.0
Chance Myers,KC,D,10,7,0,0,0,0,0.0
Robbie Russell,RSL,D,11,7,0,0,0,0,0.0
Ezra Hendrickson,CLB,D,13,7,0,0,0,0,0.0
Ivan Trujillo,KC,F,17,8,0,0,0,0,0.0
John DiRaimondo,COL,M,11,8,0,0,0,0,0.0
Danleigh Borman,NY,D,15,7,0,0,0,0,0.0
Jarrod Smith,TOR,F,20,6,0,0,0,0,0.0
Jacob Peterson,COL,F,17,10,0,0,0,0,0.0
Will Johnson,ORL,M,9,9,0,0,0,0,0.0
Cory Gibbs,COL,D,9,9,0,0,0,0,0.0
Mike Petke,COL,D,11,10,0,0,0,0,0.0
Kelly Gray,COL,D-M,15,8,0,0,0,0,0.0
Joe Vide,DC,M,13,9,0,0,0,0,0.0
Joe Franchino,LA,M,16,10,0,0,0,0,0.0
Julius James,TOR,D,13,10,0,0,0,0,0.0
Luke Sassano,NY,D,18,11,0,0,0,0,0.0
Carlos Mendes,NY,D,17,10,0,0,0,0,0.0
Kevin Harmse,TOR,M,16,13,0,0,0,0,0.0
Andy Iro,CLB,D,18,11,0,0,0,0,0.0
Claudio Suarez,CHV,D,14,13,0,0,0,0,0.0
Jonathan Leathers,KC,D,15,12,0,0,0,0,0.0
Gino Padula,CLB,D,14,14,0,0,0,0,0.0
Troy Roberts,LA,D,17,14,0,0,0,0,0.0
Tyson Wahl,KC,D,16,16,0,0,0,0,0.0
Aaron Pitchkolan,DAL,D,21,15,0,0,0,0,0.0
Ian Joy,RSL,D,19,18,0,0,0,0,0.0
Jim Curtin,CHV,D,18,15,0,0,0,0,0.0
Kosuke Kimura,COL,D,18,17,0,0,0,0,0.0
Ugo Ihemelu,COL,D,18,16,0,0,0,0,0.0
Andrew Boyens,NY,D,19,16,0,0,0,0,0.0
Gonzalo Peralta,DC,D,18,17,0,0,0,0,0.0
Shavar Thomas,CHV,D,19,18,0,0,0,0,0.0
Eddie Robinson,HOU,D,20,19,0,0,0,0,0.0
Bobby Burling,CHV,D,20,18,0,0,0,0,0.0
Marco Velez,TOR,D,23,23,0,0,0,0,0.0
Pablo Mastroeni,COL,M,25,23,0,0,0,0,0.0
Jámison Olave,RSL,D,23,23,0,0,0,0,0.0
Tyrone Marshall,TOR,D,24,23,0,0,0,0,0.0
Jeff Parke,NY,D,24,23,0,0,0,0,0.0
Blake Wagner,DAL,D-M,24,23,0,0,0,0,0.0
Jesse Marsch,CHV,M,25,24,0,0,0,0,0.0
Wade Barrett,HOU,D,26,26,0,0,0,0,0.0
Chris Albright,NE,D,26,26,0,0,0,0,0.0
Nick LaBrocca,COL,M,30,28,0,0,0,0,0.0
Bryan Namoff,DC,D,27,27,0,0,0,0,0.0
Logan Pause,CHI,M,27,27,0,0,0,0,0.0
Jimmy Conrad,KC,D,30,30,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
