Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Juan Francisco Palencia,CHV,F,9,9,1,0,1,0,0.11
Jamie Watson,RSL,M,19,6,1,0,0,1,0.11
Guy Melamed,COL,M-D,14,10,1,1,1,0,0.1
Tony Sanneh,CHI,D,12,11,1,0,1,0,0.09
Alex Zotinca,KC,D,16,13,1,0,0,1,0.08
Danny Szetela,CLB,M,16,13,1,0,0,1,0.08
Avery John,NE,D,14,13,1,0,1,0,0.08
Isaac Romo,CHV,F,25,11,1,0,0,1,0.08
Rusty Pierce,RSL,D,15,15,1,0,1,0,0.08
Hunter Freeman,COL,D,20,14,1,1,1,0,0.07
Clyde Simms,DC,M,26,12,1,0,1,0,0.07
Bryan Namoff,DC,D,17,15,1,0,1,0,0.07
Samuel Caballero,CHI,D,17,16,1,0,1,0,0.06
Aaron Pitchkolan,DAL,D,20,15,1,0,0,1,0.06
Chris Gbandi,DAL,D,17,17,1,0,1,0,0.06
Mark Schulte,CLB,D,19,18,1,0,0,1,0.06
Guillermo Ramirez,LA,M,24,18,1,1,1,0,0.06
Jeff Parke,MET,D,21,19,1,0,1,0,0.06
Thiago Martins,CHV,F,22,21,1,0,0,1,0.05
Marshall Leonard,NE,M,27,25,1,1,1,0,0.05
Ugo Ihemelu,LA,D,25,23,1,0,0,1,0.04
Douglas Sequeira,CHV,M,23,23,1,0,0,1,0.04
Chris Brown,RSL,M-F,29,25,1,1,1,0,0.04
Greg Vanney,DAL,D,25,25,1,0,1,0,0.04
Chris Leitch,MET,D,28,26,1,0,0,1,0.04
Bobby Boswell,DC,D,27,26,1,1,1,0,0.04
Eddie Robinson,SJ,D,29,29,1,0,0,1,0.04
Simo Valakari,DAL,M,28,28,1,0,1,0,0.04
Clarence Goodson,DAL,D,29,28,1,1,1,0,0.04
Nat Borchers,COL,D,31,31,1,0,0,1,0.03
Ezra Hendrickson,CHV,D,31,31,1,0,0,1,0.03
Jeff Stewart,RSL,D,0,0,0,0,0,0,0.0
Tony Lochhead,NE,D,0,0,0,0,0,0,0.0
Felix Brillant,NE,M-F,0,0,0,0,0,0,0.0
David Johnson,LA,M,0,0,0,0,0,0,0.0
Duncan Oughton,CLB,D,0,0,0,0,0,0,0.0
Craig Capano,CHI,M,0,0,0,0,0,0,0.0
Ross Paule,CLB,M,0,0,0,0,0,0,0.0
Eliseo Quintanilla,DC,F-M,0,0,0,0,0,0,0.0
Daniel Garipe,MET,M,0,0,0,0,0,0,0.0
Hector Castro,CHV,M-D,0,0,0,0,0,0,0.0
Christian Jimenez,CHV,M,0,0,0,0,0,0,0.0
Quavas Kirk,LA,F,0,0,0,0,0,0,0.0
Chris Corcoran,MET,M,0,0,0,0,0,0,0.0
Mamadou Diallo,MET,D,0,0,0,0,0,0,0.0
Daniel Dobson,KC,D,0,0,0,0,0,0,0.0
Tighe Dombrowski,SJ,M,0,0,0,0,0,0,0.0
Hollis Donaldson,CHI,D,0,0,0,0,0,0,0.0
Victor Arbelaez,CHV,D-M,0,0,0,0,0,0,0.0
Kenny Arena,DC,D,0,0,0,0,0,0,0.0
Ramon Bailey,MET,F,0,0,0,0,0,0,0.0
Guillermo Gonzalez,LA,M,0,0,0,0,0,0,0.0
Joshua Elbaum,COL,M,0,0,0,0,0,0,0.0
Michael Erush,CHV,M,0,0,0,0,0,0,0.0
Sergio Flores,RSL,D,0,0,0,0,0,0,0.0
Stephen Keel,COL,D,0,0,0,0,0,0,0.0
Stephen deRoux,DC,M-D,0,0,0,0,0,0,0.0
Luis Gallardo,CLB,M,0,0,0,0,0,0,0.0
John Pulido,DAL,M,0,0,0,0,0,0,0.0
Orlando Ramirez,SJ,F,0,0,0,0,0,0,0.0
Brett Rodriguez,SJ,D,0,0,0,0,0,0,0.0
Marcos Romaneiro,NE,M,0,0,0,0,0,0,0.0
Andy Rosenband,CHI,M,0,0,0,0,0,0,0.0
Marcus Sagastume,COL,M,0,0,0,0,0,0,0.0
Michael Nsien,LA,D,0,0,0,0,0,0,0.0
Tim Merritt,DC,D,0,0,0,0,0,0,0.0
John Minagawa-Webster,KC,M,0,0,0,0,0,0,0.0
Jared Montz,CHI,D,0,0,0,0,0,0,0.0
Winston Marshall,DAL,D,0,0,0,0,0,0,0.0
Pat McGinnis,KC,F,0,0,0,0,0,0,0.0
Aaron Lanes,SJ,M,0,0,0,0,0,0,0.0
Douglas Lascody,KC,M,0,0,0,0,0,0,0.0
Tim Lawson,DC,M,0,0,0,0,0,0,0.0
Mario Torres,DAL,M,0,0,0,0,0,0,0.0
James Twellman,SJ,D,0,0,0,0,0,0,0.0
Nick Van Sicklen,DC,M,0,0,0,0,0,0,0.0
DeMetrius White,CHI,M,0,0,0,0,0,0,0.0
Easton Wilson,NE,M,0,0,0,0,0,0,0.0
Alex Woods,DAL,F-M,0,0,0,0,0,0,0.0
Jason Thompson,DC,F,1,0,0,0,0,0,0.0
Jeff Larentowicz,ATL,M,1,0,0,0,0,0,0.0
Dustin Branan,KC,D,1,0,0,0,0,0,0.0
Amir Lowery,COL,M,1,0,0,0,0,0,0.0
Chris Wondolowski,SJ,F,2,0,0,0,0,0,0.0
Rodrigo López,CHV,M,1,0,0,0,0,0,0.0
Ryan Raybould,KC,D-M,1,0,0,0,0,0,0.0
Shawn Kuykendall,DC,M,2,0,0,0,0,0,0.0
Roger Levesque,SJ,M,1,0,0,0,0,0,0.0
Eric Quill,DAL,F,2,0,0,0,0,0,0.0
Diego Serna,COL,F,1,0,0,0,0,0,0.0
Josh Gardner,LA,M,1,0,0,0,0,0,0.0
Mike Munoz,CHV,M,1,0,0,0,0,0,0.0
Ty Maurin,DAL,M,3,0,0,0,0,0,0.0
Diego Walsh,KC,M,1,0,0,0,0,0,0.0
Eugene Sepuya,COL,F,1,0,0,0,0,0,0.0
Devin Barclay,CLB,F,1,0,0,0,0,0,0.0
Jamie Holmes,NE,F,1,0,0,0,0,0,0.0
Sasha Gotsmanov,COL,F,1,0,0,0,0,0,0.0
Benjamin Benditson,LA,D,1,0,0,0,0,0,0.0
Lucio Filomeno,DC,F,1,0,0,0,0,0,0.0
Matt Nickell,DC,F,4,0,0,0,0,0,0.0
Ricardo Phillips,NE,M-F,4,0,0,0,0,0,0.0
Luke Vercollone,NE,M,3,0,0,0,0,0,0.0
Gilberto Flores,MET,M,3,0,0,0,0,0,0.0
Milton Blanco,CHV,M-F,5,0,0,0,0,0,0.0
Justin Detter,KC,F,4,0,0,0,0,0,0.0
Jermaine Hue,KC,M,3,1,0,0,0,0,0.0
Danilo da Silva,MET,D,5,0,0,0,0,0,0.0
Martin Morales,COL,M,1,1,0,0,0,0,0.0
Alex Yi,DAL,D,1,1,0,0,0,0,0.0
Nikolas Besagno,RSL,M,2,1,0,0,0,0,0.0
Michael Lookingland,RSL,D,1,1,0,0,0,0,0.0
Cassio,NE,M,3,2,0,0,0,0,0.0
Fabrice Noel,COL,F,7,0,0,0,0,0,0.0
Evan Whitfield,RSL,D,5,0,0,0,0,0,0.0
Khari Stephenson,KC,M,6,1,0,0,0,0,0.0
Leonard Griffin,CHI,D,3,2,0,0,0,0,0.0
Ryan Latham,NE,F,6,1,0,0,0,0,0.0
Will Johnson,ORL,M,6,1,0,0,0,0,0.0
Wes Hart,SJ,D-M,7,1,0,0,0,0,0.0
Philip Salyer,DAL,D,2,2,0,0,0,0,0.0
Nana Kuffour,DC,F,3,2,0,0,0,0,0.0
Alan Gordon,LA,F,5,3,0,0,0,0,0.0
Connally Edozien,NE,F-M,9,1,0,0,0,0,0.0
Kevin Novak,RSL,D,3,2,0,0,0,0,0.0
Leighton O'Brien,RSL,M,6,1,0,0,0,0,0.0
Ian Russell,SJ,D,13,2,0,0,0,0,0.0
Aaron Lopez,CHV,D-M,4,3,0,0,0,0,0.0
Stephen Armstrong,CLB,M,7,2,0,0,0,0,0.0
Michael Enfield,LA,M-F,6,2,0,0,0,0,0.0
Marcelo Saragosa,LA,M,4,2,0,0,0,0,0.0
Matt Crawford,COL,M,4,3,0,0,0,0,0.0
Jason Hernandez,MET,D,3,3,0,0,0,0,0.0
Ryan Kelly,CLB,D,7,3,0,0,0,0,0.0
Mubarike Chisoni,LA,M,11,1,0,0,0,0,0.0
Cameron Knowles,RSL,D,4,3,0,0,0,0,0.0
Adolfo Gregorio,RSL,M,6,4,0,0,0,0,0.0
Scott Buete,CHI,M,8,4,0,0,0,0,0.0
John Thorrington,CHI,M,8,4,0,0,0,0,0.0
Jack Stewart,CHI,D,9,3,0,0,0,0,0.0
Dipsy Selolwane,RSL,F,8,4,0,0,0,0,0.0
Stephen Herdsman,CLB,D,7,7,0,0,0,0,0.0
Domenic Mediate,CLB,M,11,4,0,0,0,0,0.0
Chris Aloisi,SJ,D,6,5,0,0,0,0,0.0
Wolde Harris,COL,F,10,5,0,0,0,0,0.0
Marlon Rojas,RSL,D-M,7,6,0,0,0,0,0.0
Troy Dayak,SJ,D,7,7,0,0,0,0,0.0
Daniel Hernandez,NE,M,7,7,0,0,0,0,0.0
Matt Behncke,RSL,D,8,7,0,0,0,0,0.0
Mark Wilson,DAL,M,8,7,0,0,0,0,0.0
Joseph Ngwenya,LA,F,16,6,0,0,0,0,0.0
Abe Thompson,DAL,F,18,6,0,0,0,0,0.0
Facundo Erpen,DC,D,8,8,0,0,0,0,0.0
Eric Vasquez,CLB,M,11,8,0,0,0,0,0.0
Michael Umaña,LA,D,15,6,0,0,0,0,0.0
Juan Pablo Garcia,CHV,M,9,9,0,0,0,0,0.0
Ryan Cochrane,SJ,D,14,6,0,0,0,0,0.0
Troy Roberts,LA,D,14,9,0,0,0,0,0.0
Alfonso Loera,CHV,D,12,9,0,0,0,0,0.0
Drew Moor,TOR,D,20,9,0,0,0,0,0.0
Pablo Mastroeni,COL,M,14,12,0,0,0,0,0.0
Jack Jewsbury,KC,M,29,6,0,0,0,0,0.0
Paul Broome,LA,M,14,11,0,0,0,0,0.0
Jesus Ochoa,CHV,M,16,12,0,0,0,0,0.0
Danny O'Rourke,SJ,D,13,12,0,0,0,0,0.0
Steve Jolley,DAL,D,13,12,0,0,0,0,0.0
Esteban Arias,CHV,D,15,14,0,0,0,0,0.0
Seth Trembly,RSL,M-D,22,11,0,0,0,0,0.0
Ricky Lewis,COL,D,16,16,0,0,0,0,0.0
Ryan Suarez,CHV,D,19,16,0,0,0,0,0.0
Mario Rodriguez,CLB,M,19,15,0,0,0,0,0.0
Frankie Hejduk,CLB,D,18,15,0,0,0,0,0.0
Pablo Chinchilla,LA,D,19,17,0,0,0,0,0.0
Sergio Galvan Rey,MET,F,27,16,0,0,0,0,0.0
Tim Regan,MET,D,20,18,0,0,0,0,0.0
Armando Begines,CHV,D,22,18,0,0,0,0,0.0
Kenny Cutler,RSL,M,19,19,0,0,0,0,0.0
Danny Califf,SJ,D,20,20,0,0,0,0,0.0
Eddie Pope,RSL,D,20,20,0,0,0,0,0.0
Nelson Akwari,RSL,D,23,21,0,0,0,0,0.0
Chris Wingert,CLB,D,27,20,0,0,0,0,0.0
Carlos Mendes,MET,D,24,21,0,0,0,0,0.0
Shavar Thomas,KC,D,25,24,0,0,0,0,0.0
Brian Dunseth,RSL,D,24,24,0,0,0,0,0.0
Brian Kamler,RSL,M,28,24,0,0,0,0,0.0
Jeff Agoos,MET,D,25,25,0,0,0,0,0.0
Mike Petke,COL,D,26,26,0,0,0,0,0.0
Brandon Prideaux,DC,D,29.0,28.0,0.0,0.0,0.0,0.0,0.0
Robin Fraser,CLB,D,29.0,29.0,0.0,0.0,0.0,0.0,0.0
Nick Garcia,KC,D,30.0,30.0,0.0,0.0,0.0,0.0,0.0
Michael Parkhurst,ATL,D,32.0,32.0,0.0,0.0,0.0,0.0,0.0
Alexandre Boucicaut,nan,M,nan,nan,nan,nan,nan,nan,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
