Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Jay Heaps,NE,D,31,31,2790,1,5,17,10,37,36,2,7,0
Danny Szetela,CLB,M,16,13,1116,0,1,16,1,36,20,0,3,0
Thiago Martins,CHV,F,22,21,1779,3,1,46,16,36,50,9,5,0
Mike Magee,MET,M,29,21,1830,5,5,27,13,36,36,9,2,0
Marshall Leonard,NE,M,27,25,1922,1,1,15,8,36,26,2,5,0
Mark Lisi,MET,M,28,22,1971,0,5,19,6,36,18,2,3,0
Dwayne De Rosario,SJ,M,28,26,2375,9,13,70,34,36,58,9,4,0
Ramon Ramirez,CHV,M,31,31,2573,2,6,25,8,36,57,1,7,0
Danny O'Rourke,SJ,D,13,12,1049,0,0,4,2,35,16,0,3,0
Nate Jaqua,CHI,F,18,15,1361,7,3,45,24,35,30,10,4,0
Chris Albright,LA,D,22,21,1772,1,2,29,12,34,29,1,7,0
Brian Dunseth,RSL,D,24,24,2011,2,0,8,5,34,22,3,3,1
Peter Vagenas,LA,M,29,28,2477,5,4,29,12,34,42,4,3,0
Todd Dunivant,LA,D,32,32,2880,0,2,14,3,34,20,3,3,0
Arturo Alvarez,HOU,M,24,15,1282,2,4,31,14,33,13,6,2,0
Carlos Mendes,MET,D,24,21,1916,0,0,1,0,33,19,0,5,0
Jim Curtin,CHI,D,27,24,2143,1,3,12,6,33,13,0,3,0
Jason Kreis,RSL,M,24,24,2160,9,4,65,31,33,35,23,6,0
Dema Kovalenko,DC,M,26,23,2056,4,4,41,13,32,44,18,3,1
Taylor Twellman,NE,F,25,25,2226,17,7,82,51,32,32,33,1,0
Kyle Martino,CLB,M,27,27,2248,0,8,24,9,32,77,15,6,1
Jovan Kirovski,COL,M-F,31,28,2334,5,5,62,25,32,43,19,4,0
Bobby Boswell,DC,D,27,26,2343,3,1,12,6,32,12,0,6,0
Chris Henderson,CLB,M,29,29,2428,3,8,33,11,32,29,18,2,0
Bobby Rhine,DAL,M,28,27,2438,2,8,25,9,32,22,1,4,0
Nat Borchers,COL,D,31,31,2721,0,1,13,2,32,24,0,7,1
Bryan Namoff,DC,D,17,15,1348,1,1,8,3,31,9,1,4,1
Brad Davis,SJ,M,18,16,1408,2,8,23,11,31,37,5,4,0
Armando Begines,CHV,D,22,18,1658,0,0,2,1,31,12,0,3,0
Eddie Gaven,MET,M,28,26,2257,8,4,34,19,31,67,11,0,0
Robin Fraser,CLB,D,29,29,2607,0,0,0,0,31,8,0,7,0
Mark Schulte,CLB,D,19,18,1540,0,1,2,0,30,20,0,3,0
Sasha Victorine,KC,M,30,30,2658,7,4,35,15,30,29,1,0,0
Guy Melamed,COL,M-D,14,10,910,0,1,10,2,29,12,0,4,2
Aaron Pitchkolan,DAL,D,20,15,1442,3,1,16,7,29,22,4,3,0
Hérculez Gómez,LA,F,22,16,1506,11,2,54,25,29,53,19,5,0
Chris Armas,CHI,M,22,22,1879,2,2,17,5,29,19,1,0,0
Chad Marshall,SEA,D,30,30,2655,1,3,25,10,29,16,0,1,0
James Riley,NE,D,23,12,1292,1,3,9,4,28,13,1,3,0
Samuel Caballero,CHI,D,17,16,1439,1,1,11,4,28,18,0,2,0
Edson Buddle,CLB,F,23,21,1762,9,2,70,24,28,30,18,0,0
Jimmy Conrad,KC,D,25,25,2241,2,2,11,5,28,27,0,4,0
Justin Mapp,CHI,M,29,28,2356,3,8,48,19,28,62,16,3,0
Wade Barrett,SJ,D,30,30,2664,1,2,4,2,28,31,1,2,0
Nick Garcia,KC,D,30,30,2678,0,0,7,3,28,34,0,3,0
Arturo Torres,CHV,F,23,15,1366,2,2,16,5,27,16,8,3,0
Josh Wolff,KC,F,22,22,1910,10,10,51,29,27,40,20,0,0
John Wilson,DC,D,17,11,1098,0,2,5,2,26,14,2,2,0
Frankie Hejduk,CLB,D,18,15,1396,3,0,16,7,26,22,2,5,0
Guillermo Ramirez,LA,M,24,18,1590,1,1,62,30,26,47,3,2,0
Hector Cuadros,CHV,M,26,18,1691,4,4,30,9,26,52,6,6,0
Shavar Thomas,KC,D,25,24,2011,0,0,3,0,26,13,0,4,0
Clint Mathis,RSL,M,27,27,2123,3,4,45,17,26,28,8,7,1
Jeff Agoos,MET,D,25,25,2150,0,0,9,4,26,22,0,3,0
Jose Burciaga Jr.,KC,D,31,31,2667,2,4,36,10,26,45,1,9,0
Chris Klein,KC,M,31,31,2765,7,9,84,34,26,19,18,0,0
Simon Elliott,CLB,M,32,32,2880,1,11,31,9,26,27,1,5,0
John Wolyniec,CLB,F,25,13,1411,5,4,27,13,25,23,16,0,0
Jeff Parke,MET,D,21,19,1632,0,1,6,1,25,14,0,4,0
Khano Smith,NE,M,23,8,925,3,2,27,8,24,12,14,4,0
Avery John,NE,D,14,13,1167,0,1,0,0,24,14,0,2,0
Santino Quaranta,DC,M-F,18,13,1185,5,5,30,17,24,34,13,2,0
Cornell Glen,CLB,F,22,13,1238,4,4,52,20,24,35,18,5,1
Mario Rodriguez,CLB,M,19,15,1309,1,0,22,9,24,27,16,2,1
Ricky Lewis,COL,D,16,16,1298,0,0,1,1,23,13,0,2,0
Ante Razov,CLB,F,25,21,1935,7,6,62,22,23,25,30,2,1
Alfonso Loera,CHV,D,12,9,875,0,0,1,1,22,7,0,2,1
David Testo,CLB,M-F,17,12,1030,1,3,7,2,22,18,0,4,0
David Wagenfuhr,DAL,D,19,15,1368,0,2,8,2,22,15,0,1,0
Freddy Adu,DC,F,25,16,1486,4,6,37,16,22,56,4,4,0
Tim Regan,MET,D,20,18,1641,0,0,3,1,22,12,1,5,1
Nelson Akwari,RSL,D,23,21,1887,0,0,3,1,22,14,1,5,0
Andy Dorman,NE,M,30,19,1954,2,5,21,9,22,23,1,4,0
Brian Kamler,RSL,M,28,24,2027,0,0,11,3,22,38,0,3,0
Chris Leitch,MET,D,28,26,2343,0,1,8,2,22,16,1,7,0
Christian Gomez,DC,M,31,30,2419,11,9,64,37,22,41,7,6,0
Isaac Romo,CHV,F,25,11,1187,3,1,33,15,21,17,10,4,0
Hunter Freeman,COL,D,20,14,1216,0,1,5,2,21,12,0,4,1
Luchi Gonzalez,COL,F,20,19,1448,2,2,22,14,21,46,19,1,0
Antonio Martinez,CHV,F-M,25,16,1601,2,3,24,11,21,34,11,5,0
Kenny Cutler,RSL,M,19,19,1699,0,0,5,2,21,4,0,5,1
Francisco Mendoza,CHV,M,24,20,1877,0,2,26,11,21,48,3,5,0
Ronald Cerritos,SJ,F,30,28,2308,6,9,50,29,21,37,41,0,0
Wolde Harris,COL,F,10,5,504,1,0,7,4,20,3,3,0,0
Ednaldo da Conceicao,LA,F,19,9,949,1,3,14,7,20,13,18,4,0
Rusty Pierce,RSL,D,15,15,1200,0,1,3,1,20,24,0,3,0
Eddie Pope,RSL,D,20,20,1756,1,0,8,4,20,15,0,0,1
Pat Noonan,NE,F,21,21,1843,8,7,57,29,20,36,19,4,0
Chris Rolfe,CHI,F,29,21,1941,8,5,61,32,20,36,11,1,0
Abbe Ibrahim,MET,F,16,6,575,2,3,15,8,19,12,7,3,1
Jamie Watson,RSL,M,19,6,815,2,1,16,10,19,37,11,1,1
Troy Roberts,LA,D,14,9,822,0,0,2,0,19,7,1,3,0
Eddie Johnson,DAL,F,15,13,1180,5,2,30,12,19,25,11,1,0
C.J. Brown,CHI,D,20,18,1657,0,2,2,0,19,18,0,6,0
Landon Donovan,LA,M-F,22,20,1886,12,10,49,32,19,36,12,3,0
Lubos Reiter,CHI,F,14,9,771,3,2,22,16,18,16,10,1,0
Juan Francisco Palencia,CHV,F,9,9,810,3,1,28,15,18,21,8,4,0
Andy Herron,CHI,F,20,13,980,2,2,22,12,18,16,19,1,0
Ryan Suarez,CHV,D,19,16,1309,1,0,3,1,18,18,1,2,0
Chris Gbandi,DAL,D,17,17,1519,1,1,14,7,18,13,3,7,0
Jeff Cunningham,COL,F,26,17,1667,12,3,55,31,18,52,26,4,0
Scott Sealy,KC,F,28,20,1668,9,2,31,20,18,37,16,0,0
Kelly Gray,CHI,D-M,26,25,2281,2,2,16,4,18,9,2,3,0
Daniel Hernandez,NE,M,7,7,557,0,0,8,0,17,10,2,2,1
Oscar Pareja,DAL,M,18,6,645,1,1,9,6,17,16,1,3,0
Francisco Gomez,CHV,M,12,8,648,0,1,6,0,17,8,0,2,0
Alecko Eskandarian,DC,F,12,7,661,0,1,21,8,17,8,2,1,0
Jesus Ochoa,CHV,M,16,12,1030,0,0,7,2,17,5,0,2,0
Carey Talley,DAL,D,20,14,1092,0,3,11,4,17,16,2,2,1
Chad Barrett,CHI,F,20,4,594,1,4,25,9,16,7,14,0,0
Knox Cameron,CLB,F,20,9,803,4,1,15,7,16,7,6,0,0
Jack Jewsbury,KC,M,29,6,993,4,0,26,14,16,15,4,1,0
Steve Jolley,DAL,D,13,12,1057,0,0,4,2,16,8,1,1,0
Matt Taylor,CHV,F,21,14,1303,2,2,24,7,16,28,15,1,0
Ivan Guerrero,CHI,M,26,26,2314,2,5,15,3,16,52,3,1,0
Cobi Jones,LA,M,31,27,2393,3,6,28,15,16,35,14,3,0
Juan Pablo Garcia,CHV,M,9,9,771,1,0,23,14,15,10,4,2,0
Jamil Walker,DC,M-F,22,6,729,2,7,21,11,14,14,10,0,0
Pablo Mastroeni,COL,M,14,12,942,1,0,5,3,14,16,0,3,1
Paul Broome,LA,M,14,11,1001,0,0,1,0,14,18,2,4,0
Tim Ward,MET,D,13,11,1033,0,3,6,2,14,16,2,4,0
Steve Ralston,NE,M,21,21,1857,1,6,29,14,14,17,3,1,0
Logan Pause,CHI,M,27,24,2093,0,2,2,1,14,22,0,2,0
Mark Wilson,DAL,M,8,7,615,0,0,14,3,13,9,0,2,0
Joseph Ngwenya,LA,F,16,6,617,0,0,10,6,13,21,7,0,0
Alex Zotinca,KC,D,16,13,1060,1,1,15,8,13,19,2,1,0
Sergio Galvan Rey,MET,F,27,16,1596,7,0,44,23,13,14,28,2,0
Chris Brown,RSL,M-F,29,25,2124,1,1,30,10,13,16,4,0,0
John Thorrington,CHI,M,8,4,368,1,0,2,1,12,8,1,1,0
David Stokes,DC,D,10,3,388,0,1,2,1,12,4,0,0,0
Matt Behncke,RSL,D,8,7,587,0,0,6,2,12,5,0,0,0
Michael Umaña,LA,D,15,6,754,0,0,4,2,12,7,0,2,0
Facundo Erpen,DC,D,8,8,696,1,0,5,4,11,10,0,4,0
Leslie Fitzpatrick,RSL,M,18,6,707,0,2,8,6,11,13,0,0,0
Pablo Chinchilla,LA,D,19,17,1399,1,0,7,2,11,9,0,2,0
Dipsy Selolwane,RSL,F,8,4,401,0,0,10,4,10,9,0,0,0
Jordan Cila,RSL,F-M,12,8,645,3,1,6,4,10,9,4,1,0
Abe Thompson,DAL,F,18,6,671,4,0,19,10,10,8,10,0,0
Ian Russell,SJ,D,13,2,234,0,0,2,1,9,7,0,1,0
Chris Aloisi,SJ,D,6,5,494,0,0,3,1,9,8,0,2,0
Melvin Tarley,RSL,F,9,9,729,1,1,22,12,9,6,18,0,0
Ryan Cochrane,SJ,D,14,6,775,0,0,2,0,9,2,0,3,0
Ramon Nunez,DAL,M,21,12,1139,5,3,49,22,9,21,1,1,0
Alan Gordon,LA,F,5,3,200,0,0,1,0,8,2,5,1,0
Connally Edozien,NE,F-M,9,1,217,0,0,6,4,8,2,3,1,0
Aaron Lopez,CHV,D-M,4,3,237,0,0,1,1,8,4,0,1,1
Domenic Mediate,CLB,M,11,4,475,1,0,12,7,8,10,1,0,0
Marlon Rojas,RSL,D-M,7,6,507,0,0,0,0,8,5,1,1,0
Richard Mulrooney,DAL,M,7,7,574,2,2,7,2,8,12,1,1,0
Ned Grabavoy,LA,M,12,9,655,0,3,8,0,8,18,0,0,0
Terry Cooke,COL,M,20,17,1490,2,2,18,6,8,20,3,3,0
Seth Stammler,MET,M-D,10,3,358,0,1,2,2,7,1,0,2,0
Dan Gargan,COL,D,12,5,511,0,2,2,0,7,12,0,1,0
Craig Waibel,SJ,D,6,6,527,0,1,1,0,7,2,0,0,0
Eric Vasquez,CLB,M,11,8,703,2,0,9,5,7,4,0,0,0
Robert Scarlett,RSL,M-D,9,8,719,0,2,8,3,7,5,3,0,0
Tony Sanneh,CHI,D,12,11,988,0,1,1,1,7,10,0,1,0
Jose Cancela,NE,M,25,22,1642,2,5,23,11,7,59,0,0,0
Leonard Griffin,CHI,D,3,2,151,0,0,0,0,6,3,1,1,1
Julian Nash,SJ,F,10,1,228,1,1,3,3,6,4,1,0,0
Brian Roberts,KC,D,11,3,337,0,1,3,0,6,2,0,1,0
Cameron Knowles,RSL,D,4,3,346,0,0,0,0,6,2,0,1,0
Gustavo Cabrera,RSL,D,4,4,360,0,1,0,0,6,4,0,2,0
Scott Buete,CHI,M,8,4,364,0,0,2,1,6,7,0,0,0
Stephen Herdsman,CLB,D,7,7,467,0,0,0,0,6,4,0,0,0
Drew Moor,TOR,D,20,9,934,0,0,7,4,6,5,0,0,0
Michael Parkhurst,ATL,D,32,32,2880,0,0,0,0,6,19,0,2,0
Will Johnson,ORL,M,6,1,161,1,0,4,2,5,1,0,1,1
Mubarike Chisoni,LA,M,11,1,304,0,0,4,2,5,2,3,1,0
Adolfo Gregorio,RSL,M,6,4,359,0,0,4,2,5,7,1,0,0
Troy Dayak,SJ,D,7,7,551,1,0,5,1,5,1,0,0,0
Cassio,NE,M,3,2,111,0,0,1,1,4,4,1,0,0
Antti Sumiala,KC,F,2,2,116,0,1,2,1,4,2,2,0,0
Philip Salyer,DAL,D,2,2,180,0,0,0,0,4,1,1,0,0
Nana Kuffour,DC,F,3,2,180,1,0,3,1,4,3,1,0,0
Manny Lagos,CLB,M,5,2,187,0,1,0,0,4,4,0,1,0
Will John,CHI,M-F,6,2,199,0,1,2,0,4,2,1,0,0
Kevin Novak,RSL,D,3,2,220,1,0,4,2,4,4,1,0,0
Stephen Armstrong,CLB,M,7,2,244,0,0,5,1,4,3,2,0,0
Marcelo Saragosa,LA,M,4,2,255,1,0,1,1,4,7,0,0,0
Ryan Pore,KC,M,8,4,285,1,1,6,1,4,8,6,0,0
Jamal Sutton,CLB,F,8,3,327,1,1,7,2,4,7,2,1,0
Jack Stewart,CHI,D,9,3,400,1,0,10,5,4,2,0,1,0
Leo Cullen,COL,M,15,8,750,0,1,1,0,4,3,0,3,0
Danilo da Silva,MET,D,5,0,60,0,0,1,1,3,1,0,0,0
Alex Yi,DAL,D,1,1,66,0,0,1,0,3,3,0,1,0
Evan Whitfield,RSL,D,5,0,133,0,0,2,1,3,5,1,1,0
Khari Stephenson,KC,M,6,1,145,0,0,6,1,3,2,0,1,0
Kevin Goldthwaite,SJ,D,3,2,147,0,1,1,1,3,2,0,1,1
Ryan Latham,NE,F,6,1,155,0,0,3,2,3,4,0,0,0
Jason Hernandez,MET,D,3,3,268,0,0,0,0,3,2,0,1,0
Dante Washington,CLB,F,9,2,281,0,1,7,3,3,7,2,0,0
Dedi Ben Dayan,COL,M-D,8,3,358,4,2,12,8,3,9,6,0,0
Marcus Storey,CLB,M-F,12,3,381,0,1,6,1,3,8,1,0,0
Clyde Simms,DC,M,26,12,1263,0,1,13,3,3,6,0,1,0
Ryan Raybould,KC,D-M,1,0,10,0,0,0,0,2,0,0,0,0
Josh Gardner,LA,M,1,0,13,0,0,0,0,2,0,0,0,0
Jamie Holmes,NE,F,1,0,20,0,0,0,0,2,0,0,0,0
Ricardo Phillips,NE,M-F,4,0,34,0,0,0,0,2,0,0,0,0
Milton Blanco,CHV,M-F,5,0,40,0,0,0,0,2,3,0,0,0
Martin Morales,COL,M,1,1,61,0,0,1,0,2,2,0,0,0
Nikolas Besagno,RSL,M,2,1,69,0,0,1,0,2,2,0,1,0
Michael Lookingland,RSL,D,1,1,90,0,0,0,0,2,0,0,0,0
Wes Hart,SJ,D-M,7,1,175,0,0,0,0,2,2,0,0,0
Leighton O'Brien,RSL,M,6,1,234,0,0,2,1,2,3,0,1,0
Ryan Kelly,CLB,D,7,3,296,0,0,0,0,2,1,0,0,0
Preki,KC,M,16,4,475,2,2,13,5,2,7,1,1,0
Jason Thompson,DC,F,1,0,1,0,0,0,0,1,0,0,0,0
Chris Wondolowski,SJ,F,2,0,5,0,0,0,0,1,0,0,1,0
Shawn Kuykendall,DC,M,2,0,10,0,0,0,0,1,1,0,1,0
Eugene Sepuya,COL,F,1,0,18,0,0,0,0,1,0,0,0,0
Matt Nickell,DC,F,4,0,30,0,0,1,1,1,1,1,0,0
Luke Vercollone,NE,M,3,0,35,0,0,0,0,1,0,0,0,0
Jermaine Hue,KC,M,3,1,55,0,0,2,0,1,3,0,0,0
Michael Enfield,LA,M-F,6,2,247,1,0,4,2,1,2,1,0,0
Matt Crawford,COL,M,4,3,256,0,0,1,0,1,4,0,0,0
Steve Guppy,DC,M,5,4,285,0,1,1,0,1,4,4,1,0
David Johnson,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Eliseo Quintanilla,DC,F-M,0,0,0,0,0,0,0,0,0,0,0,0
Ross Paule,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Craig Capano,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Duncan Oughton,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Luis Gallardo,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Felix Brillant,NE,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Tony Lochhead,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Stewart,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Chris Corcoran,MET,M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Erush,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Elbaum,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Mamadou Diallo,MET,D,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Dobson,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Tighe Dombrowski,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Hollis Donaldson,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Flores,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Guillermo Gonzalez,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Hector Castro,CHV,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Victor Arbelaez,CHV,D-M,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Arena,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Bailey,MET,F,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Garipe,MET,M,0,0,0,0,0,0,0,0,0,0,0,0
Christian Jimenez,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
Stephen deRoux,DC,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Quavas Kirk,LA,F,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Keel,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
DeMetrius White,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Easton Wilson,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Alex Woods,DAL,F-M,0,0,0,0,0,0,0,0,0,0,0,0
Mario Torres,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
James Twellman,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Nick Van Sicklen,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Winston Marshall,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Tim Merritt,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
John Minagawa-Webster,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Jared Montz,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Lanes,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Douglas Lascody,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Tim Lawson,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Pat McGinnis,KC,F,0,0,0,0,0,0,0,0,0,0,0,0
John Pulido,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Ramirez,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Michael Nsien,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Brett Rodriguez,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Romaneiro,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Andy Rosenband,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Sagastume,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Larentowicz,ATL,M,1,0,1,0,0,0,0,0,0,0,0,0
Amir Lowery,COL,M,1,0,1,0,0,0,0,0,0,0,0,0
Dustin Branan,KC,D,1,0,1,0,0,0,0,0,0,0,0,0
Rodrigo López,CHV,M,1,0,5,0,0,0,0,0,0,0,0,0
Roger Levesque,SJ,M,1,0,11,0,0,0,0,0,0,0,0,0
Eric Quill,DAL,F,2,0,11,0,0,0,0,0,0,0,0,0
Diego Serna,COL,F,1,0,13,0,0,1,1,0,0,1,1,0
Mike Munoz,CHV,M,1,0,15,0,0,0,0,0,0,0,0,0
Ty Maurin,DAL,M,3,0,16,0,0,0,0,0,0,0,0,0
Diego Walsh,KC,M,1,0,16,0,0,0,0,0,0,0,0,0
Devin Barclay,CLB,F,1,0,19,0,0,0,0,0,2,0,0,0
Benjamin Benditson,LA,D,1,0,21,0,0,0,0,0,0,0,0,0
Sasha Gotsmanov,COL,F,1,0,21,0,0,0,0,0,0,0,0,0
Lucio Filomeno,DC,F,1,0,22,0,0,0,0,0,3,0,0,0
Gilberto Flores,MET,M,3.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Detter,KC,F,4.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrice Noel,COL,F,7.0,0.0,123.0,1.0,0.0,5.0,3.0,0.0,5.0,2.0,0.0,0.0
Luke Kreamalmeyer,RSL,M,6.0,2.0,247.0,0.0,1.0,6.0,2.0,0.0,7.0,0.0,0.0,0.0
Alexandre Boucicaut,nan,M,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
