Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Cuauhtemoc Blanco,CHI,M,14,14,1233,4,7,26,14,1/2,15.4,53.8
Colin Clark,COL,M,16,16,1321,2,2,26,5,0/0,7.7,19.2
Jose Burciaga Jr.,KC,D,23,23,1826,2,4,26,12,0/0,7.7,46.2
Seth Stammler,NY,M-D,29,28,2547,0,2,26,5,0/0,0.0,19.2
Jack Jewsbury,KC,M,28,27,2316,2,3,25,6,0/0,8.0,24.0
Freddy Adu,RSL,F,11,10,899,1,2,24,12,1/1,4.2,50.0
Stuart Holden,HOU,M,22,10,1030,5,5,24,13,0/0,20.8,54.2
John Wolyniec,NY,F,21,13,1032,3,2,24,7,0/0,12.5,29.2
Jacob Peterson,COL,F,24,10,1118,1,0,24,10,0/0,4.2,41.7
Dominic Oduro,MTL,M,29,10,1163,3,2,24,13,0/0,12.5,54.2
Maurice Edu,TOR,M,25,25,2180,4,1,24,8,0/0,16.7,33.3
Dane Richards,NY,M,28,27,2335,2,6,24,14,0/0,8.3,58.3
Chris Brown,RSL,M-F,22,12,1083,5,0,23,13,0/0,21.7,56.5
Ronnie O'Brien,TOR,M,13,13,1139,0,4,22,12,0/0,0.0,54.5
Dema Kovalenko,NY,M,19,15,1377,2,1,21,7,0/0,9.5,33.3
Terry Cooke,COL,M,29,28,2288,0,7,21,9,0/0,0.0,42.9
Marcos Gonzalez,CLB,D,27,27,2356,1,1,21,5,0/0,4.8,23.8
Danny Dichio,TOR,F,17,14,1175,6,1,20,13,0/0,30.0,65.0
Gavin Glinton,LA,F,19,3,711,4,0,19,12,0/0,21.1,63.2
Andy Herron,CLB,F,18,10,794,4,2,19,10,1/1,21.1,52.6
Alan Gordon,LA,F,14,11,828,3,0,19,8,0/0,15.8,42.1
Abe Thompson,DAL,F,24,15,1227,5,4,19,11,2/2,26.3,57.9
Andy Williams,RSL,M,24,12,1277,1,3,19,9,0/0,5.3,47.4
Cobi Jones,LA,M,25,19,1679,4,5,19,12,0/0,21.1,63.2
Paulo Nagamura,CHV,M,26,24,2172,2,2,19,8,0/0,10.5,42.1
Brian Mullan,HOU,D,28,28,2407,1,3,19,6,0/0,5.3,31.6
Guy-Roland Kpene,DC,F,15,8,626,0,2,18,12,0/0,0.0,66.7
Stefani Miglioranzi,CLB,M,23,17,1621,3,2,18,7,0/0,16.7,38.9
Francis Doe,NY,F,8,4,428,2,1,17,7,0/0,11.8,41.2
Andrea Lombardo,TOR,F,16,6,726,0,1,17,9,0/0,0.0,52.9
Jacob Thomas,CLB,F,9,4,402,1,0,16,8,0/0,6.3,50.0
Kei Kamara,VAN,F,17,4,475,2,0,16,7,0/0,12.5,43.8
John Cunliffe,CHV,F,15,5,494,3,1,16,8,0/0,18.8,50.0
Wells Thompson,NE,D,27,11,1215,1,0,16,7,0/0,6.3,43.8
Jay Heaps,NE,D,28,28,2475,1,0,16,8,0/0,6.3,50.0
Kerry Zavagnin,KC,M,29,29,2564,3,2,16,5,0/0,18.8,31.3
Robbie Rogers,CLB,D,10,6,597,3,1,15,6,0/0,20.0,40.0
Jose Cancela,COL,M,11,5,611,1,0,15,8,1/1,6.7,53.3
Laurent Merlin,CHV,F,22,7,804,1,2,15,8,0/0,6.7,53.3
Justin Mapp,CHI,M,13,10,808,0,1,15,8,0/0,0.0,53.3
Clyde Simms,DC,M,25,16,1505,0,3,15,7,0/0,0.0,46.7
Alex Zotinca,CHV,D,22,20,1667,0,3,15,6,0/0,0.0,40.0
Todd Dunivant,NY,D,25,25,2230,0,0,15,11,0/0,0.0,73.3
Gonzalo Segares,CHI,D,27,27,2406,1,1,15,5,0/0,6.7,33.3
Michael Harrington,KC,D,29,27,2422,3,4,15,9,0/0,20.0,60.0
Jesse Marsch,CHV,M,28,28,2425,2,4,15,6,0/0,13.3,40.0
Denilson,DAL,M,8,7,606,1,0,14,4,1/1,7.1,28.6
Roberto Brown,COL,F,13,8,696,3,0,14,4,0/0,21.4,28.6
Kelly Gray,HOU,D-M,15,13,1195,0,1,14,4,0/0,0.0,28.6
Andy Welsh,TOR,M,20,16,1335,1,3,14,10,0/0,7.1,71.4
Claudio Reyna,NY,M,21,21,1723,0,3,14,3,0/0,0.0,21.4
Jonathan Bornstein,CHV,D,23,23,2070,1,1,14,8,0/0,7.1,57.1
Claudio Suarez,CHV,D,25,25,2153,3,1,14,9,1/1,21.4,64.3
Carl Robinson,TOR,M,26,26,2340,2,4,14,8,0/0,14.3,57.1
Jason Garey,CLB,F,11,5,447,1,0,13,6,0/0,7.7,46.2
Fabian Espindola,RSL,F,12,8,602,2,2,13,9,0/0,15.4,69.2
Dax McCarty,CHI,M,25,18,1604,1,7,13,5,0/0,7.7,38.5
Peter Vagenas,LA,M,24,20,1786,0,5,13,3,0/0,0.0,23.1
Jimmy Conrad,KC,D,25,25,2172,0,0,13,2,0/0,0.0,15.4
Jim Brennan,TOR,D,27,27,2430,1,0,13,5,0/0,7.7,38.5
Conor Casey,COL,F,17,11,1033,2,3,12,5,0/0,16.7,41.7
Ivan Guerrero,CHI,M,19,16,1490,1,2,12,5,0/0,8.3,41.7
Jason Kreis,RSL,M,4,4,358,0,0,11,4,0/0,0.0,36.4
Ricardo Virtuoso,CLB,F,8,5,451,0,1,11,4,0/0,0.0,36.4
Ryan Pore,KC,M,17,4,456,0,0,11,5,0/0,0.0,45.5
Kevin Goldthwaite,HOU,D,19,17,1466,1,1,11,6,0/0,9.1,54.5
Dasan Robinson,CHI,D,23,21,1819,1,0,11,3,0/0,9.1,27.3
Ezra Hendrickson,CLB,D,23,21,1851,1,0,11,5,0/0,9.1,45.5
Joshua Gros,DC,M-D,22,22,1854,1,1,11,8,0/0,9.1,72.7
Facundo Erpen,COL,D,26,25,2056,1,2,11,2,0/0,9.1,18.2
Danny O'Rourke,CLB,D,27,27,2426,0,1,11,1,0/0,0.0,9.1
Omar Cummings,COL,F,11,0,182,2,0,10,6,0/0,20.0,60.0
Thiago,CHI,M,13,5,568,0,1,10,3,0/0,0.0,30.0
Corey Ashe,HOU,M,22,6,811,0,4,10,4,0/0,0.0,40.0
Kurt Morsink,KC,M,21,10,894,0,0,10,4,0/0,0.0,40.0
Joe Vide,NY,M,16,13,1107,0,0,10,4,0/0,0.0,40.0
Diego Gutierrez,CHI,D,23,22,1890,0,1,10,6,0/0,0.0,60.0
Tyrone Marshall,LA,D,24,24,2159,1,0,10,1,0/0,10.0,10.0
Frankie Hejduk,CLB,D,24,24,2160,0,3,10,3,0/0,0.0,30.0
Eddie Robinson,HOU,D,25,25,2187,2,2,10,5,0/0,20.0,50.0
Jeff Parke,NY,D,28,26,2246,0,1,10,4,0/0,0.0,40.0
Amado Guevara,CHV,M,4,4,326,0,0,9,4,0/0,0.0,44.4
Chris Albright,LA,D,5,5,375,0,0,9,3,0/0,0.0,33.3
Nicholas Addlery,DC,F,11,4,455,1,2,9,2,0/0,11.1,22.2
Duncan Oughton,CLB,D,19,13,1231,1,4,9,5,0/0,11.1,55.6
Marc Burch,MIN,D,18,15,1362,1,3,9,3,0/0,11.1,33.3
Chris Pozniak,TOR,D,22,16,1497,0,3,9,3,0/0,0.0,33.3
Pablo Mastroeni,COL,M,23,21,1864,0,1,9,0,0/0,0.0,0.0
Marvell Wynne,NY,D,23,22,1963,0,3,9,5,0/0,0.0,55.6
Clarence Goodson,DAL,D,27,27,2297,1,1,9,5,0/0,11.1,55.6
Richard Mulrooney,HOU,M,30,27,2521,0,5,9,3,0/0,0.0,33.3
David Beckham,LA,M,5,2,252,0,2,8,0,0/0,0.0,0.0
Brian Plotkin,CHI,M,8,5,460,0,0,8,3,0/0,0.0,37.5
Chad Marshall,SEA,D,12,11,1020,2,0,8,3,0/0,25.0,37.5
Nathan Sturgis,LA,M,14,13,1146,0,0,8,1,0/0,0.0,12.5
Atiba Harris,RSL,D,21,13,1257,0,1,8,4,0/0,0.0,50.0
Greg Vanney,COL,D,24,23,2041,0,0,8,2,0/0,0.0,25.0
Kyle Brown,RSL,F,8,3,286,2,0,7,4,0/0,28.6,57.1
Willian Oliveira,CHI,M,8,4,381,1,1,7,4,0/0,14.3,57.1
Tim Ward,CLB,D,6,6,539,0,0,7,2,0/0,0.0,28.6
Jean-Martial Kipre,RSL,D-M,18,16,1427,0,0,7,2,0/0,0.0,28.6
Craig Waibel,HOU,D,21,18,1639,0,2,7,2,0/0,0.0,28.6
Brandon Prideaux,COL,D,21,21,1770,0,0,7,4,0/0,0.0,57.1
Brian Carroll,DC,M,28,19,1801,0,4,7,1,0/0,0.0,14.3
Devon McTavish,DC,D,22,20,1825,0,0,7,4,0/0,0.0,57.1
Bobby Boswell,DC,D,23,22,1963,0,2,7,2,0/0,0.0,28.6
Ugo Ihemelu,COL,D,25,23,2017,1,0,7,4,0/0,14.3,57.1
Chris Armas,CHI,M,25,24,2194,0,2,7,2,0/0,0.0,28.6
Drew Moor,TOR,D,28,28,2495,2,0,7,3,0/0,28.6,42.9
C.J. Brown,CHI,D,29,29,2565,0,0,7,2,0/0,0.0,28.6
Jamie Watson,RSL,M,9,0,190,0,0,6,2,0/0,0.0,33.3
Chris Wondolowski,SJ,F,16,3,307,1,1,6,1,0/0,16.7,16.7
Eloy Colombano,KC,M-F,10,1,310,1,1,6,1,0/0,16.7,16.7
Justin Moose,DC,M,7,4,318,0,0,6,4,0/0,0.0,66.7
Javier Morales,RSL,M,7,5,369,1,2,6,3,0/0,16.7,50.0
Kyle Veris,LA,D,8,6,542,0,1,6,2,0/0,0.0,33.3
Wilman Conde,CHI,D,7,7,595,0,1,6,5,0/0,0.0,83.3
Adrian Serioux,DAL,D,10,10,806,0,0,6,2,0/0,0.0,33.3
Aaron Pitchkolan,DAL,D,16,11,1142,0,0,6,1,0/0,0.0,16.7
Kevin Harmse,LA,M,17,13,1171,1,0,6,3,0/0,16.7,50.0
Hunter Freeman,NY,D,16,15,1342,1,1,6,4,0/0,16.7,66.7
Pablo Ricchetti,DAL,D-M,19,19,1600,0,3,6,2,0/0,0.0,33.3
Ryan Cochrane,HOU,D,25,25,2059,1,0,6,1,0/0,16.7,16.7
Mike Magee,NY,M,7,0,144,0,0,5,3,0/0,0.0,60.0
Matt Taylor,CHV,F,11,0,156,1,0,5,5,0/0,20.0,100.0
Ricardinho,DAL,F,8,3,279,0,1,5,2,0/0,0.0,40.0
Rod Dyachenko,DC,M,14,4,378,1,0,5,3,0/0,20.0,60.0
Miguel Canizalez,TOR,D,12,3,413,1,0,5,1,0/0,20.0,20.0
Bobby Rhine,DAL,M,19,7,860,0,0,5,1,0/0,0.0,20.0
Alex Yi,DAL,D,15,14,1178,0,0,5,2,0/0,0.0,40.0
Chris Gbandi,DAL,D,21,19,1700,1,2,5,3,0/0,20.0,60.0
Lawson Vaughn,CHV,D,24,22,1901,1,2,5,3,0/0,20.0,60.0
Eddie Pope,RSL,D,27,27,2248,1,0,5,1,0/0,20.0,20.0
Sinisa Ubiparipovic,NY,F-M,12,0,232,0,1,4,2,0/0,0.0,50.0
Tony Sanneh,COL,D,9,5,524,0,0,4,1,0/0,0.0,25.0
Daniel Torres,RSL,D,10,9,825,0,0,4,2,0/0,0.0,50.0
Abel Xavier,LA,D,10,10,900,0,1,4,0,0/0,0.0,0.0
Dan Gargan,COL,D,15,11,1029,0,0,4,0,0/0,0.0,0.0
Bakary Soumare,CHI,D,19,11,1072,0,0,4,1,0/0,0.0,25.0
Troy Roberts,LA,D,16,12,1140,2,0,4,2,0/0,50.0,50.0
Chris Wingert,COL,D,22,16,1590,0,2,4,3,0/0,0.0,75.0
Andrew Boyens,TOR,D,23,21,1825,1,1,4,2,0/0,25.0,50.0
Mike Petke,COL,D,24,24,2018,1,0,4,1,0/0,25.0,25.0
James Riley,NE,D,27,22,2137,0,0,4,1,0/0,0.0,25.0
Jerson Monteiro,CHI,F,5,1,154,1,0,3,3,0/0,33.3,100.0
Floyd Franks,CHI,M,7,2,223,1,0,3,1,0/0,33.3,33.3
Markus Schopp,NY,D-M,5,3,228,0,1,3,1,0/0,0.0,33.3
Paul Dalglish,HOU,F,5,3,259,0,0,3,0,0/0,0.0,0.0
Santino Quaranta,LA,M-F,9,3,264,0,0,3,1,0/0,0.0,33.3
Domenic Mediate,DC,M,10,2,330,0,0,3,2,0/0,0.0,66.7
Danny Szetela,CLB,M,6,4,379,0,0,3,3,0/0,0.0,100.0
Josh Tudela,LA,M,9,9,779,0,1,3,2,0/0,0.0,66.7
Marcelo Saragosa,DAL,M,13,10,800,0,2,3,1,0/0,0.0,33.3
Chris Lancos,RSL,M-D,14,8,811,0,1,3,1,0/0,0.0,33.3
Jim Curtin,CHI,D,11,10,856,0,0,3,2,0/0,0.0,66.7
Orlando Perez,CHV,D,15,12,1033,1,1,3,1,0/0,33.3,33.3
Ritchie Kotschau,RSL,D,20,18,1664,0,0,3,0,0/0,0.0,0.0
Bryan Namoff,DC,D,24,24,2089,0,0,3,0,0/0,0.0,0.0
Wade Barrett,HOU,D,30,30,2649,0,2,3,2,0/0,0.0,66.7
Anthony Hamilton,CHV,F,2,0,22,0,0,2,0,0/0,0.0,0.0
John Thorrington,CHI,M,2,0,31,1,0,2,2,0/0,50.0,100.0
Brad Evans,SKC,D-M,4,1,108,0,1,2,1,0/0,0.0,50.0
Joey Melo,TOR,M,5,0,110,0,0,2,1,0/0,0.0,50.0
Stephen deRoux,DC,M-D,6,1,115,0,0,2,1,0/0,0.0,50.0
Gabe Gala,TOR,M,5,3,222,0,0,2,2,0/0,0.0,100.0
Jeff Curtin,CHI,D,3,3,248,1,0,2,1,0/0,50.0,50.0
Daniel Wasson,COL,D,5,2,275,0,0,2,0,0/0,0.0,0.0
Kosuke Kimura,COL,D,4,4,360,0,0,2,1,0/0,0.0,50.0
Tyson Wahl,KC,D,6,4,415,0,0,2,0,0/0,0.0,0.0
Matias Mantilla,RSL,D,10,9,828,1,0,2,2,0/0,50.0,100.0
Jack Stewart,RSL,D,13,12,1006,0,1,2,0,0/0,0.0,0.0
Chris Leitch,NY,D,12,11,1018,0,0,2,0,0/0,0.0,0.0
Avery John,NE,D,19,18,1559,0,1,2,1,0/0,0.0,50.0
Logan Pause,CHI,M,23,21,1905,1,0,2,2,0/0,50.0,100.0
Nick Garcia,KC,D,27,27,2420,0,1,2,1,0/0,0.0,50.0
Sal Caccavale,NY,M,1,0,2,1,0,1,1,0/0,100.0,100.0
Abbe Ibrahim,TOR,F,1,0,4,0,0,1,1,0/0,0.0,100.0
Jorge Villafaña,USA,D-M,1,0,14,0,0,1,0,0/0,0.0,0.0
Mike Banner,CHI,M,3,0,56,0,0,1,0,0/0,0.0,0.0
Nico Colaluca,COL,M,4,0,62,0,0,1,0,0/0,0.0,0.0
Rodrigo López,CHV,M,5,0,62,0,1,1,0,0/0,0.0,0.0
Adam Moffat,CLB,M,1,1,90,0,0,1,1,0/0,0.0,100.0
Pascal Bedrossian,CHI,F,6,2,165,0,0,1,1,0/0,0.0,100.0
Bruno Menezes,CHI,M,3,2,208,0,0,1,1,0/0,0.0,100.0
Tyler Hemming,TOR,M,4,2,239,0,0,1,1,0/0,0.0,100.0
Ryan Raybould,KC,D-M,10,4,424,0,2,1,0,0/0,0.0,0.0
Quavas Kirk,LA,F,11,5,437,0,0,1,0,0/0,0.0,0.0
Marco Reda,TOR,D,8,7,573,0,0,1,0,0/0,0.0,0.0
Adam Braz,TOR,D,13,9,771,0,0,1,0,0/0,0.0,0.0
David Wagenfuhr,DAL,D,13,10,828,0,0,1,0,0/0,0.0,0.0
Patrick Ianni,HOU,D-M,16,9,961,1,0,1,1,0/0,100.0,100.0
Mike Randolph,LA,D,19,15,1451,0,1,1,0,0/0,0.0,0.0
Rusty Pierce,CLB,D,21,19,1580,0,1,1,0,0/0,0.0,0.0
Shavar Thomas,CHV,D,23,23,2037,0,0,1,1,0/0,0.0,100.0
Ty Harden,LA,D,24,24,2086,0,0,1,1,0/0,0.0,100.0
Michael Parkhurst,ATL,D,25,25,2197,1,0,1,1,0/0,100.0,100.0
Chris Loftus,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan Solle,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Edson Elcock,KC,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Matt Groenwald,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Kraus,KC,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Willy Guadarrama,KC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Amaechi Igwe,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Willie Sims,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Miguel Gonzalez,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Blake Camp,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jamil Walker,DC,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Kiki Willis,DC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan McMahen,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
A.J. Godbolt,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben Hunter,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Aaron Chandler,CLB,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Arguez,DC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeff Carroll,DC,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
John Wilson,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Brad North,DC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Brandon Moss,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Erik Ustruck,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Nick Hatzke,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Julian Nash,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Mike Chabala,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
John Michael Hayden,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Mpho Moloi,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Tommy Krizanovic,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Scott Jones,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Eric Ebert,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mike Sambursky,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Randi Patterson,NY,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Hugh MacDonald,NY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Rich Asante,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Stephen Lumley,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
David Guzman,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Yherland McDonald,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jordan Harvey,LAFC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
John DiRaimondo,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Abdus Ibrahim,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Daniels,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Carlos Llamosa,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Daniel Woolard,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Erik Hort,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Marshall Leonard,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Roberto Mina,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Tony Lochhead,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Duke Hashimoto,RSL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Steven Curfman,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bobby Burling,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Joey Worthen,RSL,F-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jorge Barrera,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mohammed Sethi,CHV,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Christian Jimenez,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeff Rowland,RSL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
David Arvizu,CHV,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Mira Mupier,DC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Kyle Helton,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Eder Robles,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Carlos Borja,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Nana Attakora,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Cristian Nunez,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Chase Wileman,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Leonard Griffin,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Amir Lowery,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Desmond Brooks,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Daniel Hernandez,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Sebastian Botero,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Sandy Gbandi,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
A.J. Gray,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kenneth Hoerner,HOU,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Karcz,NY,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrei Pacheco,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Clifton Wilmes,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Israel Sesay,LA,F,1,0,1,0,0,0,0,0/0,0.0,0.0
Erasmo Solorzano,CHV,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Osei Telesford,CHI,D,2,0,2,0,0,0,0,0/0,0.0,0.0
Luis Tejada,PAN,F,1,0,2,0,0,0,0,0/0,0.0,0.0
Jerrod Laventure,NY,F,1,0,4,0,0,0,0,0/0,0.0,0.0
Elie Ikangu,NY,M,1,0,8,0,0,0,0,0/0,0.0,0.0
Sainey Nyassi,NE,M,1,0,8,0,0,0,0,0/0,0.0,0.0
Arsene Oka,NE,M,1,0,9,0,0,0,0,0/0,0.0,0.0
