Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Kasali Yinka Casal,DC,M,4,0,104,0,1,0,0,8,3,1,1,0
Markus Schopp,NY,D-M,5,3,228,0,1,3,1,8,1,0,1,0
Javier Morales,RSL,M,7,5,369,1,2,6,3,8,9,1,2,0
Francis Doe,NY,F,8,4,428,2,1,17,7,8,4,15,1,0
John Cunliffe,CHV,F,15,5,494,3,1,16,8,8,5,7,0,0
Kyle Veris,LA,D,8,6,542,0,1,6,2,8,4,0,3,0
Wilman Conde,CHI,D,7,7,595,0,1,6,5,8,4,0,3,1
Jason Hernandez,CHV,D,21,9,929,0,0,0,0,8,6,0,3,0
Chris Leitch,NY,D,12,11,1018,0,0,2,0,8,9,2,0,0
Jacob Peterson,COL,F,24,10,1118,1,0,24,10,8,21,5,1,0
Cuauhtemoc Blanco,CHI,M,14,14,1233,4,7,26,14,8,61,7,3,0
Jeff Cunningham,RSL,F,23,20,1636,6,1,32,21,8,21,33,3,0
Chris Albright,LA,D,5,5,375,0,0,9,3,7,5,0,1,0
Brian Plotkin,CHI,M,8,5,460,0,0,8,3,7,9,3,0,0
Tony Sanneh,COL,D,9,5,524,0,0,4,1,7,1,0,2,0
Marco Reda,TOR,D,8,7,573,0,0,1,0,7,10,0,0,1
Fabian Espindola,RSL,F,12,8,602,2,2,13,9,7,16,7,3,1
Gavin Glinton,LA,F,19,3,711,4,0,19,12,7,20,5,0,0
Justin Mapp,CHI,M,13,10,808,0,1,15,8,7,22,3,0,0
Daniel Torres,RSL,D,10,9,825,0,0,4,2,7,7,0,1,0
Abel Xavier,LA,D,10,10,900,0,1,4,0,7,10,0,3,0
Willis Forko,RSL,D,12,12,990,0,0,0,0,7,4,2,2,0
Chad Marshall,SEA,D,12,11,1020,2,0,8,3,7,6,0,0,0
Dan Gargan,COL,D,15,11,1029,0,0,4,0,7,6,0,0,0
Scott Sealy,KC,F,18,15,1193,7,2,33,20,7,30,23,1,0
Ramon Nunez,CHV,M,21,12,1248,3,5,43,15,7,29,1,1,0
Mike Randolph,LA,D,19,15,1451,0,1,1,0,7,18,0,3,0
Kyle Brown,RSL,F,8,3,286,2,0,7,4,6,1,3,0,0
Justin Moose,DC,M,7,4,318,0,0,6,4,6,5,0,1,0
Jason Kreis,RSL,M,4,4,358,0,0,11,4,6,9,0,1,0
Aaron Hohlbein,KC,D,5,4,360,0,0,0,0,6,6,0,1,0
Jason Garey,CLB,F,11,5,447,1,0,13,6,6,2,5,1,0
Jose Cancela,COL,M,11,5,611,1,0,15,8,6,24,1,0,0
Bobby Rhine,DAL,M,19,7,860,0,0,5,1,6,9,0,2,1
Carlos Pavon,LA,F,18,10,978,3,0,29,10,6,21,24,0,0
Mike Magee,NY,M,7,0,144,0,0,5,3,5,5,0,0,0
Ricardinho,DAL,F,8,3,279,0,1,5,2,5,7,3,0,0
Amado Guevara,CHV,M,4,4,326,0,0,9,4,5,3,1,0,0
Taylor Graham,NY,D,5,3,335,0,1,0,0,5,4,0,0,0
Danny Szetela,CLB,M,6,4,379,0,0,3,3,5,2,0,1,0
Corey Ashe,HOU,M,22,6,811,0,4,10,4,5,14,5,2,0
Jack Stewart,RSL,D,13,12,1006,0,1,2,0,5,9,1,1,0
Michael Parkhurst,ATL,D,25,25,2197,1,0,1,1,5,10,0,0,0
Terry Cooke,COL,M,29,28,2288,0,7,21,9,5,21,2,0,0
Bruno Menezes,CHI,M,3,2,208,0,0,1,1,4,2,0,0,0
Gabe Gala,TOR,M,5,3,222,0,0,2,2,4,2,0,0,0
Paul Dalglish,HOU,F,5,3,259,0,0,3,0,4,4,4,0,0
Santino Quaranta,LA,M-F,9,3,264,0,0,3,1,4,3,0,0,0
Chris Wondolowski,SJ,F,16,3,307,1,1,6,1,4,3,4,0,0
Jacob Thomas,CLB,F,9,4,402,1,0,16,8,4,8,4,0,0
Miguel Canizalez,TOR,D,12,3,413,1,0,5,1,4,4,2,0,0
Quavas Kirk,LA,F,11,5,437,0,0,1,0,4,3,1,0,0
Thiago,CHI,M,13,5,568,0,1,10,3,4,4,2,3,0
Jerson Monteiro,CHI,F,5,1,154,1,0,3,3,3,0,1,0,0
Jamie Watson,RSL,M,9,0,190,0,0,6,2,3,3,0,0,0
Ian Russell,LA,D,3,3,193,0,0,0,0,3,0,1,0,0
Floyd Franks,CHI,M,7,2,223,1,0,3,1,3,7,3,1,0
Jeff Curtin,CHI,D,3,3,248,1,0,2,1,3,1,0,3,1
Eloy Colombano,KC,M-F,10,1,310,1,1,6,1,3,5,4,1,0
Kosuke Kimura,COL,D,4,4,360,0,0,2,1,3,3,0,1,0
Tyson Wahl,KC,D,6,4,415,0,0,2,0,3,0,0,0,0
Anthony Hamilton,CHV,F,2,0,22,0,0,2,0,2,0,1,0,0
Anthony Wallace,DAL,D,1,1,69,0,0,0,0,2,0,0,0,0
Stephen deRoux,DC,M-D,6,1,115,0,0,2,1,2,4,3,0,0
Tim Regan,NY,D,3,2,142,0,0,0,0,2,3,0,0,0
Matt Taylor,CHV,F,11,0,156,1,0,5,5,2,3,3,0,0
Stephen Keel,COL,D,4,1,177,0,0,0,0,2,1,0,1,0
Omar Cummings,COL,F,11,0,182,2,0,10,6,2,1,3,0,0
Sinisa Ubiparipovic,NY,F-M,12,0,232,0,1,4,2,2,4,0,0,0
David Beckham,LA,M,5,2,252,0,2,8,0,2,7,0,0,0
Daniel Wasson,COL,D,5,2,275,0,0,2,0,2,4,0,2,0
Osei Telesford,CHI,D,2,0,2,0,0,0,0,1,0,0,0,0
Jorge Villafaña,USA,D-M,1,0,14,0,0,1,0,1,0,0,0,0
Abdoulie Mansally,NE,D,1,0,14,0,0,0,0,1,1,0,1,0
Bryan Byrne,NE,M,1,0,19,0,0,0,0,1,1,0,1,0
Will John,KC,M-F,3,0,26,0,0,0,0,1,0,0,0,0
John Thorrington,CHI,M,2,0,31,1,0,2,2,1,0,0,0,0
Jordan Russolillo,CHI,D,2,1,46,0,0,0,0,1,0,0,0,0
Daniel Osorno,COL,M,3,0,55,0,0,0,0,1,0,0,0,0
Mike Banner,CHI,M,3,0,56,0,0,1,0,1,1,0,0,0
Nico Colaluca,COL,M,4,0,62,0,0,1,0,1,0,0,0,0
Rodrigo López,CHV,M,5,0,62,0,1,1,0,1,1,0,0,0
Andrew Peterson,CLB,D,1,1,75,0,0,0,0,1,0,0,0,0
Dustin Kirby,RSL,D,1,1,79,0,0,0,0,1,0,0,0,0
Brad Evans,SKC,D-M,4,1,108,0,1,2,1,1,1,0,0,0
Joey Melo,TOR,M,5,0,110,0,0,2,1,1,2,0,1,0
Pascal Bedrossian,CHI,F,6,2,165,0,0,1,1,1,5,5,0,0
Gary Flood,NE,M,5,2,197,0,0,0,0,1,0,0,0,0
Willian Oliveira,CHI,M,8,4,381,1,1,7,4,1,6,3,0,0
Mira Mupier,DC,F,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Helton,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Nana Attakora,TOR,D,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Nunez,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Hernandez,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Botero,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Sandy Gbandi,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Gray,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Hoerner,HOU,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Chris Karcz,NY,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Andrei Pacheco,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Clifton Wilmes,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Chase Wileman,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Griffin,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Eder Robles,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Borja,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Barrera,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed Sethi,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
David Arvizu,CHV,F,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Rowland,RSL,F,0,0,0,0,0,0,0,0,0,0,0,0
Christian Jimenez,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Desmond Brooks,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Steven Curfman,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Duke Hashimoto,RSL,F,0,0,0,0,0,0,0,0,0,0,0,0
Amir Lowery,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Gonzalez,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Blake Camp,NY,M,0,0,0,0,0,0,0,0,0,0,0,0
Edson Elcock,KC,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Matt Groenwald,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kraus,KC,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Willy Guadarrama,KC,F,0,0,0,0,0,0,0,0,0,0,0,0
Amaechi Igwe,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Willie Sims,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Chris Loftus,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Solle,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Ben Hunter,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Chandler,CLB,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Arguez,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Moss,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Ryan McMahen,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Godbolt,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Jamil Walker,DC,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Kiki Willis,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Carroll,DC,M-D,0,0,0,0,0,0,0,0,0,0,0,0
John Wilson,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Brad North,DC,F,0,0,0,0,0,0,0,0,0,0,0,0
Abdus Ibrahim,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Daniels,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
John DiRaimondo,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Randi Patterson,NY,F,0,0,0,0,0,0,0,0,0,0,0,0
Hugh MacDonald,NY,D,0,0,0,0,0,0,0,0,0,0,0,0
Rich Asante,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Lumley,TOR,D,0,0,0,0,0,0,0,0,0,0,0,0
David Guzman,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Yherland McDonald,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Harvey,LAFC,D,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Krizanovic,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Scott Jones,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Eric Ebert,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Mike Sambursky,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Julian Nash,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Burling,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Joey Worthen,RSL,F-M,0,0,0,0,0,0,0,0,0,0,0,0
Erik Ustruck,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Nick Hatzke,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Mike Chabala,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
John Michael Hayden,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Mpho Moloi,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Llamosa,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Woolard,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Erik Hort,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Leonard,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Mina,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Tony Lochhead,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Erasmo Solorzano,CHV,M,1,0,1,0,0,0,0,0,0,0,0,0
Israel Sesay,LA,F,1,0,1,0,0,0,0,0,0,0,0,0
Luis Tejada,PAN,F,1,0,2,0,0,0,0,0,0,1,0,0
Sal Caccavale,NY,M,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jerrod Laventure,NY,F,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Abbe Ibrahim,TOR,F,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Sainey Nyassi,NE,M,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
