Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA
F2,01/09/00,Ajaccio,Lorient,0,0,D,0,0,D,,,,2.2,2.7,2.9
F2,01/09/00,Angers,Le Havre,0,0,D,0,0,D,,,,3.2,2.6,2.1
F2,01/09/00,Beauvais,Laval,0,0,D,0,0,D,,,,2.5,2.6,2.5
F2,01/09/00,Caen,Nancy,0,3,A,0,1,A,,,,2.5,2.6,2.5
F2,01/09/00,Chateauroux,Cannes,2,0,H,1,0,H,,,,2.1,2.6,3.2
F2,01/09/00,Le Mans,Montpellier,1,1,D,1,1,D,,,,2.2,2.6,2.1
F2,01/09/00,Martigues,Sochaux,2,0,H,1,0,H,,,,2.8,2.6,2.3
F2,01/09/00,Nice,Creteil,2,0,H,1,0,H,,,,2,2.6,3.3
F2,01/09/00,Nimes,Wasquehal,1,0,H,0,0,D,,,,1.9,2.6,3.5
F2,01/09/00,Niort,Gueugnon,2,0,H,1,0,H,,,,2,2.6,3.3
F2,05/09/00,Nancy,Niort,0,0,D,0,0,D,,,,1.5,3.2,5
F2,06/09/00,Creteil,Beauvais,1,1,D,1,0,H,,,,1.5,3.2,5
F2,06/09/00,Gueugnon,Le Mans,0,0,D,0,0,D,,,,2,2.6,3.3
F2,06/09/00,Laval,Nimes,3,1,H,1,0,H,,,,1.65,2.8,4.3
F2,06/09/00,Le Havre,Chateauroux,0,0,D,0,0,D,,,,1.5,3.2,5
F2,06/09/00,Lorient,Martigues,0,1,A,0,1,A,,,,1.65,2.8,4.3
F2,06/09/00,Montpellier,Angers,1,1,D,0,1,A,,,,1.3,4,7
F2,06/09/00,Nice,Ajaccio,1,0,H,0,0,D,,,,1.7,2.6,4.3
F2,06/09/00,Sochaux,Cannes,1,0,H,0,0,D,,,,1.6,2.9,4.5
F2,06/09/00,Wasquehal,Caen,3,3,D,1,1,D,,,,1.85,2.7,3.6
F2,09/09/00,Ajaccio,Gueugnon,2,0,H,0,0,D,,,,2.1,2.6,3.2
F2,09/09/00,Angers,Sochaux,2,0,H,1,0,H,,,,2.7,2.7,2.3
F2,09/09/00,Beauvais,Nice,2,0,H,0,0,D,,,,2.5,2.6,2.5
F2,09/09/00,Caen,Le Havre,1,0,H,1,0,H,,,,3.1,2.7,2.1
F2,09/09/00,Cannes,Nancy,0,2,A,0,1,A,,,,2.5,2.6,2.5
F2,09/09/00,Chateauroux,Montpellier,0,0,D,0,0,D,,,,2.9,2.7,2.2
F2,09/09/00,Le Mans,Laval,2,2,D,2,1,H,,,,2,2.6,3.3
F2,09/09/00,Martigues,Wasquehal,1,0,H,0,0,D,,,,1.9,2.6,3.5
F2,09/09/00,Nimes,Creteil,2,1,H,1,1,D,,,,2.1,2.6,3.2
F2,09/09/00,Niort,Lorient,1,2,A,1,0,H,,,,2,2.6,3.3
F2,15/09/00,Nancy,Martigues,0,0,D,0,0,D,,,,1.55,3.3,4.5
F2,16/09/00,Beauvais,Le Mans,1,1,D,0,0,D,,,,2.3,2.7,2.7
F2,16/09/00,Creteil,Caen,0,1,A,0,1,A,,,,1.8,2.9,3.6
F2,16/09/00,Laval,Niort,0,1,A,0,0,D,,,,1.65,3.1,4
F2,16/09/00,Le Havre,Cannes,2,2,D,0,1,A,,,,1.5,3.4,4.7
F2,16/09/00,Lorient,Angers,3,0,H,1,0,H,,,,1.55,3.3,4.5
F2,16/09/00,Montpellier,Sochaux,0,2,A,0,0,D,,,,1.6,3.2,4.2
F2,16/09/00,Nice,Nimes,1,2,A,1,1,D,,,,1.7,2.9,4
F2,16/09/00,Wasquehal,Ajaccio,2,0,H,2,0,H,,,,2.1,2.8,3
F2,17/09/00,Gueugnon,Chateauroux,0,1,A,0,0,D,,,,2.1,2.8,3
F2,23/09/00,Ajaccio,Laval,1,2,A,0,1,A,,,,2.3,2.7,2.7
F2,23/09/00,Angers,Wasquehal,2,0,H,2,0,H,,,,2,2.9,3
F2,23/09/00,Caen,Nice,1,0,H,0,0,D,,,,1.9,3,3.1
F2,23/09/00,Cannes,Montpellier,1,2,A,0,0,D,,,,2.7,2.7,2.3
F2,23/09/00,Chateauroux,Nancy,0,0,D,0,0,D,,,,2.2,2.8,2.8
F2,23/09/00,Le Mans,Lorient,1,1,D,0,1,A,,,,2.1,2.7,3
F2,23/09/00,Martigues,Gueugnon,0,0,D,0,0,D,,,,1.65,3,4.2
F2,23/09/00,Nimes,Beauvais,2,1,H,1,1,D,,,,1.75,3.1,3.6
F2,23/09/00,Niort,Creteil,0,0,D,0,0,D,,,,1.7,3.1,3.8
F2,23/09/00,Sochaux,Le Havre,3,0,H,3,0,H,,,,1.85,3,3.3
F2,30/09/00,Beauvais,Chateauroux,2,1,H,0,0,D,,,,2.5,2.7,2.5
F2,30/09/00,Creteil,Ajaccio,1,0,H,1,0,H,,,,1.75,2.9,3.8
F2,30/09/00,Laval,Martigues,2,0,H,0,0,D,,,,1.7,2.8,4.2
F2,30/09/00,Le Havre,Montpellier,3,0,H,1,0,H,,,,2.2,2.8,2.8
F2,30/09/00,Lorient,Sochaux,1,1,D,1,1,D,,,,2.2,2.9,2.7
F2,30/09/00,Nancy,Angers,0,0,D,0,0,D,,,,1.4,3.6,5.5
F2,30/09/00,Nice,Niort,0,1,A,0,0,D,,,,1.9,2.8,3.3
F2,30/09/00,Nimes,Caen,1,2,A,0,0,D,,,,2,2.9,3
F2,30/09/00,Wasquehal,Le Mans,2,1,H,1,0,H,,,,2.2,2.6,3
F2,01/10/00,Gueugnon,Cannes,2,1,H,,,,,,,2,2.8,3.1
F2,06/10/00,Ajaccio,Nancy,1,0,H,0,0,D,,,,2.9,2.7,2.2
F2,06/10/00,Sochaux,Wasquehal,1,1,D,1,0,H,,,,1.35,3.6,6.5
F2,07/10/00,Angers,Gueugnon,1,2,A,1,0,H,,,,2,2.8,3.1
F2,07/10/00,Caen,Beauvais,1,1,D,1,0,H,,,,1.6,3,4.5
F2,07/10/00,Cannes,Laval,0,1,A,0,1,A,,,,2.3,2.7,2.7
F2,07/10/00,Chateauroux,Nice,7,2,H,3,1,H,,,,1.8,2.6,4
F2,07/10/00,Le Mans,Le Havre,1,1,D,0,1,A,,,,2.5,2.6,2.6
F2,07/10/00,Martigues,Creteil,0,0,D,0,0,D,,,,1.9,2.6,3.5
F2,07/10/00,Niort,Nimes,1,1,D,0,1,A,,,,1.8,2.6,4
F2,10/10/00,Nancy,Sochaux,1,2,A,0,1,A,,,,2.2,2.7,2.9
F2,11/10/00,Beauvais,Niort,1,4,A,1,1,D,,,,2.3,2.7,2.7
F2,11/10/00,Caen,Ajaccio,2,0,H,1,0,H,,,,1.55,3.3,4.5
F2,11/10/00,Creteil,Le Mans,1,0,H,0,0,D,,,,2,2.6,3.2
F2,11/10/00,Gueugnon,Montpellier,2,4,A,1,1,D,,,,2.9,2.7,2.2
F2,11/10/00,Laval,Angers,4,1,H,1,0,H,,,,1.35,3.5,6.5
F2,11/10/00,Lorient,Le Havre,1,0,H,1,0,H,,,,2.2,2.6,3
F2,11/10/00,Nice,Martigues,2,1,H,2,1,H,,,,2.3,2.7,2.6
F2,11/10/00,Nimes,Chateauroux,2,1,H,1,0,H,,,,2.1,2.9,2.9
F2,11/10/00,Wasquehal,Cannes,3,0,H,1,0,H,,,,1.9,2.7,3.4
F2,14/10/00,Angers,Creteil,1,1,D,1,0,H,,,,2.1,2.8,3
F2,14/10/00,Cannes,Lorient,1,2,A,0,1,A,,,,2.5,2.8,2.4
F2,14/10/00,Chateauroux,Laval,0,0,D,0,0,D,,,,2.2,2.8,2.8
F2,14/10/00,Le Havre,Wasquehal,1,1,D,0,0,D,,,,1.5,3.4,4.7
F2,14/10/00,Le Mans,Nice,1,0,H,1,0,H,,,,1.6,3,4.5
F2,14/10/00,Martigues,Beauvais,0,0,D,0,0,D,,,,1.6,3,4.5
F2,14/10/00,Niort,Caen,2,0,H,0,0,D,,,,2.1,2.9,2.9
F2,14/10/00,Sochaux,Gueugnon,3,0,H,1,0,H,,,,1.4,3.6,5.5
F2,15/10/00,Montpellier,Nancy,1,1,D,1,0,H,,,,1.8,3,3.5
F2,20/10/00,Laval,Sochaux,0,0,D,0,0,D,,,,1.9,2.8,3.3
F2,21/10/00,Beauvais,Ajaccio,0,0,D,0,0,D,,,,1.7,2.9,4
F2,21/10/00,Caen,Chateauroux,1,1,D,0,1,A,,,,1.9,2.9,3.2
F2,21/10/00,Creteil,Cannes,3,1,H,1,0,H,,,,1.6,3,4.5
F2,21/10/00,Gueugnon,Lorient,1,1,D,0,0,D,,,,2.4,2.8,2.4
F2,21/10/00,Nancy,Le Havre,2,3,A,0,1,A,,,,1.9,2.8,3.3
F2,21/10/00,Nice,Angers,2,0,H,1,0,H,,,,1.7,2.9,4
F2,21/10/00,Nimes,Martigues,2,0,H,0,0,D,,,,1.8,2.9,3.6
F2,21/10/00,Niort,Le Mans,2,0,H,2,0,H,,,,1.75,2.9,3.8
F2,21/10/00,Wasquehal,Montpellier,1,1,D,0,0,D,,,,2.7,2.7,2.3
F2,25/10/00,Montpellier,Lorient,2,2,D,2,1,H,,,,2,2.7,3.3
F2,27/10/00,Le Havre,Gueugnon,1,3,A,0,0,D,,,,1.5,3.2,5
F2,28/10/00,Ajaccio,Niort,0,1,A,0,1,A,,,,2.6,2.7,2.4
F2,28/10/00,Angers,Beauvais,1,1,D,0,0,D,,,,1.9,2.8,3.3
F2,28/10/00,Cannes,Nice,2,1,H,1,0,H,,,,2.2,2.8,2.8
F2,28/10/00,Chateauroux,Wasquehal,2,0,H,1,0,H,,,,1.7,2.9,4
F2,28/10/00,Le Mans,Nimes,1,1,D,0,1,A,,,,1.8,2.9,3.6
F2,28/10/00,Lorient,Nancy,2,0,H,2,0,H,,,,1.9,2.8,3.3
F2,28/10/00,Martigues,Caen,2,2,D,0,2,A,,,,2,2.8,3.1
F2,28/10/00,Sochaux,Creteil,3,0,H,2,0,H,,,,1.5,3,5.5
F2,29/10/00,Montpellier,Laval,1,0,H,1,0,H,,,,1.9,2.7,3.5
F2,04/11/00,Ajaccio,Chateauroux,0,2,A,0,2,A,,,,2.3,2.8,2.6
F2,04/11/00,Beauvais,Cannes,3,1,H,0,0,D,,,,1.8,2.7,4
F2,04/11/00,Caen,Le Mans,0,2,A,0,1,A,,,,1.75,2.8,4
F2,04/11/00,Creteil,Montpellier,1,1,D,1,0,H,,,,2.5,2.6,2.6
F2,04/11/00,Nancy,Gueugnon,4,0,H,2,0,H,,,,1.9,2.9,3.2
F2,04/11/00,Nice,Sochaux,2,2,D,0,0,D,,,,2.3,2.8,2.6
F2,04/11/00,Nimes,Angers,3,0,H,1,0,H,,,,1.6,2.9,4.5
F2,04/11/00,Niort,Martigues,6,1,H,3,0,H,,,,1.5,3,5.5
F2,04/11/00,Wasquehal,Lorient,0,1,A,0,1,A,,,,2.3,2.8,2.6
F2,05/11/00,Laval,Le Havre,1,0,H,1,0,H,,,,1.85,2.8,3.5
F2,10/11/00,Le Havre,Creteil,1,1,D,0,0,D,,,,1.65,2.7,4.7
F2,11/11/00,Angers,Caen,0,1,A,0,0,D,,,,2.5,2.6,2.6
F2,11/11/00,Cannes,Nimes,1,1,D,1,1,D,,,,2.4,2.7,2.6
F2,11/11/00,Chateauroux,Niort,1,0,H,0,0,D,,,,2.4,2.5,2.8
F2,11/11/00,Gueugnon,Wasquehal,2,1,H,1,1,D,,,,1.8,2.7,4
F2,11/11/00,Le Mans,Nancy,0,1,A,0,1,A,,,,2.3,2.6,2.8
F2,11/11/00,Martigues,Ajaccio,2,1,H,0,1,A,,,,1.6,2.8,4.8
F2,11/11/00,Montpellier,Nice,3,0,H,1,0,H,,,,1.4,3,7
F2,11/11/00,Sochaux,Beauvais,2,0,H,1,0,H,,,,1.25,3.8,9
F2,12/11/00,Lorient,Laval,2,1,H,2,0,H,,,,1.75,2.8,4
F2,14/11/00,Ajaccio,Nimes,1,0,H,0,0,D,,,,2.4,2.5,2.8
F2,17/11/00,Chateauroux,Sochaux,1,1,D,1,0,H,,,,2.4,2.5,2.8
F2,18/11/00,Ajaccio,Angers,3,1,H,0,1,A,,,,1.65,2.7,4.8
F2,18/11/00,Beauvais,Le Havre,1,1,D,0,1,A,,,,2.3,2.6,2.8
F2,18/11/00,Caen,Montpellier,0,0,D,0,0,D,,,,2.7,2.5,2.5
F2,18/11/00,Creteil,Wasquehal,2,0,H,1,0,H,,,,1.6,2.7,5.2
F2,18/11/00,Laval,Nancy,0,0,D,0,0,D,,,,1.65,2.9,4.2
F2,18/11/00,Martigues,Le Mans,3,3,D,2,1,H,,,,2,2.8,3.1
F2,18/11/00,Nice,Gueugnon,1,2,A,0,2,A,,,,1.85,2.8,3.5
F2,18/11/00,Nimes,Lorient,1,2,A,0,0,D,,,,2.3,2.8,2.6
F2,18/11/00,Niort,Cannes,4,1,H,3,1,H,,,,1.4,3.1,6.7
F2,29/11/00,Angers,Martigues,1,1,D,0,1,A,,,,2.4,2.6,2.7
F2,29/11/00,Cannes,Ajaccio,1,0,H,1,0,H,,,,2,2.6,3.3
F2,29/11/00,Gueugnon,Beauvais,2,0,H,2,0,H,,,,1.7,2.7,4.4
F2,29/11/00,Le Havre,Niort,2,2,D,1,1,D,,,,2.2,2.7,2.9
F2,29/11/00,Le Mans,Chateauroux,2,1,H,1,0,H,,,,2.3,2.6,2.8
F2,29/11/00,Lorient,Nice,3,0,H,1,0,H,,,,1.3,4,7
F2,29/11/00,Nancy,Creteil,2,0,H,0,0,D,,,,1.8,2.6,4
F2,29/11/00,Sochaux,Caen,3,0,H,2,0,H,,,,1.4,3.6,5.5
F2,29/11/00,Wasquehal,Laval,2,1,H,1,0,H,,,,2.2,2.7,2.7
F2,30/11/00,Montpellier,Nimes,3,1,H,2,1,H,,,,1.45,3.2,5.5
F2,02/12/00,Ajaccio,Sochaux,0,0,D,0,0,D,,,,2.6,2.7,2.4
F2,02/12/00,Caen,Laval,0,1,A,0,1,A,,,,2.2,2.7,2.9
F2,02/12/00,Creteil,Gueugnon,1,2,A,0,1,A,,,,1.9,2.8,3.3
F2,02/12/00,Le Mans,Angers,2,1,H,1,0,H,,,,1.55,3,5
F2,02/12/00,Martigues,Cannes,0,1,A,0,0,D,,,,1.65,2.8,4.5
F2,02/12/00,Nice,Wasquehal,1,0,H,0,0,D,,,,1.75,2.8,4
F2,03/12/00,Nimes,Le Havre,2,2,D,1,1,D,,,,2.1,2.7,3.1
F2,04/12/00,Niort,Montpellier,1,1,D,1,1,D,,,,2.1,2.7,3.1
F2,08/12/00,Sochaux,Niort,3,0,H,2,0,H,,,,1.8,2.8,3.8
F2,09/12/00,Angers,Chateauroux,2,1,H,0,0,D,,,,2.7,2.7,2.3
F2,09/12/00,Cannes,Le Mans,0,0,D,0,0,D,,,,2.1,2.7,3.1
F2,09/12/00,Gueugnon,Nimes,3,3,D,1,3,A,,,,1.7,2.8,4.2
F2,09/12/00,Laval,Creteil,3,2,H,1,0,H,,,,1.6,2.8,4.8
F2,09/12/00,Le Havre,Martigues,0,0,D,0,0,D,,,,1.65,2.8,4.6
F2,09/12/00,Lorient,Caen,1,1,D,0,0,D,,,,1.55,3,5
F2,09/12/00,Montpellier,Ajaccio,2,0,H,1,0,H,,,,1.35,3.3,7
F2,09/12/00,Nancy,Nice,3,1,H,2,1,H,,,,1.45,3,6
F2,09/12/00,Wasquehal,Beauvais,0,2,A,0,0,D,,,,1.75,2.8,4
F2,13/12/00,Chateauroux,Lorient,2,0,H,1,0,H,,,,2.3,2.7,2.7
F2,20/12/00,Le Mans,Sochaux,0,0,D,0,0,D,,,,2.6,2.7,2.4
F2,21/12/00,Ajaccio,Le Havre,3,0,H,3,0,H,,,,2.4,2.7,2.6
F2,21/12/00,Angers,Cannes,1,3,A,1,2,A,,,,2.1,2.7,3.1
F2,21/12/00,Beauvais,Lorient,1,3,A,1,3,A,,,,2.7,2.7,2.3
F2,21/12/00,Caen,Gueugnon,2,1,H,0,0,D,,,,2.3,2.7,2.7
F2,21/12/00,Chateauroux,Creteil,0,1,A,0,1,A,,,,1.75,2.7,4.2
F2,21/12/00,Martigues,Montpellier,0,1,A,0,0,D,,,,2.7,2.7,2.3
F2,21/12/00,Nice,Laval,3,0,H,1,0,H,,,,2.3,2.7,2.7
F2,21/12/00,Nimes,Nancy,1,2,A,1,0,H,,,,2.2,2.8,2.8
F2,21/12/00,Niort,Wasquehal,1,1,D,1,1,D,,,,1.4,3.2,6.2
F2,13/01/01,Cannes,Chateauroux,2,2,D,2,2,D,2.25,2.8,2.9,2.3,2.8,2.6
F2,13/01/01,Creteil,Nice,0,1,A,0,0,D,1.65,3,4.8,1.5,3.2,5
F2,13/01/01,Gueugnon,Niort,1,0,H,0,0,D,2.3,2.8,2.8,2.2,2.8,2.8
F2,13/01/01,Laval,Beauvais,0,2,A,0,0,D,1.4,3.4,7,1.3,3.5,8
F2,13/01/01,Le Havre,Angers,2,1,H,2,0,H,1.45,3.3,6.4,1.4,3.2,6.2
F2,13/01/01,Lorient,Ajaccio,0,1,A,0,0,D,1.3,3.8,8.3,1.3,3.5,8
F2,13/01/01,Montpellier,Le Mans,0,0,D,0,0,D,1.4,3.4,6.8,1.45,3,6
F2,13/01/01,Sochaux,Martigues,1,0,H,1,0,H,1.3,3.75,8.7,1.3,3.5,8
F2,13/01/01,Wasquehal,Nimes,1,1,D,1,1,D,2.15,2.7,3.2,2,2.7,3.2
F2,14/01/01,Nancy,Caen,4,0,H,2,0,H,1.65,3,5,1.7,2.8,4.2
F2,27/01/01,Ajaccio,Nice,2,1,H,1,0,H,1.92,2.85,3.85,1.75,2.8,4
F2,27/01/01,Beauvais,Creteil,1,1,D,0,0,D,2.15,2.9,3.1,2,2.7,3.2
F2,27/01/01,Caen,Wasquehal,1,2,A,0,2,A,1.76,2.9,4.5,1.75,2.8,4
F2,27/01/01,Cannes,Sochaux,2,2,D,1,0,H,3.05,2.7,2.3,2.7,2.7,2.3
F2,27/01/01,Le Mans,Gueugnon,2,1,H,1,1,D,2.05,2.9,3.3,2,2.7,3.2
F2,27/01/01,Martigues,Lorient,1,1,D,0,0,D,2.87,2.8,2.35,2.7,2.8,2.2
F2,27/01/01,Nimes,Laval,1,0,H,0,0,D,2.35,2.8,2.85,2.2,2.7,2.8
F2,27/01/01,Niort,Nancy,3,2,H,2,2,D,2.3,2.85,2.75,2,2.7,3.2
F2,28/01/01,Angers,Montpellier,0,0,D,0,0,D,3.78,2.85,1.92,4,2.7,1.8
F2,03/02/01,Creteil,Nimes,1,2,A,1,1,D,2.05,2.7,3.7,1.9,2.7,3.5
F2,03/02/01,Gueugnon,Ajaccio,0,0,D,0,0,D,1.7,2.95,4.85,1.7,2.7,4.5
F2,03/02/01,Laval,Le Mans,2,1,H,0,1,A,1.72,3,4.6,1.75,2.7,4.2
F2,03/02/01,Le Havre,Caen,2,1,H,1,0,H,1.7,2.9,4.6,1.65,2.7,4.7
F2,03/02/01,Montpellier,Chateauroux,0,0,D,0,0,D,1.5,3.2,6,1.45,3,6
F2,03/02/01,Nancy,Cannes,2,0,H,1,0,H,1.5,3.25,6.25,1.45,3,6
F2,03/02/01,Nice,Beauvais,0,1,A,0,1,A,1.8,2.85,4.3,1.8,2.7,3.8
F2,03/02/01,Sochaux,Angers,2,0,H,0,0,D,1.25,4.5,8.75,1.2,4.2,10
F2,03/02/01,Wasquehal,Martigues,2,0,H,1,0,H,1.95,2.75,3.85,1.8,2.7,3.8
F2,04/02/01,Lorient,Niort,0,0,D,0,0,D,1.82,2.95,4.1,1.8,2.7,3.8
F2,07/02/01,Ajaccio,Wasquehal,2,0,H,1,0,H,1.7,3,4.5,1.75,2.7,4.2
F2,07/02/01,Angers,Lorient,2,1,H,1,1,D,3.1,2.95,2.1,3.2,2.6,2.1
F2,07/02/01,Caen,Creteil,1,0,H,0,0,D,1.85,3,3.75,2.2,2.6,3
F2,07/02/01,Cannes,Le Havre,1,1,D,1,0,H,2.1,3,3.05,2.2,2.6,3
F2,07/02/01,Le Mans,Beauvais,0,4,A,0,2,A,1.7,3,4.5,1.85,2.7,3.6
F2,07/02/01,Martigues,Nancy,2,1,H,0,1,A,3,2.85,2.2,3.2,2.6,2.1
F2,07/02/01,Nimes,Nice,2,0,H,1,0,H,1.72,3,4.4,1.6,2.8,4.8
F2,07/02/01,Niort,Laval,2,2,D,2,1,H,1.77,3,4.25,1.8,2.6,4
F2,08/02/01,Sochaux,Montpellier,1,0,H,1,0,H,1.97,2.95,3.35,1.9,2.6,3.6
F2,16/02/01,Le Havre,Sochaux,2,3,A,0,2,A,2.5,2.6,2.75,2.3,2.6,2.8
F2,16/02/01,Nice,Caen,2,0,H,0,0,D,1.9,2.8,3.85,2,2.7,3.2
F2,17/02/01,Beauvais,Nimes,1,0,H,0,0,D,2.15,2.65,3.3,2.2,2.6,3
F2,17/02/01,Creteil,Niort,1,1,D,1,1,D,2.45,2.6,2.8,2.2,2.8,2.8
F2,17/02/01,Gueugnon,Martigues,0,1,A,0,1,A,1.57,3.1,5.4,1.6,2.8,4.8
F2,17/02/01,Laval,Ajaccio,0,0,D,0,0,D,1.55,3.15,5.5,1.55,2.8,5.5
F2,17/02/01,Lorient,Le Mans,3,1,H,0,1,A,1.58,3,5.5,1.6,2.8,4.8
F2,17/02/01,Montpellier,Cannes,2,0,H,0,0,D,1.35,3.65,7.5,1.4,3.2,6.5
F2,17/02/01,Nancy,Chateauroux,0,0,D,0,0,D,1.65,3,4.8,1.7,2.8,4.2
F2,17/02/01,Wasquehal,Angers,3,1,H,1,1,D,1.55,3.15,5.4,1.55,2.8,5.5
F2,02/03/01,Sochaux,Lorient,0,1,A,0,1,A,1.65,3.1,5,1.65,2.8,4.5
F2,03/03/01,Ajaccio,Creteil,0,0,D,0,0,D,1.8,2.9,4.4,1.75,2.8,4
F2,03/03/01,Angers,Nancy,1,2,A,1,1,D,2.9,2.8,2.35,2.7,2.7,2.3
F2,03/03/01,Caen,Nimes,2,2,D,1,2,A,2.25,2.7,3.2,2.2,2.7,2.9
F2,03/03/01,Cannes,Gueugnon,0,1,A,0,1,A,2.25,2.7,3.2,2.2,2.8,2.8
F2,03/03/01,Chateauroux,Beauvais,3,0,H,2,0,H,1.95,2.8,3.8,2,2.7,3.2
F2,03/03/01,Le Mans,Wasquehal,0,0,D,0,0,D,1.95,2.85,3.8,1.75,2.8,4
