Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA
F2,15/09/01,Chateauroux,Istres,1,1,D,1,0,H,,,,1.5,3.4,4.7,,,
F2,15/09/01,Creteil,Le Havre,0,0,D,0,0,D,,,,2.2,2.6,3,,,
F2,15/09/01,Grenoble,Ajaccio,0,1,A,0,1,A,,,,2.3,2.7,2.7,,,
F2,15/09/01,Le Mans,Amiens,1,1,D,0,0,D,,,,2.3,2.7,2.7,,,
F2,15/09/01,Nancy,Laval,2,1,H,0,0,D,,,,1.75,2.8,4,,,
F2,15/09/01,Nimes,Niort,0,0,D,0,0,D,,,,2.5,2.6,2.6,,,
F2,15/09/01,St Etienne,Gueugnon,1,1,D,0,0,D,,,,2,2.8,3.1,,,
F2,16/09/01,Beauvais,Strasbourg,1,0,H,0,0,D,,,,2.3,2.7,2.7,,,
F2,21/09/01,Istres,Caen,0,3,A,0,1,A,,,,2.5,2.7,2.5,,,
F2,22/09/01,Amiens,Ajaccio,1,1,D,1,1,D,,,,2.2,2.8,2.8,,,
F2,22/09/01,Gueugnon,Wasquehal,1,2,A,0,0,D,,,,1.6,2.8,4.8,,,
F2,22/09/01,Laval,Chateauroux,2,1,H,1,1,D,,,,2.4,2.9,2.4,,,
F2,22/09/01,Le Havre,Le Mans,3,0,H,3,0,H,,,,1.9,2.7,3.5,,,
F2,22/09/01,Martigues,Grenoble,0,1,A,0,1,A,,,,2.1,2.7,3.1,,,
F2,22/09/01,Nice,St Etienne,1,1,D,0,1,A,,,,2.2,2.8,2.8,,,
F2,22/09/01,Nimes,Creteil,1,1,D,0,0,D,,,,2.3,2.6,2.8,,,
F2,23/09/01,Niort,Beauvais,0,0,D,0,0,D,,,,2.3,2.7,2.7,,,
F2,23/09/01,Strasbourg,Nancy,2,2,D,1,2,A,,,,1.45,3.2,5.5,,,
F2,28/09/01,Le Mans,Laval,0,3,A,0,1,A,,,,2,2.7,3.2,,,
F2,29/09/01,Ajaccio,Istres,1,1,D,0,0,D,,,,1.5,3,5.3,,,
F2,29/09/01,Beauvais,Nimes,1,3,A,1,2,A,,,,1.4,3.2,6.2,,,
F2,29/09/01,Caen,Le Havre,0,0,D,0,0,D,,,,1.85,2.8,3.5,,,
F2,29/09/01,Chateauroux,Martigues,2,3,A,2,2,D,,,,1.6,2.9,4.6,,,
F2,29/09/01,Creteil,Nice,0,2,A,0,1,A,,,,1.85,2.8,3.5,,,
F2,29/09/01,Grenoble,Gueugnon,0,0,D,0,0,D,,,,2,2.8,3.1,,,
F2,29/09/01,Nancy,Niort,2,0,H,0,0,D,,,,1.9,2.8,3.3,,,
F2,29/09/01,Wasquehal,Amiens,0,0,D,0,0,D,,,,2.4,2.7,2.6,,,
F2,30/09/01,St Etienne,Strasbourg,1,1,D,0,1,A,,,,2.4,2.7,2.6,,,
F2,04/10/01,Nimes,Nancy,2,2,D,0,0,D,,,,,,,,,
F2,05/10/01,Beauvais,St Etienne,3,0,H,1,0,H,,,,2,2.6,3.3,,,
F2,05/10/01,Gueugnon,Amiens,2,1,H,0,0,D,,,,2,2.6,3.3,,,
F2,05/10/01,Istres,Le Mans,0,1,A,0,1,A,,,,2,2.6,3.3,,,
F2,05/10/01,Laval,Creteil,2,1,H,1,0,H,,,,1.75,2.8,4,,,
F2,05/10/01,Le Havre,Wasquehal,1,0,H,0,0,D,,,,1.7,2.8,4.2,,,
F2,05/10/01,Martigues,Ajaccio,0,1,A,0,1,A,,,,2.6,2.6,2.5,,,
F2,05/10/01,Nice,Grenoble,4,1,H,1,0,H,,,,1.9,2.6,3.6,,,
F2,05/10/01,Niort,Chateauroux,1,2,A,1,1,D,,,,2,2.6,3.3,,,
F2,05/10/01,Strasbourg,Caen,3,1,H,2,1,H,,,,1.8,2.7,3.9,,,
F2,12/10/01,Ajaccio,Gueugnon,1,1,D,0,0,D,,,,1.9,2.7,3.5,1.8,3,4.33
F2,12/10/01,Grenoble,Istres,0,5,A,0,2,A,,,,1.7,2.9,4,1.67,3.2,4.5
F2,12/10/01,Le Mans,Nice,1,0,H,0,0,D,,,,2.2,2.6,3,2.1,2.9,3.25
F2,12/10/01,Wasquehal,Laval,0,2,A,0,0,D,,,,2.1,2.8,3,2.2,2.8,3.2
F2,13/10/01,Amiens,Martigues,4,0,H,1,0,H,,,,1.8,2.7,3.9,1.73,3.1,4.5
F2,13/10/01,Caen,Niort,2,1,H,0,0,D,,,,1.65,2.8,4.6,1.8,3.1,4
F2,13/10/01,Chateauroux,Nimes,0,0,D,0,0,D,,,,1.85,2.7,3.9,1.73,3.1,4.5
F2,13/10/01,Creteil,Strasbourg,0,0,D,0,0,D,,,,2.8,2.6,2.3,2.88,2.8,2.38
F2,13/10/01,Nancy,Beauvais,2,2,D,1,0,H,,,,2.2,2.6,3,2.2,2.88,3.1
F2,13/10/01,St Etienne,Le Havre,0,1,A,0,1,A,,,,2.2,2.6,3,2.2,2.8,3.2
F2,19/10/01,Istres,Wasquehal,2,1,H,0,0,D,1.9,2.9,3.7,2,2.8,3.1,,,
F2,19/10/01,Strasbourg,Le Mans,2,0,H,1,0,H,1.47,3.3,6.3,1.45,3.3,5.5,,,
F2,20/10/01,Beauvais,Grenoble,1,0,H,0,0,D,1.6,3.1,5.2,1.5,3.2,5,,,
F2,20/10/01,Laval,St Etienne,1,1,D,0,0,D,1.85,2.9,3.9,1.75,2.9,3.8,,,
F2,20/10/01,Le Havre,Amiens,2,1,H,0,0,D,1.8,3,4,2,2.7,3.3,,,
F2,20/10/01,Martigues,Gueugnon,2,0,H,0,0,D,2.55,2.65,2.7,2.5,2.7,2.5,,,
F2,20/10/01,Nancy,Chateauroux,2,0,H,0,0,D,2,2.85,3.45,2,2.8,3.1,,,
F2,20/10/01,Nice,Ajaccio,3,1,H,2,0,H,2.45,2.7,2.75,2.5,2.7,2.5,,,
F2,20/10/01,Nimes,Caen,2,2,D,0,1,A,2.45,2.6,2.9,2.5,2.6,2.6,,,
F2,20/10/01,Niort,Creteil,1,1,D,1,0,H,1.8,2.9,4.2,1.9,2.8,3.4,,,
F2,24/10/01,Wasquehal,Martigues,2,1,H,2,1,H,,,,,,,,,
F2,26/10/01,Grenoble,Nimes,1,1,D,0,0,D,2,2.75,3.7,2.1,2.7,3.1,,,
F2,27/10/01,Ajaccio,Strasbourg,2,1,H,1,0,H,2.35,2.7,2.95,2.3,2.7,2.7,,,
F2,27/10/01,Amiens,Laval,1,1,D,0,0,D,2.05,2.8,3.5,2,2.8,3.1,,,
F2,27/10/01,Chateauroux,Beauvais,0,0,D,0,0,D,2.4,2.65,2.95,2.3,2.8,2.6,,,
F2,27/10/01,Creteil,Istres,1,1,D,1,0,H,2.25,2.7,3.15,2.2,2.7,2.9,,,
F2,27/10/01,Gueugnon,Le Havre,1,1,D,0,1,A,2.25,2.7,3.15,2.1,2.7,3.1,,,
F2,27/10/01,Le Mans,Niort,3,1,H,1,0,H,2,2.7,3.8,2.1,2.7,3.1,,,
F2,27/10/01,St Etienne,Martigues,1,0,H,0,0,D,1.82,2.9,4.2,1.8,2.8,3.8,,,
F2,28/10/01,Caen,Nancy,1,0,H,0,0,D,1.85,2.9,4.05,1.9,2.7,3.6,,,
F2,28/10/01,Wasquehal,Nice,1,1,D,1,1,D,2.4,2.7,2.9,2.3,2.7,2.7,,,
F2,31/10/01,Strasbourg,Nimes,1,0,H,0,0,D,1.45,3.4,6.6,1.4,3,7,,,
F2,08/11/01,Beauvais,Caen,1,1,D,0,0,D,1.97,2.9,3.55,1.85,2.8,3.5,1.91,2.88,4
F2,09/11/01,Chateauroux,Creteil,1,0,H,1,0,H,1.7,3,4.85,1.65,2.9,4.4,1.67,3.1,5
F2,09/11/01,Istres,Amiens,1,2,A,0,0,D,2.3,2.7,3.1,2.2,2.8,2.8,2.2,2.8,3.2
F2,09/11/01,Laval,Ajaccio,2,1,H,0,0,D,2.35,2.75,2.95,2.3,2.8,2.6,2.25,2.8,3.1
F2,09/11/01,Le Havre,Martigues,5,0,H,2,0,H,1.5,3.3,6.25,1.45,3.3,5.5,1.5,3.25,6.5
F2,09/11/01,Nancy,Grenoble,1,0,H,0,0,D,1.75,3,4.5,1.7,2.9,4,1.73,3.1,4.5
F2,09/11/01,Nice,Gueugnon,3,0,H,2,0,H,2,2.75,3.8,1.9,2.8,3.4,2,2.88,3.6
F2,09/11/01,Nimes,Le Mans,1,0,H,0,0,D,2.3,2.55,3.3,2.3,2.6,2.8,2.2,2.6,3.5
F2,09/11/01,Niort,St Etienne,0,2,A,0,1,A,2.25,2.65,3.25,2.3,2.6,2.8,2.2,2.75,3.25
F2,09/11/01,Strasbourg,Wasquehal,1,0,H,1,0,H,1.37,3.75,7.6,1.35,3.5,7,1.4,3.75,7
F2,13/11/01,Ajaccio,Le Havre,3,0,H,1,0,H,2,2.85,3.6,2.1,2.6,3.2,,,
F2,13/11/01,Caen,Chateauroux,1,1,D,0,0,D,1.8,2.95,4.3,1.8,2.8,3.7,,,
F2,13/11/01,Creteil,Nancy,1,3,A,1,3,A,2.35,2.75,2.95,2.5,2.6,2.6,,,
F2,13/11/01,Grenoble,Strasbourg,0,3,A,0,2,A,2.7,2.85,2.45,2.7,2.7,2.3,,,
F2,13/11/01,Gueugnon,Istres,1,1,D,0,1,A,1.8,2.95,4.3,1.85,2.8,3.5,,,
F2,13/11/01,Le Mans,Beauvais,2,2,D,0,0,D,2.45,2.85,2.7,2.4,2.7,2.6,,,
F2,13/11/01,Martigues,Laval,0,0,D,0,0,D,2.45,2.85,2.7,2.45,2.8,2.45,,,
F2,13/11/01,St Etienne,Nimes,1,0,H,0,0,D,1.75,3,4.5,1.8,2.8,3.7,,,
F2,13/11/01,Wasquehal,Niort,2,3,A,1,2,A,1.95,2.9,3.7,1.9,2.8,3.4,,,
F2,14/11/01,Amiens,Nice,2,0,H,0,0,D,1.85,2.9,4.1,1.75,2.8,4,,,
F2,17/11/01,Beauvais,Creteil,2,0,H,0,0,D,1.45,3.5,6.5,1.4,3.2,6.5,1.4,3.5,8
F2,17/11/01,Caen,St Etienne,2,4,A,1,1,D,1.77,3,4.4,1.9,2.8,3.4,1.91,2.88,4
F2,17/11/01,Chateauroux,Grenoble,0,0,D,0,0,D,1.8,2.95,4.3,1.65,2.9,4.4,1.67,3.1,5
F2,17/11/01,Istres,Martigues,0,0,D,0,0,D,1.87,2.9,4,1.9,2.8,3.4,1.91,2.88,4
F2,17/11/01,Nancy,Le Mans,0,1,A,0,1,A,1.75,3,4.4,1.7,2.8,4.2,1.67,3.1,5
F2,17/11/01,Nice,Le Havre,0,1,A,0,0,D,2.15,2.8,3.3,2,2.7,3.3,2.1,2.75,3.5
F2,17/11/01,Nimes,Wasquehal,2,3,A,2,2,D,2,2.75,3.8,1.9,2.6,3.8,1.83,2.8,4.5
F2,17/11/01,Niort,Ajaccio,0,0,D,0,0,D,2.7,2.75,2.55,2.7,2.6,2.4,2.75,2.75,2.5
F2,17/11/01,Strasbourg,Amiens,1,0,H,0,0,D,1.62,3.1,5.3,1.5,3.2,5,1.53,3.1,6.5
F2,18/11/01,Laval,Gueugnon,0,1,A,0,0,D,1.95,2.9,3.7,1.85,2.8,3.5,1.91,2.88,4
F2,27/11/01,Gueugnon,Strasbourg,0,0,D,0,0,D,2.45,2.7,2.8,2.4,2.6,2.7,,,
F2,28/11/01,Ajaccio,Nimes,3,1,H,2,0,H,1.5,3.25,6.3,1.5,3,5.4,1.5,3.25,6.5
F2,28/11/01,Amiens,Niort,0,2,A,0,0,D,1.77,2.9,4.5,1.75,2.8,4,1.62,3.1,5.5
F2,28/11/01,Creteil,Caen,4,2,H,0,1,A,2.8,2.65,2.5,2.7,2.6,2.4,2.75,2.75,2.5
F2,28/11/01,Grenoble,Laval,3,0,H,2,0,H,2.42,2.7,2.85,2.5,2.7,2.5,2.38,2.8,2.88
F2,28/11/01,Le Havre,Istres,2,0,H,0,0,D,1.6,3,5.7,1.5,3,5.4,1.53,3.2,6
F2,28/11/01,Le Mans,Chateauroux,1,0,H,0,0,D,2.08,2.7,3.5,2.1,2.7,3.1,2,2.8,3.75
F2,28/11/01,Martigues,Nice,3,3,D,2,2,D,2.25,2.85,3,2.3,2.6,2.8,,,
F2,28/11/01,St Etienne,Nancy,1,3,A,1,2,A,1.8,3,4.25,1.8,2.8,3.7,1.8,3,4.33
F2,28/11/01,Wasquehal,Beauvais,3,2,H,0,0,D,2.85,2.7,2.42,2.8,2.6,2.3,2.88,2.75,2.4
F2,07/12/01,Beauvais,Ajaccio,0,0,D,0,0,D,2,2.85,3.7,2,2.8,3.1,2,2.8,3.75
F2,08/12/01,Caen,Le Mans,2,0,H,1,0,H,1.85,2.9,4.1,1.8,2.8,3.7,1.83,3,4
F2,08/12/01,Chateauroux,St Etienne,4,0,H,2,0,H,2.3,2.75,3.05,2.3,2.8,2.6,2.3,2.8,3
F2,08/12/01,Creteil,Grenoble,1,1,D,1,0,H,2.2,2.7,3.3,2.2,2.8,2.8,2.1,2.8,3.4
F2,08/12/01,Istres,Nice,0,1,A,0,1,A,2.25,2.7,3.2,2.3,2.7,2.7,2.25,2.8,3.1
F2,08/12/01,Laval,Le Havre,1,1,D,1,0,H,2.45,2.7,2.85,2.3,2.8,2.6,2.3,2.88,2.88
F2,08/12/01,Nancy,Wasquehal,0,1,A,0,0,D,1.63,3.1,5.2,1.6,3.1,4.4,1.57,3.25,5.5
F2,08/12/01,Nimes,Amiens,1,1,D,0,1,A,2.55,2.65,2.8,2.4,2.6,2.7,2.38,2.62,3.1
F2,08/12/01,Niort,Gueugnon,1,1,D,1,0,H,2.45,2.7,2.85,2.4,2.6,2.7,2.2,2.7,3.25
F2,08/12/01,Strasbourg,Martigues,1,0,H,0,0,D,1.33,4,8,1.3,4,7,1.3,4,10
F2,19/12/01,Ajaccio,Chateauroux,0,1,A,0,0,D,1.65,3.15,4.85,1.7,2.9,4,1.67,3.1,5
F2,19/12/01,Amiens,Nancy,1,1,D,0,0,D,2.1,2.7,3.55,2.1,2.7,3.1,2.2,2.8,3.2
F2,19/12/01,Gueugnon,Beauvais,0,0,D,0,0,D,2.3,2.65,3.15,2.3,2.6,2.8,2.38,2.62,3.1
F2,19/12/01,Istres,Laval,2,2,D,0,1,A,2.35,2.75,2.95,2.4,2.7,2.6,2.38,2.8,2.9
F2,19/12/01,Le Havre,Niort,2,0,H,2,0,H,1.6,3.2,5.3,1.55,3.1,4.8,1.57,3.2,5.5
F2,19/12/01,Le Mans,Grenoble,2,0,H,0,0,D,1.77,3,4.35,1.75,2.9,3.8,1.8,3,4
F2,19/12/01,Martigues,Nimes,2,0,H,0,0,D,2.1,2.7,3.55,1.9,2.8,3.4,2.1,2.75,3.4
F2,19/12/01,Nice,Strasbourg,2,1,H,1,1,D,2.45,2.7,2.85,2.5,2.6,2.6,2.4,2.75,2.8
F2,19/12/01,Wasquehal,Caen,2,0,H,0,0,D,2.35,2.7,3,2.2,2.7,2.9,2.5,2.75,2.75
F2,22/12/01,Beauvais,Martigues,2,0,H,2,0,H,1.5,3.4,6,1.45,3.3,5.5,1.5,3.25,6.5
F2,22/12/01,Caen,Ajaccio,1,1,D,0,0,D,2.2,2.8,3.15,2.2,2.8,3,2.2,2.75,3.25
F2,22/12/01,Grenoble,Amiens,4,0,H,1,0,H,2.3,2.8,3,2.3,2.7,2.7,2.3,2.7,3.1
F2,22/12/01,Le Mans,St Etienne,3,0,H,1,0,H,2.1,2.8,3.4,2.1,2.7,3.1,2,2.8,3.75
F2,22/12/01,Nimes,Nice,0,3,A,0,2,A,2.5,2.7,2.8,2.4,2.6,2.7,2.5,2.6,2.9
F2,22/12/01,Niort,Laval,1,1,D,1,1,D,2.2,2.7,3.3,2.2,2.7,2.9,2.25,2.6,3.4
F2,05/01/02,Ajaccio,Creteil,1,0,H,0,0,D,1.45,3.4,6.9,1.5,3.1,5.2,1.44,3.3,7.5
F2,05/01/02,Istres,Niort,1,1,D,0,1,A,2.35,2.75,2.95,2.3,2.8,2.6,2.25,2.8,3.1
F2,05/01/02,Martigues,Caen,2,1,H,1,1,D,2.5,2.7,2.8,2.5,2.6,2.6,2.6,2.75,2.62
F2,05/01/02,Nice,Beauvais,0,1,A,0,1,A,2.1,2.7,3.55,2,2.7,3.3,2.1,2.8,3.4
F2,12/01/02,Beauvais,Istres,0,0,D,0,0,D,1.48,3.35,6.2,1.5,3.2,5,1.44,3.3,7.5
F2,12/01/02,Caen,Gueugnon,2,2,D,2,2,D,1.95,2.8,3.75,1.9,2.8,3.4,1.91,2.88,4
F2,12/01/02,Creteil,Amiens,1,1,D,0,1,A,2.42,2.7,2.85,2.3,2.7,2.7,2.38,2.75,2.9
F2,12/01/02,Grenoble,Le Havre,1,0,H,1,0,H,2.6,2.65,2.68,2.5,2.6,2.6,2.75,2.75,2.5
F2,12/01/02,Le Mans,Ajaccio,2,1,H,1,1,D,2.2,2.85,3.05,2.2,2.8,2.8,2.2,2.75,3.25
F2,12/01/02,Nimes,Laval,3,0,H,1,0,H,2.6,2.65,2.68,2.5,2.5,2.7,,,
F2,12/01/02,Niort,Nice,3,0,H,2,0,H,2.6,2.65,2.68,2.5,2.5,2.7,2.5,2.6,2.9
F2,13/01/02,Chateauroux,Strasbourg,1,2,A,0,0,D,2.5,2.7,2.75,2.5,2.6,2.6,2.5,2.75,2.75
F2,16/01/02,Creteil,Wasquehal,2,0,H,0,0,D,2.3,2.8,2.9,2.2,2.8,2.8,2.3,2.7,3.1
F2,19/01/02,Wasquehal,Le Mans,1,1,D,0,0,D,2.25,2.7,3.1,2.2,2.8,2.8,,,
F2,20/01/02,St Etienne,Grenoble,1,1,D,1,1,D,1.9,2.8,4,1.9,2.8,3.4,1.8,3,4.33
F2,22/01/02,Nice,Nancy,1,0,H,1,0,H,1.9,2.9,3.9,1.9,2.8,3.4,2,2.8,3.75
F2,23/01/02,Ajaccio,St Etienne,1,0,H,1,0,H,1.65,3.15,4.85,1.7,2.9,4,1.67,3.1,5
F2,23/01/02,Amiens,Caen,3,2,H,3,1,H,2,2.8,3.7,2,2.7,3.3,2.1,2.8,3.4
F2,23/01/02,Gueugnon,Creteil,0,0,D,0,0,D,1.6,3.2,5.2,1.65,2.9,4.4,1.73,3.1,4.5
F2,23/01/02,Istres,Nimes,0,0,D,0,0,D,1.95,2.85,3.8,1.9,2.8,3.4,1.91,2.88,4
F2,23/01/02,Laval,Beauvais,0,1,A,0,1,A,2.65,2.8,2.55,2.5,2.6,2.6,2.6,2.7,2.7
F2,23/01/02,Le Havre,Chateauroux,3,1,H,2,1,H,1.7,3.1,4.6,1.75,2.9,3.8,1.73,3.1,4.5
F2,23/01/02,Martigues,Le Mans,2,2,D,0,1,A,2.5,2.7,2.8,2.4,2.6,2.7,2.5,2.75,2.75
F2,23/01/02,Strasbourg,Niort,1,0,H,1,0,H,1.4,3.65,7.2,1.4,3.4,6,1.4,3.6,7.5
F2,23/01/02,Wasquehal,Grenoble,1,0,H,1,0,H,1.85,2.95,4,1.9,2.8,3.4,1.91,2.88,4
F2,26/01/02,Chateauroux,Gueugnon,1,0,H,1,0,H,2.15,2.75,3.25,2.1,2.7,3.1,,,
F2,26/01/02,Le Havre,Nimes,3,0,H,1,0,H,1.4,3.6,7,1.4,3.2,6.5,,,
F2,26/01/02,St Etienne,Creteil,1,0,H,0,0,D,1.75,3,4.3,1.75,2.9,3.8,,,
F2,29/01/02,Beauvais,Le Havre,1,1,D,0,0,D,2,2.8,3.6,2.2,2.7,2.9,2,2.75,3.8
F2,30/01/02,Caen,Laval,1,2,A,1,0,H,1.83,2.8,4.3,1.8,2.7,3.7,1.8,2.875,4.5
F2,30/01/02,Chateauroux,Nice,1,0,H,0,0,D,1.93,2.8,3.85,1.9,2.8,3.4,2,2.8,3.75
F2,30/01/02,Creteil,Martigues,2,1,H,2,0,H,1.93,2.8,3.85,1.9,2.7,3.6,1.909,2.8,4
F2,30/01/02,Grenoble,Niort,2,1,H,0,1,A,1.9,2.8,4,1.85,2.8,3.5,1.909,2.8,4
F2,30/01/02,Le Mans,Gueugnon,2,3,A,0,2,A,1.8,2.75,4.6,1.75,2.8,4,1.8,2.875,4.5
F2,30/01/02,Nancy,Istres,1,1,D,0,0,D,1.73,2.9,4.75,1.75,2.8,4,1.667,3.1,5
F2,30/01/02,St Etienne,Amiens,2,1,H,1,1,D,1.95,2.85,3.7,2.1,2.7,3.1,2,2.875,3.6
F2,30/01/02,Wasquehal,Ajaccio,1,1,D,1,1,D,2.37,2.9,2.72,2.3,2.8,2.6,2.375,2.75,2.9
F2,02/02/02,Ajaccio,Grenoble,2,0,H,2,0,H,1.55,3.25,5.45,1.55,3.1,4.8,1.571,3.1,6
