Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Jeremy Hall,NY,D-M,24,22,1,0,1,0,0.04
Eric Brunner,CLB,D,25,23,1,0,1,0,0.04
Conor Casey,COL,F,24,24,1,1,1,0,0.04
Santiago Hirsig,KC,M,26,24,1,0,1,0,0.04
Jimmy Conrad,KC,D,24,24,1,0,1,0,0.04
Kei Kamara,VAN,F,28,24,1,1,0,1,0.04
Adrian Serioux,TOR,D,26,25,1,0,1,0,0.04
Brian Carroll,CLB,M,26,26,1,0,1,0,0.04
Jhon Kennedy Hurtado,SEA,D,27,26,1,1,1,0,0.04
Danny O'Rourke,CLB,D,26,26,1,0,1,0,0.04
Kevin Alston,NE,D,26,26,1,1,0,1,0.04
Jonathan Bornstein,CHV,D,26,26,1,1,0,1,0.04
Carey Talley,CHV,D,27,27,1,1,1,0,0.04
Jim Brennan,TOR,D,28,28,1,1,1,0,0.04
Omar Gonzalez,USA,D,30,30,1,1,1,0,0.03
Stanley Nyazamba,CLB,M,0,0,0,0,0,0,0.0
Evan Brown,SEA,D,0,0,0,0,0,0,0.0
Yohance Marshall,LA,D,0,0,0,0,0,0,0.0
Anthony Peters,DC,D,0,0,0,0,0,0,0.0
Tiyiselani Shipalane,DC,M,0,0,0,0,0,0,0.0
Nelson González,RSL,M,0,0,0,0,0,0,0.0
Fabio da Silva,SJ,D,0,0,0,0,0,0,0.0
David Habarugira,DC,D,0,0,0,0,0,0,0.0
Lamar Neagle,SEA,M,0,0,0,0,0,0,0.0
David Myrie,CHI,D,0,0,0,0,0,0,0.0
Giorgi Chirgadze,NY,F,0,0,0,0,0,0,0.0
Cesar Zamora,CHV,M,0,0,0,0,0,0,0.0
Kevin Forrest,SEA,F,0,0,0,0,0,0,0.0
Felix Garcia,HOU,F,0,0,0,0,0,0,0.0
Ivan Guerrero,COL,M,0,0,0,0,0,0,0.0
Ante Razov,CHV,F,0,0,0,0,0,0,0.0
Gabriel Badilla,NE,D,0,0,0,0,0,0,0.0
John Michael Hayden,HOU,M,0,0,0,0,0,0,0.0
Taylor Graham,SEA,D,0,0,0,0,0,0,0.0
Nelson Pizarro,KC,M,0,0,0,0,0,0,0.0
Rob Valentino,COL,D,0,0,0,0,0,0,0.0
Jamil Roberts,SJ,D,0,0,0,0,0,0,0.0
Oscar Echeverry,NY,F,0,0,0,0,0,0,0.0
Alex Nimo,RSL,F-M,0,0,0,0,0,0,0.0
Argenis Fernandez,NE,F,0,0,0,0,0,0,0.0
Julian Valentin,LA,D,0,0,0,0,0,0,0.0
Ely Allen,DC,F-M,0,0,0,0,0,0,0.0
Ciaran O'Brien,COL,M,0,0,0,0,0,0,0.0
Ryan Miller,DC,D,0,0,0,0,0,0,0.0
Tristan Bowen,LA,F,1,0,0,0,0,0,0.0
Gabe Gala,TOR,M,1,0,0,0,0,0,0.0
Davide Somma,SJ,F,1,0,0,0,0,0,0.0
Ian Joy,RSL,D,1,0,0,0,0,0,0.0
Ross Schunk,COL,F,3,0,0,0,0,0,0.0
Gregory Richardson,COL,F,1,0,0,0,0,0,0.0
Leonard Griffin,LA,D,1,0,0,0,0,0,0.0
Cory Elenio,CLB,M,1,0,0,0,0,0,0.0
Tino Nunez,RSL,F,3,0,0,0,0,0,0.0
Eddie Robinson,HOU,D,1,0,0,0,0,0,0.0
Stephane Assengue,NE,F,2,0,0,0,0,0,0.0
Francis Doe,DC,F,2,0,0,0,0,0,0.0
Erik Ustruck,HOU,F,2,0,0,0,0,0,0.0
John DiRaimondo,COL,M,1,1,0,0,0,0,0.0
Johann Smith,TOR,M,4,0,0,0,0,0,0.0
Peri Marosevic,DAL,F,4,0,0,0,0,0,0.0
Kevin Souter,KC,M,1,1,0,0,0,0,0.0
Michael Holody,COL,D,4,0,0,0,0,0,0.0
Walter Garcia,NY,D,1,0,0,0,0,0,0.0
Matt Marquess,KC,D,1,1,0,0,0,0,0.0
David Horst,RSL,D,2,1,0,0,0,0,0.0
Ty Harden,COL,D,7,1,0,0,0,0,0.0
Calen Carr,CHI,F,10,0,0,0,0,0,0.0
Chris Albright,NE,D,1,1,0,0,0,0,0.0
Danny Szetela,DC,M,4,1,0,0,0,0,0.0
Facundo Diz,COL,F,8,0,0,0,0,0,0.0
Brandon Barklage,DC,D,4,1,0,0,0,0,0.0
Jean-Marc Alexandre,HAI,F,4,0,0,0,0,0,0.0
Danny Cruz,HOU,M-F,6,0,0,0,0,0,0.0
Taylor Twellman,NE,F,2,0,0,0,0,0,0.0
Claudio Suarez,CHV,D,5,1,0,0,0,0,0.0
Stefan Dimitrov,CHI,F,7,1,0,0,0,0,0.0
Luis Miguel Escalada,RSL,F,5,1,0,0,0,0,0.0
Lesly Fellinga,TOR,D,4,1,0,0,0,0,0.0
Michael Kraus,KC,M-F,11,0,0,0,0,0,0.0
Kurt Morsink,KC,M,5,2,0,0,0,0,0.0
Ernst Oebster,NY,M,3,2,0,0,0,0,0.0
Nico Colaluca,COL,M,6,1,0,0,0,0,0.0
Michael Dello-Russo,DAL,D-M,2,2,0,0,0,0,0.0
Jim Curtin,CHV,D,3,2,0,0,0,0,0.0
Emilio Rentería,CLB,F,5,2,0,0,0,0,0.0
Rachid El Khalifi,RSL,M-F,4,3,0,0,0,0,0.0
Juan Pietravallo,NY,M,3,2,0,0,0,0,0.0
Alvaro Sanchez,DAL,F-M,3,2,0,0,0,0,0.0
Abe Thompson,HOU,F,9,1,0,0,0,0,0.0
Leo Krupnik,NY,D,3,2,0,0,0,0,0.0
Raphael Cox,RSL,M,6,2,0,0,0,0,0.0
Adam Cristman,KC,F,5,3,0,0,0,0,0.0
Bruno Guarda,DAL,M,4,2,0,0,0,0,0.0
Lawson Vaughn,CHV,D,3,2,0,0,0,0,0.0
Marvin Chávez,DAL,M,7,3,0,0,0,0,0.0
Greg Dalby,COL,M,11,2,0,0,0,0,0.0
Roger Levesque,SEA,M,14,2,0,0,0,0,0.0
Ade Akinbiyi,HOU,F,14,2,0,0,0,0,0.0
Matthew Mbuta,NY,M,10,2,0,0,0,0,0.0
Sanna Nyassi,SEA,M,14,2,0,0,0,0,0.0
Amadou Sanyang,TOR,D,7,3,0,0,0,0,0.0
Rohan Ricketts,TOR,M,12,3,0,0,0,0,0.0
Jorge Villafaña,USA,D-M,7,3,0,0,0,0,0.0
Steve Purdy,DAL,D,5,4,0,0,0,0,0.0
Avery John,DC,D,6,3,0,0,0,0,0.0
Kevin Burns,CLB,M,8,4,0,0,0,0,0.0
Austin Washington,CHI,D,8,4,0,0,0,0,0.0
Luis Landin,HOU,F,7,5,0,0,0,0,0.0
Daniel Woolard,CHI,D,8,4,0,0,0,0,0.0
Greg Janicki,DC,D,7,5,0,0,0,0,0.0
Devon McTavish,DC,D,11,5,0,0,0,0,0.0
Stephen King,SEA,M,10,3,0,0,0,0,0.0
Rauwshan McKenzie,KC,D,5,5,0,0,0,0,0.0
Nathan Sturgis,SEA,M,9,5,0,0,0,0,0.0
O'Brian White,TOR,F,9,5,0,0,0,0,0.0
Julian de Guzman,TOR,M,5,5,0,0,0,0,0.0
Alecko Eskandarian,CHV,F,10,5,0,0,0,0,0.0
Bryan Jordan,LA,D,19,2,0,0,0,0,0.0
Michael Videira,NE,M,12,5,0,0,0,0,0.0
André Luiz,SJ,M,7,7,0,0,0,0,0.0
Emmanuel Gomez,TOR,D,9,6,0,0,0,0,0.0
Zach Scott,SEA,D,9,6,0,0,0,0,0.0
Anthony Wallace,DAL,D,7,6,0,0,0,0,0.0
Antonio Ribeiro,SJ,M,7,7,0,0,0,0,0.0
Khano Smith,NY,M,8,6,0,0,0,0,0.0
Adam Moffat,CLB,M,12,6,0,0,0,0,0.0
Ali Gerba,TOR,F,11,5,0,0,0,0,0.0
Tony Sanneh,LA,D,13,5,0,0,0,0,0.0
Amaechi Igwe,NE,D,11,5,0,0,0,0,0.0
Aaron Pitchkolan,DAL,D,10,6,0,0,0,0,0.0
Andy Iro,CLB,D,11,8,0,0,0,0,0.0
Kelly Gray,SJ,D-M,8,7,0,0,0,0,0.0
Josh Tudela,LA,M,8,8,0,0,0,0,0.0
Peter Lowry,CHI,M,9,8,0,0,0,0,0.0
Craig Waibel,HOU,D,13,8,0,0,0,0,0.0
Jesus Padilla,CHV,M,11,10,0,0,0,0,0.0
Bobby Burling,CHV,D,10,7,0,0,0,0,0.0
Nick Zimmerman,NY,M,11,7,0,0,0,0,0.0
Marco Velez,TOR,D,15,8,0,0,0,0,0.0
Julien Baudet,COL,D,10,9,0,0,0,0,0.0
Blake Wagner,DAL,D-M,15,8,0,0,0,0,0.0
Kyle Davies,DAL,D,11,10,0,0,0,0,0.0
Kevin Harmse,CHV,M,12,8,0,0,0,0,0.0
Andrew Jacobson,DC,M,17,8,0,0,0,0,0.0
Carlos Mendes,NY,D,12,11,0,0,0,0,0.0
Jonathan Leathers,KC,D,11,10,0,0,0,0,0.0
Daniel Torres,DAL,D,15,8,0,0,0,0,0.0
Tyson Wahl,SEA,D,12,9,0,0,0,0,0.0
Dasan Robinson,CHI,D,12,9,0,0,0,0,0.0
Wade Barrett,HOU,D,12,11,0,0,0,0,0.0
Leonardo González,SEA,D,11,11,0,0,0,0,0.0
Andrew Boyens,NY,D,14,14,0,0,0,0,0.0
Pat Phelan,NE,M-D,21,13,0,0,0,0,0.0
George John,DAL,D,16,15,0,0,0,0,0.0
Luke Sassano,NY,D,17,12,0,0,0,0,0.0
Alfredo Pacheco,NY,D,14,14,0,0,0,0,0.0
Julius James,DC,D,17,13,0,0,0,0,0.0
Simon Elliott,SJ,M,15,12,0,0,0,0,0.0
Edson Buddle,LA,F,19,13,0,0,0,0,0.0
Jason Hernandez,SJ,D,16,16,0,0,0,0,0.0
Kevin Goldthwaite,NY,D,17,17,0,0,0,0,0.0
C.J. Brown,CHI,D,18,17,0,0,0,0,0.0
Shavar Thomas,CHV,D,17,17,0,0,0,0,0.0
Mike Petke,NY,D,19,18,0,0,0,0,0.0
Cory Gibbs,COL,D,20,19,0,0,0,0,0.0
Chad Marshall,SEA,D,18,18,0,0,0,0,0.0
Stefani Miglioranzi,LA,M,23,20,0,0,0,0,0.0
Kheli Dube,NE,F,26,20,0,0,0,0,0.0
Scott Palguta,COL,D,23,19,0,0,0,0,0.0
Emmanuel Osei,NE,D,23,23,0,0,0,0,0.0
Tony Beltran,RSL,D,23,21,0,0,0,0,0.0
Aaron Hohlbein,KC,D,22.0,22.0,0.0,0.0,0.0,0.0,0.0
Pablo Ricchetti,DAL,D-M,22.0,22.0,0.0,0.0,0.0,0.0,0.0
Jámison Olave,RSL,D,25.0,24.0,0.0,0.0,0.0,0.0,0.0
Dejan Jakovic,LAFC,D,23.0,23.0,0.0,0.0,0.0,0.0,0.0
Nick Garcia,SJ,D,25.0,25.0,0.0,0.0,0.0,0.0,0.0
Matt Besler,SKC,D,28.0,26.0,0.0,0.0,0.0,0.0,0.0
Seth Stammler,NY,M-D,26.0,25.0,0.0,0.0,0.0,0.0,0.0
Gregg Berhalter,LA,D,26.0,26.0,0.0,0.0,0.0,0.0,0.0
Josh Wolff,KC,F,27.0,27.0,0.0,0.0,0.0,0.0,0.0
Eddie Gaven,CLB,M,30.0,27.0,0.0,0.0,0.0,0.0,0.0
Nick LaBrocca,COL,M,29.0,28.0,0.0,0.0,0.0,0.0,0.0
Clyde Simms,DC,M,28.0,28.0,0.0,0.0,0.0,0.0,0.0
Bobby Boswell,HOU,D,29.0,29.0,0.0,0.0,0.0,0.0,0.0
Drew Moor,TOR,D,29.0,29.0,0.0,0.0,0.0,0.0,0.0
Nat Borchers,RSL,D,30.0,30.0,0.0,0.0,0.0,0.0,0.0
Darrius Barnes,NE,D,30.0,30.0,0.0,0.0,0.0,0.0,0.0
Mike Fucito,nan,F,nan,nan,nan,nan,nan,nan,0.0
Jarrod Smith,nan,F,nan,nan,nan,nan,nan,nan,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
