Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Steven Lenhart,CLB,F,26,10,1065,3,2,32,13,33,23,15,4,0
Marcelo Saragosa,CHV,M,17,15,1272,0,1,5,2,33,19,0,5,2
Abdoulie Mansally,NE,D,25,19,1699,1,2,28,10,33,29,10,5,0
Stefani Miglioranzi,LA,M,23,20,1719,0,0,6,2,33,13,0,4,0
Sacha Kljestan,ORL,M,25,24,2041,5,3,48,23,33,34,2,7,0
Jhon Kennedy Hurtado,SEA,D,27,26,2334,1,1,7,2,33,25,0,8,0
Emmanuel Ekpo,CLB,M,28,22,1936,2,6,38,8,32,24,7,6,1
Freddie Ljungberg,SEA,M-F,22,21,1836,2,9,27,14,31,67,4,6,1
Paulo Nagamura,CHV,M,27,25,2263,4,2,24,11,31,26,1,7,1
Chris Wingert,RSL,D,30,27,2432,0,3,9,2,31,22,0,3,0
Jovan Kirovski,LA,M-F,22,13,1202,2,1,19,8,30,10,4,4,0
Javier Morales,RSL,M,26,24,2076,1,5,36,16,30,55,2,6,0
Pablo Campos,RSL,F,25,14,1011,4,5,21,16,29,20,7,3,0
Jed Zayner,CLB,D,20,16,1467,0,1,4,3,29,20,0,3,0
Ramiro Corrales,SJ,M,24,24,2066,0,3,15,5,29,38,2,7,0
Brad Davis,HOU,M,27,26,2207,5,12,46,21,29,51,5,4,2
Dax McCarty,CHI,M,28,27,2340,3,6,32,13,29,49,0,3,0
Josh Wolff,KC,F,27,27,2348,11,0,62,30,29,25,28,2,1
Bobby Boswell,HOU,D,29,29,2565,1,0,16,4,29,13,1,7,0
Omar Gonzalez,USA,D,30,30,2672,1,1,13,4,29,19,0,5,0
John Thorrington,CHI,M,19,19,1574,0,1,14,3,28,34,1,6,2
Wells Thompson,NE,D,25,17,1652,1,2,14,5,28,36,2,9,1
Andre Hainault,HOU,D,20,19,1652,1,2,9,5,28,12,1,3,1
Tony Beltran,RSL,D,23,21,1860,0,0,7,2,28,13,0,7,0
Mehdi Ballouchy,COL,M,28,23,2148,2,7,34,11,28,33,10,5,0
Shalrie Joseph,NE,M,27,24,2228,8,8,29,12,28,39,16,3,1
Marco Pappa,CHI,M,30,28,2314,5,4,60,29,28,29,5,2,0
Nick LaBrocca,COL,M,29,28,2434,2,0,34,17,28,17,1,3,0
Geoff Cameron,HOU,D,29,29,2610,2,6,20,8,28,34,4,6,0
Andre Rocha,DAL,M,22,14,1270,2,1,28,8,27,22,1,5,1
Alejandro Moreno,CLB,F,22,17,1605,4,1,24,12,27,37,23,4,0
Carl Robinson,TOR,M,21,20,1757,0,2,9,3,27,15,0,6,0
Arturo Alvarez,HOU,M,23,20,1848,5,2,53,22,27,31,6,5,0
Jesse Marsch,CHV,M,23,21,1853,0,1,11,6,27,28,0,4,1
Marc Burch,MIN,D,26,25,2174,1,2,20,9,27,11,0,5,0
Eddie Gaven,CLB,M,30,27,2420,6,0,41,21,27,45,3,3,0
Will Johnson,ORL,M,26,26,2305,1,3,48,22,26,28,2,8,0
Jordan Harvey,LAFC,D,30,29,2613,0,3,8,3,26,18,4,1,0
Nat Borchers,RSL,D,30,30,2679,1,0,12,6,26,10,1,5,0
Julius James,DC,D,17,13,1214,1,0,4,2,25,7,0,4,0
Hérculez Gómez,KC,F,26,20,1569,0,3,40,15,25,31,2,3,0
Lance Watson,KC,D,20,19,1649,0,1,7,5,25,17,0,4,1
Chris Pontius,LA,F,28,23,2113,4,3,56,23,25,35,12,5,0
Landon Donovan,LA,M-F,25,23,2152,12,6,56,29,25,38,11,1,0
Bobby Convey,SJ,M,26,25,2200,1,2,17,4,25,34,1,4,0
Quincy Amarikwa,SJ,F,24,1,602,1,2,11,3,24,10,5,5,0
Fred,DC,M,23,17,1422,2,4,15,4,24,22,4,4,1
Brian Ching,HOU,F,19,18,1549,8,3,28,15,24,37,21,4,2
Mariano Trujillo,CHV,D,21,18,1587,0,1,3,0,24,9,0,6,0
Pablo Vitti,TOR,F-M,26,18,1650,2,1,29,14,24,40,8,3,0
Robbie Rogers,CLB,D,22,20,1709,1,5,37,13,24,41,4,2,0
Ricardo Clark,CLB,M,22,22,1972,1,1,27,10,24,28,1,4,1
Brad Evans,SKC,D-M,27,25,2294,3,2,19,8,24,18,2,5,0
James Riley,SEA,D,28,27,2334,0,4,2,2,24,24,1,4,2
Stuart Holden,HOU,M,26,26,2340,6,4,33,15,24,28,1,1,0
Clint Mathis,RSL,M,28,24,1926,2,7,31,11,23,10,1,5,1
Pablo Ricchetti,DAL,D-M,22,22,1965,1,0,5,1,23,15,0,7,0
Chad Barrett,TOR,F,29,27,2069,5,3,55,25,23,18,15,5,1
Dejan Jakovic,LAFC,D,23,23,2070,0,0,4,0,23,17,0,6,0
Jimmy Conrad,KC,D,24,24,2160,1,1,11,4,23,16,1,2,0
Tyrone Marshall,SEA,D,26,25,2166,2,2,10,4,23,12,0,5,2
Clyde Simms,DC,M,28,28,2457,0,0,13,5,23,11,0,4,0
Omar Cummings,COL,F,28,28,2474,8,12,82,34,23,41,20,3,0
Drew Moor,TOR,D,29,29,2610,3,0,18,6,23,20,0,2,1
David Ferreira,DAL,M,30,30,2692,8,7,51,22,23,58,12,3,0
Maykel Galindo,CHV,F,23,15,1476,4,2,25,16,22,29,24,3,1
Cory Gibbs,COL,D,20,19,1575,0,0,2,1,22,17,0,7,0
Yura Movsisyan,RSL,F,26,19,1731,8,2,64,29,22,24,10,3,0
Guillermo Barros Schelotto,CLB,F,24,21,1816,12,3,53,25,22,33,16,4,0
Eddie Lewis,LA,M,27,23,1903,2,4,27,14,22,29,3,4,2
Patrick Nyarko,CHI,F-M,30,22,1983,4,2,33,20,22,35,37,0,0
Juan Pablo Angel,NY,F,25,25,2133,12,2,81,37,22,18,34,2,0
Nick Garcia,SJ,D,25,25,2205,0,0,0,0,22,15,0,4,0
Kevin Alston,NE,D,26,26,2339,0,1,12,5,22,35,0,2,0
Jim Brennan,TOR,D,28,28,2478,2,1,17,5,22,6,5,8,0
Robbie Russell,RSL,D,19,18,1552,0,2,15,3,21,7,0,5,1
Carey Talley,CHV,D,27,27,2401,0,1,8,2,21,20,0,5,1
Chris Leitch,SJ,D,29,29,2537,0,7,4,3,21,15,0,3,0
Cam Weaver,HOU,F,17,9,772,4,3,18,11,20,15,8,1,1
Justin Braun,CHV,F,15,14,1211,3,2,38,16,20,17,11,1,0
Kevin Goldthwaite,NY,D,17,17,1449,0,0,3,0,20,24,0,5,1
Eric Brunner,CLB,D,25,23,2072,1,1,12,3,20,17,1,3,0
Dasan Robinson,CHI,D,12,9,908,1,0,2,1,19,13,0,2,1
Dema Kovalenko,LA,M,15,15,1237,0,2,11,2,19,11,1,2,1
Christian Gomez,DC,M,27,20,1612,6,4,33,18,19,27,4,5,0
Michael Harrington,KC,D,27,17,1682,0,3,9,6,19,17,1,4,0
Emmanuel Osei,NE,D,23,23,1852,0,0,5,1,19,19,0,4,1
Matt Besler,SKC,D,28,26,2236,0,0,3,1,19,20,3,5,0
Bryan Namoff,DC,D,26,26,2326,2,4,10,5,19,18,1,3,0
Peter Vagenas,SEA,M,14,9,740,0,2,3,0,18,11,1,4,0
Bakary Soumare,CHI,D,16,16,1364,0,1,3,2,18,6,0,5,1
Brandon Prideaux,CHI,D,19,16,1414,0,1,6,1,18,13,0,2,0
Jorge Rojas,NY,M,21,19,1515,2,2,36,14,18,18,1,1,1
Claudio Lopez,KC,F,29,28,2501,7,8,72,35,18,18,21,5,1
Darrius Barnes,NE,D,30,30,2700,0,0,0,0,18,7,0,3,0
Michael Lahoud,CHV,M,16,9,872,1,1,9,3,17,10,4,1,0
Darren Huckerby,SJ,M,14,13,1058,3,2,18,10,17,15,8,3,0
Mike Magee,LA,M,23,19,1507,2,6,24,8,17,26,3,3,0
Sainey Nyassi,NE,M,28,22,1940,2,1,28,14,17,23,5,1,0
Luciano Emilio,DC,F,27,23,2070,10,2,59,29,17,18,23,1,1
John Wolyniec,NY,F,20,8,764,2,1,21,8,16,9,5,2,0
Andrew Boyens,NY,D,14,14,1114,0,0,4,2,16,9,0,3,0
Pat Phelan,NE,M-D,21,13,1136,0,0,7,2,16,15,0,3,0
Alberto Celades,NY,M,17,14,1203,1,4,10,3,16,15,0,2,0
Shavar Thomas,CHV,D,17,17,1459,0,0,7,2,16,1,0,1,1
Mike Petke,NY,D,19,18,1493,0,0,3,1,16,12,0,6,1
Wilman Conde,CHI,D,19,18,1614,2,2,11,4,16,9,1,2,0
Todd Dunivant,LA,D,25,24,2131,1,2,8,5,16,19,0,0,0
Brian Carroll,CLB,M,26,26,2293,0,1,9,1,16,11,0,5,0
Adam Moffat,CLB,M,12,6,531,1,0,9,1,15,5,1,1,1
Yamith Cuesta,CHV,D,9,9,786,0,1,3,1,15,3,1,5,0
Carlos Johnson,NY,D,13,12,899,0,1,4,1,15,16,0,3,3
Kenny Cooper,DAL,F,15,15,1331,7,1,52,29,15,23,10,2,0
Jason Hernandez,SJ,D,16,16,1403,0,0,0,0,15,13,0,5,0
Chad Marshall,SEA,D,18,18,1580,4,0,18,12,15,12,1,1,1
Santino Quaranta,DC,M-F,22,19,1769,2,6,32,11,15,40,8,1,0
Jonathan Bornstein,CHV,D,26,26,2340,0,1,6,2,15,23,1,1,0
Alecko Eskandarian,CHV,F,10,5,462,3,0,12,6,14,4,3,3,0
Edgaras Jankauskas,NE,F,10,8,667,2,1,15,5,14,15,6,1,1
Danny Dichio,TOR,F,19,6,760,3,2,17,8,14,13,11,2,0
Andrew Jacobson,DC,M,17,8,845,0,0,8,1,14,8,0,1,0
David Beckham,LA,M,11,11,889,2,3,19,9,14,9,0,2,1
Brandon McDonald,SJ,D,18,18,1579,1,1,8,4,14,8,1,3,0
A.J. DeLaGarza,HOU,D,22,21,1754,1,1,3,2,14,32,0,2,0
Marvell Wynne,TOR,D,21,21,1890,0,5,6,2,14,16,1,1,0
Jeremy Hall,NY,D-M,24,22,2001,0,1,3,2,14,14,0,1,1
Daniel Hernandez,DAL,M,7,5,526,0,1,3,0,13,6,0,1,0
Bojan Stepanovic,CHV,M,16,7,756,1,2,9,4,13,6,0,3,0
Carlos Mendes,NY,D,12,11,868,0,0,0,0,13,5,0,1,0
Gonzalo Segares,CHI,D,12,12,965,1,1,6,3,13,15,2,4,0
Pat Noonan,CLB,F,22,11,1049,2,1,22,7,13,17,3,0,0
Patrick Ianni,SEA,D-M,17,10,1102,1,2,7,2,13,4,0,3,0
Logan Pause,CHI,M,26,26,2287,0,3,5,1,13,16,0,2,0
Dave van den Bergh,DAL,M,30,30,2446,3,11,35,14,13,20,1,2,0
Amadou Sanyang,TOR,D,7,3,311,0,0,0,0,12,5,0,2,1
Aaron Pitchkolan,DAL,D,10,6,631,0,0,3,0,12,2,0,4,0
Andy Iro,CLB,D,11,8,631,1,0,4,1,12,4,0,1,1
Andy Williams,RSL,M,23,7,780,2,6,19,9,12,13,1,3,0
Dominic Oduro,MTL,M,19,8,835,1,4,19,8,12,10,10,1,0
George John,DAL,D,16,15,1162,1,0,4,2,12,7,0,2,0
Sinisa Ubiparipovic,NY,F-M,23,13,1206,0,1,15,8,12,18,3,1,1
Jaime Moreno,DC,F,24,11,1240,9,3,22,14,12,17,6,1,1
Shea Salinas,SJ,M,23,13,1306,0,5,19,5,12,12,0,3,1
Aaron Hohlbein,KC,D,22,22,1867,2,0,5,3,12,11,0,0,0
Jay Heaps,NE,D,25,25,2170,1,4,19,11,12,21,2,5,0
Gino Padula,CLB,D,27,27,2321,1,4,10,1,12,18,1,4,1
Sam Cronin,MIN,M,27,26,2363,1,4,13,2,12,2,1,2,0
Mike Chabala,HOU,D,15,12,1044,0,3,1,0,11,5,0,4,1
Ante Jazic,CHV,D,13,13,1090,0,1,2,0,11,5,0,2,0
Corey Ashe,HOU,M,27,13,1250,0,3,5,1,11,17,5,1,0
Colin Clark,COL,M,16,16,1421,3,5,29,10,11,18,5,2,0
C.J. Brown,CHI,D,18,17,1454,0,0,3,1,11,15,1,1,0
Scott Palguta,COL,D,23,19,1749,0,0,1,0,11,5,0,3,0
Jeff Cunningham,DAL,F,28,23,1918,17,8,71,38,11,18,33,2,0
Kosuke Kimura,COL,D,26,21,1932,2,2,11,3,11,15,2,3,0
Chukwudi Chijindu,CHV,M,11,4,420,1,1,8,3,10,3,2,1,0
Bryan Jordan,LA,D,19,2,470,1,0,7,3,10,13,1,2,0
Ryan Cochrane,HOU,D,8,6,549,0,2,0,0,10,4,0,1,0
Blake Wagner,DAL,D-M,15,8,789,0,0,5,0,10,14,0,1,0
Daniel Torres,DAL,D,15,8,886,0,0,1,0,10,7,0,1,1
Jair Benítez,DAL,D,13,13,1155,0,1,2,0,10,22,0,2,0
Chris Klein,LA,M,28,10,1158,0,3,16,10,10,4,3,2,0
Cuauhtemoc Blanco,CHI,M,21,15,1452,5,8,39,17,10,39,8,2,0
Nana Attakora,TOR,D,20,19,1652,2,4,8,5,10,11,0,2,0
Chris Rolfe,CHI,F,28,20,1854,6,1,62,26,10,22,2,5,0
Rohan Ricketts,TOR,M,12,3,316,0,0,2,1,9,6,0,1,0
Michael Videira,NE,M,12,5,480,0,0,6,3,9,7,1,2,0
Khano Smith,NY,M,8,6,530,0,0,7,0,9,6,0,0,0
Chris Birchall,LA,M,9,6,531,0,1,8,3,9,7,0,2,0
Jesus Padilla,CHV,M,11,10,712,1,0,10,2,9,10,1,0,0
Julien Baudet,COL,D,10,9,786,1,0,9,2,9,4,0,3,1
Kevin Harmse,CHV,M,12,8,805,0,0,8,4,9,7,0,2,0
Leonardo González,SEA,D,11,11,979,0,0,0,0,9,5,3,1,0
Chris Wondolowski,SJ,F,21,11,1141,5,2,31,13,9,10,6,4,0
Alfredo Pacheco,NY,D,14,14,1180,0,0,10,2,9,8,0,1,0
Frankie Hejduk,CLB,D,14,14,1258,1,3,8,5,9,13,3,5,0
Danleigh Borman,NY,D,24,14,1441,1,1,13,4,9,9,0,4,0
Tim Ward,CHI,D,19,19,1685,0,3,16,3,9,13,1,4,0
Robbie Findley,RSL,F,27,18,1751,12,4,60,26,9,18,15,2,0
Brian McBride,CHI,F,22,22,1963,7,2,47,22,9,33,7,0,0
Steve Zakuani,SEA,M,29,24,1993,4,4,46,21,9,26,12,1,0
Sanna Nyassi,SEA,M,14,2,305,0,0,6,1,8,4,3,2,0
Avery John,DC,D,6,3,348,0,0,0,0,8,1,0,4,0
Ali Gerba,TOR,F,11,5,534,1,0,15,3,8,4,11,1,0
Roger Espinoza,SKC,M,16,6,635,0,2,10,2,8,7,2,3,0
Jason Garey,CLB,F,15,8,705,4,2,16,12,8,6,6,1,0
Brek Shea,VAN,M-F,19,7,727,0,4,12,6,8,8,9,0,0
Ned Grabavoy,RSL,M,20,8,765,0,2,7,2,8,11,0,1,1
Ramon Sanchez,SJ,M,10,10,895,2,1,8,4,8,13,0,1,0
Chris Tierney,NE,D-M,14,13,1044,0,2,7,4,8,2,0,0,0
Simon Elliott,SJ,M,15,12,1234,0,0,7,3,8,3,0,0,0
Bruno Guarda,DAL,M,4,2,217,0,0,2,1,7,5,0,2,0
Thabiso Khumalo,DC,F,12,4,358,0,2,8,5,7,0,3,0,0
Zach Scott,SEA,D,9,6,492,0,0,1,0,7,8,0,2,0
Antonio Ribeiro,SJ,M,7,7,509,0,0,9,2,7,6,0,2,0
Tony Sanneh,LA,D,13,5,627,0,0,1,0,7,5,0,2,0
Peter Lowry,CHI,M,9,8,659,3,0,13,8,7,3,0,1,0
Craig Waibel,HOU,D,13,8,679,1,0,3,1,7,3,0,2,0
Nick Zimmerman,NY,M,11,7,757,0,0,21,10,7,10,1,0,0
Tyson Wahl,SEA,D,12,9,893,0,0,1,0,7,8,0,1,0
Sean Franklin,VAN,D,13,13,1125,0,1,5,2,7,4,0,0,0
Sébastien Le Toux,SEA,F,28,15,1457,1,3,27,12,7,14,11,0,0
Brandon Barklage,DC,D,4,1,98,0,0,0,0,6,0,1,1,0
Marvin Chávez,DAL,M,7,3,233,0,0,2,0,6,4,1,1,0
Devon McTavish,DC,D,11,5,431,0,0,0,0,6,3,0,4,0
Nathan Sturgis,SEA,M,9,5,440,0,0,1,1,6,6,0,0,0
Heath Pearce,DAL,D,6,5,478,0,1,6,1,6,2,0,1,0
Cornell Glen,SJ,F,12,6,481,4,1,22,14,6,12,6,0,0
André Luiz,SJ,M,7,7,488,0,0,4,1,6,8,0,1,0
Kyle Davies,DAL,D,11,10,795,0,0,2,2,6,5,0,0,0
Jonathan Leathers,KC,D,11,10,871,0,0,4,1,6,3,0,3,0
Wade Barrett,HOU,D,12,11,940,0,0,1,0,6,4,0,3,0
Mike Banner,CHI,M,22,8,942,2,3,10,4,6,17,2,1,0
Luke Sassano,NY,D,17,12,1179,0,0,6,0,6,8,0,1,0
Juan Pietravallo,NY,M,3,2,186,0,0,2,0,5,0,0,1,0
Abe Thompson,HOU,F,9,1,203,1,0,7,3,5,2,0,0,0
Mauricio Castro,NE,M,6,3,223,0,1,5,2,5,3,0,0,0
Kevin Burns,CLB,M,8,4,359,0,0,3,1,5,4,0,1,0
Gerson Mayen,SLV,M,12,5,428,0,4,2,1,5,1,0,0,0
O'Brian White,TOR,F,9,5,440,2,0,11,5,5,0,4,2,0
Julian de Guzman,TOR,M,5,5,450,0,0,3,0,5,10,0,1,0
Sasha Victorine,CHV,M,10,4,470,0,1,7,3,5,5,1,0,0
Graham Zusi,SKC,D-M,13,5,524,0,1,6,2,5,5,1,0,0
Amaechi Igwe,NE,D,11,5,628,0,0,2,1,5,14,0,0,0
Maicon Santos,CHV,F,10,8,670,1,1,23,10,5,9,8,3,0
Bobby Burling,CHV,D,10,7,713,0,0,4,1,5,2,0,0,0
Marco Velez,TOR,D,15,8,780,0,0,3,2,5,7,0,1,0
Richard Mulrooney,HOU,M,14,14,1260,1,1,3,3,5,14,0,1,0
Michael Kraus,KC,M-F,11,0,147,1,0,2,2,4,0,1,1,0
Nico Colaluca,COL,M,6,1,159,0,0,3,1,4,5,1,0,0
Chance Myers,KC,D,6,0,165,0,1,3,1,4,1,0,1,1
Emilio Rentería,CLB,F,5,2,177,0,0,6,1,4,6,4,0,1
Ade Akinbiyi,HOU,F,14,2,261,0,0,1,0,4,1,4,1,0
Matthew Mbuta,NY,M,10,2,280,1,0,4,1,4,0,5,0,0
Jorge Villafaña,USA,D-M,7,3,331,0,0,1,1,4,5,0,0,0
Greg Janicki,DC,D,7,5,422,0,0,0,0,4,2,0,0,0
Rauwshan McKenzie,KC,D,5,5,437,0,0,1,0,4,2,0,0,0
Ange N'Silu,DC,F,9,4,452,1,1,7,4,4,6,3,1,0
Emmanuel Gomez,TOR,D,9,6,491,0,0,0,0,4,3,0,1,0
Michael Zaher,SJ,D,10,8,757,0,2,1,1,4,4,0,1,0
Steve Ralston,NE,M,20,17,1543,7,7,18,11,4,12,2,2,0
Matt Marquess,KC,D,1,1,85,0,0,0,0,3,0,0,1,0
Stefan Dimitrov,CHI,F,7,1,124,0,0,1,0,3,1,1,0,0
Rachid El Khalifi,RSL,M-F,4,3,178,0,0,2,0,3,4,0,0,0
Abdus Ibrahim,TOR,F,6,2,204,0,1,2,0,3,4,0,0,0
Leo Krupnik,NY,D,3,2,204,0,0,0,0,3,0,0,1,0
Adam Cristman,KC,F,5,3,213,0,0,2,2,3,6,4,1,0
Duncan Oughton,CLB,D,9,2,218,0,1,3,2,3,5,1,0,0
Roger Levesque,SEA,M,14,2,260,2,0,7,4,3,2,0,1,0
Luis Landin,HOU,F,7,5,360,1,0,8,5,3,8,12,1,0
Kelly Gray,SJ,D-M,8,7,632,0,0,5,0,3,5,0,0,0
Josh Tudela,LA,M,8,8,637,0,0,2,0,3,2,0,1,0
Eric Denton,SJ,D,11,9,803,0,1,2,1,3,4,0,2,0
Justin Mapp,CHI,M,21,11,1013,1,3,16,4,3,17,2,3,0
Jacob Peterson,COL,F,23,12,1131,2,2,24,9,3,6,2,0,0
Michael Holody,COL,D,4,0,80,1,0,1,1,2,0,0,2,0
Calen Carr,CHI,F,10,0,90,0,0,1,0,2,2,0,1,0
Danny Cruz,HOU,M-F,6,0,107,0,0,4,2,2,4,0,0,0
Luis Miguel Escalada,RSL,F,5,1,126,1,0,4,2,2,0,5,0,0
Alex Grendi,CLB,M,3,1,127,0,1,0,0,2,1,0,0,0
Kyle Patterson,LA,M,3,2,127,0,1,1,0,2,2,0,0,0
Kurt Morsink,KC,M,5,2,154,0,0,0,0,2,1,0,1,0
Ernst Oebster,NY,M,3,2,157,0,0,3,2,2,5,3,0,0
Jim Curtin,CHV,D,3,2,164,0,0,0,0,2,0,0,0,0
Jamie Smith,COL,M,4,3,216,0,1,4,1,2,1,0,0,0
Greg Dalby,COL,M,11,2,242,0,0,3,2,2,3,0,1,0
Zoltan Hercegfalvi,KC,F,10,2,298,2,1,8,6,2,3,2,1,1
Eric Avila,DAL,M,18,0,332,1,2,5,3,2,3,0,0,0
Steve Purdy,DAL,D,5,4,338,0,0,2,0,2,1,0,1,0
Austin Washington,CHI,D,8,4,360,0,0,1,0,2,1,0,0,0
Daniel Woolard,CHI,D,8,4,409,0,0,1,0,2,5,0,0,0
Terry Cooke,COL,M,10,5,422,1,1,6,3,2,1,1,0,0
Anthony Wallace,DAL,D,7,6,498,0,0,4,1,2,1,1,0,0
Davide Somma,SJ,F,1,0,4,0,0,1,0,1,0,0,0,0
Ian Joy,RSL,D,1,0,7,0,0,0,0,1,0,0,0,0
Ross Schunk,COL,F,3,0,10,0,0,0,0,1,0,0,0,0
Gregory Richardson,COL,F,1,0,11,0,0,0,0,1,0,0,0,0
Leonard Griffin,LA,D,1,0,16,0,0,0,0,1,0,0,0,0
Stephane Assengue,NE,F,2,0,37,0,0,2,0,1,0,0,0,0
Erik Ustruck,HOU,F,2,0,40,0,0,0,0,1,0,0,0,0
Peri Marosevic,DAL,F,4,0,47,0,0,1,0,1,1,0,0,0
David Horst,RSL,D,2,1,86,0,0,0,0,1,4,0,0,0
Ty Harden,COL,D,7,1,87,0,0,0,0,1,1,0,0,0
Facundo Diz,COL,F,8,0,97,0,0,1,1,1,2,1,0,0
Jean-Marc Alexandre,HAI,F,4,0,99,0,0,2,0,1,1,0,0,0
Taylor Twellman,NE,F,2,0,109,2,0,5,4,1,3,1,0,0
Claudio Suarez,CHV,D,5,1,111,0,0,1,0,1,2,0,0,0
Lesly Fellinga,TOR,D,4,1,137,0,0,2,2,1,1,0,0,0
Michael Dello-Russo,DAL,D-M,2,2,162,0,0,0,0,1,1,0,0,0
Raphael Cox,RSL,M,6,2,208,1,0,1,1,1,2,0,0,0
Stephen King,SEA,M,10,3,433,0,0,3,0,1,3,0,0,0
Baggio Husidic,LA,M,10,5,449,0,1,6,1,1,6,0,0,0
Stanley Nyazamba,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Evan Brown,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Tiyiselani Shipalane,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Nelson González,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Fabio da Silva,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
David Habarugira,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Lamar Neagle,SEA,M,0,0,0,0,0,0,0,0,0,0,0,0
Yohance Marshall,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Peters,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
David Myrie,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Giorgi Chirgadze,NY,F,0,0,0,0,0,0,0,0,0,0,0,0
Cesar Zamora,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Forrest,SEA,F,0,0,0,0,0,0,0,0,0,0,0,0
Felix Garcia,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Miller,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran O'Brien,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Pizarro,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Jamil Roberts,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Echeverry,NY,F,0,0,0,0,0,0,0,0,0,0,0,0
Alex Nimo,RSL,F-M,0,0,0,0,0,0,0,0,0,0,0,0
Argenis Fernandez,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Rob Valentino,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Julian Valentin,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Ely Allen,DC,F-M,0,0,0,0,0,0,0,0,0,0,0,0
John Michael Hayden,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Graham,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Badilla,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Ante Razov,CHV,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Guerrero,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tristan Bowen,LA,F,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
